map_key,group_id,map_id,source_map,classification,status,notes
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_2_F,98,43,CeladonCity_DepartmentStore_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_3_F,98,44,CeladonCity_DepartmentStore_3F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_4_F,98,45,CeladonCity_DepartmentStore_4F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_5_F,98,46,CeladonCity_DepartmentStore_5F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_ROOF,98,47,CeladonCity_DepartmentStore_Roof,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_ELEVATOR,98,48,CeladonCity_DepartmentStore_Elevator,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_CONDOMINIUMS_1_F,98,49,CeladonCity_Condominiums_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_CONDOMINIUMS_2_F,98,50,CeladonCity_Condominiums_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_CONDOMINIUMS_3_F,98,51,CeladonCity_Condominiums_3F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_CONDOMINIUMS_ROOF,98,52,CeladonCity_Condominiums_Roof,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_CONDOMINIUMS_ROOF_ROOM,98,53,CeladonCity_Condominiums_RoofRoom,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_POKEMON_CENTER_1_F,98,54,CeladonCity_PokemonCenter_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_POKEMON_CENTER_2_F,98,55,CeladonCity_PokemonCenter_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_GAME_CORNER,98,56,CeladonCity_GameCorner,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_GAME_CORNER_PRIZE_ROOM,98,57,CeladonCity_GameCorner_PrizeRoom,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_GYM,98,58,CeladonCity_Gym,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_RESTAURANT,98,59,CeladonCity_Restaurant,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_HOUSE1,98,60,CeladonCity_House1,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_HOTEL,98,61,CeladonCity_Hotel,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_FUCHSIA_CITY_SAFARI_ZONE_ENTRANCE,98,62,FuchsiaCity_SafariZone_Entrance,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_FUCHSIA_CITY_MART,98,63,FuchsiaCity_Mart,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_FUCHSIA_CITY_SAFARI_ZONE_OFFICE,98,64,FuchsiaCity_SafariZone_Office,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_FUCHSIA_CITY_GYM,98,65,FuchsiaCity_Gym,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_FUCHSIA_CITY_HOUSE1,98,66,FuchsiaCity_House1,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_FUCHSIA_CITY_POKEMON_CENTER_1_F,98,67,FuchsiaCity_PokemonCenter_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_FUCHSIA_CITY_POKEMON_CENTER_2_F,98,68,FuchsiaCity_PokemonCenter_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_FUCHSIA_CITY_WARDENS_HOUSE,98,69,FuchsiaCity_WardensHouse,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_FUCHSIA_CITY_HOUSE2,98,70,FuchsiaCity_House2,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_FUCHSIA_CITY_HOUSE3,98,71,FuchsiaCity_House3,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CINNABAR_ISLAND_GYM,98,72,CinnabarIsland_Gym,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_LAB_ENTRANCE,98,73,CinnabarIsland_PokemonLab_Entrance,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_LAB_LOUNGE,98,74,CinnabarIsland_PokemonLab_Lounge,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_LAB_RESEARCH_ROOM,98,75,CinnabarIsland_PokemonLab_ResearchRoom,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_LAB_EXPERIMENT_ROOM,98,76,CinnabarIsland_PokemonLab_ExperimentRoom,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_CENTER_1_F,98,77,CinnabarIsland_PokemonCenter_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_CENTER_2_F,98,78,CinnabarIsland_PokemonCenter_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CINNABAR_ISLAND_MART,98,79,CinnabarIsland_Mart,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_INDIGO_PLATEAU_POKEMON_CENTER_1_F,98,80,IndigoPlateau_PokemonCenter_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_INDIGO_PLATEAU_POKEMON_CENTER_2_F,98,81,IndigoPlateau_PokemonCenter_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_SAFFRON_CITY_COPYCATS_HOUSE_1_F,98,82,SaffronCity_CopycatsHouse_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_SAFFRON_CITY_COPYCATS_HOUSE_2_F,98,83,SaffronCity_CopycatsHouse_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,SaffronCity_Dojo,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_SAFFRON_CITY_GYM,98,85,SaffronCity_Gym,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_SAFFRON_CITY_HOUSE,98,86,SaffronCity_House,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_SAFFRON_CITY_MART,98,87,SaffronCity_Mart,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_SAFFRON_CITY_POKEMON_CENTER_1_F,98,88,SaffronCity_PokemonCenter_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_SAFFRON_CITY_POKEMON_CENTER_2_F,98,89,SaffronCity_PokemonCenter_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_SAFFRON_CITY_MR_PSYCHICS_HOUSE,98,90,SaffronCity_MrPsychicsHouse,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_SAFFRON_CITY_POKEMON_TRAINER_FAN_CLUB,98,91,SaffronCity_PokemonTrainerFanClub,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE2_VIRIDIAN_FOREST_SOUTH_ENTRANCE,98,92,Route2_ViridianForest_SouthEntrance,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE2_HOUSE,98,93,Route2_House,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE2_EAST_BUILDING,98,94,Route2_EastBuilding,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE2_VIRIDIAN_FOREST_NORTH_ENTRANCE,98,95,Route2_ViridianForest_NorthEntrance,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE4_POKEMON_CENTER_1_F,98,96,Route4_PokemonCenter_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE4_POKEMON_CENTER_2_F,98,97,Route4_PokemonCenter_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE5_POKEMON_DAY_CARE,98,98,Route5_PokemonDayCare,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE5_SOUTH_ENTRANCE,98,99,Route5_SouthEntrance,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE6_NORTH_ENTRANCE,98,100,Route6_NorthEntrance,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE6_UNUSED_HOUSE,98,101,Route6_UnusedHouse,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE7_EAST_ENTRANCE,98,102,Route7_EastEntrance,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE8_WEST_ENTRANCE,98,103,Route8_WestEntrance,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE10_POKEMON_CENTER_1_F,98,104,Route10_PokemonCenter_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE10_POKEMON_CENTER_2_F,98,105,Route10_PokemonCenter_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE11_EAST_ENTRANCE_1_F,98,106,Route11_EastEntrance_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE11_EAST_ENTRANCE_2_F,98,107,Route11_EastEntrance_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE12_NORTH_ENTRANCE_1_F,98,108,Route12_NorthEntrance_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE12_NORTH_ENTRANCE_2_F,98,109,Route12_NorthEntrance_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE12_FISHING_HOUSE,98,110,Route12_FishingHouse,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE15_WEST_ENTRANCE_1_F,98,111,Route15_WestEntrance_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE15_WEST_ENTRANCE_2_F,98,112,Route15_WestEntrance_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE16_HOUSE,98,113,Route16_House,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE16_NORTH_ENTRANCE_1_F,98,114,Route16_NorthEntrance_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE16_NORTH_ENTRANCE_2_F,98,115,Route16_NorthEntrance_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE18_EAST_ENTRANCE_1_F,98,116,Route18_EastEntrance_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE18_EAST_ENTRANCE_2_F,98,117,Route18_EastEntrance_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE19_UNUSED_HOUSE,98,118,Route19_UnusedHouse,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE22_NORTH_ENTRANCE,98,119,Route22_NorthEntrance,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE23_UNUSED_HOUSE,98,120,Route23_UnusedHouse,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_ROUTE25_SEA_COTTAGE,98,121,Route25_SeaCottage,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
