trainer_key,class_key,party_slot,species_key,form_key,level,move1_key,move2_key,move3_key,move4_key,item_key,ability_key,ability_policy,nature_key,ev_spread_key,iv_floor,ai_profile_key,trainer_role,unlock_key,mechanic_policy,difficulty_policy,warning_key,status,notes
TRAINER_KEY_KANTO_GYM_08,TRAINER_CLASS_KANTO_GYM_08,4,SPECIES_KEY_GYARADOS,NONE,99,MOVE_KEY_DRAGONDANCE,MOVE_KEY_WATERFALL,MOVE_KEY_EARTHQUAKE,MOVE_KEY_ICEFANG,ITEM_KEY_VEGA_141,ABILITY_KEY_INTIMIDATE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_8,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,積み
TRAINER_KEY_KANTO_GYM_08,TRAINER_CLASS_KANTO_GYM_08,5,SPECIES_KEY_ARCANINE,NONE,99,MOVE_KEY_FLAREBLITZ,MOVE_KEY_EXTREMESPEED,MOVE_KEY_WILDCHARGE,MOVE_KEY_CLOSECOMBAT,ITEM_KEY_CHOICE_BAND,ABILITY_KEY_INTIMIDATE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_8,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,対面処理
TRAINER_KEY_KANTO_GYM_08,TRAINER_CLASS_KANTO_GYM_08,6,SPECIES_KEY_PIDGEOT,NONE,100,MOVE_KEY_HURRICANE,MOVE_KEY_HEATWAVE,MOVE_KEY_ROOST,MOVE_KEY_UTURN,ITEM_KEY_PIDGEOTITE,ABILITY_KEY_NOGUARD,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_8,MEGA,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,切り札
TRAINER_KEY_KANTO_LEAGUE_01,TRAINER_CLASS_KANTO_LEAGUE_01,1,SPECIES_KEY_NINETALES,NONE,94,MOVE_KEY_AURORAVEIL,MOVE_KEY_BLIZZARD,MOVE_KEY_MOONBLAST,MOVE_KEY_ENCORE,ITEM_KEY_LIGHT_CLAY,ABILITY_KEY_SNOWWARNING,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,雪・壁始動
TRAINER_KEY_KANTO_LEAGUE_01,TRAINER_CLASS_KANTO_LEAGUE_01,2,SPECIES_KEY_FROSMOTH,NONE,94,MOVE_KEY_QUIVERDANCE,MOVE_KEY_ICEBEAM,MOVE_KEY_BUGBUZZ,MOVE_KEY_GIGADRAIN,ITEM_KEY_HEAVY_DUTY_BOOTS,ABILITY_KEY_ICESCALES,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,特殊積み
TRAINER_KEY_KANTO_LEAGUE_01,TRAINER_CLASS_KANTO_LEAGUE_01,3,SPECIES_KEY_CLOYSTER,NONE,95,MOVE_KEY_SHELLSMASH,MOVE_KEY_ICICLESPEAR,MOVE_KEY_ROCKBLAST,MOVE_KEY_ICESHARD,ITEM_KEY_VEGA_187,ABILITY_KEY_SKILLLINK,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,物理積み
TRAINER_KEY_KANTO_LEAGUE_01,TRAINER_CLASS_KANTO_LEAGUE_01,4,SPECIES_KEY_CETITAN,NONE,95,MOVE_KEY_ICICLECRASH,MOVE_KEY_LIQUIDATION,MOVE_KEY_EARTHQUAKE,MOVE_KEY_ICESHARD,ITEM_KEY_LIFE_ORB,ABILITY_KEY_SHEERFORCE,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,物理圧力
TRAINER_KEY_KANTO_LEAGUE_01,TRAINER_CLASS_KANTO_LEAGUE_01,5,SPECIES_KEY_SLOWKING,NONE,96,MOVE_KEY_CHILLYRECEPTION,MOVE_KEY_SLUDGEBOMB,MOVE_KEY_PSYCHIC,MOVE_KEY_SLACKOFF,ITEM_KEY_BLACK_SLUDGE,ABILITY_KEY_REGENERATOR,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,雪再展開
TRAINER_KEY_KANTO_LEAGUE_01,TRAINER_CLASS_KANTO_LEAGUE_01,6,SPECIES_KEY_LAPRAS,NONE,97,MOVE_KEY_FREEZEDRY,MOVE_KEY_HYDROPUMP,MOVE_KEY_THUNDERBOLT,MOVE_KEY_PERISHSONG,ITEM_KEY_WEAKNESS_POLICY,ABILITY_KEY_WATERABSORB,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,切り札・耐久
TRAINER_KEY_KANTO_LEAGUE_02,TRAINER_CLASS_KANTO_LEAGUE_02,1,SPECIES_KEY_KLEAVOR,NONE,95,MOVE_KEY_STONEAXE,MOVE_KEY_XSCISSOR,MOVE_KEY_CLOSECOMBAT,MOVE_KEY_QUICKATTACK,ITEM_KEY_FOCUS_SASH,ABILITY_KEY_SHARPNESS,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,先発設置
TRAINER_KEY_KANTO_LEAGUE_02,TRAINER_CLASS_KANTO_LEAGUE_02,2,SPECIES_KEY_ANNIHILAPE,NONE,95,MOVE_KEY_RAGEFIST,MOVE_KEY_DRAINPUNCH,MOVE_KEY_BULKUP,MOVE_KEY_TAUNT,ITEM_KEY_LEFTOVERS,ABILITY_KEY_DEFIANT,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,積み
TRAINER_KEY_KANTO_LEAGUE_02,TRAINER_CLASS_KANTO_LEAGUE_02,3,SPECIES_KEY_FALINKS,NONE,96,MOVE_KEY_NORETREAT,MOVE_KEY_CLOSECOMBAT,MOVE_KEY_IRONHEAD,MOVE_KEY_POISONJAB,ITEM_KEY_VEGA_141,ABILITY_KEY_DEFIANT,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,全能力強化
TRAINER_KEY_KANTO_LEAGUE_02,TRAINER_CLASS_KANTO_LEAGUE_02,4,SPECIES_KEY_HAWLUCHA,NONE,96,MOVE_KEY_ACROBATICS,MOVE_KEY_CLOSECOMBAT,MOVE_KEY_SWORDSDANCE,MOVE_KEY_TAUNT,ITEM_KEY_GRASSY_SEED,ABILITY_KEY_UNBURDEN,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,高速物理
TRAINER_KEY_KANTO_LEAGUE_02,TRAINER_CLASS_KANTO_LEAGUE_02,5,SPECIES_KEY_CONKELDURR,NONE,97,MOVE_KEY_DRAINPUNCH,MOVE_KEY_MACHPUNCH,MOVE_KEY_FACADE,MOVE_KEY_KNOCKOFF,ITEM_KEY_FLAME_ORB,ABILITY_KEY_GUTS,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,耐久突破
TRAINER_KEY_KANTO_LEAGUE_02,TRAINER_CLASS_KANTO_LEAGUE_02,6,SPECIES_KEY_HERACROSS,NONE,98,MOVE_KEY_PINMISSILE,MOVE_KEY_CLOSECOMBAT,MOVE_KEY_ROCKBLAST,MOVE_KEY_BULLETSEED,ITEM_KEY_HERACRONITE,ABILITY_KEY_MOXIE,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,メガ切り札
TRAINER_KEY_KANTO_LEAGUE_03,TRAINER_CLASS_KANTO_LEAGUE_03,1,SPECIES_KEY_HOUNDSTONE,NONE,96,MOVE_KEY_LASTRESPECTS,MOVE_KEY_PLAYROUGH,MOVE_KEY_YAWN,MOVE_KEY_SANDSTORM,ITEM_KEY_SMOOTH_ROCK,ABILITY_KEY_SANDRUSH,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,砂始動
TRAINER_KEY_KANTO_LEAGUE_03,TRAINER_CLASS_KANTO_LEAGUE_03,2,SPECIES_KEY_CLODSIRE,NONE,96,MOVE_KEY_TOXIC,MOVE_KEY_EARTHQUAKE,MOVE_KEY_RECOVER,MOVE_KEY_STEALTHROCK,ITEM_KEY_BLACK_SLUDGE,ABILITY_KEY_UNAWARE,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,積み抑制
TRAINER_KEY_KANTO_LEAGUE_03,TRAINER_CLASS_KANTO_LEAGUE_03,3,SPECIES_KEY_SINISTCHA,NONE,97,MOVE_KEY_MATCHAGOTCHA,MOVE_KEY_GIGADRAIN,MOVE_KEY_TRICKROOM,MOVE_KEY_RAGEPOWDER,ITEM_KEY_VEGA_142,ABILITY_KEY_HOSPITALITY,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,回復・速度反転
TRAINER_KEY_KANTO_LEAGUE_03,TRAINER_CLASS_KANTO_LEAGUE_03,4,SPECIES_KEY_MIMIKYU,NONE,97,MOVE_KEY_PLAYROUGH,MOVE_KEY_SHADOWSNEAK,MOVE_KEY_SWORDSDANCE,MOVE_KEY_CURSE,ITEM_KEY_LIFE_ORB,ABILITY_KEY_DISGUISE,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,物理積み
TRAINER_KEY_KANTO_LEAGUE_03,TRAINER_CLASS_KANTO_LEAGUE_03,5,SPECIES_KEY_CERULEDGE,NONE,98,MOVE_KEY_BITTERBLADE,MOVE_KEY_SHADOWSNEAK,MOVE_KEY_CLOSECOMBAT,MOVE_KEY_SWORDSDANCE,ITEM_KEY_FOCUS_SASH,ABILITY_KEY_WEAKARMOR,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,高速化
TRAINER_KEY_KANTO_LEAGUE_03,TRAINER_CLASS_KANTO_LEAGUE_03,6,SPECIES_KEY_GENGAR,NONE,99,MOVE_KEY_SHADOWBALL,MOVE_KEY_SLUDGEBOMB,MOVE_KEY_FOCUSBLAST,MOVE_KEY_DESTINYBOND,ITEM_KEY_GENGARITE,ABILITY_KEY_CURSEDBODY,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,メガ切り札
TRAINER_KEY_KANTO_LEAGUE_04,TRAINER_CLASS_KANTO_LEAGUE_04,1,SPECIES_KEY_DRAGALGE,NONE,97,MOVE_KEY_DRACOMETEOR,MOVE_KEY_SLUDGEWAVE,MOVE_KEY_HYDROPUMP,MOVE_KEY_THUNDERBOLT,ITEM_KEY_ASSAULT_VEST,ABILITY_KEY_ADAPTABILITY,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,特殊受け
TRAINER_KEY_KANTO_LEAGUE_04,TRAINER_CLASS_KANTO_LEAGUE_04,2,SPECIES_KEY_ARCHALUDON,NONE,97,MOVE_KEY_ELECTROSHOT,MOVE_KEY_FLASHCANNON,MOVE_KEY_DRAGONPULSE,MOVE_KEY_BODYPRESS,ITEM_KEY_POWER_HERB,ABILITY_KEY_STAMINA,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,防御上昇
TRAINER_KEY_KANTO_LEAGUE_04,TRAINER_CLASS_KANTO_LEAGUE_04,3,SPECIES_KEY_BAXCALIBUR,NONE,98,MOVE_KEY_ICICLESPEAR,MOVE_KEY_GLAIVERUSH,MOVE_KEY_EARTHQUAKE,MOVE_KEY_ICESHARD,ITEM_KEY_LOADED_DICE,ABILITY_KEY_THERMALEXCHANGE,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,物理突破
TRAINER_KEY_KANTO_LEAGUE_04,TRAINER_CLASS_KANTO_LEAGUE_04,4,SPECIES_KEY_DRAGAPULT,NONE,98,MOVE_KEY_DRACOMETEOR,MOVE_KEY_SHADOWBALL,MOVE_KEY_FLAMETHROWER,MOVE_KEY_UTURN,ITEM_KEY_CHOICE_SPECS,ABILITY_KEY_INFILTRATOR,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,高速特殊
TRAINER_KEY_KANTO_LEAGUE_04,TRAINER_CLASS_KANTO_LEAGUE_04,5,SPECIES_KEY_KOMMO_O,NONE,99,MOVE_KEY_CLANGINGSCALES,MOVE_KEY_BODYPRESS,MOVE_KEY_FLAMETHROWER,MOVE_KEY_CLANGOROUSSOUL,ITEM_KEY_THROAT_SPRAY,ABILITY_KEY_SOUNDPROOF,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,積みエース
TRAINER_KEY_KANTO_LEAGUE_04,TRAINER_CLASS_KANTO_LEAGUE_04,6,SPECIES_KEY_SALAMENCE,NONE,100,MOVE_KEY_DOUBLEEDGE,MOVE_KEY_EARTHQUAKE,MOVE_KEY_DRAGONDANCE,MOVE_KEY_ROOST,ITEM_KEY_SALAMENCITE,ABILITY_KEY_INTIMIDATE,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,メガ切り札
TRAINER_KEY_KANTO_LEAGUE_05,TRAINER_CLASS_KANTO_LEAGUE_05,1,SPECIES_KEY_TYRANITAR,NONE,98,MOVE_KEY_STONEEDGE,MOVE_KEY_CRUNCH,MOVE_KEY_STEALTHROCK,MOVE_KEY_THUNDERWAVE,ITEM_KEY_SMOOTH_ROCK,ABILITY_KEY_SANDSTREAM,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,先発・砂
TRAINER_KEY_KANTO_LEAGUE_05,TRAINER_CLASS_KANTO_LEAGUE_05,2,SPECIES_KEY_RILLABOOM,NONE,98,MOVE_KEY_GRASSYGLIDE,MOVE_KEY_WOODHAMMER,MOVE_KEY_HIGHHORSEPOWER,MOVE_KEY_UTURN,ITEM_KEY_CHOICE_BAND,ABILITY_KEY_GRASSYSURGE,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,場奪取
TRAINER_KEY_KANTO_LEAGUE_05,TRAINER_CLASS_KANTO_LEAGUE_05,3,SPECIES_KEY_PALAFIN,NONE,99,MOVE_KEY_FLIPTURN,MOVE_KEY_WAVECRASH,MOVE_KEY_JETPUNCH,MOVE_KEY_CLOSECOMBAT,ITEM_KEY_MYSTIC_WATER,ABILITY_KEY_ZEROTOHERO,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,交代切り札
TRAINER_KEY_KANTO_LEAGUE_05,TRAINER_CLASS_KANTO_LEAGUE_05,4,SPECIES_KEY_ARMAROUGE,NONE,99,MOVE_KEY_ARMORCANNON,MOVE_KEY_PSYCHIC,MOVE_KEY_ENERGYBALL,MOVE_KEY_ENDURE,ITEM_KEY_WEAKNESS_POLICY,ABILITY_KEY_WEAKARMOR,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,特殊突破
TRAINER_KEY_KANTO_LEAGUE_05,TRAINER_CLASS_KANTO_LEAGUE_05,5,SPECIES_KEY_METAGROSS,NONE,99,MOVE_KEY_METEORMASH,MOVE_KEY_ZENHEADBUTT,MOVE_KEY_EARTHQUAKE,MOVE_KEY_BULLETPUNCH,ITEM_KEY_ASSAULT_VEST,ABILITY_KEY_CLEARBODY,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,中核
TRAINER_KEY_KANTO_LEAGUE_05,TRAINER_CLASS_KANTO_LEAGUE_05,6,SPECIES_KEY_PIDGEOT,NONE,100,MOVE_KEY_HURRICANE,MOVE_KEY_HEATWAVE,MOVE_KEY_UTURN,MOVE_KEY_ROOST,ITEM_KEY_PIDGEOTITE,ABILITY_KEY_TANGLEDFEET,EXPLICIT,NATURE_SERIOUS,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,LEAGUE,KANTO_LEAGUE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_LEAGUE,ACTIVE,メガ切り札
