encounter_key,map_key,logical_location_key,method,condition,slot,species_key,evolution_chain_id,level_min,level_max,weight,table_profile,base_table_key,unlock_key,hidden_ability_policy,egg_move_policy,item_key,shared_capture_key,difficulty_policy,status,notes
ENCOUNTER_KEY_KANTO_FAMILY_0105,MAP_KEY_KANTO_K20,K20,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,105,SPECIES_KEY_DELIBIRD,115,88,93,8,NORMAL,TABLE_KEY_KANTO_K20,KANTO_CERT_4,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0106,MAP_KEY_KANTO_K11,K11,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,106,SPECIES_KEY_SKARMORY,117,76,82,8,NORMAL,TABLE_KEY_KANTO_K11,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0107,MAP_KEY_KANTO_K39,K39,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,107,SPECIES_KEY_HOUNDOUR,118,91,98,8,NORMAL,TABLE_KEY_KANTO_K39,KANTO_CERT_5,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0108,MAP_KEY_KANTO_K30,K30,いわくだき／DexNav,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,108,SPECIES_KEY_PHANPY,119,80,87,0,NORMAL,TABLE_KEY_KANTO_K30,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0109,MAP_KEY_KANTO_K16,K16,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,109,SPECIES_KEY_STANTLER,120,81,86,8,NORMAL,TABLE_KEY_KANTO_K16,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0110,MAP_KEY_KANTO_K18,K18,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,110,SPECIES_KEY_SMEARGLE,121,84,90,8,NORMAL,TABLE_KEY_KANTO_K18,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0111,MAP_KEY_KANTO_K10,K10,DexNav隠し枠／低確率タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,111,SPECIES_KEY_TYROGUE,47,78,84,0,NORMAL,TABLE_KEY_KANTO_K10,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0112,MAP_KEY_KANTO_K38,K38,DexNav隠し枠／低確率タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,112,SPECIES_KEY_SMOOCHUM,59,88,96,0,NORMAL,TABLE_KEY_KANTO_K38,KANTO_CERT_4,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0113,MAP_KEY_KANTO_K40,K40,DexNav隠し枠／低確率タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,113,SPECIES_KEY_ELEKID,60,82,94,0,NORMAL,TABLE_KEY_KANTO_K40,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0114,MAP_KEY_KANTO_K39,K39,DexNav隠し枠／低確率タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,114,SPECIES_KEY_MAGBY,61,91,98,0,NORMAL,TABLE_KEY_KANTO_K39,KANTO_CERT_5,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0115,MAP_KEY_KANTO_K05,K05,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,115,SPECIES_KEY_MILTANK,122,74,79,8,NORMAL,TABLE_KEY_KANTO_K05,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0116,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,既存条件＋主地方の捕獲フラグ共有,116,SPECIES_KEY_RAIKOU,123,95,100,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0243,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
ENCOUNTER_KEY_KANTO_FAMILY_0117,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,既存条件＋主地方の捕獲フラグ共有,117,SPECIES_KEY_ENTEI,124,95,100,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0244,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
ENCOUNTER_KEY_KANTO_FAMILY_0118,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,既存条件＋主地方の捕獲フラグ共有,118,SPECIES_KEY_SUICUNE,125,95,100,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0245,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
ENCOUNTER_KEY_KANTO_FAMILY_0119,MAP_KEY_KANTO_LEAGUE,K42,DexNav隠し枠,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,119,SPECIES_KEY_LARVITAR,126,94,100,0,NORMAL,TABLE_KEY_KANTO_K42,KANTO_LEAGUE,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0120,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,既存条件＋主地方の捕獲フラグ共有,120,SPECIES_KEY_LUGIA,127,95,100,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0249,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
ENCOUNTER_KEY_KANTO_FAMILY_0121,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,既存条件＋主地方の捕獲フラグ共有,121,SPECIES_KEY_HO_OH,128,95,100,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0250,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
ENCOUNTER_KEY_KANTO_FAMILY_0122,MAP_KEY_KANTO_K43,K43,SIMPLE_EVENT,殿堂入り＋ときのかけら3個＋主地方の捕獲フラグ共有,122,SPECIES_KEY_CELEBI,129,95,100,0,EVENT,TABLE_KEY_KANTO_K43,KANTO_LEAGUE_CLEAR,SHARED_ONCE,ONE_LEGAL_MOVE,ITEM_KEY_NONE,SHARED_CAPTURE_KEY_NATIONAL_0251,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。
ENCOUNTER_KEY_KANTO_FAMILY_0123,MAP_KEY_KANTO_K47,K47,オーキド研究所の生態交換タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,123,SPECIES_KEY_TREECKO,130,68,68,2,NORMAL,TABLE_KEY_KANTO_K47,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,御三家を野生化せず、両地方の研究所を巡る収集導線にする。
ENCOUNTER_KEY_KANTO_FAMILY_0124,MAP_KEY_KANTO_K47,K47,オーキド研究所の生態交換タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,124,SPECIES_KEY_TORCHIC,131,68,68,2,NORMAL,TABLE_KEY_KANTO_K47,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,御三家を野生化せず、両地方の研究所を巡る収集導線にする。
ENCOUNTER_KEY_KANTO_FAMILY_0125,MAP_KEY_KANTO_K47,K47,オーキド研究所の生態交換タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,125,SPECIES_KEY_MUDKIP,132,68,68,2,NORMAL,TABLE_KEY_KANTO_K47,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,御三家を野生化せず、両地方の研究所を巡る収集導線にする。
ENCOUNTER_KEY_KANTO_FAMILY_0126,MAP_KEY_KANTO_K08,K08,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,126,SPECIES_KEY_POOCHYENA,133,79,84,8,NORMAL,TABLE_KEY_KANTO_K08,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0127,MAP_KEY_KANTO_K16,K16,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,127,SPECIES_KEY_ZIGZAGOON,134,81,86,8,NORMAL,TABLE_KEY_KANTO_K16,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0128,MAP_KEY_KANTO_K24,K24,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,128,SPECIES_KEY_WURMPLE,135,74,79,8,NORMAL,TABLE_KEY_KANTO_K24,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0129,MAP_KEY_KANTO_K15,K15,水上オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,129,SPECIES_KEY_LOTAD,136,85,90,10,NORMAL,TABLE_KEY_KANTO_K15,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0130,MAP_KEY_KANTO_VIRIDIAN_FOREST,K26,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,130,SPECIES_KEY_SEEDOT,137,70,76,8,NORMAL,TABLE_KEY_KANTO_K26,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0131,MAP_KEY_KANTO_K24,K24,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,131,SPECIES_KEY_TAILLOW,138,74,79,8,NORMAL,TABLE_KEY_KANTO_K24,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0132,MAP_KEY_KANTO_K25,K25,釣りオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,132,SPECIES_KEY_WINGULL,139,75,80,10,NORMAL,TABLE_KEY_KANTO_K25,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0133,MAP_KEY_KANTO_K23,K23,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,133,SPECIES_KEY_RALTS,140,92,98,8,NORMAL,TABLE_KEY_KANTO_K23,KANTO_CERT_5,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0134,MAP_KEY_KANTO_K15,K15,釣りオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,134,SPECIES_KEY_SURSKIT,141,85,90,10,NORMAL,TABLE_KEY_KANTO_K15,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0135,MAP_KEY_KANTO_K02,K02,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,135,SPECIES_KEY_SHROOMISH,142,69,73,8,NORMAL,TABLE_KEY_KANTO_K02,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0136,MAP_KEY_KANTO_K18,K18,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,136,SPECIES_KEY_SLAKOTH,143,84,90,8,NORMAL,TABLE_KEY_KANTO_K18,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0137,MAP_KEY_KANTO_K03,K03,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,137,SPECIES_KEY_NINCADA,144,71,75,8,NORMAL,TABLE_KEY_KANTO_K03,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0138,MAP_KEY_KANTO_K05,K05,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,138,SPECIES_KEY_WHISMUR,145,74,79,8,NORMAL,TABLE_KEY_KANTO_K05,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0139,MAP_KEY_KANTO_LEAGUE,K42,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,139,SPECIES_KEY_MAKUHITA,146,94,100,8,NORMAL,TABLE_KEY_KANTO_K42,KANTO_LEAGUE,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0140,MAP_KEY_KANTO_K15,K15,DexNav隠し枠／低確率タマゴ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,140,SPECIES_KEY_AZURILL,90,85,90,0,NORMAL,TABLE_KEY_KANTO_K15,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0141,MAP_KEY_KANTO_K30,K30,いわくだき／DexNav,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,141,SPECIES_KEY_NOSEPASS,147,80,87,0,NORMAL,TABLE_KEY_KANTO_K30,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0142,MAP_KEY_KANTO_K05,K05,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,142,SPECIES_KEY_SKITTY,148,74,79,8,NORMAL,TABLE_KEY_KANTO_K05,KANTO_EARLY_ACCESS,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0143,MAP_KEY_KANTO_K31,K31,夜間オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,143,SPECIES_KEY_SABLEYE,149,82,90,8,NORMAL,TABLE_KEY_KANTO_K31,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0144,MAP_KEY_KANTO_LEAGUE,K42,いわくだき／DexNav,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,144,SPECIES_KEY_MAWILE,150,94,100,0,NORMAL,TABLE_KEY_KANTO_K42,KANTO_LEAGUE,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0145,MAP_KEY_KANTO_K30,K30,いわくだき／DexNav,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,145,SPECIES_KEY_ARON,151,80,87,0,NORMAL,TABLE_KEY_KANTO_K30,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0146,MAP_KEY_KANTO_K23,K23,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,146,SPECIES_KEY_MEDITITE,152,92,98,8,NORMAL,TABLE_KEY_KANTO_K23,KANTO_CERT_5,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0147,MAP_KEY_KANTO_K10,K10,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,147,SPECIES_KEY_ELECTRIKE,153,78,84,8,NORMAL,TABLE_KEY_KANTO_K10,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0148,MAP_KEY_KANTO_K10,K10,草むらオーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,148,SPECIES_KEY_PLUSLE,154,78,84,8,NORMAL,TABLE_KEY_KANTO_K10,KANTO_CERT_1,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0149,MAP_KEY_KANTO_K40,K40,洞窟・屋内オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,149,SPECIES_KEY_MINUN,155,82,94,8,NORMAL,TABLE_KEY_KANTO_K40,KANTO_CERT_2,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0150,MAP_KEY_KANTO_K35,K35,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,150,SPECIES_KEY_VOLBEAT,156,85,94,8,NORMAL,TABLE_KEY_KANTO_K35,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
ENCOUNTER_KEY_KANTO_FAMILY_0151,MAP_KEY_KANTO_K35,K35,ずつき／朝昼オーバーレイ,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,151,SPECIES_KEY_ILLUMISE,157,85,94,8,NORMAL,TABLE_KEY_KANTO_K35,KANTO_CERT_3,DEXNAV_CHAIN_OR_RANK2,ONE_LEGAL_MOVE,ITEM_KEY_NONE,NONE,FIXED_HIGH_LEVEL_OPTIONAL,ACTIVE,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。
