item_key,id,vega_id,cfru_id,cfru_symbol,classification,display_name,description_key,icon_key,palette_key,pocket,price,importance,role,item_type_key,item_type_id,item_type_explicit,item_type_source,source_mystery,is_evolution_stone,is_evolution_item,hold_effect_key,hold_effect_param,field_effect_key,field_effect_param,field_use_callback_key,battle_usage,battle_effect_key,battle_effect_param,battle_use_callback_key,secondary_id,ball_kind,consume_policy,target_policy,supply_key,runtime_binding,status,notes
ITEM_KEY_NONE,0,0,0,ITEM_NONE,VEGA_CFRU_CANONICAL,？？？？？？？？,VEGA_ITEM_DESC_000,VEGA_ITEM_ICON_000,VEGA_ITEM_PALETTE_000,POCKET_ITEMS,0,0,FIELD_ITEM,ITEM_TYPE_DEFAULT_0,0,0,src/Tables/item_tables.c:583:gItemsByType,0,0,0,NONE,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_FOCUS_BAND,196,196,196,ITEM_FOCUS_BAND,VEGA_CFRU_CANONICAL,きあいのハチマキ,VEGA_ITEM_DESC_196,VEGA_ITEM_ICON_196,VEGA_ITEM_PALETTE_196,POCKET_ITEMS,200,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:732:ITEM_FOCUS_BAND,0,0,0,VEGA_HOLD_EFFECT_039,10,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_LUCKY_EGG,197,197,197,ITEM_LUCKY_EGG,VEGA_CFRU_CANONICAL,しあわせタマゴ,VEGA_ITEM_DESC_197,VEGA_ITEM_ICON_197,VEGA_ITEM_PALETTE_197,POCKET_ITEMS,200,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:733:ITEM_LUCKY_EGG,0,0,0,VEGA_HOLD_EFFECT_040,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_SCOPE_LENS,198,198,198,ITEM_SCOPE_LENS,VEGA_CFRU_CANONICAL,ピントレンズ,VEGA_ITEM_DESC_198,VEGA_ITEM_ICON_198,VEGA_ITEM_PALETTE_198,POCKET_ITEMS,200,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:734:ITEM_SCOPE_LENS,0,0,0,VEGA_HOLD_EFFECT_041,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_VEGA_199,199,199,NONE,NONE,VEGA_EXCLUSIVE,メタルコート,VEGA_ITEM_DESC_199,VEGA_ITEM_ICON_199,VEGA_ITEM_PALETTE_199,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_VEGA_FROZEN,0,0,Vega ROM frozen item row,0,0,0,VEGA_HOLD_EFFECT_042,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,semantic mismatch/distinct entity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_LEFTOVERS,200,200,200,ITEM_LEFTOVERS,VEGA_CFRU_CANONICAL,たべのこし,VEGA_ITEM_DESC_200,VEGA_ITEM_ICON_200,VEGA_ITEM_PALETTE_200,POCKET_ITEMS,200,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:735:ITEM_LEFTOVERS,0,0,0,VEGA_HOLD_EFFECT_043,10,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_VEGA_201,201,201,NONE,NONE,VEGA_EXCLUSIVE,りゅうのウロコ,VEGA_ITEM_DESC_201,VEGA_ITEM_ICON_201,VEGA_ITEM_PALETTE_201,POCKET_ITEMS,2100,0,HELD_ITEM,ITEM_TYPE_VEGA_FROZEN,0,0,Vega ROM frozen item row,0,0,0,VEGA_HOLD_EFFECT_044,10,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,semantic mismatch/distinct entity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_LIGHT_BALL,202,202,202,ITEM_LIGHT_BALL,VEGA_CFRU_CANONICAL,でんきだま,VEGA_ITEM_DESC_202,VEGA_ITEM_ICON_202,VEGA_ITEM_PALETTE_202,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:736:ITEM_LIGHT_BALL,0,0,0,VEGA_HOLD_EFFECT_045,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_SOFT_SAND,203,203,203,ITEM_SOFT_SAND,VEGA_CFRU_CANONICAL,やわらかいすな,VEGA_ITEM_DESC_203,VEGA_ITEM_ICON_203,VEGA_ITEM_PALETTE_203,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:737:ITEM_SOFT_SAND,0,0,0,VEGA_HOLD_EFFECT_046,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_HARD_STONE,204,204,204,ITEM_HARD_STONE,VEGA_CFRU_CANONICAL,かたいいし,VEGA_ITEM_DESC_204,VEGA_ITEM_ICON_204,VEGA_ITEM_PALETTE_204,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:738:ITEM_HARD_STONE,0,0,0,VEGA_HOLD_EFFECT_047,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_MIRACLE_SEED,205,205,205,ITEM_MIRACLE_SEED,VEGA_CFRU_CANONICAL,きせきのタネ,VEGA_ITEM_DESC_205,VEGA_ITEM_ICON_205,VEGA_ITEM_PALETTE_205,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:739:ITEM_MIRACLE_SEED,0,0,0,VEGA_HOLD_EFFECT_048,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_BLACK_GLASSES,206,206,206,ITEM_BLACK_GLASSES,VEGA_CFRU_CANONICAL,くろいメガネ,VEGA_ITEM_DESC_206,VEGA_ITEM_ICON_206,VEGA_ITEM_PALETTE_206,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:740:ITEM_BLACK_GLASSES,0,0,0,VEGA_HOLD_EFFECT_049,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_BLACK_BELT,207,207,207,ITEM_BLACK_BELT,VEGA_CFRU_CANONICAL,くろおび,VEGA_ITEM_DESC_207,VEGA_ITEM_ICON_207,VEGA_ITEM_PALETTE_207,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:741:ITEM_BLACK_BELT,0,0,0,VEGA_HOLD_EFFECT_050,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_MAGNET,208,208,208,ITEM_MAGNET,VEGA_CFRU_CANONICAL,じしゃく,VEGA_ITEM_DESC_208,VEGA_ITEM_ICON_208,VEGA_ITEM_PALETTE_208,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:742:ITEM_MAGNET,0,0,0,VEGA_HOLD_EFFECT_051,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_MYSTIC_WATER,209,209,209,ITEM_MYSTIC_WATER,VEGA_CFRU_CANONICAL,しんぴのしずく,VEGA_ITEM_DESC_209,VEGA_ITEM_ICON_209,VEGA_ITEM_PALETTE_209,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:743:ITEM_MYSTIC_WATER,0,0,0,VEGA_HOLD_EFFECT_052,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_SHARP_BEAK,210,210,210,ITEM_SHARP_BEAK,VEGA_CFRU_CANONICAL,するどいくちばし,VEGA_ITEM_DESC_210,VEGA_ITEM_ICON_210,VEGA_ITEM_PALETTE_210,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:744:ITEM_SHARP_BEAK,0,0,0,VEGA_HOLD_EFFECT_053,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_POISON_BARB,211,211,211,ITEM_POISON_BARB,VEGA_CFRU_CANONICAL,どくバリ,VEGA_ITEM_DESC_211,VEGA_ITEM_ICON_211,VEGA_ITEM_PALETTE_211,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:745:ITEM_POISON_BARB,0,0,0,VEGA_HOLD_EFFECT_054,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_NEVER_MELT_ICE,212,212,212,ITEM_NEVER_MELT_ICE,VEGA_CFRU_CANONICAL,とけないこおり,VEGA_ITEM_DESC_212,VEGA_ITEM_ICON_212,VEGA_ITEM_PALETTE_212,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:746:ITEM_NEVER_MELT_ICE,0,0,0,VEGA_HOLD_EFFECT_055,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_SPELL_TAG,213,213,213,ITEM_SPELL_TAG,VEGA_CFRU_CANONICAL,のろいのおふだ,VEGA_ITEM_DESC_213,VEGA_ITEM_ICON_213,VEGA_ITEM_PALETTE_213,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:747:ITEM_SPELL_TAG,0,0,0,VEGA_HOLD_EFFECT_056,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_TWISTED_SPOON,214,214,214,ITEM_TWISTED_SPOON,VEGA_CFRU_CANONICAL,まがったスプーン,VEGA_ITEM_DESC_214,VEGA_ITEM_ICON_214,VEGA_ITEM_PALETTE_214,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:748:ITEM_TWISTED_SPOON,0,0,0,VEGA_HOLD_EFFECT_057,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_CHARCOAL,215,215,215,ITEM_CHARCOAL,VEGA_CFRU_CANONICAL,もくたん,VEGA_ITEM_DESC_215,VEGA_ITEM_ICON_215,VEGA_ITEM_PALETTE_215,POCKET_ITEMS,9800,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:749:ITEM_CHARCOAL,0,0,0,VEGA_HOLD_EFFECT_058,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_DRAGON_FANG,216,216,216,ITEM_DRAGON_FANG,VEGA_CFRU_CANONICAL,りゅうのキバ,VEGA_ITEM_DESC_216,VEGA_ITEM_ICON_216,VEGA_ITEM_PALETTE_216,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:750:ITEM_DRAGON_FANG,0,0,0,VEGA_HOLD_EFFECT_059,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_SILK_SCARF,217,217,217,ITEM_SILK_SCARF,VEGA_CFRU_CANONICAL,シルクのスカーフ,VEGA_ITEM_DESC_217,VEGA_ITEM_ICON_217,VEGA_ITEM_PALETTE_217,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:751:ITEM_SILK_SCARF,0,0,0,VEGA_HOLD_EFFECT_060,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_VEGA_218,218,218,NONE,NONE,VEGA_EXCLUSIVE,アップグレード,VEGA_ITEM_DESC_218,VEGA_ITEM_ICON_218,VEGA_ITEM_PALETTE_218,POCKET_ITEMS,100,0,HELD_ITEM,ITEM_TYPE_VEGA_FROZEN,0,0,Vega ROM frozen item row,0,0,0,VEGA_HOLD_EFFECT_060,60,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,semantic mismatch/distinct entity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_SHELL_BELL,219,219,219,ITEM_SHELL_BELL,VEGA_CFRU_CANONICAL,かいがらのすず,VEGA_ITEM_DESC_219,VEGA_ITEM_ICON_219,VEGA_ITEM_PALETTE_219,POCKET_ITEMS,200,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:752:ITEM_SHELL_BELL,0,0,0,VEGA_HOLD_EFFECT_062,8,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_VEGA_220,220,220,NONE,NONE,VEGA_EXCLUSIVE,うしおのおこう,VEGA_ITEM_DESC_220,VEGA_ITEM_ICON_220,VEGA_ITEM_PALETTE_220,POCKET_ITEMS,9600,0,HELD_ITEM,ITEM_TYPE_VEGA_FROZEN,0,0,Vega ROM frozen item row,0,0,0,VEGA_HOLD_EFFECT_052,20,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,semantic mismatch/distinct entity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_LAX_INCENSE,221,221,221,ITEM_LAX_INCENSE,VEGA_CFRU_CANONICAL,のんきのおこう,VEGA_ITEM_DESC_221,VEGA_ITEM_ICON_221,VEGA_ITEM_PALETTE_221,POCKET_ITEMS,9600,0,HELD_ITEM,ITEM_TYPE_INCENSE,47,1,src/Tables/item_tables.c:889:ITEM_LAX_INCENSE,0,0,0,VEGA_HOLD_EFFECT_022,10,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_LUCKY_PUNCH,222,222,222,ITEM_LUCKY_PUNCH,VEGA_CFRU_CANONICAL,ラッキーパンチ,VEGA_ITEM_DESC_222,VEGA_ITEM_ICON_222,VEGA_ITEM_PALETTE_222,POCKET_ITEMS,10,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:753:ITEM_LUCKY_PUNCH,0,0,0,VEGA_HOLD_EFFECT_063,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_METAL_POWDER,223,223,223,ITEM_METAL_POWDER,VEGA_CFRU_CANONICAL,メタルパウダー,VEGA_ITEM_DESC_223,VEGA_ITEM_ICON_223,VEGA_ITEM_PALETTE_223,POCKET_ITEMS,10,0,HELD_ITEM,ITEM_TYPE_HELD_ITEM,46,1,src/Tables/item_tables.c:754:ITEM_METAL_POWDER,0,0,0,VEGA_HOLD_EFFECT_064,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,name/description/semantic ABI identity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_PINK_BUBBLE,224,224,NONE,NONE,VEGA_EXCLUSIVE,ももいろシャボン,VEGA_ITEM_DESC_224,VEGA_ITEM_ICON_224,VEGA_ITEM_PALETTE_224,POCKET_ITEMS,500,0,HELD_ITEM,ITEM_TYPE_VEGA_FROZEN,0,0,Vega ROM frozen item row,0,0,0,VEGA_HOLD_EFFECT_065,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,semantic mismatch/distinct entity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_DIZZY_HOOP,225,225,NONE,NONE,VEGA_EXCLUSIVE,フラフラフープ,VEGA_ITEM_DESC_225,VEGA_ITEM_ICON_225,VEGA_ITEM_PALETTE_225,POCKET_ITEMS,200,0,HELD_ITEM,ITEM_TYPE_VEGA_FROZEN,0,0,Vega ROM frozen item row,0,0,0,VEGA_HOLD_EFFECT_066,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,semantic mismatch/distinct entity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_VEGA_226,226,226,NONE,NONE,VEGA_EXCLUSIVE,？？？？？？？？,VEGA_ITEM_DESC_226,VEGA_ITEM_ICON_226,VEGA_ITEM_PALETTE_226,POCKET_ITEMS,0,0,FIELD_ITEM,ITEM_TYPE_VEGA_FROZEN,0,0,Vega ROM frozen item row,0,0,0,NONE,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,semantic mismatch/distinct entity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_VEGA_227,227,227,NONE,NONE,VEGA_EXCLUSIVE,？？？？？？？？,VEGA_ITEM_DESC_227,VEGA_ITEM_ICON_227,VEGA_ITEM_PALETTE_227,POCKET_ITEMS,0,0,FIELD_ITEM,ITEM_TYPE_VEGA_FROZEN,0,0,Vega ROM frozen item row,0,0,0,NONE,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,semantic mismatch/distinct entity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_VEGA_228,228,228,NONE,NONE,VEGA_EXCLUSIVE,？？？？？？？？,VEGA_ITEM_DESC_228,VEGA_ITEM_ICON_228,VEGA_ITEM_PALETTE_228,POCKET_ITEMS,0,0,FIELD_ITEM,ITEM_TYPE_VEGA_FROZEN,0,0,Vega ROM frozen item row,0,0,0,NONE,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,semantic mismatch/distinct entity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_VEGA_229,229,229,NONE,NONE,VEGA_EXCLUSIVE,？？？？？？？？,VEGA_ITEM_DESC_229,VEGA_ITEM_ICON_229,VEGA_ITEM_PALETTE_229,POCKET_ITEMS,0,0,FIELD_ITEM,ITEM_TYPE_VEGA_FROZEN,0,0,Vega ROM frozen item row,0,0,0,NONE,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,semantic mismatch/distinct entity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_VEGA_230,230,230,NONE,NONE,VEGA_EXCLUSIVE,？？？？？？？？,VEGA_ITEM_DESC_230,VEGA_ITEM_ICON_230,VEGA_ITEM_PALETTE_230,POCKET_ITEMS,0,0,FIELD_ITEM,ITEM_TYPE_VEGA_FROZEN,0,0,Vega ROM frozen item row,0,0,0,NONE,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,semantic mismatch/distinct entity; Vega 40-byte row and icon/palette pointers preserved
ITEM_KEY_VEGA_231,231,231,NONE,NONE,VEGA_EXCLUSIVE,？？？？？？？？,VEGA_ITEM_DESC_231,VEGA_ITEM_ICON_231,VEGA_ITEM_PALETTE_231,POCKET_ITEMS,0,0,FIELD_ITEM,ITEM_TYPE_VEGA_FROZEN,0,0,Vega ROM frozen item row,0,0,0,NONE,0,VEGA_FROZEN_CALLBACK,NONE,VEGA_FIELD_CB_080A34F9,0,NONE,NONE,NONE,0,NONE,VEGA_FROZEN,VEGA_FROZEN,SUPPLY_VEGA_EXISTING,VEGA_FROZEN_RUNTIME,FROZEN,semantic mismatch/distinct entity; Vega 40-byte row and icon/palette pointers preserved
