flag_key,id,owner,scope,status,notes
STATE_KEY_EVENT_FLAVOR_SSANNE_EXCHANGE_DONE,0x13bb,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_FLAVOR_ROUTE6_TIDE_DONE,0x13bc,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_QOL_OAK_BASIC_SYNC_DONE,0x13bd,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_FOREST_CORRIDOR_START_DONE,0x13be,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_FOREST_CORRIDOR_ROUTE2_DONE,0x13bf,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_FOREST_CORRIDOR_COMPLETE_DONE,0x13c0,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_FOREST_CORRIDOR_COMPLETE_REWARD_CLAIMED,0x13c1,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_MOON_STRATA_START_DONE,0x13c2,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_MOON_STRATA_ROUTE3_DONE,0x13c3,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_MOON_STRATA_MT_MOON_DONE,0x13c4,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_MOON_STRATA_COMPLETE_DONE,0x13c5,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_MOON_STRATA_COMPLETE_REWARD_CLAIMED,0x13c6,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_EGG_COURIER_START_DONE,0x13c7,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_EGG_COURIER_ROUTE4_DONE,0x13c8,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_EGG_COURIER_COMPLETE_DONE,0x13c9,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_CAPE_TIME_START_DONE,0x13ca,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_CAPE_TIME_COMPLETE_DONE,0x13cb,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_UNDERGROUND_BREATH_START_DONE,0x13cc,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_UNDERGROUND_BREATH_DIGLETT_DONE,0x13cd,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_UNDERGROUND_BREATH_COMPLETE_DONE,0x13ce,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_UNDERGROUND_BREATH_COMPLETE_REWARD_CLAIMED,0x13cf,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_WATER_CURRENT_START_DONE,0x13d0,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_WATER_CURRENT_ROUTE10_DONE,0x13d1,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_WATER_CURRENT_COMPLETE_DONE,0x13d2,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_MEMORY_LIGHT_START_DONE,0x13d3,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_MEMORY_LIGHT_TOWER_DONE,0x13d4,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_MEMORY_LIGHT_COMPLETE_DONE,0x13d5,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_MEMORY_LIGHT_COMPLETE_REWARD_CLAIMED,0x13d6,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_QOL_FIELD_KIT_DONE,0x13d7,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_QOL_LATE_TRAINING_DONE,0x13d8,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_QOL_RESEARCH_PROFILE_DONE,0x13d9,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_CITY_SEEDS_START_DONE,0x13da,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_CITY_SEEDS_COMPLETE_DONE,0x13db,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_CITY_SEEDS_COMPLETE_REWARD_CLAIMED,0x13dc,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_WETLAND_MIGRATION_START_DONE,0x13dd,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_WETLAND_MIGRATION_ROUTE13_DONE,0x13de,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_WETLAND_MIGRATION_ROUTE14_DONE,0x13df,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_WETLAND_MIGRATION_COMPLETE_DONE,0x13e0,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_WETLAND_MIGRATION_COMPLETE_REWARD_CLAIMED,0x13e1,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_WIND_RING_START_DONE,0x13e2,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_WIND_RING_ROUTE17_DONE,0x13e3,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_WIND_RING_COMPLETE_DONE,0x13e4,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_WIND_RING_COMPLETE_REWARD_CLAIMED,0x13e5,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_MAIN_EARLY_FOUR_COMPLETE_DONE,0x13e6,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_FACILITY_SAFARI_OFFICE_DONE,0x13e7,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_FLAVOR_SAFARI_EAST_DONE,0x13e8,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_FLAVOR_SAFARI_NORTH_DONE,0x13e9,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_FLAVOR_SAFARI_WEST_DONE,0x13ea,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_MAIN_POSTHOF_RETURN_DONE,0x13eb,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_COLD_CURRENT_START_DONE,0x13ec,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_COLD_CURRENT_ROUTE20_DONE,0x13ed,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_COLD_CURRENT_COMPLETE_DONE,0x13ee,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_VOLCANO_ARCHIVE_START_DONE,0x13ef,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_VOLCANO_ARCHIVE_MANSION_DONE,0x13f0,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_SIDE_VOLCANO_ARCHIVE_COMPLETE_DONE,0x13f1,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_QOL_LICENSE_SYNC_DONE,0x13f2,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_QOL_COMPETITIVE_SUPPLY_DONE,0x13f3,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_QOL_HIGH_RAID_DONE,0x13f4,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_MAIN_ROUTE22_BRIEF_DONE,0x13f5,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_MAIN_ROUTE23_GATE_DONE,0x13f6,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_MAIN_VICTORY_ROAD_SIGNAL_DONE,0x13f7,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_MAIN_KANTO_LEAGUE_ENTRY_DONE,0x13f8,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_QOL_LEAGUE_TECH_DONE,0x13f9,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_MAIN_KANTO_LEAGUE_CLEAR_DONE,0x13fa,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_MAIN_CAVE_RESONANCE_DONE,0x13fb,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_MAIN_FINAL_LEAGUE_AVAILABLE_DONE,0x13fc,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_QOL_UB_SUPPLY_DONE,0x13fd,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_QOL_GOLD_CAP_SUPPLY_DONE,0x13fe,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
STATE_KEY_EVENT_MAIN_FINAL_LEAGUE_CLEARED_DONE,0x13ff,T20,EXPANDED_SAVE_FLAGS,ALLOCATED,MONOTONIC_FLAG。Stage36既存saveは未設定=0として移行
