move_key,id,vega_id,cfru_symbol,classification,display_name,status,notes
MOVE_KEY_MINDREADER,170,170,MOVE_MINDREADER,VEGA_CFRU_CANONICAL,こころのめ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_NIGHTMARE,171,171,MOVE_NIGHTMARE,VEGA_CFRU_CANONICAL,あくむ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FLAMEWHEEL,172,172,MOVE_FLAMEWHEEL,VEGA_CFRU_CANONICAL,かえんぐるま,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SNORE,173,173,MOVE_SNORE,VEGA_CFRU_CANONICAL,いびき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CURSE,174,174,MOVE_CURSE,VEGA_CFRU_CANONICAL,のろい,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FLAIL,175,175,MOVE_FLAIL,VEGA_CFRU_CANONICAL,じたばた,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CONVERSION2,176,176,MOVE_CONVERSION2,VEGA_CFRU_CANONICAL,テクスチャー2,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_AEROBLAST,177,177,MOVE_AEROBLAST,VEGA_CFRU_CANONICAL,エアロブラスト,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_COTTONSPORE,178,178,MOVE_COTTONSPORE,VEGA_CFRU_CANONICAL,わたほうし,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_REVERSAL,179,179,MOVE_REVERSAL,VEGA_CFRU_CANONICAL,きしかいせい,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SPITE,180,180,MOVE_SPITE,VEGA_CFRU_CANONICAL,うらみ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_POWDERSNOW,181,181,MOVE_POWDERSNOW,VEGA_CFRU_CANONICAL,こなゆき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_PROTECT,182,182,MOVE_PROTECT,VEGA_CFRU_CANONICAL,まもる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MACHPUNCH,183,183,MOVE_MACHPUNCH,VEGA_CFRU_CANONICAL,マッハパンチ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SCARYFACE,184,184,MOVE_SCARYFACE,VEGA_CFRU_CANONICAL,こわいかお,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FEINTATTACK,185,185,MOVE_FEINTATTACK,VEGA_CFRU_CANONICAL,だましうち,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SWEETKISS,186,186,MOVE_SWEETKISS,VEGA_CFRU_CANONICAL,てんしのキッス,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BELLYDRUM,187,187,MOVE_BELLYDRUM,VEGA_CFRU_CANONICAL,はらだいこ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SLUDGEBOMB,188,188,MOVE_SLUDGEBOMB,VEGA_CFRU_CANONICAL,ヘドロばくだん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MUDSLAP,189,189,MOVE_MUDSLAP,VEGA_CFRU_CANONICAL,どろかけ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_OCTAZOOKA,190,190,MOVE_OCTAZOOKA,VEGA_CFRU_CANONICAL,オクタンほう,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SPIKES,191,191,MOVE_SPIKES,VEGA_CFRU_CANONICAL,まきびし,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ZAPCANNON,192,192,MOVE_ZAPCANNON,VEGA_CFRU_CANONICAL,でんじほう,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FORESIGHT,193,193,MOVE_FORESIGHT,VEGA_CFRU_CANONICAL,みやぶる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DESTINYBOND,194,194,MOVE_DESTINYBOND,VEGA_CFRU_CANONICAL,みちづれ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_PERISHSONG,195,195,MOVE_PERISHSONG,VEGA_CFRU_CANONICAL,ほろびのうた,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ICYWIND,196,196,MOVE_ICYWIND,VEGA_CFRU_CANONICAL,こごえるかぜ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DETECT,197,197,MOVE_DETECT,VEGA_CFRU_CANONICAL,みきり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BONERUSH,198,198,MOVE_BONERUSH,VEGA_CFRU_CANONICAL,ボーンラッシュ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_LOCKON,199,199,MOVE_LOCKON,VEGA_CFRU_CANONICAL,ロックオン,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_OUTRAGE,200,200,MOVE_OUTRAGE,VEGA_CFRU_CANONICAL,げきりん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SANDSTORM,201,201,MOVE_SANDSTORM,VEGA_CFRU_CANONICAL,すなあらし,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_GIGADRAIN,202,202,MOVE_GIGADRAIN,VEGA_CFRU_CANONICAL,ギガドレイン,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ENDURE,203,203,MOVE_ENDURE,VEGA_CFRU_CANONICAL,こらえる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CHARM,204,204,MOVE_CHARM,VEGA_CFRU_CANONICAL,あまえる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ROLLOUT,205,205,MOVE_ROLLOUT,VEGA_CFRU_CANONICAL,ころがる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FALSESWIPE,206,206,MOVE_FALSESWIPE,VEGA_CFRU_CANONICAL,みねうち,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SWAGGER,207,207,MOVE_SWAGGER,VEGA_CFRU_CANONICAL,いばる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MILKDRINK,208,208,MOVE_MILKDRINK,VEGA_CFRU_CANONICAL,ミルクのみ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SPARK,209,209,MOVE_SPARK,VEGA_CFRU_CANONICAL,スパーク,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FURYCUTTER,210,210,MOVE_FURYCUTTER,VEGA_CFRU_CANONICAL,れんぞくぎり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_STEELWING,211,211,MOVE_STEELWING,VEGA_CFRU_CANONICAL,はがねのつばさ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MEANLOOK,212,212,MOVE_MEANLOOK,VEGA_CFRU_CANONICAL,くろいまなざし,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ATTRACT,213,213,MOVE_ATTRACT,VEGA_CFRU_CANONICAL,メロメロ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SLEEPTALK,214,214,MOVE_SLEEPTALK,VEGA_CFRU_CANONICAL,ねごと,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HEALBELL,215,215,MOVE_HEALBELL,VEGA_CFRU_CANONICAL,いやしのすず,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_RETURN,216,216,MOVE_RETURN,VEGA_CFRU_CANONICAL,おんがえし,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_PRESENT,217,217,MOVE_PRESENT,VEGA_CFRU_CANONICAL,プレゼント,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FRUSTRATION,218,218,MOVE_FRUSTRATION,VEGA_CFRU_CANONICAL,やつあたり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SAFEGUARD,219,219,MOVE_SAFEGUARD,VEGA_CFRU_CANONICAL,しんぴのまもり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_PAINSPLIT,220,220,MOVE_PAINSPLIT,VEGA_CFRU_CANONICAL,いたみわけ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SACREDFIRE,221,221,MOVE_SACREDFIRE,VEGA_CFRU_CANONICAL,せいなるほのお,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MAGNITUDE,222,222,MOVE_MAGNITUDE,VEGA_CFRU_CANONICAL,マグニチュード,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DYNAMICPUNCH,223,223,MOVE_DYNAMICPUNCH,VEGA_CFRU_CANONICAL,ばくれつパンチ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MEGAHORN,224,224,MOVE_MEGAHORN,VEGA_CFRU_CANONICAL,メガホーン,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DRAGONBREATH,225,225,MOVE_DRAGONBREATH,VEGA_CFRU_CANONICAL,りゅうのいぶき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BATONPASS,226,226,MOVE_BATONPASS,VEGA_CFRU_CANONICAL,バトンタッチ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ENCORE,227,227,MOVE_ENCORE,VEGA_CFRU_CANONICAL,アンコール,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_PURSUIT,228,228,MOVE_PURSUIT,VEGA_CFRU_CANONICAL,おいうち,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_RAPIDSPIN,229,229,MOVE_RAPIDSPIN,VEGA_CFRU_CANONICAL,こうそくスピン,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SWEETSCENT,230,230,MOVE_SWEETSCENT,VEGA_CFRU_CANONICAL,あまいかおり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_IRONTAIL,231,231,MOVE_IRONTAIL,VEGA_CFRU_CANONICAL,アイアンテール,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_METALCLAW,232,232,MOVE_METALCLAW,VEGA_CFRU_CANONICAL,メタルクロー,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_VITALTHROW,233,233,MOVE_VITALTHROW,VEGA_CFRU_CANONICAL,あてみなげ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MORNINGSUN,234,234,MOVE_MORNINGSUN,VEGA_CFRU_CANONICAL,あさのひざし,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SYNTHESIS,235,235,MOVE_SYNTHESIS,VEGA_CFRU_CANONICAL,こうごうせい,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MOONLIGHT,236,236,MOVE_MOONLIGHT,VEGA_CFRU_CANONICAL,つきのひかり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HIDDENPOWER,237,237,MOVE_HIDDENPOWER,VEGA_CFRU_CANONICAL,めざめるパワー,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CROSSCHOP,238,238,MOVE_CROSSCHOP,VEGA_CFRU_CANONICAL,クロスチョップ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TWISTER,239,239,MOVE_TWISTER,VEGA_CFRU_CANONICAL,たつまき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_RAINDANCE,240,240,MOVE_RAINDANCE,VEGA_CFRU_CANONICAL,あまごい,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SUNNYDAY,241,241,MOVE_SUNNYDAY,VEGA_CFRU_CANONICAL,にほんばれ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CRUNCH,242,242,MOVE_CRUNCH,VEGA_CFRU_CANONICAL,かみくだく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MIRRORCOAT,243,243,MOVE_MIRRORCOAT,VEGA_CFRU_CANONICAL,ミラーコート,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_PSYCHUP,244,244,MOVE_PSYCHUP,VEGA_CFRU_CANONICAL,じこあんじ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_EXTREMESPEED,245,245,MOVE_EXTREMESPEED,VEGA_CFRU_CANONICAL,しんそく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ANCIENTPOWER,246,246,MOVE_ANCIENTPOWER,VEGA_CFRU_CANONICAL,げんしのちから,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SHADOWBALL,247,247,MOVE_SHADOWBALL,VEGA_CFRU_CANONICAL,シャドーボール,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FUTURESIGHT,248,248,MOVE_FUTURESIGHT,VEGA_CFRU_CANONICAL,みらいよち,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ROCKSMASH,249,249,MOVE_ROCKSMASH,VEGA_CFRU_CANONICAL,いわくだき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_WHIRLPOOL,250,250,MOVE_WHIRLPOOL,VEGA_CFRU_CANONICAL,うずしお,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BEATUP,251,251,MOVE_BEATUP,VEGA_CFRU_CANONICAL,ふくろだたき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FAKEOUT,252,252,MOVE_FAKEOUT,VEGA_CFRU_CANONICAL,ねこだまし,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_UPROAR,253,253,MOVE_UPROAR,VEGA_CFRU_CANONICAL,さわぐ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_STOCKPILE,254,254,MOVE_STOCKPILE,VEGA_CFRU_CANONICAL,たくわえる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SPITUP,255,255,MOVE_SPITUP,VEGA_CFRU_CANONICAL,はきだす,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SWALLOW,256,256,MOVE_SWALLOW,VEGA_CFRU_CANONICAL,のみこむ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HEATWAVE,257,257,MOVE_HEATWAVE,VEGA_CFRU_CANONICAL,ねっぷう,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HAIL,258,258,MOVE_HAIL,VEGA_CFRU_CANONICAL,あられ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TORMENT,259,259,MOVE_TORMENT,VEGA_CFRU_CANONICAL,いちゃもん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FLATTER,260,260,MOVE_FLATTER,VEGA_CFRU_CANONICAL,おだてる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_WILLOWISP,261,261,MOVE_WILLOWISP,VEGA_CFRU_CANONICAL,おにび,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MEMENTO,262,262,MOVE_MEMENTO,VEGA_CFRU_CANONICAL,おきみやげ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FACADE,263,263,MOVE_FACADE,VEGA_CFRU_CANONICAL,からげんき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FOCUSPUNCH,264,264,MOVE_FOCUSPUNCH,VEGA_CFRU_CANONICAL,きあいパンチ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SMELLINGSALTS,265,265,MOVE_SMELLINGSALTS,VEGA_CFRU_CANONICAL,きつけ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FOLLOWME,266,266,MOVE_FOLLOWME,VEGA_CFRU_CANONICAL,このゆびとまれ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_NATUREPOWER,267,267,MOVE_NATUREPOWER,VEGA_CFRU_CANONICAL,しぜんのちから,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CHARGE,268,268,MOVE_CHARGE,VEGA_CFRU_CANONICAL,じゅうでん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TAUNT,269,269,MOVE_TAUNT,VEGA_CFRU_CANONICAL,ちょうはつ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HELPINGHAND,270,270,MOVE_HELPINGHAND,VEGA_CFRU_CANONICAL,てだすけ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TRICK,271,271,MOVE_TRICK,VEGA_CFRU_CANONICAL,トリック,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ROLEPLAY,272,272,MOVE_ROLEPLAY,VEGA_CFRU_CANONICAL,なりきり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_WISH,273,273,MOVE_WISH,VEGA_CFRU_CANONICAL,ねがいごと,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ASSIST,274,274,MOVE_ASSIST,VEGA_CFRU_CANONICAL,ねこのて,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_INGRAIN,275,275,MOVE_INGRAIN,VEGA_CFRU_CANONICAL,ねをはる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SUPERPOWER,276,276,MOVE_SUPERPOWER,VEGA_CFRU_CANONICAL,ばかぢから,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MAGICCOAT,277,277,MOVE_MAGICCOAT,VEGA_CFRU_CANONICAL,マジックコート,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_RECYCLE,278,278,MOVE_RECYCLE,VEGA_CFRU_CANONICAL,リサイクル,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_REVENGE,279,279,MOVE_REVENGE,VEGA_CFRU_CANONICAL,リベンジ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BRICKBREAK,280,280,MOVE_BRICKBREAK,VEGA_CFRU_CANONICAL,かわらわり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_YAWN,281,281,MOVE_YAWN,VEGA_CFRU_CANONICAL,あくび,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_KNOCKOFF,282,282,MOVE_KNOCKOFF,VEGA_CFRU_CANONICAL,はたきおとす,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ENDEAVOR,283,283,MOVE_ENDEAVOR,VEGA_CFRU_CANONICAL,がむしゃら,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ERUPTION,284,284,MOVE_ERUPTION,VEGA_CFRU_CANONICAL,ふんか,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SKILLSWAP,285,285,MOVE_SKILLSWAP,VEGA_CFRU_CANONICAL,スキルスワップ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_IMPRISON,286,286,MOVE_IMPRISON,VEGA_CFRU_CANONICAL,ふういん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_REFRESH,287,287,MOVE_REFRESH,VEGA_CFRU_CANONICAL,リフレッシュ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_GRUDGE,288,288,MOVE_GRUDGE,VEGA_CFRU_CANONICAL,おんねん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SNATCH,289,289,MOVE_SNATCH,VEGA_CFRU_CANONICAL,よこどり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SECRETPOWER,290,290,MOVE_SECRETPOWER,VEGA_CFRU_CANONICAL,ひみつのちから,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DIVE,291,291,MOVE_DIVE,VEGA_CFRU_CANONICAL,ダイビング,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_VEGA_292,292,292,,VEGA_EXCLUSIVE_V3,ひょうらいは,FROZEN,V3独自技をVega固定IDで保持
MOVE_KEY_CAMOUFLAGE,293,293,MOVE_CAMOUFLAGE,VEGA_CFRU_CANONICAL,ほごしょく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TAILGLOW,294,294,MOVE_TAILGLOW,VEGA_CFRU_CANONICAL,ほたるび,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_LUSTERPURGE,295,295,MOVE_LUSTERPURGE,VEGA_CFRU_CANONICAL,ラスターパージ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MISTBALL,296,296,MOVE_MISTBALL,VEGA_CFRU_CANONICAL,ミストボール,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FEATHERDANCE,297,297,MOVE_FEATHERDANCE,VEGA_CFRU_CANONICAL,フェザーダンス,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TEETERDANCE,298,298,MOVE_TEETERDANCE,VEGA_CFRU_CANONICAL,フラフラダンス,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BLAZEKICK,299,299,MOVE_BLAZEKICK,VEGA_CFRU_CANONICAL,ブレイズキック,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MUDSPORT,300,300,MOVE_MUDSPORT,VEGA_CFRU_CANONICAL,どろあそび,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ICEBALL,301,301,MOVE_ICEBALL,VEGA_CFRU_CANONICAL,アイスボール,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_NEEDLEARM,302,302,MOVE_NEEDLEARM,VEGA_CFRU_CANONICAL,ニードルアーム,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SLACKOFF,303,303,MOVE_SLACKOFF,VEGA_CFRU_CANONICAL,なまける,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HYPERVOICE,304,304,MOVE_HYPERVOICE,VEGA_CFRU_CANONICAL,ハイパーボイス,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_POISONFANG,305,305,MOVE_POISONFANG,VEGA_CFRU_CANONICAL,どくどくのキバ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CRUSHCLAW,306,306,MOVE_CRUSHCLAW,VEGA_CFRU_CANONICAL,ブレイククロー,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BLASTBURN,307,307,MOVE_BLASTBURN,VEGA_CFRU_CANONICAL,ブラストバーン,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HYDROCANNON,308,308,MOVE_HYDROCANNON,VEGA_CFRU_CANONICAL,ハイドロカノン,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_METEORMASH,309,309,MOVE_METEORMASH,VEGA_CFRU_CANONICAL,コメットパンチ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ASTONISH,310,310,MOVE_ASTONISH,VEGA_CFRU_CANONICAL,おどろかす,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_WEATHERBALL,311,311,MOVE_WEATHERBALL,VEGA_CFRU_CANONICAL,ウェザーボール,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_AROMATHERAPY,312,312,MOVE_AROMATHERAPY,VEGA_CFRU_CANONICAL,アロマセラピー,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FAKETEARS,313,313,MOVE_FAKETEARS,VEGA_CFRU_CANONICAL,うそなき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_AIRCUTTER,314,314,MOVE_AIRCUTTER,VEGA_CFRU_CANONICAL,エアカッター,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_OVERHEAT,315,315,MOVE_OVERHEAT,VEGA_CFRU_CANONICAL,オーバーヒート,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ODORSLEUTH,316,316,MOVE_ODORSLEUTH,VEGA_CFRU_CANONICAL,かぎわける,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ROCKTOMB,317,317,MOVE_ROCKTOMB,VEGA_CFRU_CANONICAL,がんせきふうじ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SILVERWIND,318,318,MOVE_SILVERWIND,VEGA_CFRU_CANONICAL,ぎんいろのかぜ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_METALSOUND,319,319,MOVE_METALSOUND,VEGA_CFRU_CANONICAL,きんぞくおん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_GRASSWHISTLE,320,320,MOVE_GRASSWHISTLE,VEGA_CFRU_CANONICAL,くさぶえ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TICKLE,321,321,MOVE_TICKLE,VEGA_CFRU_CANONICAL,くすぐる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_COSMICPOWER,322,322,MOVE_COSMICPOWER,VEGA_CFRU_CANONICAL,コスモパワー,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_WATERSPOUT,323,323,MOVE_WATERSPOUT,VEGA_CFRU_CANONICAL,しおふき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SIGNALBEAM,324,324,MOVE_SIGNALBEAM,VEGA_CFRU_CANONICAL,シグナルビーム,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SHADOWPUNCH,325,325,MOVE_SHADOWPUNCH,VEGA_CFRU_CANONICAL,シャドーパンチ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_EXTRASENSORY,326,326,MOVE_EXTRASENSORY,VEGA_CFRU_CANONICAL,じんつうりき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SKYUPPERCUT,327,327,MOVE_SKYUPPERCUT,VEGA_CFRU_CANONICAL,スカイアッパー,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SANDTOMB,328,328,MOVE_SANDTOMB,VEGA_CFRU_CANONICAL,すなじごく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SHEERCOLD,329,329,MOVE_SHEERCOLD,VEGA_CFRU_CANONICAL,ぜったいれいど,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MUDDYWATER,330,330,MOVE_MUDDYWATER,VEGA_CFRU_CANONICAL,だくりゅう,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BULLETSEED,331,331,MOVE_BULLETSEED,VEGA_CFRU_CANONICAL,タネマシンガン,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_AERIALACE,332,332,MOVE_AERIALACE,VEGA_CFRU_CANONICAL,つばめがえし,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ICICLESPEAR,333,333,MOVE_ICICLESPEAR,VEGA_CFRU_CANONICAL,つららばり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_IRONDEFENSE,334,334,MOVE_IRONDEFENSE,VEGA_CFRU_CANONICAL,てっぺき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BLOCK,335,335,MOVE_BLOCK,VEGA_CFRU_CANONICAL,とおせんぼう,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HOWL,336,336,MOVE_HOWL,VEGA_CFRU_CANONICAL,とおぼえ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DRAGONCLAW,337,337,MOVE_DRAGONCLAW,VEGA_CFRU_CANONICAL,ドラゴンクロー,FROZEN,NFKC完全一致でCFRU identityを対応
