species_key,id,vega_id,dpe_id,dpe_symbol,classification,display_name,form_key,is_official,canonical_national_dex,review_state,status,notes
SPECIES_KEY_POLIWHIRL,449,,61,SPECIES_POLIWHIRL,DPE_SPECIES_APPEND,ニョロゾ,,true,61,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_POLIWRATH,450,,62,SPECIES_POLIWRATH,DPE_SPECIES_APPEND,ニョロボン,,true,62,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_ABRA,451,,63,SPECIES_ABRA,DPE_SPECIES_APPEND,ケーシィ,,true,63,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_KADABRA,452,,64,SPECIES_KADABRA,DPE_SPECIES_APPEND,ユンゲラー,,true,64,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_ALAKAZAM,453,,65,SPECIES_ALAKAZAM,DPE_SPECIES_APPEND,フーディン,,true,65,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MACHOP,454,,66,SPECIES_MACHOP,DPE_SPECIES_APPEND,ワンリキー,,true,66,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MACHOKE,455,,67,SPECIES_MACHOKE,DPE_SPECIES_APPEND,ゴーリキー,,true,67,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MACHAMP,456,,68,SPECIES_MACHAMP,DPE_SPECIES_APPEND,カイリキー,,true,68,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_BELLSPROUT,457,,69,SPECIES_BELLSPROUT,DPE_SPECIES_APPEND,マダツボミ,,true,69,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_WEEPINBELL,458,,70,SPECIES_WEEPINBELL,DPE_SPECIES_APPEND,ウツドン,,true,70,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_VICTREEBEL,459,,71,SPECIES_VICTREEBEL,DPE_SPECIES_APPEND,ウツボット,,true,71,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_PONYTA,460,,77,SPECIES_PONYTA,DPE_SPECIES_APPEND,ポニータ,,true,77,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_RAPIDASH,461,,78,SPECIES_RAPIDASH,DPE_SPECIES_APPEND,ギャロップ,,true,78,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SLOWPOKE,462,,79,SPECIES_SLOWPOKE,DPE_SPECIES_APPEND,ヤドン,,true,79,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SLOWBRO,463,,80,SPECIES_SLOWBRO,DPE_SPECIES_APPEND,ヤドラン,,true,80,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DODUO,464,,84,SPECIES_DODUO,DPE_SPECIES_APPEND,ドードー,,true,84,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DODRIO,465,,85,SPECIES_DODRIO,DPE_SPECIES_APPEND,ドードリオ,,true,85,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SEEL,466,,86,SPECIES_SEEL,DPE_SPECIES_APPEND,パウワウ,,true,86,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DEWGONG,467,,87,SPECIES_DEWGONG,DPE_SPECIES_APPEND,ジュゴン,,true,87,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GRIMER,468,,88,SPECIES_GRIMER,DPE_SPECIES_APPEND,ベトベター,,true,88,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MUK,469,,89,SPECIES_MUK,DPE_SPECIES_APPEND,ベトベトン,,true,89,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_ONIX,470,,95,SPECIES_ONIX,DPE_SPECIES_APPEND,イワーク,,true,95,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DROWZEE,471,,96,SPECIES_DROWZEE,DPE_SPECIES_APPEND,スリープ,,true,96,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_HYPNO,472,,97,SPECIES_HYPNO,DPE_SPECIES_APPEND,スリーパー,,true,97,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CUBONE,473,,104,SPECIES_CUBONE,DPE_SPECIES_APPEND,カラカラ,,true,104,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MAROWAK,474,,105,SPECIES_MAROWAK,DPE_SPECIES_APPEND,ガラガラ,,true,105,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_TANGELA,475,,114,SPECIES_TANGELA,DPE_SPECIES_APPEND,モンジャラ,,true,114,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_HORSEA,476,,116,SPECIES_HORSEA,DPE_SPECIES_APPEND,タッツー,,true,116,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SEADRA,477,,117,SPECIES_SEADRA,DPE_SPECIES_APPEND,シードラ,,true,117,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GOLDEEN,478,,118,SPECIES_GOLDEEN,DPE_SPECIES_APPEND,トサキント,,true,118,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SEAKING,479,,119,SPECIES_SEAKING,DPE_SPECIES_APPEND,アズマオウ,,true,119,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MR_MIME,480,,122,SPECIES_MR_MIME,DPE_SPECIES_APPEND,バリヤード,,true,122,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MAGIKARP,481,,129,SPECIES_MAGIKARP,DPE_SPECIES_APPEND,コイキング,,true,129,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GYARADOS,482,,130,SPECIES_GYARADOS,DPE_SPECIES_APPEND,ギャラドス,,true,130,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_EEVEE,483,,133,SPECIES_EEVEE,DPE_SPECIES_APPEND,イーブイ,,true,133,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_VAPOREON,484,,134,SPECIES_VAPOREON,DPE_SPECIES_APPEND,シャワーズ,,true,134,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_JOLTEON,485,,135,SPECIES_JOLTEON,DPE_SPECIES_APPEND,サンダース,,true,135,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FLAREON,486,,136,SPECIES_FLAREON,DPE_SPECIES_APPEND,ブースター,,true,136,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_OMANYTE,487,,138,SPECIES_OMANYTE,DPE_SPECIES_APPEND,オムナイト,,true,138,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_OMASTAR,488,,139,SPECIES_OMASTAR,DPE_SPECIES_APPEND,オムスター,,true,139,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_KABUTO,489,,140,SPECIES_KABUTO,DPE_SPECIES_APPEND,カブト,,true,140,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_KABUTOPS,490,,141,SPECIES_KABUTOPS,DPE_SPECIES_APPEND,カブトプス,,true,141,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SNORLAX,491,,143,SPECIES_SNORLAX,DPE_SPECIES_APPEND,カビゴン,,true,143,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DRATINI,492,,147,SPECIES_DRATINI,DPE_SPECIES_APPEND,ミニリュウ,,true,147,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DRAGONAIR,493,,148,SPECIES_DRAGONAIR,DPE_SPECIES_APPEND,ハクリュー,,true,148,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DRAGONITE,494,,149,SPECIES_DRAGONITE,DPE_SPECIES_APPEND,カイリュー,,true,149,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CHIKORITA,495,,152,SPECIES_CHIKORITA,DPE_SPECIES_APPEND,チコリータ,,true,152,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_BAYLEEF,496,,153,SPECIES_BAYLEEF,DPE_SPECIES_APPEND,ベイリーフ,,true,153,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MEGANIUM,497,,154,SPECIES_MEGANIUM,DPE_SPECIES_APPEND,メガニウム,,true,154,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CYNDAQUIL,498,,155,SPECIES_CYNDAQUIL,DPE_SPECIES_APPEND,ヒノアラシ,,true,155,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_QUILAVA,499,,156,SPECIES_QUILAVA,DPE_SPECIES_APPEND,マグマラシ,,true,156,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_TYPHLOSION,500,,157,SPECIES_TYPHLOSION,DPE_SPECIES_APPEND,バクフーン,,true,157,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_TOTODILE,501,,158,SPECIES_TOTODILE,DPE_SPECIES_APPEND,ワニノコ,,true,158,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CROCONAW,502,,159,SPECIES_CROCONAW,DPE_SPECIES_APPEND,アリゲイツ,,true,159,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FERALIGATR,503,,160,SPECIES_FERALIGATR,DPE_SPECIES_APPEND,オーダイル,,true,160,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SENTRET,504,,161,SPECIES_SENTRET,DPE_SPECIES_APPEND,オタチ,,true,161,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FURRET,505,,162,SPECIES_FURRET,DPE_SPECIES_APPEND,オオタチ,,true,162,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CROBAT,506,,169,SPECIES_CROBAT,DPE_SPECIES_APPEND,クロバット,,true,169,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CHINCHOU,507,,170,SPECIES_CHINCHOU,DPE_SPECIES_APPEND,チョンチー,,true,170,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_LANTURN,508,,171,SPECIES_LANTURN,DPE_SPECIES_APPEND,ランターン,,true,171,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CLEFFA,509,,173,SPECIES_CLEFFA,DPE_SPECIES_APPEND,ピィ,,true,173,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_IGGLYBUFF,510,,174,SPECIES_IGGLYBUFF,DPE_SPECIES_APPEND,ププリン,,true,174,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_NATU,511,,177,SPECIES_NATU,DPE_SPECIES_APPEND,ネイティ,,true,177,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_XATU,512,,178,SPECIES_XATU,DPE_SPECIES_APPEND,ネイティオ,,true,178,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MAREEP,513,,179,SPECIES_MAREEP,DPE_SPECIES_APPEND,メリープ,,true,179,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FLAAFFY,514,,180,SPECIES_FLAAFFY,DPE_SPECIES_APPEND,モココ,,true,180,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_AMPHAROS,515,,181,SPECIES_AMPHAROS,DPE_SPECIES_APPEND,デンリュウ,,true,181,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_BELLOSSOM,516,,182,SPECIES_BELLOSSOM,DPE_SPECIES_APPEND,キレイハナ,,true,182,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MARILL,517,,183,SPECIES_MARILL,DPE_SPECIES_APPEND,マリル,,true,183,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_AZUMARILL,518,,184,SPECIES_AZUMARILL,DPE_SPECIES_APPEND,マリルリ,,true,184,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SUDOWOODO,519,,185,SPECIES_SUDOWOODO,DPE_SPECIES_APPEND,ウソッキー,,true,185,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_POLITOED,520,,186,SPECIES_POLITOED,DPE_SPECIES_APPEND,ニョロトノ,,true,186,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_HOPPIP,521,,187,SPECIES_HOPPIP,DPE_SPECIES_APPEND,ハネッコ,,true,187,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SKIPLOOM,522,,188,SPECIES_SKIPLOOM,DPE_SPECIES_APPEND,ポポッコ,,true,188,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_JUMPLUFF,523,,189,SPECIES_JUMPLUFF,DPE_SPECIES_APPEND,ワタッコ,,true,189,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_AIPOM,524,,190,SPECIES_AIPOM,DPE_SPECIES_APPEND,エイパム,,true,190,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SUNKERN,525,,191,SPECIES_SUNKERN,DPE_SPECIES_APPEND,ヒマナッツ,,true,191,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SUNFLORA,526,,192,SPECIES_SUNFLORA,DPE_SPECIES_APPEND,キマワリ,,true,192,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_YANMA,527,,193,SPECIES_YANMA,DPE_SPECIES_APPEND,ヤンヤンマ,,true,193,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_WOOPER,528,,194,SPECIES_WOOPER,DPE_SPECIES_APPEND,ウパー,,true,194,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_QUAGSIRE,529,,195,SPECIES_QUAGSIRE,DPE_SPECIES_APPEND,ヌオー,,true,195,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_ESPEON,530,,196,SPECIES_ESPEON,DPE_SPECIES_APPEND,エーフィ,,true,196,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_UMBREON,531,,197,SPECIES_UMBREON,DPE_SPECIES_APPEND,ブラッキー,,true,197,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SLOWKING,532,,199,SPECIES_SLOWKING,DPE_SPECIES_APPEND,ヤドキング,,true,199,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MISDREAVUS,533,,200,SPECIES_MISDREAVUS,DPE_SPECIES_APPEND,ムウマ,,true,200,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_WOBBUFFET,534,,202,SPECIES_WOBBUFFET,DPE_SPECIES_APPEND,ソーナンス,,true,202,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GLIGAR,535,,207,SPECIES_GLIGAR,DPE_SPECIES_APPEND,グライガー,,true,207,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_STEELIX,536,,208,SPECIES_STEELIX,DPE_SPECIES_APPEND,ハガネール,,true,208,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SNUBBULL,537,,209,SPECIES_SNUBBULL,DPE_SPECIES_APPEND,ブルー,,true,209,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GRANBULL,538,,210,SPECIES_GRANBULL,DPE_SPECIES_APPEND,グランブル,,true,210,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_QWILFISH,539,,211,SPECIES_QWILFISH,DPE_SPECIES_APPEND,ハリーセン,,true,211,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_HERACROSS,540,,214,SPECIES_HERACROSS,DPE_SPECIES_APPEND,ヘラクロス,,true,214,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_TEDDIURSA,541,,216,SPECIES_TEDDIURSA,DPE_SPECIES_APPEND,ヒメグマ,,true,216,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_URSARING,542,,217,SPECIES_URSARING,DPE_SPECIES_APPEND,リングマ,,true,217,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SLUGMA,543,,218,SPECIES_SLUGMA,DPE_SPECIES_APPEND,マグマッグ,,true,218,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MAGCARGO,544,,219,SPECIES_MAGCARGO,DPE_SPECIES_APPEND,マグカルゴ,,true,219,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CORSOLA,545,,222,SPECIES_CORSOLA,DPE_SPECIES_APPEND,サニーゴ,,true,222,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MANTINE,546,,226,SPECIES_MANTINE,DPE_SPECIES_APPEND,マンタイン,,true,226,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_KINGDRA,547,,230,SPECIES_KINGDRA,DPE_SPECIES_APPEND,キングドラ,,true,230,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_PHANPY,548,,231,SPECIES_PHANPY,DPE_SPECIES_APPEND,ゴマゾウ,,true,231,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DONPHAN,549,,232,SPECIES_DONPHAN,DPE_SPECIES_APPEND,ドンファン,,true,232,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_STANTLER,550,,234,SPECIES_STANTLER,DPE_SPECIES_APPEND,オドシシ,,true,234,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SMEARGLE,551,,235,SPECIES_SMEARGLE,DPE_SPECIES_APPEND,ドーブル,,true,235,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CELEBI,552,,251,SPECIES_CELEBI,DPE_SPECIES_APPEND,セレビィ,,true,251,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_TREECKO,553,,277,SPECIES_TREECKO,DPE_SPECIES_APPEND,キモリ,,true,252,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GROVYLE,554,,278,SPECIES_GROVYLE,DPE_SPECIES_APPEND,ジュプトル,,true,253,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SCEPTILE,555,,279,SPECIES_SCEPTILE,DPE_SPECIES_APPEND,ジュカイン,,true,254,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_TORCHIC,556,,280,SPECIES_TORCHIC,DPE_SPECIES_APPEND,アチャモ,,true,255,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_COMBUSKEN,557,,281,SPECIES_COMBUSKEN,DPE_SPECIES_APPEND,ワカシャモ,,true,256,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_BLAZIKEN,558,,282,SPECIES_BLAZIKEN,DPE_SPECIES_APPEND,バシャーモ,,true,257,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MUDKIP,559,,283,SPECIES_MUDKIP,DPE_SPECIES_APPEND,ミズゴロウ,,true,258,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MARSHTOMP,560,,284,SPECIES_MARSHTOMP,DPE_SPECIES_APPEND,ヌマクロー,,true,259,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SWAMPERT,561,,285,SPECIES_SWAMPERT,DPE_SPECIES_APPEND,ラグラージ,,true,260,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_POOCHYENA,562,,286,SPECIES_POOCHYENA,DPE_SPECIES_APPEND,ポチエナ,,true,261,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MIGHTYENA,563,,287,SPECIES_MIGHTYENA,DPE_SPECIES_APPEND,グラエナ,,true,262,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_ZIGZAGOON,564,,288,SPECIES_ZIGZAGOON,DPE_SPECIES_APPEND,ジグザグマ,,true,263,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_LINOONE,565,,289,SPECIES_LINOONE,DPE_SPECIES_APPEND,マッスグマ,,true,264,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_WURMPLE,566,,290,SPECIES_WURMPLE,DPE_SPECIES_APPEND,ケムッソ,,true,265,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SILCOON,567,,291,SPECIES_SILCOON,DPE_SPECIES_APPEND,カラサリス,,true,266,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_BEAUTIFLY,568,,292,SPECIES_BEAUTIFLY,DPE_SPECIES_APPEND,アゲハント,,true,267,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CASCOON,569,,293,SPECIES_CASCOON,DPE_SPECIES_APPEND,マユルド,,true,268,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DUSTOX,570,,294,SPECIES_DUSTOX,DPE_SPECIES_APPEND,ドクケイル,,true,269,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_LOTAD,571,,295,SPECIES_LOTAD,DPE_SPECIES_APPEND,ハスボー,,true,270,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_LOMBRE,572,,296,SPECIES_LOMBRE,DPE_SPECIES_APPEND,ハスブレロ,,true,271,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_LUDICOLO,573,,297,SPECIES_LUDICOLO,DPE_SPECIES_APPEND,ルンパッパ,,true,272,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SEEDOT,574,,298,SPECIES_SEEDOT,DPE_SPECIES_APPEND,タネボー,,true,273,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_NUZLEAF,575,,299,SPECIES_NUZLEAF,DPE_SPECIES_APPEND,コノハナ,,true,274,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SHIFTRY,576,,300,SPECIES_SHIFTRY,DPE_SPECIES_APPEND,ダーテング,,true,275,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_WINGULL,577,,309,SPECIES_WINGULL,DPE_SPECIES_APPEND,キャモメ,,true,278,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_PELIPPER,578,,310,SPECIES_PELIPPER,DPE_SPECIES_APPEND,ペリッパー,,true,279,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SURSKIT,579,,311,SPECIES_SURSKIT,DPE_SPECIES_APPEND,アメタマ,,true,283,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MASQUERAIN,580,,312,SPECIES_MASQUERAIN,DPE_SPECIES_APPEND,アメモース,,true,284,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_WAILMER,581,,313,SPECIES_WAILMER,DPE_SPECIES_APPEND,ホエルコ,,true,320,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_WAILORD,582,,314,SPECIES_WAILORD,DPE_SPECIES_APPEND,ホエルオー,,true,321,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SKITTY,583,,315,SPECIES_SKITTY,DPE_SPECIES_APPEND,エネコ,,true,300,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_DELCATTY,584,,316,SPECIES_DELCATTY,DPE_SPECIES_APPEND,エネコロロ,,true,301,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_KECLEON,585,,317,SPECIES_KECLEON,DPE_SPECIES_APPEND,カクレオン,,true,352,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_BALTOY,586,,318,SPECIES_BALTOY,DPE_SPECIES_APPEND,ヤジロン,,true,343,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CLAYDOL,587,,319,SPECIES_CLAYDOL,DPE_SPECIES_APPEND,ネンドール,,true,344,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_NOSEPASS,588,,320,SPECIES_NOSEPASS,DPE_SPECIES_APPEND,ノズパス,,true,299,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_BARBOACH,589,,323,SPECIES_BARBOACH,DPE_SPECIES_APPEND,ドジョッチ,,true,339,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_WHISCASH,590,,324,SPECIES_WHISCASH,DPE_SPECIES_APPEND,ナマズン,,true,340,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CORPHISH,591,,326,SPECIES_CORPHISH,DPE_SPECIES_APPEND,ヘイガニ,,true,341,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CRAWDAUNT,592,,327,SPECIES_CRAWDAUNT,DPE_SPECIES_APPEND,シザリガー,,true,342,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FEEBAS,593,,328,SPECIES_FEEBAS,DPE_SPECIES_APPEND,ヒンバス,,true,349,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MILOTIC,594,,329,SPECIES_MILOTIC,DPE_SPECIES_APPEND,ミロカロス,,true,350,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CARVANHA,595,,330,SPECIES_CARVANHA,DPE_SPECIES_APPEND,キバニア,,true,318,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SHARPEDO,596,,331,SPECIES_SHARPEDO,DPE_SPECIES_APPEND,サメハダー,,true,319,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_TRAPINCH,597,,332,SPECIES_TRAPINCH,DPE_SPECIES_APPEND,ナックラー,,true,328,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_VIBRAVA,598,,333,SPECIES_VIBRAVA,DPE_SPECIES_APPEND,ビブラーバ,,true,329,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_FLYGON,599,,334,SPECIES_FLYGON,DPE_SPECIES_APPEND,フライゴン,,true,330,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MAKUHITA,600,,335,SPECIES_MAKUHITA,DPE_SPECIES_APPEND,マクノシタ,,true,296,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_HARIYAMA,601,,336,SPECIES_HARIYAMA,DPE_SPECIES_APPEND,ハリテヤマ,,true,297,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_ELECTRIKE,602,,337,SPECIES_ELECTRIKE,DPE_SPECIES_APPEND,ラクライ,,true,309,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MANECTRIC,603,,338,SPECIES_MANECTRIC,DPE_SPECIES_APPEND,ライボルト,,true,310,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_NUMEL,604,,339,SPECIES_NUMEL,DPE_SPECIES_APPEND,ドンメル,,true,322,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_CAMERUPT,605,,340,SPECIES_CAMERUPT,DPE_SPECIES_APPEND,バクーダ,,true,323,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SNORUNT,606,,346,SPECIES_SNORUNT,DPE_SPECIES_APPEND,ユキワラシ,,true,361,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GLALIE,607,,347,SPECIES_GLALIE,DPE_SPECIES_APPEND,オニゴーリ,,true,362,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_AZURILL,608,,350,SPECIES_AZURILL,DPE_SPECIES_APPEND,ルリリ,,true,298,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_SPOINK,609,,351,SPECIES_SPOINK,DPE_SPECIES_APPEND,バネブー,,true,325,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_GRUMPIG,610,,352,SPECIES_GRUMPIG,DPE_SPECIES_APPEND,ブーピッグ,,true,326,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_PLUSLE,611,,353,SPECIES_PLUSLE,DPE_SPECIES_APPEND,プラスル,,true,311,REVIEWED_DPE_APPEND,APPENDED,
SPECIES_KEY_MINUN,612,,354,SPECIES_MINUN,DPE_SPECIES_APPEND,マイナン,,true,312,REVIEWED_DPE_APPEND,APPENDED,
