research_key,region,map_key,logical_location_key,base_table_key,species_key,evolution_chain_id,level_min,level_max,iv_floor,hidden_ability_rate,egg_move_policy,held_item_policy,shiny_policy,unlock_key,normal_preserved,shared_capture_key,status,notes
RESEARCH_KEY_KANTO_0239,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_LUGIA,127,68,100,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0249,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0240,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_LUGIA,127,70,70,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0249,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0241,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_HO_OH,128,68,100,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0250,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0242,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_HO_OH,128,70,70,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0250,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0243,KANTO,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,TABLE_KEY_KANTO_K46,SPECIES_KEY_CELEBI,129,68,100,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,SHARED_CAPTURE_KEY_NATIONAL_0251,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_TOHOKU_0244,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_CELEBI,129,80,80,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,SHARED_CAPTURE_KEY_NATIONAL_0251,ACTIVE,野生通常表、DexNav通常検索、大量発生には登録しない。
RESEARCH_KEY_KANTO_0245,KANTO,MAP_KEY_KANTO_K47,K47,TABLE_KEY_KANTO_K47,SPECIES_KEY_TREECKO,130,68,68,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0246,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_TREECKO,130,5,5,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0247,KANTO,MAP_KEY_KANTO_K47,K47,TABLE_KEY_KANTO_K47,SPECIES_KEY_TORCHIC,131,68,68,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0248,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_TORCHIC,131,5,5,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0249,KANTO,MAP_KEY_KANTO_K47,K47,TABLE_KEY_KANTO_K47,SPECIES_KEY_MUDKIP,132,68,68,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0250,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_MUDKIP,132,5,5,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0251,KANTO,MAP_KEY_KANTO_K08,K08,TABLE_KEY_KANTO_K08,SPECIES_KEY_POOCHYENA,133,79,84,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_1,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0252,TOHOKU,MAP_KEY_TOHOKU_T035,T035,TABLE_KEY_TOHOKU_T035,SPECIES_KEY_POOCHYENA,133,44,57,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_6,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0253,KANTO,MAP_KEY_KANTO_K16,K16,TABLE_KEY_KANTO_K16,SPECIES_KEY_ZIGZAGOON,134,81,86,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_2,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0254,TOHOKU,MAP_KEY_TOHOKU_T506,T506,TABLE_KEY_TOHOKU_T506,SPECIES_KEY_ZIGZAGOON,134,12,17,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_1,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0255,KANTO,MAP_KEY_KANTO_K24,K24,TABLE_KEY_KANTO_K24,SPECIES_KEY_WURMPLE,135,74,79,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0256,TOHOKU,MAP_KEY_TOHOKU_T502,T502,TABLE_KEY_TOHOKU_T502,SPECIES_KEY_WURMPLE,135,3,6,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0257,KANTO,MAP_KEY_KANTO_K15,K15,TABLE_KEY_KANTO_K15,SPECIES_KEY_LOTAD,136,85,90,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_3,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0258,TOHOKU,MAP_KEY_TOHOKU_T508,T508,TABLE_KEY_TOHOKU_T508,SPECIES_KEY_LOTAD,136,19,25,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_1,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0259,KANTO,MAP_KEY_KANTO_VIRIDIAN_FOREST,K26,TABLE_KEY_KANTO_K26,SPECIES_KEY_SEEDOT,137,70,76,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0260,TOHOKU,MAP_KEY_TOHOKU_T026,T026,TABLE_KEY_TOHOKU_T026,SPECIES_KEY_SEEDOT,137,38,48,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_6,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0261,KANTO,MAP_KEY_KANTO_K24,K24,TABLE_KEY_KANTO_K24,SPECIES_KEY_TAILLOW,138,74,79,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0262,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_TAILLOW,138,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
RESEARCH_KEY_KANTO_0263,KANTO,MAP_KEY_KANTO_K25,K25,TABLE_KEY_KANTO_K25,SPECIES_KEY_WINGULL,139,75,80,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0264,TOHOKU,MAP_KEY_TOHOKU_T507,T507,TABLE_KEY_TOHOKU_T507,SPECIES_KEY_WINGULL,139,17,23,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_1,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0265,KANTO,MAP_KEY_KANTO_K23,K23,TABLE_KEY_KANTO_K23,SPECIES_KEY_RALTS,140,92,98,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_5,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0266,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_RALTS,140,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
RESEARCH_KEY_KANTO_0267,KANTO,MAP_KEY_KANTO_K15,K15,TABLE_KEY_KANTO_K15,SPECIES_KEY_SURSKIT,141,85,90,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_3,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0268,TOHOKU,MAP_KEY_TOHOKU_T508,T508,TABLE_KEY_TOHOKU_T508,SPECIES_KEY_SURSKIT,141,19,25,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_1,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0269,KANTO,MAP_KEY_KANTO_K02,K02,TABLE_KEY_KANTO_K02,SPECIES_KEY_SHROOMISH,142,69,73,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0270,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_SHROOMISH,142,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
RESEARCH_KEY_KANTO_0271,KANTO,MAP_KEY_KANTO_K18,K18,TABLE_KEY_KANTO_K18,SPECIES_KEY_SLAKOTH,143,84,90,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_3,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0272,TOHOKU,MAP_KEY_TOHOKU_T503,T503,TABLE_KEY_TOHOKU_T503,SPECIES_KEY_SLAKOTH,143,5,9,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0273,KANTO,MAP_KEY_KANTO_K03,K03,TABLE_KEY_KANTO_K03,SPECIES_KEY_NINCADA,144,71,75,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0274,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_NINCADA,144,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
RESEARCH_KEY_KANTO_0275,KANTO,MAP_KEY_KANTO_K05,K05,TABLE_KEY_KANTO_K05,SPECIES_KEY_WHISMUR,145,74,79,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0276,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_WHISMUR,145,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
RESEARCH_KEY_KANTO_0277,KANTO,MAP_KEY_KANTO_LEAGUE,K42,TABLE_KEY_KANTO_K42,SPECIES_KEY_MAKUHITA,146,94,100,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_LEAGUE,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0278,TOHOKU,MAP_KEY_TOHOKU_T514,T514,TABLE_KEY_TOHOKU_T514,SPECIES_KEY_MAKUHITA,146,31,38,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_5,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0279,KANTO,MAP_KEY_KANTO_K15,K15,TABLE_KEY_KANTO_K15,SPECIES_KEY_AZURILL,90,85,90,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_3,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0280,TOHOKU,MAP_KEY_TOHOKU_T508,T508,TABLE_KEY_TOHOKU_T508,SPECIES_KEY_AZURILL,90,19,25,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_1,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0281,KANTO,MAP_KEY_KANTO_K30,K30,TABLE_KEY_KANTO_K30,SPECIES_KEY_NOSEPASS,147,80,87,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_1,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0282,TOHOKU,MAP_KEY_TOHOKU_T031,T031,TABLE_KEY_TOHOKU_T031,SPECIES_KEY_NOSEPASS,147,36,46,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_5,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0283,KANTO,MAP_KEY_KANTO_K05,K05,TABLE_KEY_KANTO_K05,SPECIES_KEY_SKITTY,148,74,79,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_EARLY_ACCESS,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0284,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_SKITTY,148,2,5,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0285,KANTO,MAP_KEY_KANTO_K31,K31,TABLE_KEY_KANTO_K31,SPECIES_KEY_SABLEYE,149,82,90,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_2,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0286,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_SABLEYE,149,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
RESEARCH_KEY_KANTO_0287,KANTO,MAP_KEY_KANTO_LEAGUE,K42,TABLE_KEY_KANTO_K42,SPECIES_KEY_MAWILE,150,94,100,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_LEAGUE,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0288,TOHOKU,MAP_KEY_TOHOKU_T501,T501,TABLE_KEY_TOHOKU_T501,SPECIES_KEY_MAWILE,150,45,68,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_PRE_ENTRY,true,NONE,ACTIVE,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
RESEARCH_KEY_KANTO_0289,KANTO,MAP_KEY_KANTO_K30,K30,TABLE_KEY_KANTO_K30,SPECIES_KEY_ARON,151,80,87,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_1,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0290,TOHOKU,MAP_KEY_TOHOKU_T031,T031,TABLE_KEY_TOHOKU_T031,SPECIES_KEY_ARON,151,36,46,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_5,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0291,KANTO,MAP_KEY_KANTO_K23,K23,TABLE_KEY_KANTO_K23,SPECIES_KEY_MEDITITE,152,92,98,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_5,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0292,TOHOKU,MAP_KEY_TOHOKU_T032,T032,TABLE_KEY_TOHOKU_T032,SPECIES_KEY_MEDITITE,152,44,54,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_6,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0293,KANTO,MAP_KEY_KANTO_K10,K10,TABLE_KEY_KANTO_K10,SPECIES_KEY_ELECTRIKE,153,78,84,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_1,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0294,TOHOKU,MAP_KEY_TOHOKU_T029,T029,TABLE_KEY_TOHOKU_T029,SPECIES_KEY_ELECTRIKE,153,30,40,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_5,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0295,KANTO,MAP_KEY_KANTO_K10,K10,TABLE_KEY_KANTO_K10,SPECIES_KEY_PLUSLE,154,78,84,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_1,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0296,TOHOKU,MAP_KEY_TOHOKU_T029,T029,TABLE_KEY_TOHOKU_T029,SPECIES_KEY_PLUSLE,154,30,40,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_5,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0297,KANTO,MAP_KEY_KANTO_K40,K40,TABLE_KEY_KANTO_K40,SPECIES_KEY_MINUN,155,82,94,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_2,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
RESEARCH_KEY_TOHOKU_0298,TOHOKU,MAP_KEY_TOHOKU_T029,T029,TABLE_KEY_TOHOKU_T029,SPECIES_KEY_MINUN,155,30,40,2,5,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,VEGA_BADGE_5,true,NONE,ACTIVE,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
RESEARCH_KEY_KANTO_0299,KANTO,MAP_KEY_KANTO_K35,K35,TABLE_KEY_KANTO_K35,SPECIES_KEY_VOLBEAT,156,85,94,3,10,ONE_LEGAL_MOVE,MODERN_LEGAL_LOW_RATE,MINOR_BONUS_NO_CHAIN_LEAK,KANTO_CERT_3,true,NONE,ACTIVE,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
