ability_key,id,vega_id,cfru_id,cfru_symbol,dpe_symbol,classification,display_name,description_key,effect_key,runtime_binding,status,notes
ABILITY_KEY_DOWNLOAD,89,NONE,88,ABILITY_DOWNLOAD,ABILITY_DOWNLOAD,CFRU_APPEND,ダウンロード,ABILITY_DESC_DOWNLOAD,ABILITY_EFFECT_DOWNLOAD,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_IRONFIST,90,NONE,89,ABILITY_IRONFIST,ABILITY_IRONFIST,CFRU_APPEND,てつのこぶし,ABILITY_DESC_IRONFIST,ABILITY_EFFECT_IRONFIST,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_POISONHEAL,91,NONE,90,ABILITY_POISONHEAL,ABILITY_POISONHEAL,CFRU_APPEND,ポイズンヒール,ABILITY_DESC_POISONHEAL,ABILITY_EFFECT_POISONHEAL,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ADAPTABILITY,92,NONE,91,ABILITY_ADAPTABILITY,ABILITY_ADAPTABILITY,CFRU_APPEND,てきおうりょく,ABILITY_DESC_ADAPTABILITY,ABILITY_EFFECT_ADAPTABILITY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SKILLLINK,93,NONE,92,ABILITY_SKILLLINK,ABILITY_SKILLLINK,CFRU_APPEND,スキルリンク,ABILITY_DESC_SKILLLINK,ABILITY_EFFECT_SKILLLINK,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_HYDRATION,94,NONE,93,ABILITY_HYDRATION,ABILITY_HYDRATION,CFRU_APPEND,うるおいボディ,ABILITY_DESC_HYDRATION,ABILITY_EFFECT_HYDRATION,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SOLARPOWER,95,NONE,94,ABILITY_SOLARPOWER,ABILITY_SOLARPOWER,CFRU_APPEND,サンパワー,ABILITY_DESC_SOLARPOWER,ABILITY_EFFECT_SOLARPOWER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_QUICKFEET,96,NONE,95,ABILITY_QUICKFEET,ABILITY_QUICKFEET,CFRU_APPEND,はやあし,ABILITY_DESC_QUICKFEET,ABILITY_EFFECT_QUICKFEET,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_NORMALIZE,97,NONE,96,ABILITY_NORMALIZE,ABILITY_NORMALIZE,CFRU_APPEND,ノーマルスキン,ABILITY_DESC_NORMALIZE,ABILITY_EFFECT_NORMALIZE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SNIPER,98,NONE,97,ABILITY_SNIPER,ABILITY_SNIPER,CFRU_APPEND,スナイパー,ABILITY_DESC_SNIPER,ABILITY_EFFECT_SNIPER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MAGICGUARD,99,NONE,98,ABILITY_MAGICGUARD,ABILITY_MAGICGUARD,CFRU_APPEND,マジックガード,ABILITY_DESC_MAGICGUARD,ABILITY_EFFECT_MAGICGUARD,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_NOGUARD,100,NONE,99,ABILITY_NOGUARD,ABILITY_NOGUARD,CFRU_APPEND,ノーガード,ABILITY_DESC_NOGUARD,ABILITY_EFFECT_NOGUARD,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_STALL,101,NONE,100,ABILITY_STALL,ABILITY_STALL,CFRU_APPEND,あとだし,ABILITY_DESC_STALL,ABILITY_EFFECT_STALL,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TECHNICIAN,102,NONE,101,ABILITY_TECHNICIAN,ABILITY_TECHNICIAN,CFRU_APPEND,テクニシャン,ABILITY_DESC_TECHNICIAN,ABILITY_EFFECT_TECHNICIAN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_LEAFGUARD,103,NONE,102,ABILITY_LEAFGUARD,ABILITY_LEAFGUARD,CFRU_APPEND,リーフガード,ABILITY_DESC_LEAFGUARD,ABILITY_EFFECT_LEAFGUARD,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_KLUTZ,104,NONE,103,ABILITY_KLUTZ,ABILITY_KLUTZ,CFRU_APPEND,ぶきよう,ABILITY_DESC_KLUTZ,ABILITY_EFFECT_KLUTZ,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MOLDBREAKER,105,NONE,104,ABILITY_MOLDBREAKER,ABILITY_MOLDBREAKER,CFRU_APPEND,かたやぶり,ABILITY_DESC_MOLDBREAKER,ABILITY_EFFECT_MOLDBREAKER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SUPERLUCK,106,NONE,105,ABILITY_SUPERLUCK,ABILITY_SUPERLUCK,CFRU_APPEND,きょううん,ABILITY_DESC_SUPERLUCK,ABILITY_EFFECT_SUPERLUCK,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_AFTERMATH,107,NONE,106,ABILITY_AFTERMATH,ABILITY_AFTERMATH,CFRU_APPEND,ゆうばく,ABILITY_DESC_AFTERMATH,ABILITY_EFFECT_AFTERMATH,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ANTICIPATION,108,NONE,107,ABILITY_ANTICIPATION,ABILITY_ANTICIPATION,CFRU_APPEND,きけんよち,ABILITY_DESC_ANTICIPATION,ABILITY_EFFECT_ANTICIPATION,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_FOREWARN,109,NONE,108,ABILITY_FOREWARN,ABILITY_FOREWARN,CFRU_APPEND,よちむ,ABILITY_DESC_FOREWARN,ABILITY_EFFECT_FOREWARN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_UNAWARE,110,NONE,109,ABILITY_UNAWARE,ABILITY_UNAWARE,CFRU_APPEND,てんねん,ABILITY_DESC_UNAWARE,ABILITY_EFFECT_UNAWARE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TINTEDLENS,111,NONE,110,ABILITY_TINTEDLENS,ABILITY_TINTEDLENS,CFRU_APPEND,いろめがね,ABILITY_DESC_TINTEDLENS,ABILITY_EFFECT_TINTEDLENS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_FILTER,112,NONE,111,ABILITY_FILTER,ABILITY_FILTER,CFRU_APPEND,フィルター,ABILITY_DESC_FILTER,ABILITY_EFFECT_FILTER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SLOWSTART,113,NONE,112,ABILITY_SLOWSTART,ABILITY_SLOWSTART,CFRU_APPEND,スロースタート,ABILITY_DESC_SLOWSTART,ABILITY_EFFECT_SLOWSTART,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SCRAPPY,114,NONE,113,ABILITY_SCRAPPY,ABILITY_SCRAPPY,CFRU_APPEND,きもったま,ABILITY_DESC_SCRAPPY,ABILITY_EFFECT_SCRAPPY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_STORMDRAIN,115,NONE,114,ABILITY_STORMDRAIN,ABILITY_STORMDRAIN,CFRU_APPEND,よびみず,ABILITY_DESC_STORMDRAIN,ABILITY_EFFECT_STORMDRAIN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ICEBODY,116,NONE,115,ABILITY_ICEBODY,ABILITY_ICEBODY,CFRU_APPEND,アイスボディ,ABILITY_DESC_ICEBODY,ABILITY_EFFECT_ICEBODY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SOLIDROCK,117,NONE,116,ABILITY_SOLIDROCK,ABILITY_SOLIDROCK,CFRU_APPEND,ハードロック,ABILITY_DESC_SOLIDROCK,ABILITY_EFFECT_SOLIDROCK,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SNOWWARNING,118,NONE,117,ABILITY_SNOWWARNING,ABILITY_SNOWWARNING,CFRU_APPEND,ゆきふらし,ABILITY_DESC_SNOWWARNING,ABILITY_EFFECT_SNOWWARNING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_HONEYGATHER,119,NONE,118,ABILITY_HONEYGATHER,ABILITY_HONEYGATHER,CFRU_APPEND,みつあつめ,ABILITY_DESC_HONEYGATHER,ABILITY_EFFECT_HONEYGATHER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_FRISK,120,NONE,119,ABILITY_FRISK,ABILITY_FRISK,CFRU_APPEND,おみとおし,ABILITY_DESC_FRISK,ABILITY_EFFECT_FRISK,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_RECKLESS,121,NONE,120,ABILITY_RECKLESS,ABILITY_RECKLESS,CFRU_APPEND,すてみ,ABILITY_DESC_RECKLESS,ABILITY_EFFECT_RECKLESS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MULTITYPE,122,NONE,121,ABILITY_MULTITYPE,ABILITY_MULTITYPE,CFRU_APPEND,マルチタイプ,ABILITY_DESC_MULTITYPE,ABILITY_EFFECT_MULTITYPE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_FLOWERGIFT,123,NONE,122,ABILITY_FLOWERGIFT,ABILITY_FLOWERGIFT,CFRU_APPEND,フラワーギフト,ABILITY_DESC_FLOWERGIFT,ABILITY_EFFECT_FLOWERGIFT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_BADDREAMS,124,NONE,123,ABILITY_BADDREAMS,ABILITY_BADDREAMS,CFRU_APPEND,ナイトメア,ABILITY_DESC_BADDREAMS,ABILITY_EFFECT_BADDREAMS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PICKPOCKET,125,NONE,124,ABILITY_PICKPOCKET,ABILITY_PICKPOCKET,CFRU_APPEND,わるいてぐせ,ABILITY_DESC_PICKPOCKET,ABILITY_EFFECT_PICKPOCKET,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SHEERFORCE,126,NONE,125,ABILITY_SHEERFORCE,ABILITY_SHEERFORCE,CFRU_APPEND,ちからずく,ABILITY_DESC_SHEERFORCE,ABILITY_EFFECT_SHEERFORCE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_CONTRARY,127,NONE,126,ABILITY_CONTRARY,ABILITY_CONTRARY,CFRU_APPEND,あまのじゃく,ABILITY_DESC_CONTRARY,ABILITY_EFFECT_CONTRARY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_UNNERVE,128,NONE,127,ABILITY_UNNERVE,ABILITY_UNNERVE,CFRU_APPEND,きんちょうかん,ABILITY_DESC_UNNERVE,ABILITY_EFFECT_UNNERVE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_DEFIANT,129,NONE,128,ABILITY_DEFIANT,ABILITY_DEFIANT,CFRU_APPEND,まけんき,ABILITY_DESC_DEFIANT,ABILITY_EFFECT_DEFIANT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_DEFEATIST,130,NONE,129,ABILITY_DEFEATIST,ABILITY_DEFEATIST,CFRU_APPEND,よわき,ABILITY_DESC_DEFEATIST,ABILITY_EFFECT_DEFEATIST,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_CURSEDBODY,131,NONE,130,ABILITY_CURSEDBODY,ABILITY_CURSEDBODY,CFRU_APPEND,のろわれボディ,ABILITY_DESC_CURSEDBODY,ABILITY_EFFECT_CURSEDBODY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_HEALER,132,NONE,131,ABILITY_HEALER,ABILITY_HEALER,CFRU_APPEND,いやしのこころ,ABILITY_DESC_HEALER,ABILITY_EFFECT_HEALER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_FRIENDGUARD,133,NONE,132,ABILITY_FRIENDGUARD,ABILITY_FRIENDGUARD,CFRU_APPEND,フレンドガード,ABILITY_DESC_FRIENDGUARD,ABILITY_EFFECT_FRIENDGUARD,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_WEAKARMOR,134,NONE,133,ABILITY_WEAKARMOR,ABILITY_WEAKARMOR,CFRU_APPEND,くだけるよろい,ABILITY_DESC_WEAKARMOR,ABILITY_EFFECT_WEAKARMOR,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_HEAVYMETAL,135,NONE,134,ABILITY_HEAVYMETAL,ABILITY_HEAVYMETAL,CFRU_APPEND,ヘヴィメタル,ABILITY_DESC_HEAVYMETAL,ABILITY_EFFECT_HEAVYMETAL,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_LIGHTMETAL,136,NONE,135,ABILITY_LIGHTMETAL,ABILITY_LIGHTMETAL,CFRU_APPEND,ライトメタル,ABILITY_DESC_LIGHTMETAL,ABILITY_EFFECT_LIGHTMETAL,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MULTISCALE,137,NONE,136,ABILITY_MULTISCALE,ABILITY_MULTISCALE,CFRU_APPEND,マルチスケイル,ABILITY_DESC_MULTISCALE,ABILITY_EFFECT_MULTISCALE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TOXICBOOST,138,NONE,137,ABILITY_TOXICBOOST,ABILITY_TOXICBOOST,CFRU_APPEND,どくぼうそう,ABILITY_DESC_TOXICBOOST,ABILITY_EFFECT_TOXICBOOST,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_FLAREBOOST,139,NONE,138,ABILITY_FLAREBOOST,ABILITY_FLAREBOOST,CFRU_APPEND,ねつぼうそう,ABILITY_DESC_FLAREBOOST,ABILITY_EFFECT_FLAREBOOST,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_HARVEST,140,NONE,139,ABILITY_HARVEST,ABILITY_HARVEST,CFRU_APPEND,しゅうかく,ABILITY_DESC_HARVEST,ABILITY_EFFECT_HARVEST,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TELEPATHY,141,NONE,140,ABILITY_TELEPATHY,ABILITY_TELEPATHY,CFRU_APPEND,テレパシー,ABILITY_DESC_TELEPATHY,ABILITY_EFFECT_TELEPATHY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MOODY,142,NONE,141,ABILITY_MOODY,ABILITY_MOODY,CFRU_APPEND,ムラっけ,ABILITY_DESC_MOODY,ABILITY_EFFECT_MOODY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_OVERCOAT,143,NONE,142,ABILITY_OVERCOAT,ABILITY_OVERCOAT,CFRU_APPEND,ぼうじん,ABILITY_DESC_OVERCOAT,ABILITY_EFFECT_OVERCOAT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_POISONTOUCH,144,NONE,143,ABILITY_POISONTOUCH,ABILITY_POISONTOUCH,CFRU_APPEND,どくしゅ,ABILITY_DESC_POISONTOUCH,ABILITY_EFFECT_POISONTOUCH,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_REGENERATOR,145,NONE,144,ABILITY_REGENERATOR,ABILITY_REGENERATOR,CFRU_APPEND,さいせいりょく,ABILITY_DESC_REGENERATOR,ABILITY_EFFECT_REGENERATOR,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_BIGPECKS,146,NONE,145,ABILITY_BIGPECKS,ABILITY_BIGPECKS,CFRU_APPEND,はとむね,ABILITY_DESC_BIGPECKS,ABILITY_EFFECT_BIGPECKS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SANDRUSH,147,NONE,146,ABILITY_SANDRUSH,ABILITY_SANDRUSH,CFRU_APPEND,すなかき,ABILITY_DESC_SANDRUSH,ABILITY_EFFECT_SANDRUSH,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_WONDERSKIN,148,NONE,147,ABILITY_WONDERSKIN,ABILITY_WONDERSKIN,CFRU_APPEND,ミラクルスキン,ABILITY_DESC_WONDERSKIN,ABILITY_EFFECT_WONDERSKIN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ANALYTIC,149,NONE,148,ABILITY_ANALYTIC,ABILITY_ANALYTIC,CFRU_APPEND,アナライズ,ABILITY_DESC_ANALYTIC,ABILITY_EFFECT_ANALYTIC,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ILLUSION,150,NONE,149,ABILITY_ILLUSION,ABILITY_ILLUSION,CFRU_APPEND,イリュージョン,ABILITY_DESC_ILLUSION,ABILITY_EFFECT_ILLUSION,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_IMPOSTER,151,NONE,150,ABILITY_IMPOSTER,ABILITY_IMPOSTER,CFRU_APPEND,かわりもの,ABILITY_DESC_IMPOSTER,ABILITY_EFFECT_IMPOSTER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_INFILTRATOR,152,NONE,151,ABILITY_INFILTRATOR,ABILITY_INFILTRATOR,CFRU_APPEND,すりぬけ,ABILITY_DESC_INFILTRATOR,ABILITY_EFFECT_INFILTRATOR,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MUMMY,153,NONE,152,ABILITY_MUMMY,ABILITY_MUMMY,CFRU_APPEND,ミイラ,ABILITY_DESC_MUMMY,ABILITY_EFFECT_MUMMY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MOXIE,154,NONE,153,ABILITY_MOXIE,ABILITY_MOXIE,CFRU_APPEND,じしんかじょう,ABILITY_DESC_MOXIE,ABILITY_EFFECT_MOXIE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_JUSTIFIED,155,NONE,154,ABILITY_JUSTIFIED,ABILITY_JUSTIFIED,CFRU_APPEND,せいぎのこころ,ABILITY_DESC_JUSTIFIED,ABILITY_EFFECT_JUSTIFIED,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_RATTLED,156,NONE,155,ABILITY_RATTLED,ABILITY_RATTLED,CFRU_APPEND,びびり,ABILITY_DESC_RATTLED,ABILITY_EFFECT_RATTLED,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MAGICBOUNCE,157,NONE,156,ABILITY_MAGICBOUNCE,ABILITY_MAGICBOUNCE,CFRU_APPEND,マジックミラー,ABILITY_DESC_MAGICBOUNCE,ABILITY_EFFECT_MAGICBOUNCE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SAPSIPPER,158,NONE,157,ABILITY_SAPSIPPER,ABILITY_SAPSIPPER,CFRU_APPEND,そうしょく,ABILITY_DESC_SAPSIPPER,ABILITY_EFFECT_SAPSIPPER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PRANKSTER,159,NONE,158,ABILITY_PRANKSTER,ABILITY_PRANKSTER,CFRU_APPEND,いたずらごころ,ABILITY_DESC_PRANKSTER,ABILITY_EFFECT_PRANKSTER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SANDFORCE,160,NONE,159,ABILITY_SANDFORCE,ABILITY_SANDFORCE,CFRU_APPEND,すなのちから,ABILITY_DESC_SANDFORCE,ABILITY_EFFECT_SANDFORCE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_IRONBARBS,161,NONE,160,ABILITY_IRONBARBS,ABILITY_IRONBARBS,CFRU_APPEND,てつのトゲ,ABILITY_DESC_IRONBARBS,ABILITY_EFFECT_IRONBARBS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ZENMODE,162,NONE,161,ABILITY_ZENMODE,ABILITY_ZENMODE,CFRU_APPEND,ダルマモード,ABILITY_DESC_ZENMODE,ABILITY_EFFECT_ZENMODE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_VICTORYSTAR,163,NONE,162,ABILITY_VICTORYSTAR,ABILITY_VICTORYSTAR,CFRU_APPEND,しょうりのほし,ABILITY_DESC_VICTORYSTAR,ABILITY_EFFECT_VICTORYSTAR,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TURBOBLAZE,164,NONE,163,ABILITY_TURBOBLAZE,ABILITY_TURBOBLAZE,CFRU_APPEND,ターボブレイズ,ABILITY_DESC_TURBOBLAZE,ABILITY_EFFECT_TURBOBLAZE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TERAVOLT,165,NONE,164,ABILITY_TERAVOLT,ABILITY_TERAVOLT,CFRU_APPEND,テラボルテージ,ABILITY_DESC_TERAVOLT,ABILITY_EFFECT_TERAVOLT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_AROMAVEIL,166,NONE,165,ABILITY_AROMAVEIL,ABILITY_AROMAVEIL,CFRU_APPEND,アロマベール,ABILITY_DESC_AROMAVEIL,ABILITY_EFFECT_AROMAVEIL,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_FLOWERVEIL,167,NONE,166,ABILITY_FLOWERVEIL,ABILITY_FLOWERVEIL,CFRU_APPEND,フラワーベール,ABILITY_DESC_FLOWERVEIL,ABILITY_EFFECT_FLOWERVEIL,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_CHEEKPOUCH,168,NONE,167,ABILITY_CHEEKPOUCH,ABILITY_CHEEKPOUCH,CFRU_APPEND,ほおぶくろ,ABILITY_DESC_CHEEKPOUCH,ABILITY_EFFECT_CHEEKPOUCH,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PROTEAN,169,NONE,168,ABILITY_PROTEAN,ABILITY_PROTEAN,CFRU_APPEND,へんげんじざい,ABILITY_DESC_PROTEAN,ABILITY_EFFECT_PROTEAN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_FURCOAT,170,NONE,169,ABILITY_FURCOAT,ABILITY_FURCOAT,CFRU_APPEND,ファーコート,ABILITY_DESC_FURCOAT,ABILITY_EFFECT_FURCOAT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MAGICIAN,171,NONE,170,ABILITY_MAGICIAN,ABILITY_MAGICIAN,CFRU_APPEND,マジシャン,ABILITY_DESC_MAGICIAN,ABILITY_EFFECT_MAGICIAN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_BULLETPROOF,172,NONE,171,ABILITY_BULLETPROOF,ABILITY_BULLETPROOF,CFRU_APPEND,ぼうだん,ABILITY_DESC_BULLETPROOF,ABILITY_EFFECT_BULLETPROOF,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_COMPETITIVE,173,NONE,172,ABILITY_COMPETITIVE,ABILITY_COMPETITIVE,CFRU_APPEND,かちき,ABILITY_DESC_COMPETITIVE,ABILITY_EFFECT_COMPETITIVE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_STRONGJAW,174,NONE,173,ABILITY_STRONGJAW,ABILITY_STRONGJAW,CFRU_APPEND,がんじょうあご,ABILITY_DESC_STRONGJAW,ABILITY_EFFECT_STRONGJAW,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_REFRIGERATE,175,NONE,174,ABILITY_REFRIGERATE,ABILITY_REFRIGERATE,CFRU_APPEND,フリーズスキン,ABILITY_DESC_REFRIGERATE,ABILITY_EFFECT_REFRIGERATE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SWEETVEIL,176,NONE,175,ABILITY_SWEETVEIL,ABILITY_SWEETVEIL,CFRU_APPEND,スイートベール,ABILITY_DESC_SWEETVEIL,ABILITY_EFFECT_SWEETVEIL,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_STANCECHANGE,177,NONE,176,ABILITY_STANCECHANGE,ABILITY_STANCECHANGE,CFRU_APPEND,バトルスイッチ,ABILITY_DESC_STANCECHANGE,ABILITY_EFFECT_STANCECHANGE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
