placement_key,map_key,logical_location_key,placement_type,item_key,quantity,unlock_key,repeatability,flag_key,economy_tier,status,notes
KANTO_ITEM_96_28_09,KANTO_OUTDOOR_ROUTE17,K17,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0093,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_28_10,KANTO_OUTDOOR_ROUTE17,K17,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0094,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_31_02,KANTO_OUTDOOR_ROUTE20,K20,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_4,ONCE,FLAG_KEY_T16_0095,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_32_00,KANTO_OUTDOOR_ROUTE21_NORTH,K21,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_4,ONCE,FLAG_KEY_T16_0096,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_35_00,KANTO_OUTDOOR_ROUTE23,K23,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0097,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_35_01,KANTO_OUTDOOR_ROUTE23,K23,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0098,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_35_02,KANTO_OUTDOOR_ROUTE23,K23,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0099,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_35_03,KANTO_OUTDOOR_ROUTE23,K23,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0100,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_35_04,KANTO_OUTDOOR_ROUTE23,K23,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0101,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_35_05,KANTO_OUTDOOR_ROUTE23,K23,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0102,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_35_06,KANTO_OUTDOOR_ROUTE23,K23,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0103,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_35_07,KANTO_OUTDOOR_ROUTE23,K23,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0104,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_36_00,KANTO_OUTDOOR_ROUTE24,K24,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0105,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_37_01,KANTO_OUTDOOR_ROUTE25,K25,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0106,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_37_02,KANTO_OUTDOOR_ROUTE25,K25,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0107,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_37_03,KANTO_OUTDOOR_ROUTE25,K25,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0108,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_37_04,KANTO_OUTDOOR_ROUTE25,K25,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0109,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_14_01,KANTO_OUTDOOR_ROUTE3,K03,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0110,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_15_02,KANTO_OUTDOOR_ROUTE4,K04,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0111,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_15_03,KANTO_OUTDOOR_ROUTE4,K04,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0112,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_15_04,KANTO_OUTDOOR_ROUTE4,K04,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0113,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_17_01,KANTO_OUTDOOR_ROUTE6,K06,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0114,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_17_02,KANTO_OUTDOOR_ROUTE6,K06,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0115,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_18_01,KANTO_OUTDOOR_ROUTE7,K07,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0116,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_19_01,KANTO_OUTDOOR_ROUTE8,K08,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0117,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_19_02,KANTO_OUTDOOR_ROUTE8,K08,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0118,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_19_03,KANTO_OUTDOOR_ROUTE8,K08,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0119,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_20_01,KANTO_OUTDOOR_ROUTE9,K09,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0120,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_20_02,KANTO_OUTDOOR_ROUTE9,K09,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0121,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_20_03,KANTO_OUTDOOR_ROUTE9,K09,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0122,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_5_05,KANTO_OUTDOOR_VERMILION_CITY,K46,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0123,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
PLACEMENT_KEY_EVOLUTION_001,MAP_KEY_KANTO_K02,K02,NPC_REWARD,ITEM_KEY_MOON_STONE,1,KANTO_EARLY_ACCESS,LIMITED_REPEATABLE,FLAG_KEY_T16_0125,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_003,MAP_KEY_KANTO_K04,K04,NPC_REWARD,ITEM_KEY_THUNDER_STONE,1,KANTO_EARLY_ACCESS,LIMITED_REPEATABLE,FLAG_KEY_T16_0127,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_005,MAP_KEY_KANTO_K06,K06,NPC_REWARD,ITEM_KEY_LEAF_STONE,1,KANTO_EARLY_ACCESS,LIMITED_REPEATABLE,FLAG_KEY_T16_0129,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_007,MAP_KEY_KANTO_K08,K08,NPC_REWARD,ITEM_KEY_LINK_CABLE,1,KANTO_CERT_1,LIMITED_REPEATABLE,FLAG_KEY_T16_0131,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_009,MAP_KEY_KANTO_K10,K10,NPC_REWARD,ITEM_KEY_ELECTIRIZER,1,KANTO_CERT_1,LIMITED_REPEATABLE,FLAG_KEY_T16_0133,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_011,MAP_KEY_KANTO_K12,K12,NPC_REWARD,ITEM_KEY_DUBIOUS_DISC,1,KANTO_CERT_2,LIMITED_REPEATABLE,FLAG_KEY_T16_0135,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_013,MAP_KEY_KANTO_K14,K14,NPC_REWARD,ITEM_KEY_SHINY_STONE,1,KANTO_CERT_3,LIMITED_REPEATABLE,FLAG_KEY_T16_0137,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_015,MAP_KEY_KANTO_K16,K16,NPC_REWARD,ITEM_KEY_DAWN_STONE,1,KANTO_CERT_2,LIMITED_REPEATABLE,FLAG_KEY_T16_0139,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_017,MAP_KEY_KANTO_K18,K18,NPC_REWARD,ITEM_KEY_OVAL_STONE,1,KANTO_CERT_3,LIMITED_REPEATABLE,FLAG_KEY_T16_0141,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_019,MAP_KEY_KANTO_K20,K20,NPC_REWARD,ITEM_KEY_RAZOR_FANG,1,KANTO_CERT_4,LIMITED_REPEATABLE,FLAG_KEY_T16_0143,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_021,MAP_KEY_KANTO_K22,K22,NPC_REWARD,ITEM_KEY_SACHET,1,KANTO_CERT_5,LIMITED_REPEATABLE,FLAG_KEY_T16_0145,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_023,MAP_KEY_KANTO_K24,K24,NPC_REWARD,ITEM_KEY_KINGS_ROCK,1,KANTO_EARLY_ACCESS,LIMITED_REPEATABLE,FLAG_KEY_T16_0147,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_025,MAP_KEY_KANTO_VIRIDIAN_FOREST,K26,NPC_REWARD,ITEM_KEY_DEEP_SEA_SCALE,1,KANTO_EARLY_ACCESS,LIMITED_REPEATABLE,FLAG_KEY_T16_0149,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_027,MAP_KEY_KANTO_K28,K28,NPC_REWARD,ITEM_KEY_DRAGON_SCALE,1,KANTO_EARLY_ACCESS,LIMITED_REPEATABLE,FLAG_KEY_T16_0151,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_029,MAP_KEY_KANTO_K30,K30,NPC_REWARD,ITEM_KEY_STRAWBERRY_SWEET,1,KANTO_CERT_1,LIMITED_REPEATABLE,FLAG_KEY_T16_0153,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_031,MAP_KEY_KANTO_K32,K32,NPC_REWARD,ITEM_KEY_LOVE_SWEET,1,KANTO_CERT_2,LIMITED_REPEATABLE,FLAG_KEY_T16_0155,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_033,MAP_KEY_KANTO_K34,K34,NPC_REWARD,ITEM_KEY_FLOWER_SWEET,1,KANTO_CERT_3,LIMITED_REPEATABLE,FLAG_KEY_T16_0157,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_035,MAP_KEY_KANTO_K36,K36,NPC_REWARD,ITEM_KEY_STAR_SWEET,1,KANTO_CERT_3,LIMITED_REPEATABLE,FLAG_KEY_T16_0159,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_037,MAP_KEY_KANTO_K38,K38,NPC_REWARD,ITEM_KEY_TART_APPLE,1,KANTO_CERT_4,LIMITED_REPEATABLE,FLAG_KEY_T16_0161,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_039,MAP_KEY_KANTO_K40,K40,NPC_REWARD,ITEM_KEY_CHIPPED_POT,1,KANTO_CERT_2,LIMITED_REPEATABLE,FLAG_KEY_T16_0163,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_041,MAP_KEY_KANTO_LEAGUE,K42,NPC_REWARD,ITEM_KEY_GALARICA_WREATH,1,KANTO_LEAGUE,LIMITED_REPEATABLE,FLAG_KEY_T16_0165,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_043,MAP_KEY_KANTO_K44,K44,NPC_REWARD,ITEM_KEY_MALICIOUS_ARMOR,1,KANTO_EARLY_ACCESS,LIMITED_REPEATABLE,FLAG_KEY_T16_0167,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_045,MAP_KEY_KANTO_VERMILION_TERMINAL,K46,NPC_REWARD,ITEM_KEY_METAL_ALLOY,1,KANTO_EARLY_ACCESS,LIMITED_REPEATABLE,FLAG_KEY_T16_0169,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_047,MAP_KEY_KANTO_ROUTE1,K01,NPC_REWARD,ITEM_KEY_LEADERS_CREST,1,KANTO_EARLY_ACCESS,LIMITED_REPEATABLE,FLAG_KEY_T16_0171,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_049,MAP_KEY_KANTO_K03,K03,NPC_REWARD,ITEM_KEY_SYRUPY_APPLE,1,KANTO_EARLY_ACCESS,LIMITED_REPEATABLE,FLAG_KEY_T16_0173,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
PLACEMENT_KEY_EVOLUTION_051,MAP_KEY_KANTO_K05,K05,NPC_REWARD,ITEM_KEY_UNREMARKABLE_TEACUP,1,KANTO_EARLY_ACCESS,LIMITED_REPEATABLE,FLAG_KEY_T16_0175,EVOLUTION_ACCESS,ACTIVE,進化経路永久入手不能防止
