species_key,canonical_id,display_name,target_status,completion_weight,current_audit_class,proof_strength,current_method,current_runtime_status,current_physical_status,current_evidence,designed_primary_route_key,designed_method,designed_runtime_status,designed_physical_status,designed_evidence,remaining_exact_rom_gate
SPECIES_KEY_SNOVER,85,ユキカブリ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:1/83:VEGA_NATIVE:LAND:Lv34-35; ROM_WILD:1/83:VEGA_NATIVE:LAND:Lv36-36; ROM_WILD:1/84:VEGA_NATIVE:LAND:Lv34-35; ROM_WILD:1/84:VEGA_NATIVE:LAND:Lv36-36; ROM_WILD:3/32:VEGA_NATIVE:LAND:Lv32-32; ROM_WILD:3/33:VEGA_NATIVE:LAND:Lv33-34; ROM_WILD:3/33:VEGA_NATIVE:LAND:Lv35-35; ROM_WILD:3/34:VEGA_NATIVE:LAND:Lv29-30; ROM_WILD:3/34:VEGA_NATIVE:LAND:Lv31-31; ROM_WILD:3/35:VEGA_NATIVE:LAND:Lv28-29; ROM_WILD:3/35:VEGA_NATIVE:LAND:Lv30-31; ROM_WILD:3/35:VEGA_NATIVE:LAND:Lv32-32; ROM_WILD:96/36:K24:FISHING:Lv74-79; ROM_WILD:96/36:K24:LAND:Lv74-79; ROM_WILD:96/36:K24:ROCK:Lv74-79,ROUTE_0085_SNOVER,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:3/35:VEGA_NATIVE:LAND:Lv28-29,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_ABOMASNOW,86,ユキノオー,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv43-43; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv45-45; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv47-47,ROUTE_0086_ABOMASNOW,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv43-43,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_087,87,ユカリア,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv49-49; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv51-51; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv53-53; ROM_WILD:1/4:VEGA_NATIVE:LAND:Lv48-49; ROM_WILD:1/4:VEGA_NATIVE:LAND:Lv50-50; ROM_WILD:1/6:VEGA_NATIVE:LAND:Lv32-32; ROM_WILD:1/6:VEGA_NATIVE:LAND:Lv33-33; ROM_WILD:1/6:VEGA_NATIVE:LAND:Lv34-34; ROM_WILD:1/6:VEGA_NATIVE:LAND:Lv35-35; ROM_WILD:1/7:VEGA_NATIVE:LAND:Lv31-32; ROM_WILD:1/7:VEGA_NATIVE:LAND:Lv33-33; ROM_WILD:1/7:VEGA_NATIVE:LAND:Lv34-34; ROM_WILD:1/8:VEGA_NATIVE:LAND:Lv31-32; ROM_WILD:1/8:VEGA_NATIVE:LAND:Lv33-33; ROM_WILD:1/8:VEGA_NATIVE:LAND:Lv34-34; ROM_WILD:1/97:VEGA_NATIVE:LAND:Lv50-51; ROM_WILD:1/9:VEGA_NATIVE:LAND:Lv31-32; ROM_WILD:1/9:VEGA_NATIVE:LAND:Lv33-33; ROM_WILD:1/9:VEGA_NATIVE:LAND:Lv34-34; ROM_WILD:3/57:VEGA_NATIVE:LAND:Lv49-49; ROM_WILD:3/57:VEGA_NATIVE:LAND:Lv50-50; ROM_WILD:3/58:VEGA_NATIVE:LAND:Lv50-50; ROM_WILD:3/58:VEGA_NATIVE:LAND:Lv51-51,ROUTE_0087_VEGA_087,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/7:VEGA_NATIVE:LAND:Lv31-32,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_088,88,ネクロシア,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 87 (ユカリア); evolution table root 0x09F79290,ROUTE_0088_VEGA_088,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 87; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_VEGA_089,89,カプリン,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:1/63:VEGA_NATIVE:LAND:Lv20-21; ROM_WILD:1/63:VEGA_NATIVE:LAND:Lv22-23; ROM_WILD:1/63:VEGA_NATIVE:LAND:Lv24-25; ROM_WILD:1/65:VEGA_NATIVE:LAND:Lv21-24; ROM_WILD:1/66:VEGA_NATIVE:LAND:Lv21-24; ROM_WILD:3/23:VEGA_NATIVE:LAND:Lv7-7; ROM_WILD:3/23:VEGA_NATIVE:LAND:Lv8-8; ROM_WILD:3/24:VEGA_NATIVE:LAND:Lv10-10; ROM_WILD:3/24:VEGA_NATIVE:LAND:Lv11-11; ROM_WILD:3/25:VEGA_NATIVE:LAND:Lv16-17; ROM_WILD:3/36:VEGA_NATIVE:LAND:Lv12-13; ROM_WILD:3/36:VEGA_NATIVE:LAND:Lv14-14; ROM_WILD:3/37:VEGA_NATIVE:LAND:Lv11-12; ROM_WILD:3/37:VEGA_NATIVE:LAND:Lv13-13; ROM_WILD:3/37:VEGA_NATIVE:LAND:Lv14-14,ROUTE_0089_VEGA_089,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:3/23:VEGA_NATIVE:LAND:Lv7-7,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_090,90,ゴートン,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:0/0:VEGA_NATIVE:FISHING:Lv15-25; ROM_WILD:1/65:VEGA_NATIVE:LAND:Lv20-23; ROM_WILD:1/65:VEGA_NATIVE:LAND:Lv23-23; ROM_WILD:1/65:VEGA_NATIVE:LAND:Lv24-25,ROUTE_0090_VEGA_090,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:0/0:VEGA_NATIVE:FISHING:Lv15-25,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_091,91,バフォット,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 90 (ゴートン); evolution table root 0x09F79290,ROUTE_0091_VEGA_091,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 90; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_MILTANK,92,ミルタンク,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv13-13; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv14-14; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv15-15; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv16-16; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv17-17; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv18-18; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv19-19; ROM_WILD:1/114:VEGA_NATIVE:LAND:Lv75-83; ROM_WILD:1/115:VEGA_NATIVE:LAND:Lv78-86; ROM_WILD:1/63:VEGA_NATIVE:LAND:Lv21-22; ROM_WILD:1/63:VEGA_NATIVE:LAND:Lv23-24; ROM_WILD:1/65:VEGA_NATIVE:LAND:Lv22-23; ROM_WILD:1/66:VEGA_NATIVE:LAND:Lv22-22; ROM_WILD:3/41:VEGA_NATIVE:LAND:Lv22-22; ROM_WILD:3/43:VEGA_NATIVE:LAND:Lv20-20; ROM_WILD:3/43:VEGA_NATIVE:LAND:Lv21-21; ROM_WILD:96/16:K05:FISHING:Lv74-79; ROM_WILD:96/16:K05:LAND:Lv74-79; ROM_WILD:96/16:K05:ROCK:Lv74-79; ROM_WILD:96/16:K05:WATER:Lv74-79; ROM_WILD:97/30:K05:FISHING:Lv74-79; ROM_WILD:97/30:K05:LAND:Lv74-79; ROM_WILD:97/30:K05:ROCK:Lv74-79; ROM_WILD:97/30:K05:WATER:Lv74-79; ROM_WILD:97/31:K05:FISHING:Lv74-79; ROM_WILD:97/31:K05:LAND:Lv74-79; ROM_WILD:97/31:K05:ROCK:Lv74-79; ROM_WILD:97/31:K05:WATER:Lv74-79,ROUTE_0092_MILTANK,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv13-13,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_SHUCKLE,93,ツボツボ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv20-20; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv21-21; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv23-23; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv25-25; ROM_WILD:1/1:VEGA_NATIVE:LAND:Lv34-34; ROM_WILD:1/1:VEGA_NATIVE:LAND:Lv35-35; ROM_WILD:1/2:VEGA_NATIVE:LAND:Lv34-34; ROM_WILD:1/2:VEGA_NATIVE:LAND:Lv35-35; ROM_WILD:1/53:VEGA_NATIVE:LAND:Lv35-36; ROM_WILD:1/54:VEGA_NATIVE:LAND:Lv35-36; ROM_WILD:96/14:K03:FISHING:Lv71-75; ROM_WILD:96/14:K03:LAND:Lv71-75,ROUTE_0093_SHUCKLE,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv20-20,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_094,94,バードン,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:1/31:VEGA_NATIVE:LAND:Lv34-35; ROM_WILD:1/31:VEGA_NATIVE:LAND:Lv36-36; ROM_WILD:17/0:VEGA_NATIVE:LAND:Lv34-35; ROM_WILD:17/0:VEGA_NATIVE:LAND:Lv36-36; ROM_WILD:20/0:VEGA_NATIVE:LAND:Lv34-35; ROM_WILD:20/0:VEGA_NATIVE:LAND:Lv36-36,ROUTE_0094_VEGA_094,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/31:VEGA_NATIVE:LAND:Lv34-35,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_095,95,ゴルドー,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:1/111:VEGA_NATIVE:LAND:Lv64-74; ROM_WILD:1/31:VEGA_NATIVE:LAND:Lv38-38; ROM_WILD:17/0:VEGA_NATIVE:LAND:Lv38-38; ROM_WILD:20/0:VEGA_NATIVE:LAND:Lv38-38,ROUTE_0095_VEGA_095,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/31:VEGA_NATIVE:LAND:Lv38-38,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_096,96,フィニクス,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:1/111:VEGA_NATIVE:LAND:Lv64-74; ROM_WILD:1/114:VEGA_NATIVE:LAND:Lv75-83; ROM_WILD:1/118:VEGA_NATIVE:LAND:Lv90-100,ROUTE_0096_VEGA_096,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/111:VEGA_NATIVE:LAND:Lv64-74,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_097,97,クロッチ,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:3/23:VEGA_NATIVE:LAND:Lv6-6; ROM_WILD:3/23:VEGA_NATIVE:LAND:Lv7-8; ROM_WILD:3/23:VEGA_NATIVE:LAND:Lv9-9; ROM_WILD:3/24:VEGA_NATIVE:LAND:Lv12-12; ROM_WILD:3/24:VEGA_NATIVE:LAND:Lv13-13; ROM_WILD:3/24:VEGA_NATIVE:LAND:Lv14-14; ROM_WILD:3/25:VEGA_NATIVE:LAND:Lv15-16; ROM_WILD:3/25:VEGA_NATIVE:LAND:Lv17-18; ROM_WILD:3/32:VEGA_NATIVE:LAND:Lv29-30; ROM_WILD:3/32:VEGA_NATIVE:LAND:Lv31-31; ROM_WILD:3/32:VEGA_NATIVE:ROCK:Lv2-2; ROM_WILD:3/33:VEGA_NATIVE:LAND:Lv33-34; ROM_WILD:3/34:VEGA_NATIVE:LAND:Lv30-31; ROM_WILD:3/34:VEGA_NATIVE:LAND:Lv32-32; ROM_WILD:3/44:VEGA_NATIVE:LAND:Lv6-6; ROM_WILD:3/44:VEGA_NATIVE:LAND:Lv7-7,ROUTE_0097_VEGA_097,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:3/32:VEGA_NATIVE:ROCK:Lv2-2,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_098,98,コクジャク,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:0/0:VEGA_NATIVE:FISHING:Lv5-15; ROM_WILD:3/25:VEGA_NATIVE:LAND:Lv18-18; ROM_WILD:3/32:VEGA_NATIVE:LAND:Lv30-30; ROM_WILD:3/32:VEGA_NATIVE:LAND:Lv31-31; ROM_WILD:3/32:VEGA_NATIVE:ROCK:Lv2-2; ROM_WILD:3/33:VEGA_NATIVE:LAND:Lv34-34; ROM_WILD:3/33:VEGA_NATIVE:LAND:Lv35-35; ROM_WILD:3/34:VEGA_NATIVE:LAND:Lv31-32; ROM_WILD:3/34:VEGA_NATIVE:LAND:Lv33-33,ROUTE_0098_VEGA_098,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:3/32:VEGA_NATIVE:ROCK:Lv2-2,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_099,99,シャミネ,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:1/31:VEGA_NATIVE:LAND:Lv34-35; ROM_WILD:17/0:VEGA_NATIVE:LAND:Lv34-35; ROM_WILD:20/0:VEGA_NATIVE:LAND:Lv34-35,ROUTE_0099_VEGA_099,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/31:VEGA_NATIVE:LAND:Lv34-35,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_100,100,コーシャン,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:1/31:VEGA_NATIVE:LAND:Lv35-36; ROM_WILD:17/0:VEGA_NATIVE:LAND:Lv35-36; ROM_WILD:20/0:VEGA_NATIVE:LAND:Lv35-36,ROUTE_0100_VEGA_100,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/31:VEGA_NATIVE:LAND:Lv35-36,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_101,101,プラズン,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:1/12:VEGA_NATIVE:LAND:Lv34-35; ROM_WILD:1/12:VEGA_NATIVE:LAND:Lv36-36; ROM_WILD:1/34:VEGA_NATIVE:LAND:Lv34-35; ROM_WILD:1/34:VEGA_NATIVE:LAND:Lv36-36; ROM_WILD:24/0:VEGA_NATIVE:LAND:Lv34-35; ROM_WILD:24/0:VEGA_NATIVE:LAND:Lv36-36; ROM_WILD:3/32:VEGA_NATIVE:LAND:Lv28-28; ROM_WILD:3/32:VEGA_NATIVE:LAND:Lv29-29; ROM_WILD:3/33:VEGA_NATIVE:LAND:Lv33-34; ROM_WILD:3/33:VEGA_NATIVE:LAND:Lv35-35; ROM_WILD:3/33:VEGA_NATIVE:LAND:Lv36-36; ROM_WILD:3/34:VEGA_NATIVE:LAND:Lv29-30; ROM_WILD:3/34:VEGA_NATIVE:LAND:Lv31-31,ROUTE_0101_VEGA_101,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:3/32:VEGA_NATIVE:LAND:Lv28-28,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_102,102,ボルトック,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 101 (プラズン); evolution table root 0x09F79290,ROUTE_0102_VEGA_102,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 101; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_VEGA_103,103,カワラベ,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:1/64:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:1/64:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:1/64:VEGA_NATIVE:WATER:Lv10-40; ROM_WILD:1/81:VEGA_NATIVE:LAND:Lv17-18; ROM_WILD:1/81:VEGA_NATIVE:LAND:Lv19-19; ROM_WILD:1/81:VEGA_NATIVE:LAND:Lv20-20; ROM_WILD:1/82:VEGA_NATIVE:LAND:Lv18-19; ROM_WILD:3/0:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/0:VEGA_NATIVE:FISHING:Lv25-35; ROM_WILD:3/0:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/0:VEGA_NATIVE:WATER:Lv10-15; ROM_WILD:3/0:VEGA_NATIVE:WATER:Lv15-20; ROM_WILD:3/0:VEGA_NATIVE:WATER:Lv20-25; ROM_WILD:3/25:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/25:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/25:VEGA_NATIVE:WATER:Lv10-15; ROM_WILD:3/26:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/26:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/26:VEGA_NATIVE:WATER:Lv10-15; ROM_WILD:3/27:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/27:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/27:VEGA_NATIVE:WATER:Lv10-15; ROM_WILD:3/28:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/28:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/28:VEGA_NATIVE:WATER:Lv10-15; ROM_WILD:3/28:VEGA_NATIVE:WATER:Lv15-20; ROM_WILD:3/28:VEGA_NATIVE:WATER:Lv20-25; ROM_WILD:3/29:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/29:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/29:VEGA_NATIVE:WATER:Lv25-35; ROM_WILD:3/30:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/30:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/31:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/31:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/31:VEGA_NATIVE:WATER:Lv25-35; ROM_WILD:3/38:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/38:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/38:VEGA_NATIVE:WATER:Lv25-35; ROM_WILD:3/4:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/4:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/4:VEGA_NATIVE:WATER:Lv10-15; ROM_WILD:3/5:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/5:VEGA_NATIVE:FISHING:Lv25-35; ROM_WILD:3/5:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/5:VEGA_NATIVE:WATER:Lv15-20; ROM_WILD:3/5:VEGA_NATIVE:WATER:Lv20-25; ROM_WILD:3/5:VEGA_NATIVE:WATER:Lv25-30; ROM_WILD:3/8:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/8:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/9:VEGA_NATIVE:FISHING:Lv10-30; ROM_WILD:3/9:VEGA_NATIVE:FISHING:Lv5-10; ROM_WILD:3/9:VEGA_NATIVE:WATER:Lv25-35,ROUTE_0103_VEGA_103,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/64:VEGA_NATIVE:FISHING:Lv5-10,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_VEGA_104,104,テペトラー,REQUIRED_VEGA_ORIGINAL,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv15-15; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv17-17; ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv19-19; ROM_WILD:3/5:VEGA_NATIVE:FISHING:Lv30-35,ROUTE_0104_VEGA_104,WILD_TABLE,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:0/0:VEGA_NATIVE:LAND:Lv15-15,capture/save regression remains; direct encounter source itself is evidenced
