event_key,state_key,entry_condition,actions,next_on_success,next_on_defeat,next_on_escape,next_on_cancel,next_on_party_full,next_on_box_full,persisted_writes,rollback_actions
EVENT_SPECIAL_NATIONAL_0645,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0645,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0646,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0646,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0646,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0646,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0646,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0646,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0646,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0646,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0646,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0647,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0647,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0647,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0647,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0647,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0647,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0647,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0647,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0647,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0648,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0648,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0648,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0648,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0648,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0648,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0648,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0648,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0648,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0649,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0649,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0649,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0649,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0649,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0649,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0649,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0649,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0649,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0716,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0716,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0716,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0716,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0716,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0716,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0716,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0716,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0716,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0717,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0717,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0717,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0717,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0717,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0717,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0717,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0717,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0717,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0718,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0718,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0718,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0718,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0718,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0718,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0718,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0718,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0718,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0719,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0719,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0719,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0719,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0719,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0719,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0719,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0719,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0719,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0720,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0720,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0720,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0720,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0720,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0720,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0720,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0720,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0720,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0721,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0721,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0721,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0721,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0721,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0721,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0721,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0721,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0721,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0772,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0772,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0772,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0772,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0772,EXECUTE,pending valid,run GIFT adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0772,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0772,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0772,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0772,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0773,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0773,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0773,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0773,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0773,EXECUTE,pending valid,run EVOLUTION_SUPPORT adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0773,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0773,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0773,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0773,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0785,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0785,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0785,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0785,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0785,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0785,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0785,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0785,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0785,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0786,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0786,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0786,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0786,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0786,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0786,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0786,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0786,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0786,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0787,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0787,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0787,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0787,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0787,EXECUTE,pending valid,run CAPTURE adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0787,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_SPECIAL_NATIONAL_0787,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0787,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_SPECIAL_NATIONAL_0787,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0788,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_SPECIAL_NATIONAL_0788,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_SPECIAL_NATIONAL_0788,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_SPECIAL_NATIONAL_0788,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
