route_key,prerequisite_kind,prerequisite_key,edge_status,evidence
ROUTE_0219_VEGA_219,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/62:VEGA_NATIVE:ROCK:Lv5-20
ROUTE_0219_VEGA_219,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0220_VEGA_220,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/4:VEGA_NATIVE:LAND:Lv48-49
ROUTE_0220_VEGA_220,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0221_VEGA_221,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/4:VEGA_NATIVE:LAND:Lv48-49
ROUTE_0221_VEGA_221,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0222_VEGA_222,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 221; evolution root 0x09F79290
ROUTE_0222_VEGA_222,SPECIES,SPECIES_KEY_VEGA_221,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 221; evolution root 0x09F79290
ROUTE_0222_VEGA_222,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0223_VOLTORB,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/87:VEGA_NATIVE:LAND:Lv48-49
ROUTE_0223_VOLTORB,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0224_ELECTRODE,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 223; evolution root 0x09F79290
ROUTE_0224_ELECTRODE,SPECIES,SPECIES_KEY_VOLTORB,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 223; evolution root 0x09F79290
ROUTE_0224_ELECTRODE,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0225_VEGA_225,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 224; evolution root 0x09F79290
ROUTE_0225_VEGA_225,SPECIES,SPECIES_KEY_ELECTRODE,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 224; evolution root 0x09F79290
ROUTE_0225_VEGA_225,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0226_MURKROW,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:3/32:VEGA_NATIVE:FISHING:Lv2-2
ROUTE_0226_MURKROW,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0227_HONCHKROW,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 226; evolution root 0x09F79290
ROUTE_0227_HONCHKROW,SPECIES,SPECIES_KEY_MURKROW,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 226; evolution root 0x09F79290
ROUTE_0227_HONCHKROW,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0228_WHISMUR,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/61:VEGA_NATIVE:LAND:Lv45-45
ROUTE_0228_WHISMUR,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0229_LOUDRED,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 228; evolution root 0x09F79290
ROUTE_0229_LOUDRED,SPECIES,SPECIES_KEY_WHISMUR,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 228; evolution root 0x09F79290
ROUTE_0229_LOUDRED,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0230_EXPLOUD,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 229; evolution root 0x09F79290
ROUTE_0230_EXPLOUD,SPECIES,SPECIES_KEY_LOUDRED,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 229; evolution root 0x09F79290
ROUTE_0230_EXPLOUD,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0231_KRABBY,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:3/28:VEGA_NATIVE:FISHING:Lv15-25
ROUTE_0231_KRABBY,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0232_KINGLER,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 231; evolution root 0x09F79290
ROUTE_0232_KINGLER,SPECIES,SPECIES_KEY_KRABBY,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 231; evolution root 0x09F79290
ROUTE_0232_KINGLER,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0233_VEGA_233,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/52:VEGA_NATIVE:LAND:Lv47-48
ROUTE_0233_VEGA_233,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0234_VEGA_234,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 233; evolution root 0x09F79290
ROUTE_0234_VEGA_234,SPECIES,SPECIES_KEY_VEGA_233,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 233; evolution root 0x09F79290
ROUTE_0234_VEGA_234,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0235_VEGA_235,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:3/32:VEGA_NATIVE:FISHING:Lv2-2
ROUTE_0235_VEGA_235,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0236_VEGA_236,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 235; evolution root 0x09F79290
ROUTE_0236_VEGA_236,SPECIES,SPECIES_KEY_VEGA_235,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 235; evolution root 0x09F79290
ROUTE_0236_VEGA_236,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0237_VEGA_237,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 235; evolution root 0x09F79290
ROUTE_0237_VEGA_237,SPECIES,SPECIES_KEY_VEGA_235,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 235; evolution root 0x09F79290
ROUTE_0237_VEGA_237,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0238_VEGA_238,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 235; evolution root 0x09F79290
ROUTE_0238_VEGA_238,SPECIES,SPECIES_KEY_VEGA_235,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 235; evolution root 0x09F79290
ROUTE_0238_VEGA_238,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0239_VEGA_239,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 235; evolution root 0x09F79290
ROUTE_0239_VEGA_239,SPECIES,SPECIES_KEY_VEGA_235,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 235; evolution root 0x09F79290
ROUTE_0239_VEGA_239,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0240_VEGA_240,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/64:VEGA_NATIVE:FISHING:Lv5-25
ROUTE_0240_VEGA_240,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0241_VEGA_241,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 240; evolution root 0x09F79290
ROUTE_0241_VEGA_241,SPECIES,SPECIES_KEY_VEGA_240,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 240; evolution root 0x09F79290
ROUTE_0241_VEGA_241,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0242_VEGA_242,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:3/54:VEGA_NATIVE:LAND:Lv48-48
ROUTE_0242_VEGA_242,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0243_VEGA_243,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 242; evolution root 0x09F79290
ROUTE_0243_VEGA_243,SPECIES,SPECIES_KEY_VEGA_242,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 242; evolution root 0x09F79290
ROUTE_0243_VEGA_243,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0244_VEGA_244,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/112:VEGA_NATIVE:LAND:Lv68-77
ROUTE_0244_VEGA_244,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0245_VEGA_245,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 244; evolution root 0x09F79290
ROUTE_0245_VEGA_245,SPECIES,SPECIES_KEY_VEGA_244,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 244; evolution root 0x09F79290
ROUTE_0245_VEGA_245,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0246_VEGA_246,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/3:VEGA_NATIVE:LAND:Lv48-49
ROUTE_0246_VEGA_246,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0247_SNEASEL,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/85:VEGA_NATIVE:LAND:Lv48-49
ROUTE_0247_SNEASEL,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0248_WEAVILE,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 247; evolution root 0x09F79290
ROUTE_0248_WEAVILE,SPECIES,SPECIES_KEY_SNEASEL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 247; evolution root 0x09F79290
ROUTE_0248_WEAVILE,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0249_SHROOMISH,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/109:VEGA_NATIVE:LAND:Lv47-48
ROUTE_0249_SHROOMISH,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0250_BRELOOM,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 249; evolution root 0x09F79290
ROUTE_0250_BRELOOM,SPECIES,SPECIES_KEY_SHROOMISH,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 249; evolution root 0x09F79290
ROUTE_0250_BRELOOM,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0251_VEGA_251,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/55:VEGA_NATIVE:LAND:Lv48-48
ROUTE_0251_VEGA_251,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0255_SCYTHER,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:97/64:K35:LAND:Lv85-94
ROUTE_0255_SCYTHER,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0277_VEGA_277,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:3/47:VEGA_NATIVE:LAND:Lv50-50
ROUTE_0277_VEGA_277,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0278_SABLEYE,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:3/48:VEGA_NATIVE:LAND:Lv47-47
ROUTE_0278_SABLEYE,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0279_VEGA_279,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/112:VEGA_NATIVE:LAND:Lv71-80
ROUTE_0279_VEGA_279,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0280_MAWILE,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:3/62:VEGA_NATIVE:LAND:Lv48-48
ROUTE_0280_MAWILE,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0281_VEGA_281,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/111:VEGA_NATIVE:LAND:Lv68-77
ROUTE_0281_VEGA_281,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0283_SCIZOR,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/111:VEGA_NATIVE:LAND:Lv68-77
ROUTE_0283_SCIZOR,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0284_PINSIR,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/64:VEGA_NATIVE:LAND:Lv15-45
ROUTE_0284_PINSIR,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0285_VEGA_285,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/112:VEGA_NATIVE:LAND:Lv71-80
ROUTE_0285_VEGA_285,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0286_EKANS,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/52:VEGA_NATIVE:LAND:Lv47-47
ROUTE_0286_EKANS,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0287_ARBOK,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 286; evolution root 0x09F79290
ROUTE_0287_ARBOK,SPECIES,SPECIES_KEY_EKANS,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 286; evolution root 0x09F79290
ROUTE_0287_ARBOK,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0288_VEGA_288,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 287; evolution root 0x09F79290
ROUTE_0288_VEGA_288,SPECIES,SPECIES_KEY_ARBOK,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 287; evolution root 0x09F79290
ROUTE_0288_VEGA_288,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0289_KOFFING,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/52:VEGA_NATIVE:LAND:Lv47-47
ROUTE_0289_KOFFING,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0290_WEEZING,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 289; evolution root 0x09F79290
ROUTE_0290_WEEZING,SPECIES,SPECIES_KEY_KOFFING,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 289; evolution root 0x09F79290
ROUTE_0290_WEEZING,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0291_VEGA_291,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 290; evolution root 0x09F79290
ROUTE_0291_VEGA_291,SPECIES,SPECIES_KEY_WEEZING,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 290; evolution root 0x09F79290
ROUTE_0291_VEGA_291,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0292_DUSKULL,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/4:VEGA_NATIVE:LAND:Lv47-48
ROUTE_0292_DUSKULL,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0293_DUSCLOPS,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 292; evolution root 0x09F79290
ROUTE_0293_DUSCLOPS,SPECIES,SPECIES_KEY_DUSKULL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 292; evolution root 0x09F79290
ROUTE_0293_DUSCLOPS,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0294_DUSKNOIR,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 293; evolution root 0x09F79290
ROUTE_0294_DUSKNOIR,SPECIES,SPECIES_KEY_DUSCLOPS,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 293; evolution root 0x09F79290
ROUTE_0294_DUSKNOIR,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0295_LICKITUNG,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/64:VEGA_NATIVE:LAND:Lv15-45
ROUTE_0295_LICKITUNG,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0296_LICKILICKY,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 295; evolution root 0x09F79290
ROUTE_0296_LICKILICKY,SPECIES,SPECIES_KEY_LICKITUNG,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 295; evolution root 0x09F79290
ROUTE_0296_LICKILICKY,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0297_SPINARAK,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:3/32:VEGA_NATIVE:FISHING:Lv2-2
ROUTE_0297_SPINARAK,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0298_ARIADOS,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 297; evolution root 0x09F79290
ROUTE_0298_ARIADOS,SPECIES,SPECIES_KEY_SPINARAK,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 297; evolution root 0x09F79290
ROUTE_0298_ARIADOS,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0299_JOLTIK,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:3/55:VEGA_NATIVE:LAND:Lv49-49
ROUTE_0299_JOLTIK,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0300_GALVANTULA,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/116:VEGA_NATIVE:LAND:Lv85-92
ROUTE_0300_GALVANTULA,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0301_NINCADA,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/64:VEGA_NATIVE:LAND:Lv10-40
ROUTE_0301_NINCADA,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0302_NINJASK,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 301; evolution root 0x09F79290
ROUTE_0302_NINJASK,SPECIES,SPECIES_KEY_NINCADA,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 301; evolution root 0x09F79290
ROUTE_0302_NINJASK,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0303_SHEDINJA,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 301; evolution root 0x09F79290
ROUTE_0303_SHEDINJA,SPECIES,SPECIES_KEY_NINCADA,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 301; evolution root 0x09F79290
ROUTE_0303_SHEDINJA,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0304_VEGA_304,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/112:VEGA_NATIVE:FISHING:Lv5-10
ROUTE_0304_VEGA_304,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0305_VEGA_305,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/112:VEGA_NATIVE:FISHING:Lv30-40
ROUTE_0305_VEGA_305,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0306_VEGA_306,UNLOCK,UNLOCK_EVOLUTION_GLOBAL,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 312; evolution root 0x09F79290
ROUTE_0306_VEGA_306,SPECIES,SPECIES_KEY_VEGA_312,ACTIVE,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 312; evolution root 0x09F79290
ROUTE_0306_VEGA_306,RUNTIME,EVOLUTION,ACTIVE,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED
ROUTE_0307_VEGA_307,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/62:VEGA_NATIVE:LAND:Lv52-53
ROUTE_0307_VEGA_307,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0308_SPINDA,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/61:VEGA_NATIVE:LAND:Lv46-47
ROUTE_0308_SPINDA,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0309_RELICANTH,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:3/45:VEGA_NATIVE:FISHING:Lv30-40
ROUTE_0309_RELICANTH,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
ROUTE_0310_VEGA_310,UNLOCK,UNLOCK_EXISTING_MAP_PROGRESSION,ACTIVE,ROM_WILD:1/112:VEGA_NATIVE:WATER:Lv50-55
ROUTE_0310_VEGA_310,RUNTIME,WILD_TABLE,ACTIVE,ROM_REACHABLE_VERIFIED
