canonical_id,species_key,display_name,review_source_status,final_target_status,completion_weight,decision_reason,direct_wild_or_ecology,evolution_reachable_from_direct,route_runtime_status,notes
237,SPECIES_KEY_VEGA_237,トノッパー,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
238,SPECIES_KEY_VEGA_238,ガルラーダ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
239,SPECIES_KEY_VEGA_239,ハサーガ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
240,SPECIES_KEY_VEGA_240,アメクジ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
241,SPECIES_KEY_VEGA_241,アメリシア,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
242,SPECIES_KEY_VEGA_242,カララン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
243,SPECIES_KEY_VEGA_243,カンカーン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
244,SPECIES_KEY_VEGA_244,クラウン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
245,SPECIES_KEY_VEGA_245,テイルーン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
246,SPECIES_KEY_VEGA_246,モグルトン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
251,SPECIES_KEY_VEGA_251,ラクチャン,REVIEW_REQUIRED,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,同名でも本編独立種
252,SPECIES_KEY_VEGA_252,フシギバナ,REVIEW_REQUIRED,INTERNAL_EXCLUDED_CROSS_ROM_SLOT,0,別枠／互換用の同名内部Species,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
253,SPECIES_KEY_VEGA_253,リザードン,REVIEW_REQUIRED,INTERNAL_EXCLUDED_CROSS_ROM_SLOT,0,別枠／互換用の同名内部Species,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
254,SPECIES_KEY_VEGA_254,カメックス,REVIEW_REQUIRED,INTERNAL_EXCLUDED_CROSS_ROM_SLOT,0,別枠／互換用の同名内部Species,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
256,SPECIES_KEY_VEGA_256,ピカチュウ,REVIEW_REQUIRED,INTERNAL_EXCLUDED_CROSS_ROM_SLOT,0,別枠／互換用の同名内部Species,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
257,SPECIES_KEY_VEGA_257,アスフィア,REVIEW_REQUIRED,BATTLE_ONLY_EXCLUDED_COPY,0,ターナー等の戦闘専用コピー,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
258,SPECIES_KEY_VEGA_258,アスフィア,REVIEW_REQUIRED,BATTLE_ONLY_EXCLUDED_COPY,0,ターナー等の戦闘専用コピー,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
259,SPECIES_KEY_VEGA_259,ラクチャン,REVIEW_REQUIRED,BATTLE_ONLY_EXCLUDED_COPY,0,ターナー等の戦闘専用コピー,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
260,SPECIES_KEY_VEGA_260,ルギア,REVIEW_REQUIRED,BATTLE_ONLY_EXCLUDED_COPY,0,ターナー等の戦闘専用コピー,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
261,SPECIES_KEY_VEGA_261,ディアルガ,REVIEW_REQUIRED,BATTLE_ONLY_EXCLUDED_COPY,0,ターナー等の戦闘専用コピー,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
262,SPECIES_KEY_VEGA_262,ネメア,REVIEW_REQUIRED,BATTLE_ONLY_EXCLUDED_COPY,0,ターナー等の戦闘専用コピー,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
263,SPECIES_KEY_VEGA_263,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
264,SPECIES_KEY_VEGA_264,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
265,SPECIES_KEY_VEGA_265,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
266,SPECIES_KEY_VEGA_266,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
267,SPECIES_KEY_VEGA_267,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
268,SPECIES_KEY_VEGA_268,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
269,SPECIES_KEY_VEGA_269,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
270,SPECIES_KEY_VEGA_270,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
271,SPECIES_KEY_VEGA_271,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
272,SPECIES_KEY_VEGA_272,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
273,SPECIES_KEY_VEGA_273,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
274,SPECIES_KEY_VEGA_274,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
275,SPECIES_KEY_VEGA_275,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
276,SPECIES_KEY_VEGA_276,？,REVIEW_REQUIRED,INTERNAL_EXCLUDED_RESERVED,0,「？」予約枠,no,no,NOT_IN_COLLECTION_TARGET,manifestのVEGA_ORIGINAL分類だけでは、通常収集種・一時形態・予約枠を区別できない。実ROMイベントと図鑑仕様で確定する。
277,SPECIES_KEY_VEGA_277,ドゴン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
279,SPECIES_KEY_VEGA_279,トコヤミ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
281,SPECIES_KEY_VEGA_281,クチールス,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
282,SPECIES_KEY_VEGA_282,ストライク,REVIEW_REQUIRED,INTERNAL_EXCLUDED_CROSS_ROM_SLOT,0,別枠／互換用の同名内部Species,yes,yes,NOT_IN_COLLECTION_TARGET,内部別枠の野生漏れを修正対象
285,SPECIES_KEY_VEGA_285,ガッツロス,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
288,SPECIES_KEY_VEGA_288,アーボスク,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
291,SPECIES_KEY_VEGA_291,モアドガス,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
304,SPECIES_KEY_VEGA_304,マグッピ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
305,SPECIES_KEY_VEGA_305,ベタデーム,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
306,SPECIES_KEY_VEGA_306,テッコンボ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
307,SPECIES_KEY_VEGA_307,ボンバット,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
310,SPECIES_KEY_VEGA_310,ダンカンス,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
311,SPECIES_KEY_VEGA_311,ドサーモン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
312,SPECIES_KEY_VEGA_312,テッケン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
320,SPECIES_KEY_VEGA_320,ヒョウカク,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
323,SPECIES_KEY_VEGA_323,プレシオン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
326,SPECIES_KEY_VEGA_326,メルリコ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
327,SPECIES_KEY_VEGA_327,サムラダケ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
328,SPECIES_KEY_VEGA_328,ブレイドン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
329,SPECIES_KEY_VEGA_329,ブレイオー,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
333,SPECIES_KEY_VEGA_333,アルデッパ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
334,SPECIES_KEY_VEGA_334,ゴキブロス,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
335,SPECIES_KEY_VEGA_335,ビビッドン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
336,SPECIES_KEY_VEGA_336,ドルン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
337,SPECIES_KEY_VEGA_337,バーネッコ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
338,SPECIES_KEY_VEGA_338,コケゾー,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
339,SPECIES_KEY_VEGA_339,オンネット,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
342,SPECIES_KEY_VEGA_342,ノコウテイ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
344,SPECIES_KEY_VEGA_344,カミギリー,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
345,SPECIES_KEY_VEGA_345,レファン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
347,SPECIES_KEY_VEGA_347,ストータス,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
349,SPECIES_KEY_VEGA_349,ラブリン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
350,SPECIES_KEY_VEGA_350,オールガ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
353,SPECIES_KEY_VEGA_353,ヒカリゴケ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
356,SPECIES_KEY_VEGA_356,セルディー,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
357,SPECIES_KEY_VEGA_357,コゴボー,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
358,SPECIES_KEY_VEGA_358,ガネーシャ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
360,SPECIES_KEY_VEGA_360,プレゼンタ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
372,SPECIES_KEY_VEGA_372,サンドリル,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
373,SPECIES_KEY_VEGA_373,カモナイツ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
382,SPECIES_KEY_VEGA_382,キルギシア,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
383,SPECIES_KEY_VEGA_383,シルドール,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
384,SPECIES_KEY_VEGA_384,セルシィ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
385,SPECIES_KEY_VEGA_385,テルテン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
386,SPECIES_KEY_VEGA_386,ワークロ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
387,SPECIES_KEY_VEGA_387,アリンセス,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
388,SPECIES_KEY_VEGA_388,ティオルス,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,no,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED_WITH_READY_KANTO_FALLBACK,
389,SPECIES_KEY_VEGA_389,プテリクス,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,no,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED_WITH_READY_KANTO_FALLBACK,
390,SPECIES_KEY_VEGA_390,ティラノス,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,no,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED_WITH_READY_KANTO_FALLBACK,
391,SPECIES_KEY_VEGA_391,ブレイバー,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
392,SPECIES_KEY_VEGA_392,ヤマネツ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
393,SPECIES_KEY_VEGA_393,ヒササビ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,yes,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,
394,SPECIES_KEY_VEGA_394,シャーモン,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,yes,yes,ROM_REACHABLE_VERIFIED,
400,SPECIES_KEY_VEGA_400,ロイツァー,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,no,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED_WITH_READY_KANTO_FALLBACK,
401,SPECIES_KEY_VEGA_401,ガタノア,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,no,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED_WITH_READY_KANTO_FALLBACK,
402,SPECIES_KEY_VEGA_402,テツカブリ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,no,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED_WITH_READY_KANTO_FALLBACK,
406,SPECIES_KEY_VEGA_406,オルディナ,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,no,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED_WITH_READY_KANTO_FALLBACK,
409,SPECIES_KEY_VEGA_409,オルマリア,LIKELY_DISTINCT_VEGA_SPECIES,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,no,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED_WITH_READY_KANTO_FALLBACK,
410,SPECIES_KEY_VEGA_410,アスフィア,REVIEW_REQUIRED,REQUIRED_VEGA_ORIGINAL,1,Vega本図鑑の独立種として保持,no,no,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED_WITH_READY_KANTO_FALLBACK,同名でも本編独立種
