collection_key,species_key,canonical_id,display_name,target_status,primary_route_key,fallback_route_key,region,logical_location_key,physical_map_key,group_id,map_id,host_kind,host_key,host_local_id_or_bg_index,x,y,elevation,method,method_detail,prerequisite_species_key,unlock_key,level_or_egg,repeatability,missable_policy,defeat_policy,party_full_policy,box_full_policy,rtc_fallback,shared_capture_key,runtime_status,physical_status,evidence,implementation_priority,notes
COLLECTION_NATIONAL_0382,SPECIES_KEY_KYOGRE,643,カイオーガ,REQUIRED_BASE,ROUTE_0643_KYOGRE,,KANTO,K39,KANTO_DUNGEON_POKEMON_MANSION_B1_F,97,62,OBJECT_REUSE,HOST_HOENN_SPACE,3,34,13,3,FIXED_CAPTURE,海・陸・空と星,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0382,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0383,SPECIES_KEY_GROUDON,644,グラードン,REQUIRED_BASE,ROUTE_0644_GROUDON,,KANTO,K39,KANTO_DUNGEON_POKEMON_MANSION_B1_F,97,62,OBJECT_REUSE,HOST_HOENN_SPACE,3,34,13,3,FIXED_CAPTURE,海・陸・空と星,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0383,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0384,SPECIES_KEY_RAYQUAZA,645,レックウザ,REQUIRED_BASE,ROUTE_0645_RAYQUAZA,,KANTO,K39,KANTO_DUNGEON_POKEMON_MANSION_B1_F,97,62,OBJECT_REUSE,HOST_HOENN_SPACE,3,34,13,3,FIXED_CAPTURE,海・陸・空と星,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0384,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0385,SPECIES_KEY_JIRACHI,646,ジラーチ,REQUIRED_BASE,ROUTE_0646_JIRACHI,,KANTO,K39,KANTO_DUNGEON_POKEMON_MANSION_B1_F,97,62,OBJECT_REUSE,HOST_HOENN_SPACE,3,34,13,3,FIXED_CAPTURE,海・陸・空と星,,UNLOCK_HALL_OF_FAME,Lv.80,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0385,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0386,SPECIES_KEY_DEOXYS,647,デオキシス,REQUIRED_BASE,ROUTE_0647_DEOXYS,,KANTO,K39,KANTO_DUNGEON_POKEMON_MANSION_B1_F,97,62,OBJECT_REUSE,HOST_HOENN_SPACE,3,34,13,3,FIXED_CAPTURE,海・陸・空と星,,UNLOCK_HALL_OF_FAME,Lv.80,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0386,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0480,SPECIES_KEY_UXIE,743,ユクシー,REQUIRED_BASE,ROUTE_0743_UXIE,,KANTO,K43,KANTO_DUNGEON_CERULEAN_CAVE_2_F,97,73,OBJECT_REUSE,HOST_LAKE_RIFT,1,9,18,3,FIXED_CAPTURE,湖と時空の裂け目,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0480,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0481,SPECIES_KEY_MESPRIT,744,エムリット,REQUIRED_BASE,ROUTE_0744_MESPRIT,,KANTO,K43,KANTO_DUNGEON_CERULEAN_CAVE_2_F,97,73,OBJECT_REUSE,HOST_LAKE_RIFT,1,9,18,3,FIXED_CAPTURE,湖と時空の裂け目,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0481,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0482,SPECIES_KEY_AZELF,745,アグノム,REQUIRED_BASE,ROUTE_0745_AZELF,,KANTO,K43,KANTO_DUNGEON_CERULEAN_CAVE_2_F,97,73,OBJECT_REUSE,HOST_LAKE_RIFT,1,9,18,3,FIXED_CAPTURE,湖と時空の裂け目,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0482,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0486,SPECIES_KEY_REGIGIGAS,746,レジギガス,REQUIRED_BASE,ROUTE_0746_REGIGIGAS,,KANTO,K27,KANTO_DUNGEON_MT_MOON_B2_F,97,3,OBJECT_REUSE,HOST_ANCIENT_GIANTS,1,13,7,3,FIXED_CAPTURE,古代巨人の封印,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0486,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0487,SPECIES_KEY_GIRATINA,747,ギラティナ,REQUIRED_BASE,ROUTE_0747_GIRATINA,,KANTO,K43,KANTO_DUNGEON_CERULEAN_CAVE_2_F,97,73,OBJECT_REUSE,HOST_LAKE_RIFT,1,9,18,3,FIXED_CAPTURE,湖と時空の裂け目,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0487,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0488,SPECIES_KEY_CRESSELIA,748,クレセリア,REQUIRED_BASE,ROUTE_0748_CRESSELIA,,KANTO,K43,KANTO_DUNGEON_CERULEAN_CAVE_2_F,97,73,OBJECT_REUSE,HOST_LAKE_RIFT,1,9,18,3,FIXED_CAPTURE,湖と時空の裂け目,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0488,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0492,SPECIES_KEY_SHAYMIN,749,シェイミ,REQUIRED_BASE,ROUTE_0749_SHAYMIN,,KANTO,K43,KANTO_DUNGEON_CERULEAN_CAVE_2_F,97,73,OBJECT_REUSE,HOST_LAKE_RIFT,1,9,18,3,FIXED_CAPTURE,湖と時空の裂け目,,UNLOCK_HALL_OF_FAME,Lv.80,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0492,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0493,SPECIES_KEY_ARCEUS,750,アルセウス,REQUIRED_BASE,ROUTE_0750_ARCEUS,,KANTO,K43,KANTO_DUNGEON_CERULEAN_CAVE_2_F,97,73,OBJECT_REUSE,HOST_LAKE_RIFT,1,9,18,3,FIXED_CAPTURE,湖と時空の裂け目,,UNLOCK_HALL_OF_FAME,Lv.100,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0493,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0494,SPECIES_KEY_VICTINI,751,ビクティニ,REQUIRED_BASE,ROUTE_0751_VICTINI,,KANTO,K43,KANTO_DUNGEON_CERULEAN_CAVE_2_F,97,73,OBJECT_REUSE,HOST_LAKE_RIFT,1,9,18,3,FIXED_CAPTURE,湖と時空の裂け目,,UNLOCK_HALL_OF_FAME,Lv.80,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0494,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0638,SPECIES_KEY_COBALION,872,コバルオン,REQUIRED_BASE,ROUTE_0872_COBALION,,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,6,5,3,FIXED_CAPTURE,聖剣・四風・白黒炉心,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0638,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0639,SPECIES_KEY_TERRAKION,873,テラキオン,REQUIRED_BASE,ROUTE_0873_TERRAKION,,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,6,5,3,FIXED_CAPTURE,聖剣・四風・白黒炉心,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0639,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0640,SPECIES_KEY_VIRIZION,874,ビリジオン,REQUIRED_BASE,ROUTE_0874_VIRIZION,,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,6,5,3,FIXED_CAPTURE,聖剣・四風・白黒炉心,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0640,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0641,SPECIES_KEY_TORNADUS,875,トルネロス,REQUIRED_BASE,ROUTE_0875_TORNADUS,,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,6,5,3,FIXED_CAPTURE,聖剣・四風・白黒炉心,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0641,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0642,SPECIES_KEY_THUNDURUS,876,ボルトロス,REQUIRED_BASE,ROUTE_0876_THUNDURUS,,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,6,5,3,FIXED_CAPTURE,聖剣・四風・白黒炉心,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0642,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0643,SPECIES_KEY_RESHIRAM,877,レシラム,REQUIRED_BASE,ROUTE_0877_RESHIRAM,,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,6,5,3,FIXED_CAPTURE,聖剣・四風・白黒炉心,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0643,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0644,SPECIES_KEY_ZEKROM,878,ゼクロム,REQUIRED_BASE,ROUTE_0878_ZEKROM,,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,6,5,3,FIXED_CAPTURE,聖剣・四風・白黒炉心,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0644,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0645,SPECIES_KEY_LANDORUS,879,ランドロス,REQUIRED_BASE,ROUTE_0879_LANDORUS,,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,6,5,3,FIXED_CAPTURE,聖剣・四風・白黒炉心,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0645,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0646,SPECIES_KEY_KYUREM,880,キュレム,REQUIRED_BASE,ROUTE_0880_KYUREM,,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,6,5,3,FIXED_CAPTURE,聖剣・四風・白黒炉心,,UNLOCK_HALL_OF_FAME,Lv.75,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0646,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0647,SPECIES_KEY_KELDEO,881,ケルディオ,REQUIRED_BASE,ROUTE_0881_KELDEO,,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,6,5,3,FIXED_CAPTURE,聖剣・四風・白黒炉心,,UNLOCK_HALL_OF_FAME,Lv.80,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0647,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0648,SPECIES_KEY_MELOETTA,882,メロエッタ,REQUIRED_BASE,ROUTE_0882_MELOETTA,,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,6,5,3,FIXED_CAPTURE,聖剣・四風・白黒炉心,,UNLOCK_HALL_OF_FAME,Lv.80,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0648,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0649,SPECIES_KEY_GENESECT,883,ゲノセクト,REQUIRED_BASE,ROUTE_0883_GENESECT,,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,6,5,3,FIXED_CAPTURE,聖剣・四風・白黒炉心,,UNLOCK_HALL_OF_FAME,Lv.80,ONE_CAPTURE; defeat/escape/cancel/reset retryable,NON_MISSABLE,ROLLBACK_PENDING; reappear after map reload,capture goes through normal box; gift uses party then PC,capture battle not started / gift not consumed when storage unavailable,せいたいレーダーの朝昼／夜固定を使用,SHARED_CAPTURE_KEY_NATIONAL_0649,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,P0,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
COLLECTION_NATIONAL_0653,SPECIES_KEY_FENNEKIN,942,フォッコ,REQUIRED_BASE,ROUTE_0942_FENNEKIN,,KANTO,K47,KANTO_INDOOR_PALLET_TOWN_PROFESSOR_OAKS_LAB,98,3,OBJECT_REUSE,HOST_STARTER_LAB,1,3,11,3,RESEARCH_EGG,世代別研究タマゴ選択,,UNLOCK_KANTO_EARLY_ACCESS,EGG,ONCE_PER_SPECIES; cancel/reset/full retryable,NON_MISSABLE,NOT_APPLICABLE,PC_THEN_SHARED_EGG_QUEUE,NO_CONSUME_NO_LEDGER_WRITE,NOT_REQUIRED,CLAIM_STARTER_NATIONAL_0653,READY_TO_INTEGRATE,READY_TO_SERIALIZE,analysis/STARTER_LAB_EVENT_STATUS_24.csv + exact Oak lab host JSON,P0,未接続11系統はprimary。既存到達13種は登録済み限定backup。
COLLECTION_NATIONAL_0654,SPECIES_KEY_BRAIXEN,943,テールナー,REQUIRED_BASE,ROUTE_0943_BRAIXEN,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_FENNEKIN,UNLOCK_EVOLUTION_GLOBAL,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SOURCE_ROUTE_COMPLETE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,condition-specific fallback catalog,,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,P0,主に未接続御三家の2・3段階目。
COLLECTION_NATIONAL_0655,SPECIES_KEY_DELPHOX,944,マフォクシー,REQUIRED_BASE,ROUTE_0944_DELPHOX,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_BRAIXEN,UNLOCK_EVOLUTION_GLOBAL,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SOURCE_ROUTE_COMPLETE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,condition-specific fallback catalog,,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,P0,主に未接続御三家の2・3段階目。
COLLECTION_NATIONAL_0656,SPECIES_KEY_FROAKIE,945,ケロマツ,REQUIRED_BASE,ROUTE_0945_FROAKIE,,KANTO,K47,KANTO_INDOOR_PALLET_TOWN_PROFESSOR_OAKS_LAB,98,3,OBJECT_REUSE,HOST_STARTER_LAB,1,3,11,3,RESEARCH_EGG,世代別研究タマゴ選択,,UNLOCK_KANTO_EARLY_ACCESS,EGG,ONCE_PER_SPECIES; cancel/reset/full retryable,NON_MISSABLE,NOT_APPLICABLE,PC_THEN_SHARED_EGG_QUEUE,NO_CONSUME_NO_LEDGER_WRITE,NOT_REQUIRED,CLAIM_STARTER_NATIONAL_0656,READY_TO_INTEGRATE,READY_TO_SERIALIZE,analysis/STARTER_LAB_EVENT_STATUS_24.csv + exact Oak lab host JSON,P0,未接続11系統はprimary。既存到達13種は登録済み限定backup。
COLLECTION_NATIONAL_0657,SPECIES_KEY_FROGADIER,946,ゲコガシラ,REQUIRED_BASE,ROUTE_0946_FROGADIER,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_FROAKIE,UNLOCK_EVOLUTION_GLOBAL,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SOURCE_ROUTE_COMPLETE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,condition-specific fallback catalog,,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,P0,主に未接続御三家の2・3段階目。
