national_no,species_key,canonical_id,display_name,group,vega_existing,source_event_arc,new_event_arc,event_key,host_key,entry_type,prerequisite_species_key,capture_level,unlock_key,condition_expression,shared_capture_key,repeatability,defeat_escape_policy,party_box_policy,current_rom_evidence,primary_route_policy,physical_status,runtime_status,dialogue_key,acceptance_test_prefix,notes
482,SPECIES_KEY_AZELF,745,アグノム,伝説,no,湖の記憶,ARC_SINNOH_RIFT,EVENT_SPECIAL_NATIONAL_0482,HOST_LAKE_RIFT,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋三湖の調査),SHARED_CAPTURE_KEY_NATIONAL_0482,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0482,TEST_EVENT_SPECIAL_NATIONAL_0482,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
483,SPECIES_KEY_DIALGA,145,ディアルガ,伝説,yes,ベガ既存イベント保持,ARC_LEGACY_GUARDIANS,EVENT_SPECIAL_NATIONAL_0483,HOST_LEGACY_ARCHIVE,CAPTURE,,70,UNLOCK_SPECIAL_ARCHIVE,UNLOCK_SPECIAL_ARCHIVE AND (既存条件),SHARED_CAPTURE_KEY_NATIONAL_0483,原則1回／救済再戦あり,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,LEGACY_PRIMARY_KANTO_RESCUE,READY_TO_SERIALIZE,SCRIPT_PRESENT_ENTRY_UNVERIFIED_WITH_READY_KANTO_RESCUE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0483,TEST_EVENT_SPECIAL_NATIONAL_0483,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
484,SPECIES_KEY_PALKIA,146,パルキア,伝説,yes,ベガ既存イベント保持,ARC_LEGACY_GUARDIANS,EVENT_SPECIAL_NATIONAL_0484,HOST_LEGACY_ARCHIVE,CAPTURE,,70,UNLOCK_SPECIAL_ARCHIVE,UNLOCK_SPECIAL_ARCHIVE AND (既存条件),SHARED_CAPTURE_KEY_NATIONAL_0484,原則1回／救済再戦あり,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,LEGACY_PRIMARY_KANTO_RESCUE,READY_TO_SERIALIZE,SCRIPT_PRESENT_ENTRY_UNVERIFIED_WITH_READY_KANTO_RESCUE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0484,TEST_EVENT_SPECIAL_NATIONAL_0484,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
485,SPECIES_KEY_HEATRAN,403,ヒードラン,伝説,yes,ベガ既存イベント保持,ARC_LEGACY_GUARDIANS,EVENT_SPECIAL_NATIONAL_0485,HOST_LEGACY_ARCHIVE,CAPTURE,,70,UNLOCK_SPECIAL_ARCHIVE,UNLOCK_SPECIAL_ARCHIVE AND (既存条件),SHARED_CAPTURE_KEY_NATIONAL_0485,原則1回／救済再戦あり,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,LEGACY_PRIMARY_KANTO_RESCUE,READY_TO_SERIALIZE,SCRIPT_PRESENT_ENTRY_UNVERIFIED_WITH_READY_KANTO_RESCUE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0485,TEST_EVENT_SPECIAL_NATIONAL_0485,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
486,SPECIES_KEY_REGIGIGAS,746,レジギガス,伝説,no,巨人王の目覚め,ARC_ANCIENT_GIANTS,EVENT_SPECIAL_NATIONAL_0486,HOST_ANCIENT_GIANTS,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (6体のレジ系登録),SHARED_CAPTURE_KEY_NATIONAL_0486,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0486,TEST_EVENT_SPECIAL_NATIONAL_0486,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
487,SPECIES_KEY_GIRATINA,747,ギラティナ,伝説,no,反転する月,ARC_SINNOH_RIFT,EVENT_SPECIAL_NATIONAL_0487,HOST_LAKE_RIFT,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋時空イベント完了),SHARED_CAPTURE_KEY_NATIONAL_0487,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0487,TEST_EVENT_SPECIAL_NATIONAL_0487,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
488,SPECIES_KEY_CRESSELIA,748,クレセリア,伝説,no,反転する月,ARC_SINNOH_RIFT,EVENT_SPECIAL_NATIONAL_0488,HOST_LAKE_RIFT,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋時空イベント完了),SHARED_CAPTURE_KEY_NATIONAL_0488,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0488,TEST_EVENT_SPECIAL_NATIONAL_0488,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
489,SPECIES_KEY_PHIONE,404,フィオネ,幻,yes,ベガ既存イベント保持,ARC_LEGACY_GUARDIANS,EVENT_SPECIAL_NATIONAL_0489,HOST_LEGACY_ARCHIVE,EGG,SPECIES_KEY_MANAPHY,,UNLOCK_SPECIAL_ARCHIVE,UNLOCK_SPECIAL_ARCHIVE AND (既存条件),SHARED_CAPTURE_KEY_NATIONAL_0489,原則1回／救済再戦あり,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,LEGACY_PRIMARY_KANTO_RESCUE,READY_TO_SERIALIZE,SCRIPT_PRESENT_ENTRY_UNVERIFIED_WITH_READY_KANTO_RESCUE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0489,TEST_EVENT_SPECIAL_NATIONAL_0489,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
490,SPECIES_KEY_MANAPHY,405,マナフィ,幻,yes,ベガ既存イベント保持,ARC_LEGACY_GUARDIANS,EVENT_SPECIAL_NATIONAL_0490,HOST_LEGACY_ARCHIVE,CAPTURE,,70,UNLOCK_SPECIAL_ARCHIVE,UNLOCK_SPECIAL_ARCHIVE AND (既存条件),SHARED_CAPTURE_KEY_NATIONAL_0490,原則1回／救済再戦あり,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,LEGACY_PRIMARY_KANTO_RESCUE,READY_TO_SERIALIZE,SCRIPT_PRESENT_ENTRY_UNVERIFIED_WITH_READY_KANTO_RESCUE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0490,TEST_EVENT_SPECIAL_NATIONAL_0490,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
491,SPECIES_KEY_DARKRAI,147,ダークライ,幻,yes,ベガ既存イベント保持,ARC_LEGACY_GUARDIANS,EVENT_SPECIAL_NATIONAL_0491,HOST_LEGACY_ARCHIVE,CAPTURE,,70,UNLOCK_SPECIAL_ARCHIVE,UNLOCK_SPECIAL_ARCHIVE AND (既存条件),SHARED_CAPTURE_KEY_NATIONAL_0491,原則1回／救済再戦あり,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,LEGACY_PRIMARY_KANTO_RESCUE,READY_TO_SERIALIZE,SCRIPT_PRESENT_ENTRY_UNVERIFIED_WITH_READY_KANTO_RESCUE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0491,TEST_EVENT_SPECIAL_NATIONAL_0491,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
492,SPECIES_KEY_SHAYMIN,749,シェイミ,幻,no,花の楽園,ARC_SINNOH_RIFT,EVENT_SPECIAL_NATIONAL_0492,HOST_LAKE_RIFT,CAPTURE,,80,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (全国研究ランク3),SHARED_CAPTURE_KEY_NATIONAL_0492,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0492,TEST_EVENT_SPECIAL_NATIONAL_0492,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
493,SPECIES_KEY_ARCEUS,750,アルセウス,幻,no,創世の間,ARC_SINNOH_RIFT,EVENT_SPECIAL_NATIONAL_0493,HOST_LAKE_RIFT,CAPTURE,,100,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (各世代伝説アーク10件完了),SHARED_CAPTURE_KEY_NATIONAL_0493,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0493,TEST_EVENT_SPECIAL_NATIONAL_0493,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
494,SPECIES_KEY_VICTINI,751,ビクティニ,幻,no,勝利の灯,ARC_SINNOH_RIFT,EVENT_SPECIAL_NATIONAL_0494,HOST_LAKE_RIFT,CAPTURE,,80,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋連勝10),SHARED_CAPTURE_KEY_NATIONAL_0494,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0494,TEST_EVENT_SPECIAL_NATIONAL_0494,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
638,SPECIES_KEY_COBALION,872,コバルオン,伝説,no,聖剣の試練,ARC_UNOVA_OATH,EVENT_SPECIAL_NATIONAL_0638,HOST_SWORDS,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋格闘調査),SHARED_CAPTURE_KEY_NATIONAL_0638,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0638,TEST_EVENT_SPECIAL_NATIONAL_0638,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
639,SPECIES_KEY_TERRAKION,873,テラキオン,伝説,no,聖剣の試練,ARC_UNOVA_OATH,EVENT_SPECIAL_NATIONAL_0639,HOST_SWORDS,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋格闘調査),SHARED_CAPTURE_KEY_NATIONAL_0639,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0639,TEST_EVENT_SPECIAL_NATIONAL_0639,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
640,SPECIES_KEY_VIRIZION,874,ビリジオン,伝説,no,聖剣の試練,ARC_UNOVA_OATH,EVENT_SPECIAL_NATIONAL_0640,HOST_SWORDS,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋格闘調査),SHARED_CAPTURE_KEY_NATIONAL_0640,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0640,TEST_EVENT_SPECIAL_NATIONAL_0640,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
641,SPECIES_KEY_TORNADUS,875,トルネロス,伝説,no,四風の石柱,ARC_UNOVA_OATH,EVENT_SPECIAL_NATIONAL_0641,HOST_SWORDS,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋天候観測器),SHARED_CAPTURE_KEY_NATIONAL_0641,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0641,TEST_EVENT_SPECIAL_NATIONAL_0641,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
642,SPECIES_KEY_THUNDURUS,876,ボルトロス,伝説,no,四風の石柱,ARC_UNOVA_OATH,EVENT_SPECIAL_NATIONAL_0642,HOST_SWORDS,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋天候観測器),SHARED_CAPTURE_KEY_NATIONAL_0642,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0642,TEST_EVENT_SPECIAL_NATIONAL_0642,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
643,SPECIES_KEY_RESHIRAM,877,レシラム,伝説,no,白黒の炉心,ARC_UNOVA_OATH,EVENT_SPECIAL_NATIONAL_0643,HOST_SWORDS,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0643,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0643,TEST_EVENT_SPECIAL_NATIONAL_0643,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
644,SPECIES_KEY_ZEKROM,878,ゼクロム,伝説,no,白黒の炉心,ARC_UNOVA_OATH,EVENT_SPECIAL_NATIONAL_0644,HOST_SWORDS,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0644,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0644,TEST_EVENT_SPECIAL_NATIONAL_0644,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
645,SPECIES_KEY_LANDORUS,879,ランドロス,伝説,no,四風の石柱,ARC_UNOVA_OATH,EVENT_SPECIAL_NATIONAL_0645,HOST_SWORDS,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋天候観測器),SHARED_CAPTURE_KEY_NATIONAL_0645,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0645,TEST_EVENT_SPECIAL_NATIONAL_0645,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
646,SPECIES_KEY_KYUREM,880,キュレム,伝説,no,白黒の炉心,ARC_UNOVA_OATH,EVENT_SPECIAL_NATIONAL_0646,HOST_SWORDS,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0646,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0646,TEST_EVENT_SPECIAL_NATIONAL_0646,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
647,SPECIES_KEY_KELDEO,881,ケルディオ,幻,no,誓いの入江,ARC_UNOVA_OATH,EVENT_SPECIAL_NATIONAL_0647,HOST_SWORDS,CAPTURE,,80,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (聖剣3体登録),SHARED_CAPTURE_KEY_NATIONAL_0647,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0647,TEST_EVENT_SPECIAL_NATIONAL_0647,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
648,SPECIES_KEY_MELOETTA,882,メロエッタ,幻,no,いにしえの旋律,ARC_UNOVA_OATH,EVENT_SPECIAL_NATIONAL_0648,HOST_SWORDS,CAPTURE,,80,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋音符アイテム4個),SHARED_CAPTURE_KEY_NATIONAL_0648,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0648,TEST_EVENT_SPECIAL_NATIONAL_0648,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
649,SPECIES_KEY_GENESECT,883,ゲノセクト,幻,no,凍結された設計図,ARC_UNOVA_OATH,EVENT_SPECIAL_NATIONAL_0649,HOST_SWORDS,CAPTURE,,80,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋研究ランク4),SHARED_CAPTURE_KEY_NATIONAL_0649,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0649,TEST_EVENT_SPECIAL_NATIONAL_0649,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
716,SPECIES_KEY_XERNEAS,1005,ゼルネアス,伝説,no,生命・破壊・秩序,ARC_KALOS_BALANCE,EVENT_SPECIAL_NATIONAL_0716,HOST_KALOS_BALANCE,CAPTURE,,75,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (全国研究ランク4),SHARED_CAPTURE_KEY_NATIONAL_0716,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0716,TEST_EVENT_SPECIAL_NATIONAL_0716,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
717,SPECIES_KEY_YVELTAL,1006,イベルタル,伝説,no,生命・破壊・秩序,ARC_KALOS_BALANCE,EVENT_SPECIAL_NATIONAL_0717,HOST_KALOS_BALANCE,CAPTURE,,75,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (全国研究ランク4),SHARED_CAPTURE_KEY_NATIONAL_0717,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0717,TEST_EVENT_SPECIAL_NATIONAL_0717,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
718,SPECIES_KEY_ZYGARDE,1007,ジガルデ,伝説,no,生命・破壊・秩序,ARC_KALOS_BALANCE,EVENT_SPECIAL_NATIONAL_0718,HOST_KALOS_BALANCE,CAPTURE,,75,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (全国研究ランク4),SHARED_CAPTURE_KEY_NATIONAL_0718,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0718,TEST_EVENT_SPECIAL_NATIONAL_0718,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
719,SPECIES_KEY_DIANCIE,1008,ディアンシー,幻,no,鉱脈の姫,ARC_KALOS_BALANCE,EVENT_SPECIAL_NATIONAL_0719,HOST_KALOS_BALANCE,CAPTURE,,80,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (殿堂入り＋鉱石納品),SHARED_CAPTURE_KEY_NATIONAL_0719,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0719,TEST_EVENT_SPECIAL_NATIONAL_0719,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
720,SPECIES_KEY_HOOPA,1009,フーパ,幻,no,いましめの輪,ARC_KALOS_BALANCE,EVENT_SPECIAL_NATIONAL_0720,HOST_KALOS_BALANCE,CAPTURE,,80,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (殿堂入り＋各地の封印輪3個),SHARED_CAPTURE_KEY_NATIONAL_0720,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0720,TEST_EVENT_SPECIAL_NATIONAL_0720,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
721,SPECIES_KEY_VOLCANION,1011,ボルケニオン,幻,no,蒸気機関の島,ARC_KALOS_BALANCE,EVENT_SPECIAL_NATIONAL_0721,HOST_KALOS_BALANCE,CAPTURE,,80,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (殿堂入り＋ボルケニオン用圧力弁),SHARED_CAPTURE_KEY_NATIONAL_0721,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0721,TEST_EVENT_SPECIAL_NATIONAL_0721,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
