collection_key,species_key,canonical_id,display_name,target_status,primary_route_key,fallback_route_key,region,logical_location_key,physical_map_key,group_id,map_id,host_kind,host_key,host_local_id_or_bg_index,x,y,elevation,method,method_detail,prerequisite_species_key,unlock_key,level_or_egg,repeatability,missable_policy,defeat_policy,party_full_policy,box_full_policy,rtc_fallback,shared_capture_key,runtime_status,physical_status,evidence,implementation_priority,notes
COLLECTION_VEGA_0305,SPECIES_KEY_VEGA_305,305,ベタデーム,REQUIRED_VEGA_ORIGINAL,ROUTE_0305_VEGA_305,FALLBACK_DIRECT_0305,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_01_112,1,112,WILD_HEADER,,,,,,WILD_TABLE,FISHING,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.30-40,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/112:VEGA_NATIVE:FISHING:Lv30-40,P2,other verified sources: ROM_WILD:1/112:VEGA_NATIVE:FISHING:Lv30-50
COLLECTION_VEGA_0306,SPECIES_KEY_VEGA_306,306,テッコンボ,REQUIRED_VEGA_ORIGINAL,ROUTE_0306_VEGA_306,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,exact ROM evolution edge; trigger and supply require audit,SPECIES_KEY_VEGA_312,UNLOCK_EVOLUTION_GLOBAL,exact ROM evolution edge; trigger and supply require audit,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SUPPLY_VALIDATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,audit evolution_supply_routes.csv,,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 312; evolution root 0x09F79290,P1,edge存在だけを完全入手扱いしない。全条件供給のexact-ROM試験が必要。
COLLECTION_VEGA_0307,SPECIES_KEY_VEGA_307,307,ボンバット,REQUIRED_VEGA_ORIGINAL,ROUTE_0307_VEGA_307,FALLBACK_DIRECT_0307,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_01_062,1,62,WILD_HEADER,,,,,,WILD_TABLE,LAND,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.52-53,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/62:VEGA_NATIVE:LAND:Lv52-53,P2,other verified sources: ROM_WILD:2/55:VEGA_NATIVE:LAND:Lv52-53; ROM_WILD:3/64:VEGA_NATIVE:LAND:Lv52-53; ROM_WILD:3/65:VEGA_NATIVE:LAND:Lv53-54; ROM_WILD:1/62:VEGA_NATIVE:LAND:Lv54-54; ROM_WILD:2/55:VEGA_NATIVE:LAND:Lv54-54; ROM_WILD:3/64:VEGA_NATIVE:LAND:Lv54-55; ROM_WILD:3/65:VEGA_NATIVE:LAND:Lv55-56; ROM_WILD:3/64:VEGA_NATIVE:LAND:Lv56-56
COLLECTION_NATIONAL_0327,SPECIES_KEY_SPINDA,308,パッチール,REQUIRED_BASE,ROUTE_0308_SPINDA,FALLBACK_DIRECT_0308,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_01_061,1,61,WILD_HEADER,,,,,,WILD_TABLE,LAND,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.46-47,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/61:VEGA_NATIVE:LAND:Lv46-47,P2,other verified sources: ROM_WILD:1/61:VEGA_NATIVE:LAND:Lv48-48; ROM_WILD:96/27:K16:FISHING:Lv81-86; ROM_WILD:96/27:K16:LAND:Lv81-86; ROM_WILD:96/27:K16:ROCK:Lv81-86; ROM_WILD:96/27:K16:WATER:Lv81-86
COLLECTION_NATIONAL_0369,SPECIES_KEY_RELICANTH,309,ジーランス,REQUIRED_BASE,ROUTE_0309_RELICANTH,FALLBACK_DIRECT_0309,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_03_045,3,45,WILD_HEADER,,,,,,WILD_TABLE,FISHING,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.30-40,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:3/45:VEGA_NATIVE:FISHING:Lv30-40,P2,other verified sources: ROM_WILD:1/112:VEGA_NATIVE:WATER:Lv35-50; ROM_WILD:3/45:VEGA_NATIVE:FISHING:Lv40-45; ROM_WILD:96/32:K21:FISHING:Lv89-94; ROM_WILD:96/32:K21:LAND:Lv89-94; ROM_WILD:96/32:K21:ROCK:Lv89-94; ROM_WILD:96/33:K21:FISHING:Lv89-94; ROM_WILD:96/33:K21:LAND:Lv89-94; ROM_WILD:96/33:K21:ROCK:Lv89-94
COLLECTION_VEGA_0310,SPECIES_KEY_VEGA_310,310,ダンカンス,REQUIRED_VEGA_ORIGINAL,ROUTE_0310_VEGA_310,,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_01_112,1,112,WILD_HEADER,,,,,,WILD_TABLE,WATER,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.50-55,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/112:VEGA_NATIVE:WATER:Lv50-55,P2,other verified sources:
COLLECTION_VEGA_0311,SPECIES_KEY_VEGA_311,311,ドサーモン,REQUIRED_VEGA_ORIGINAL,ROUTE_0311_VEGA_311,FALLBACK_DIRECT_0311,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_01_112,1,112,WILD_HEADER,,,,,,WILD_TABLE,FISHING,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.35-45,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/112:VEGA_NATIVE:FISHING:Lv35-45,P2,other verified sources: ROM_WILD:1/112:VEGA_NATIVE:FISHING:Lv35-50
COLLECTION_VEGA_0312,SPECIES_KEY_VEGA_312,312,テッケン,REQUIRED_VEGA_ORIGINAL,ROUTE_0312_VEGA_312,FALLBACK_DIRECT_0312,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_01_037,1,37,WILD_HEADER,,,,,,WILD_TABLE,LAND,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.44,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/37:VEGA_NATIVE:LAND:Lv44-44,P2,other verified sources: ROM_WILD:1/37:VEGA_NATIVE:LAND:Lv45-45; ROM_WILD:1/37:VEGA_NATIVE:LAND:Lv46-46; ROM_WILD:1/37:VEGA_NATIVE:LAND:Lv47-47
COLLECTION_NATIONAL_0353,SPECIES_KEY_SHUPPET,313,カゲボウズ,REQUIRED_BASE,ROUTE_0313_SHUPPET,FALLBACK_DIRECT_0313,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_01_004,1,4,WILD_HEADER,,,,,,WILD_TABLE,LAND,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.47-48,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/4:VEGA_NATIVE:LAND:Lv47-48,P2,other verified sources: ROM_WILD:3/57:VEGA_NATIVE:LAND:Lv47-48; ROM_WILD:3/58:VEGA_NATIVE:LAND:Lv47-48; ROM_WILD:1/97:VEGA_NATIVE:LAND:Lv48-49; ROM_WILD:1/4:VEGA_NATIVE:LAND:Lv49-49; ROM_WILD:3/57:VEGA_NATIVE:LAND:Lv49-49; ROM_WILD:3/58:VEGA_NATIVE:LAND:Lv49-49; ROM_WILD:3/60:VEGA_NATIVE:LAND:Lv49-50; ROM_WILD:1/10:VEGA_NATIVE:LAND:Lv50-51; ROM_WILD:1/97:VEGA_NATIVE:LAND:Lv50-50; ROM_WILD:3/60:VEGA_NATIVE:LAND:Lv51-51; ROM_WILD:96/19:K08:FISHING:Lv79-84; ROM_WILD:96/19:K08:LAND:Lv79-84; ROM_WILD:96/19:K08:WATER:Lv79-84; ROM_WILD:97/34:K08:FISHING:Lv79-84; ROM_WILD:97/34:K08:LAND:Lv79-84; ROM_WILD:97/34:K08:WATER:Lv79-84; ROM_WILD:97/35:K08:FISHING:Lv79-84; ROM_WILD:97/35:K08:LAND:Lv79-84; ROM_WILD:97/35:K08:WATER:Lv79-84
COLLECTION_NATIONAL_0354,SPECIES_KEY_BANETTE,314,ジュペッタ,REQUIRED_BASE,ROUTE_0314_BANETTE,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_SHUPPET,UNLOCK_EVOLUTION_GLOBAL,レベルアップ＋Lv.37以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SUPPLY_VALIDATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,audit evolution_supply_routes.csv,,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 313; evolution root 0x09F79290,P1,edge存在だけを完全入手扱いしない。全条件供給のexact-ROM試験が必要。
COLLECTION_NATIONAL_0280,SPECIES_KEY_RALTS,315,ラルトス,REQUIRED_BASE,ROUTE_0315_RALTS,FALLBACK_DIRECT_0315,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_01_061,1,61,WILD_HEADER,,,,,,WILD_TABLE,LAND,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.45,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/61:VEGA_NATIVE:LAND:Lv45-45,P2,other verified sources: ROM_WILD:1/61:VEGA_NATIVE:LAND:Lv46-46; ROM_WILD:1/56:VEGA_NATIVE:LAND:Lv47-48; ROM_WILD:1/55:VEGA_NATIVE:LAND:Lv48-49; ROM_WILD:1/56:VEGA_NATIVE:LAND:Lv49-49; ROM_WILD:1/99:VEGA_NATIVE:LAND:Lv49-50; ROM_WILD:1/55:VEGA_NATIVE:LAND:Lv50-50; ROM_WILD:1/99:VEGA_NATIVE:LAND:Lv51-51; ROM_WILD:96/35:K23:FISHING:Lv92-98; ROM_WILD:96/35:K23:LAND:Lv92-98; ROM_WILD:96/35:K23:WATER:Lv92-98
COLLECTION_NATIONAL_0281,SPECIES_KEY_KIRLIA,316,キルリア,REQUIRED_BASE,ROUTE_0316_KIRLIA,FALLBACK_DIRECT_0316,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_01_056,1,56,WILD_HEADER,,,,,,WILD_TABLE,LAND,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.48-49,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/56:VEGA_NATIVE:LAND:Lv48-49,P2,other verified sources: ROM_WILD:1/56:VEGA_NATIVE:LAND:Lv50-50
COLLECTION_NATIONAL_0557,SPECIES_KEY_DWEBBLE,317,イシズマイ,REQUIRED_BASE,ROUTE_0317_DWEBBLE,FALLBACK_DIRECT_0317,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_03_045,3,45,WILD_HEADER,,,,,,WILD_TABLE,LAND,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.47-48,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:3/45:VEGA_NATIVE:LAND:Lv47-48,P2,other verified sources: ROM_WILD:3/56:VEGA_NATIVE:LAND:Lv47-48; ROM_WILD:3/45:VEGA_NATIVE:LAND:Lv49-49; ROM_WILD:3/56:VEGA_NATIVE:LAND:Lv49-49; ROM_WILD:96/14:K03:FISHING:Lv71-75; ROM_WILD:96/14:K03:LAND:Lv71-75
COLLECTION_NATIONAL_0331,SPECIES_KEY_CACNEA,318,サボネア,REQUIRED_BASE,ROUTE_0318_CACNEA,FALLBACK_DIRECT_0318,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_01_062,1,62,WILD_HEADER,,,,,,WILD_TABLE,LAND,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.52,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/62:VEGA_NATIVE:LAND:Lv52-52,P2,other verified sources: ROM_WILD:2/55:VEGA_NATIVE:LAND:Lv52-53; ROM_WILD:1/62:VEGA_NATIVE:LAND:Lv53-53; ROM_WILD:3/64:VEGA_NATIVE:LAND:Lv53-54; ROM_WILD:3/65:VEGA_NATIVE:LAND:Lv53-54; ROM_WILD:2/55:VEGA_NATIVE:LAND:Lv54-54; ROM_WILD:3/64:VEGA_NATIVE:LAND:Lv55-55; ROM_WILD:3/65:VEGA_NATIVE:LAND:Lv55-55; ROM_WILD:1/117:VEGA_NATIVE:LAND:Lv85-92; ROM_WILD:96/13:K02:FISHING:Lv69-73; ROM_WILD:96/13:K02:LAND:Lv69-73; ROM_WILD:96/13:K02:ROCK:Lv69-73; ROM_WILD:96/13:K02:WATER:Lv69-73
COLLECTION_NATIONAL_0332,SPECIES_KEY_CACTURNE,319,ノクタス,REQUIRED_BASE,ROUTE_0319_CACTURNE,,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_01_117,1,117,WILD_HEADER,,,,,,WILD_TABLE,LAND,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.85-92,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/117:VEGA_NATIVE:LAND:Lv85-92,P2,other verified sources:
COLLECTION_VEGA_0320,SPECIES_KEY_VEGA_320,320,ヒョウカク,REQUIRED_VEGA_ORIGINAL,ROUTE_0320_VEGA_320,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,exact ROM evolution edge; trigger and supply require audit,SPECIES_KEY_VEGA_336,UNLOCK_EVOLUTION_GLOBAL,exact ROM evolution edge; trigger and supply require audit,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SUPPLY_VALIDATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,audit evolution_supply_routes.csv,,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 336; evolution root 0x09F79290,P1,edge存在だけを完全入手扱いしない。全条件供給のexact-ROM試験が必要。
COLLECTION_NATIONAL_0221,SPECIES_KEY_PILOSWINE,321,イノムー,REQUIRED_BASE,ROUTE_0321_PILOSWINE,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,レベルアップ＋Lv.33以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_SWINUB,UNLOCK_EVOLUTION_GLOBAL,レベルアップ＋Lv.33以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SUPPLY_VALIDATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,audit evolution_supply_routes.csv,,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 340; evolution root 0x09F79290,P1,edge存在だけを完全入手扱いしない。全条件供給のexact-ROM試験が必要。
COLLECTION_NATIONAL_0282,SPECIES_KEY_GARDEVOIR,322,サーナイト,REQUIRED_BASE,ROUTE_0322_GARDEVOIR,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_KIRLIA,UNLOCK_EVOLUTION_GLOBAL,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SUPPLY_VALIDATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,audit evolution_supply_routes.csv,,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 316; evolution root 0x09F79290,P1,edge存在だけを完全入手扱いしない。全条件供給のexact-ROM試験が必要。
COLLECTION_VEGA_0323,SPECIES_KEY_VEGA_323,323,プレシオン,REQUIRED_VEGA_ORIGINAL,ROUTE_0323_VEGA_323,FALLBACK_DIRECT_0323,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_03_045,3,45,WILD_HEADER,,,,,,WILD_TABLE,WATER,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.30-40,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:3/45:VEGA_NATIVE:WATER:Lv30-40,P2,other verified sources: ROM_WILD:3/12:VEGA_NATIVE:WATER:Lv35-45; ROM_WILD:3/45:VEGA_NATIVE:WATER:Lv40-45
COLLECTION_NATIONAL_0131,SPECIES_KEY_LAPRAS,324,ラプラス,REQUIRED_BASE,ROUTE_0324_LAPRAS,FALLBACK_DIRECT_0324,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_03_012,3,12,WILD_HEADER,,,,,,WILD_TABLE,WATER,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.40-45,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:3/12:VEGA_NATIVE:WATER:Lv40-45,P2,other verified sources: ROM_WILD:97/10:K29:FISHING:Lv78-84; ROM_WILD:97/10:K29:LAND:Lv78-84; ROM_WILD:97/10:K29:ROCK:Lv78-84; ROM_WILD:97/10:K29:WATER:Lv78-84; ROM_WILD:97/11:K29:FISHING:Lv78-84; ROM_WILD:97/11:K29:LAND:Lv78-84; ROM_WILD:97/11:K29:ROCK:Lv78-84; ROM_WILD:97/11:K29:WATER:Lv78-84; ROM_WILD:97/12:K29:FISHING:Lv78-84; ROM_WILD:97/12:K29:LAND:Lv78-84; ROM_WILD:97/12:K29:ROCK:Lv78-84; ROM_WILD:97/12:K29:WATER:Lv78-84; ROM_WILD:97/13:K29:FISHING:Lv78-84; ROM_WILD:97/13:K29:LAND:Lv78-84; ROM_WILD:97/13:K29:ROCK:Lv78-84; ROM_WILD:97/13:K29:WATER:Lv78-84; ROM_WILD:97/14:K29:FISHING:Lv78-84; ROM_WILD:97/14:K29:LAND:Lv78-84; ROM_WILD:97/14:K29:ROCK:Lv78-84; ROM_WILD:97/14:K29:WATER:Lv78-84; ROM_WILD:97/15:K29:FISHING:Lv78-84; ROM_WILD:97/15:K29:LAND:Lv78-84; ROM_WILD:97/15:K29:ROCK:Lv78-84; ROM_WILD:97/15:K29:WATER:Lv78-84; ROM_WILD:97/16:K29:FISHING:Lv78-84; ROM_WILD:97/16:K29:LAND:Lv78-84; ROM_WILD:97/16:K29:ROCK:Lv78-84; ROM_WILD:97/16:K29:WATER:Lv78-84; ROM_WILD:97/17:K29:FISHING:Lv78-84; ROM_WILD:97/17:K29:LAND:Lv78-84; ROM_WILD:97/17:K29:ROCK:Lv78-84; ROM_WILD:97/17:K29:WATER:Lv78-84; ROM_WILD:97/18:K29:FISHING:Lv78-84; ROM_WILD:97/18:K29:LAND:Lv78-84; ROM_WILD:97/18:K29:ROCK:Lv78-84; ROM_WILD:97/18:K29:WATER:Lv78-84; ROM_WILD:97/19:K29:FISHING:Lv78-84; ROM_WILD:97/19:K29:LAND:Lv78-84; ROM_WILD:97/19:K29:ROCK:Lv78-84; ROM_WILD:97/19:K29:WATER:Lv78-84; ROM_WILD:97/20:K29:FISHING:Lv78-84; ROM_WILD:97/20:K29:LAND:Lv78-84; ROM_WILD:97/20:K29:ROCK:Lv78-84; ROM_WILD:97/20:K29:WATER:Lv78-84; ROM_WILD:97/21:K29:FISHING:Lv78-84; ROM_WILD:97/21:K29:LAND:Lv78-84; ROM_WILD:97/21:K29:ROCK:Lv78-84; ROM_WILD:97/21:K29:WATER:Lv78-84; ROM_WILD:97/22:K29:FISHING:Lv78-84; ROM_WILD:97/22:K29:LAND:Lv78-84; ROM_WILD:97/22:K29:ROCK:Lv78-84; ROM_WILD:97/22:K29:WATER:Lv78-84; ROM_WILD:97/23:K29:FISHING:Lv78-84; ROM_WILD:97/23:K29:LAND:Lv78-84; ROM_WILD:97/23:K29:ROCK:Lv78-84; ROM_WILD:97/23:K29:WATER:Lv78-84; ROM_WILD:97/24:K29:FISHING:Lv78-84; ROM_WILD:97/24:K29:LAND:Lv78-84; ROM_WILD:97/24:K29:ROCK:Lv78-84; ROM_WILD:97/24:K29:WATER:Lv78-84; ROM_WILD:97/25:K29:FISHING:Lv78-84; ROM_WILD:97/25:K29:LAND:Lv78-84; ROM_WILD:97/25:K29:ROCK:Lv78-84; ROM_WILD:97/25:K29:WATER:Lv78-84; ROM_WILD:97/26:K29:FISHING:Lv78-84; ROM_WILD:97/26:K29:LAND:Lv78-84; ROM_WILD:97/26:K29:ROCK:Lv78-84; ROM_WILD:97/26:K29:WATER:Lv78-84; ROM_WILD:97/27:K29:FISHING:Lv78-84; ROM_WILD:97/27:K29:LAND:Lv78-84; ROM_WILD:97/27:K29:ROCK:Lv78-84; ROM_WILD:97/27:K29:WATER:Lv78-84; ROM_WILD:97/28:K29:FISHING:Lv78-84; ROM_WILD:97/28:K29:LAND:Lv78-84; ROM_WILD:97/28:K29:ROCK:Lv78-84; ROM_WILD:97/28:K29:WATER:Lv78-84; ROM_WILD:97/29:K29:FISHING:Lv78-84; ROM_WILD:97/29:K29:LAND:Lv78-84; ROM_WILD:97/29:K29:ROCK:Lv78-84; ROM_WILD:97/29:K29:WATER:Lv78-84; ROM_WILD:97/4:K29:FISHING:Lv78-84; ROM_WILD:97/4:K29:LAND:Lv78-84; ROM_WILD:97/4:K29:ROCK:Lv78-84; ROM_WILD:97/4:K29:WATER:Lv78-84; ROM_WILD:97/5:K29:FISHING:Lv78-84; ROM_WILD:97/5:K29:LAND:Lv78-84; ROM_WILD:97/5:K29:ROCK:Lv78-84; ROM_WILD:97/5:K29:WATER:Lv78-84; ROM_WILD:97/6:K29:FISHING:Lv78-84; ROM_WILD:97/6:K29:LAND:Lv78-84; ROM_WILD:97/6:K29:ROCK:Lv78-84; ROM_WILD:97/6:K29:WATER:Lv78-84; ROM_WILD:97/7:K29:FISHING:Lv78-84; ROM_WILD:97/7:K29:LAND:Lv78-84; ROM_WILD:97/7:K29:ROCK:Lv78-84; ROM_WILD:97/7:K29:WATER:Lv78-84; ROM_WILD:97/8:K29:FISHING:Lv78-84; ROM_WILD:97/8:K29:LAND:Lv78-84; ROM_WILD:97/8:K29:ROCK:Lv78-84; ROM_WILD:97/8:K29:WATER:Lv78-84; ROM_WILD:97/9:K29:FISHING:Lv78-84; ROM_WILD:97/9:K29:LAND:Lv78-84; ROM_WILD:97/9:K29:ROCK:Lv78-84; ROM_WILD:97/9:K29:WATER:Lv78-84
COLLECTION_NATIONAL_0549,SPECIES_KEY_LILLIGANT,325,ドレディア,REQUIRED_BASE,ROUTE_0325_LILLIGANT,,GLOBAL,GLOBAL_EVOLUTION,,,,EVOLUTION_ENGINE,,,,,,EVOLUTION,道具使用＋たいようのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,SPECIES_KEY_PETILIL,UNLOCK_EVOLUTION_GLOBAL,道具使用＋たいようのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,REPEATABLE_WHILE_SOURCE_AVAILABLE,NON_MISSABLE_IF_SUPPLY_VALIDATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,audit evolution_supply_routes.csv,,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 381; evolution root 0x09F79290,P1,edge存在だけを完全入手扱いしない。全条件供給のexact-ROM試験が必要。
COLLECTION_VEGA_0326,SPECIES_KEY_VEGA_326,326,メルリコ,REQUIRED_VEGA_ORIGINAL,ROUTE_0326_VEGA_326,FALLBACK_DIRECT_0326,TOHOKU,VEGA_NATIVE,VEGA_PHYSICAL_01_109,1,109,WILD_HEADER,,,,,,WILD_TABLE,LAND,,UNLOCK_EXISTING_MAP_PROGRESSION,Lv.47-48,REPEATABLE_WILD,NON_MISSABLE,normal wild encounter,normal capture storage,normal capture failure/no duplicate,ecology radar fixed mode when source condition is time-based,,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,ROM_WILD:1/109:VEGA_NATIVE:LAND:Lv47-48,P2,other verified sources: ROM_WILD:1/109:VEGA_NATIVE:LAND:Lv49-49
