collection_key,species_key,canonical_id,display_name,national_no,vega_internal_id,base_or_form,target_status,completion_weight,route_required,is_official,family_key,form_key,source_classification,current_audit_class,exclusion_reason,evidence,notes
COLLECTION_CATALOG_0264,SPECIES_KEY_VEGA_264,264,？,,264,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0264,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0265,SPECIES_KEY_VEGA_265,265,？,,265,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0265,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0266,SPECIES_KEY_VEGA_266,266,？,,266,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0266,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0267,SPECIES_KEY_VEGA_267,267,？,,267,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0267,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0268,SPECIES_KEY_VEGA_268,268,？,,268,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0268,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0269,SPECIES_KEY_VEGA_269,269,？,,269,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0269,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0270,SPECIES_KEY_VEGA_270,270,？,,270,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0270,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0271,SPECIES_KEY_VEGA_271,271,？,,271,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0271,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0272,SPECIES_KEY_VEGA_272,272,？,,272,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0272,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0273,SPECIES_KEY_VEGA_273,273,？,,273,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0273,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0274,SPECIES_KEY_VEGA_274,274,？,,274,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0274,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0275,SPECIES_KEY_VEGA_275,275,？,,275,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0275,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0276,SPECIES_KEY_VEGA_276,276,？,,276,BASE,INTERNAL_EXCLUDED_RESERVED,0,no,false,VEGA_INTERNAL_FAMILY_0276,,VEGA_ORIGINAL,TARGET_EXCLUDED,「？」予約枠,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_VEGA_0277,SPECIES_KEY_VEGA_277,277,ドゴン,,277,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0277,,VEGA_ORIGINAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_NATIONAL_0302,SPECIES_KEY_SABLEYE,278,ヤミラミ,302,278,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0149,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_VEGA_0279,SPECIES_KEY_VEGA_279,279,トコヤミ,,279,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0279,,VEGA_ORIGINAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_NATIONAL_0303,SPECIES_KEY_MAWILE,280,クチート,303,280,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0150,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_VEGA_0281,SPECIES_KEY_VEGA_281,281,クチールス,,281,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0281,,VEGA_ORIGINAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_CATALOG_0282,SPECIES_KEY_VEGA_282,282,ストライク,,282,BASE,INTERNAL_EXCLUDED_CROSS_ROM_SLOT,0,no,false,VEGA_INTERNAL_FAMILY_0282,,VEGA_ORIGINAL,TARGET_EXCLUDED,別枠／互換用の同名内部Species,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_NATIONAL_0212,SPECIES_KEY_SCIZOR,283,ハッサム,212,283,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0058,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0127,SPECIES_KEY_PINSIR,284,カイロス,127,284,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0062,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_VEGA_0285,SPECIES_KEY_VEGA_285,285,ガッツロス,,285,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0285,,VEGA_ORIGINAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_NATIONAL_0023,SPECIES_KEY_EKANS,286,アーボ,23,286,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0009,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0024,SPECIES_KEY_ARBOK,287,アーボック,24,287,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0009,,VEGA_DPE_CANONICAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_VEGA_0288,SPECIES_KEY_VEGA_288,288,アーボスク,,288,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0288,,VEGA_ORIGINAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_NATIONAL_0109,SPECIES_KEY_KOFFING,289,ドガース,109,289,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0049,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0110,SPECIES_KEY_WEEZING,290,マタドガス,110,290,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0049,,VEGA_DPE_CANONICAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_VEGA_0291,SPECIES_KEY_VEGA_291,291,モアドガス,,291,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0291,,VEGA_ORIGINAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_NATIONAL_0355,SPECIES_KEY_DUSKULL,292,ヨマワル,355,292,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0182,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0356,SPECIES_KEY_DUSCLOPS,293,サマヨール,356,293,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0182,,VEGA_DPE_CANONICAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0477,SPECIES_KEY_DUSKNOIR,294,ヨノワール,477,294,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0182,,VEGA_DPE_CANONICAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0108,SPECIES_KEY_LICKITUNG,295,ベロリンガ,108,295,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0048,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0463,SPECIES_KEY_LICKILICKY,296,ベロベルト,463,296,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0048,,VEGA_DPE_CANONICAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0167,SPECIES_KEY_SPINARAK,297,イトマル,167,297,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0085,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0168,SPECIES_KEY_ARIADOS,298,アリアドス,168,298,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0085,,VEGA_DPE_CANONICAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0595,SPECIES_KEY_JOLTIK,299,バチュル,595,299,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0303,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0596,SPECIES_KEY_GALVANTULA,300,デンチュラ,596,300,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0303,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0290,SPECIES_KEY_NINCADA,301,ツチニン,290,301,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0144,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0291,SPECIES_KEY_NINJASK,302,テッカニン,291,302,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0144,,VEGA_DPE_CANONICAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0292,SPECIES_KEY_SHEDINJA,303,ヌケニン,292,303,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0144,,VEGA_DPE_CANONICAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_VEGA_0304,SPECIES_KEY_VEGA_304,304,マグッピ,,304,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0304,,VEGA_ORIGINAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_VEGA_0305,SPECIES_KEY_VEGA_305,305,ベタデーム,,305,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0305,,VEGA_ORIGINAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_VEGA_0306,SPECIES_KEY_VEGA_306,306,テッコンボ,,306,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0306,,VEGA_ORIGINAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_VEGA_0307,SPECIES_KEY_VEGA_307,307,ボンバット,,307,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0307,,VEGA_ORIGINAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_NATIONAL_0327,SPECIES_KEY_SPINDA,308,パッチール,327,308,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0165,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0369,SPECIES_KEY_RELICANTH,309,ジーランス,369,309,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0189,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_VEGA_0310,SPECIES_KEY_VEGA_310,310,ダンカンス,,310,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0310,,VEGA_ORIGINAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_VEGA_0311,SPECIES_KEY_VEGA_311,311,ドサーモン,,311,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0311,,VEGA_ORIGINAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_VEGA_0312,SPECIES_KEY_VEGA_312,312,テッケン,,312,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0312,,VEGA_ORIGINAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_NATIONAL_0353,SPECIES_KEY_SHUPPET,313,カゲボウズ,353,313,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0181,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0354,SPECIES_KEY_BANETTE,314,ジュペッタ,354,314,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0181,,VEGA_DPE_CANONICAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0280,SPECIES_KEY_RALTS,315,ラルトス,280,315,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0140,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0281,SPECIES_KEY_KIRLIA,316,キルリア,281,316,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0140,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0557,SPECIES_KEY_DWEBBLE,317,イシズマイ,557,317,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0284,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0331,SPECIES_KEY_CACNEA,318,サボネア,331,318,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0167,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0332,SPECIES_KEY_CACTURNE,319,ノクタス,332,319,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0167,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_VEGA_0320,SPECIES_KEY_VEGA_320,320,ヒョウカク,,320,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0320,,VEGA_ORIGINAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_NATIONAL_0221,SPECIES_KEY_PILOSWINE,321,イノムー,221,321,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0112,,VEGA_DPE_CANONICAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0282,SPECIES_KEY_GARDEVOIR,322,サーナイト,282,322,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0140,,VEGA_DPE_CANONICAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_VEGA_0323,SPECIES_KEY_VEGA_323,323,プレシオン,,323,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0323,,VEGA_ORIGINAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_NATIONAL_0131,SPECIES_KEY_LAPRAS,324,ラプラス,131,324,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0065,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0549,SPECIES_KEY_LILLIGANT,325,ドレディア,549,325,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0279,,VEGA_DPE_CANONICAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_VEGA_0326,SPECIES_KEY_VEGA_326,326,メルリコ,,326,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0326,,VEGA_ORIGINAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_VEGA_0327,SPECIES_KEY_VEGA_327,327,サムラダケ,,327,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0327,,VEGA_ORIGINAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_VEGA_0328,SPECIES_KEY_VEGA_328,328,ブレイドン,,328,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0328,,VEGA_ORIGINAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_VEGA_0329,SPECIES_KEY_VEGA_329,329,ブレイオー,,329,BASE,REQUIRED_VEGA_ORIGINAL,1,yes,false,VEGA_INTERNAL_FAMILY_0329,,VEGA_ORIGINAL,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; analysis/VEGA_ORIGINAL_COLLECTION_TARGET_REVIEW_206.csv,
COLLECTION_NATIONAL_0451,SPECIES_KEY_SKORUPI,330,スコルピ,451,330,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0234,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0452,SPECIES_KEY_DRAPION,331,ドラピオン,452,331,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0234,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0455,SPECIES_KEY_CARNIVINE,332,マスキッパ,455,332,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0236,,VEGA_DPE_CANONICAL,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
