placement_key,event_keys,map_key,group_id,map_id,trigger_type,allocation_policy,stage36_host_address,stage36_expected_hex,stage37_binding_kind,dispatcher_address,stage37_record_address,stage37_script_pointer_address,local_id,x,y,elevation,object_count_before,object_count_after,script_owner,fallback_address,status,notes
PLACEMENT_KEY_EVENT_CINNABAR_ACQUISITION,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE,KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_LAB_EXPERIMENT_ROOM,98,76,EXISTING_SERVICE,NO_PHYSICAL_HOST,0x092DBDB0,b8bd2d09,EXISTING_ACQUISITION_OBJECT_REPOINT,0x0938DEE8,0x0938EC44,0x0938EC54,1,11,8,3,1,1,EVENT_DESIGN_DISPATCHER,0x092DBDB8,PASS,HOST_FOSSIL_LAB production transaction wrapperを再利用; Stage26 site 0x092DBDB0からStage36 rooted siteへ再解決
PLACEMENT_KEY_EVENT_CERT_6,EVENT_KEY_CERT_6_SAFFRON,KANTO_INDOOR_SAFFRON_CITY_GYM,98,85,READ_SIGN,REPOINT_SOURCE_BG,clean:SaffronCity_Gym:bg:0,0c0014000000000003a91808,RESTORED_BG_REPOINT,0x0938DF34,0x0938EEFC,0x0938EF04,,12,20,0,8,8,EVENT_DESIGN_DISPATCHER,0x0818A903,PASS,Stage36 BG countを再監査しclean source sign recordだけを復元
PLACEMENT_KEY_EVENT_CERT_7,EVENT_KEY_CERT_7_CINNABAR,KANTO_INDOOR_CINNABAR_ISLAND_GYM,98,72,READ_SIGN,REPOINT_SOURCE_BG,clean:CinnabarIsland_Gym:bg:0,1700140000000000b8801808,RESTORED_BG_REPOINT,0x0938DF80,0x0938EC24,0x0938EC2C,,23,20,0,8,8,EVENT_DESIGN_DISPATCHER,0x081880B8,PASS,Stage36 BG countを再監査しclean source sign recordだけを復元
PLACEMENT_KEY_EVENT_ROUTE22_BRIEF_SIGN,EVENT_KEY_MAIN_ROUTE22_BRIEF,KANTO_OUTDOOR_ROUTE22,96,34,READ_SIGN,REPOINT_SOURCE_BG,clean:Route22:bg:0,07000c0000000000988e1708,RESTORED_BG_REPOINT,0x0938DFCC,0x0938F8A0,0x0938F8A8,,7,12,0,0,0,EVENT_DESIGN_DISPATCHER,0x08178E98,PASS,Stage36 BG countを再監査しclean source sign recordだけを復元
PLACEMENT_KEY_EVENT_ROUTE23_GATE_SIGN,EVENT_KEY_MAIN_ROUTE23_GATE,KANTO_OUTDOOR_ROUTE23,96,35,READ_SIGN,REPOINT_SOURCE_BG,clean:Route23:bg:8,03001f000000000088921708,RESTORED_BG_REPOINT,0x0938E018,0x0938F938,0x0938F940,,3,31,0,5,5,EVENT_DESIGN_DISPATCHER,0x08179288,PASS,Stage36 BG countを再監査しclean source sign recordだけを復元
PLACEMENT_KEY_EVENT_VICTORY_SIGNAL,EVENT_KEY_MAIN_VICTORY_ROAD_SIGNAL,KANTO_DUNGEON_VICTORY_ROAD_1_F,97,39,TALK_OBJECT,RESTORE_SOURCE_OBJECT,clean:VictoryRoad_1F:object:2,035c00000c000300030811000000000015501a08a9010000,RESTORED_OBJECT_RELOCATED,0x0938E064,0x0938E8C0,0x0938E8D0,3,5,3,3,2,3,EVENT_DESIGN_DISPATCHER,0x081A5015,PASS,"{""adjacent_walkable"":2,""avoidable_path"":true,""sightline"":[],""walkable"":true}"
PLACEMENT_KEY_EVENT_INDIGO_REGISTRAR,EVENT_KEY_MAIN_KANTO_LEAGUE_ENTRY|EVENT_KEY_MAIN_FINAL_LEAGUE_AVAILABLE|EVENT_KEY_QOL_UB_SUPPLY|EVENT_KEY_QOL_GOLD_CAP_SUPPLY,KANTO_OUTDOOR_INDIGO_PLATEAU_EXTERIOR,96,9,TALK_OBJECT,ALLOCATE_SAFE_TILE,template:OBJHOST::KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_2_F::001,014400000b00070003081300000000000000000000000000,ALLOCATED_SAFE_OBJECT,0x0938E0AC,0x0938F0C0,0x0938F0D0,1,11,7,3,1,2,EVENT_DESIGN_DISPATCHER,,PASS,"{""adjacent_walkable"":3,""avoidable_path"":true,""sightline"":[],""walkable"":true}"
PLACEMENT_KEY_EVENT_CERT_8,EVENT_KEY_CERT_8_VIRIDIAN,KANTO_INDOOR_VIRIDIAN_CITY_GYM,98,5,READ_SIGN,REPOINT_SOURCE_BG,clean:ViridianCity_Gym:bg:0,0f0014000000000088e41708,RESTORED_BG_REPOINT,0x0938E1B4,0x0938F05C,0x0938F064,,15,20,0,8,8,EVENT_DESIGN_DISPATCHER,0x0817E488,PASS,Stage36 BG countを再監査しclean source sign recordだけを復元
PLACEMENT_KEY_EVENT_KANTO_LEAGUE_CLEAR,EVENT_KEY_MAIN_KANTO_LEAGUE_CLEAR,KANTO_DUNGEON_POKEMON_LEAGUE_HALL_OF_FAME,97,80,MAP_ENTER,NO_PHYSICAL_HOST,0x092C24BC,460d2209,MAP_SCRIPT_ON_TRANSITION,0x0938E24C,0x092C24BC,0x0938E2D0,,,,,0,0,EVENT_DESIGN_DISPATCHER,,PASS,既存map script tableを保持しON_TRANSITION dispatcherへ結合
PLACEMENT_KEY_EVENT_CERULEAN_CAVE_ACQUISITION,EVENT_KEY_MAIN_CAVE_RESONANCE,KANTO_DUNGEON_CERULEAN_CAVE_B1_F,97,74,EXISTING_SERVICE,NO_PHYSICAL_HOST,0x092DBBB4,d4bb2d09,EXISTING_ACQUISITION_OBJECT_REPOINT,0x0938E200,0x0938E368,0x0938E378,3,7,12,3,2,2,EVENT_DESIGN_DISPATCHER,0x092DBBD4,PASS,HOST_ICONIC_MEWTWO production transaction wrapperを再利用; Stage26 site 0x092DBBB4からStage36 rooted siteへ再解決
PLACEMENT_KEY_EVENT_FINAL_LEAGUE_CLEAR,EVENT_KEY_MAIN_FINAL_LEAGUE_CLEARED,KANTO_DUNGEON_POKEMON_LEAGUE_HALL_OF_FAME,97,80,MAP_ENTER,NO_PHYSICAL_HOST,0x092C24BC,460d2209,MAP_SCRIPT_ON_TRANSITION,0x0938E24C,0x092C24BC,0x0938E2D0,,,,,0,0,EVENT_DESIGN_DISPATCHER,,PASS,既存map script tableを保持しON_TRANSITION dispatcherへ結合
