consumer_key,consumer_index,encounter_key,runtime_trainer_id,original_trainer_id,original_owner,normalization_reason,original_command,original_address,battle_format,battle_type,unlock_expression,defeat_state_key,party_key,dialogue_set_key,reward_key,gimmick_key
ARCHIVE_REMATCH_0047,47,ENC_TOHOKU_REF_0485,1218,1218,ENC_TOHOKU_REF_0484,SHARED_COMMAND_EXTRA_CALLER,trainerbattle_shared_command,0x082148F9,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0047_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0047_DEFEATED,PARTY_TOHOKU_REF_0485,DIALOGUE_TOHOKU_REF_0485,REWARD_TOHOKU_REF_0485,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0048,48,ENC_TOHOKU_REF_0532,392,392,ENC_TOHOKU_REF_0533,FLAG_REFERENCE_FALSE_POSITIVE,settrainerflag,0x0819446C,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0048_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0048_DEFEATED,PARTY_TOHOKU_REF_0532,DIALOGUE_TOHOKU_REF_0532,REWARD_TOHOKU_REF_0532,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0049,49,ENC_TOHOKU_REF_0545,1232,1232,ENC_TOHOKU_REF_0544,FLAG_REFERENCE_FALSE_POSITIVE,settrainerflag,0x0819448B,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0049_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0049_DEFEATED,PARTY_TOHOKU_REF_0545,DIALOGUE_TOHOKU_REF_0545,REWARD_TOHOKU_REF_0545,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0050,50,ENC_TOHOKU_REF_0547,1233,1233,ENC_TOHOKU_REF_0546,FLAG_REFERENCE_FALSE_POSITIVE,settrainerflag,0x081944B5,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0050_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0050_DEFEATED,PARTY_TOHOKU_REF_0547,DIALOGUE_TOHOKU_REF_0547,REWARD_TOHOKU_REF_0547,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0051,51,ENC_TOHOKU_REF_0574,423,423,ENC_TOHOKU_REF_0575,FLAG_REFERENCE_FALSE_POSITIVE,settrainerflag,0x0819445D,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0051_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0051_DEFEATED,PARTY_TOHOKU_REF_0574,DIALOGUE_TOHOKU_REF_0574,REWARD_TOHOKU_REF_0574,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0052,52,ENC_TOHOKU_REF_0592,438,438,ENC_TOHOKU_REF_0595|ENC_TOHOKU_REF_0596|ENC_TOHOKU_REF_0597,FLAG_REFERENCE_FALSE_POSITIVE,checktrainerflag,0x0816A13E,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0052_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0052_DEFEATED,PARTY_TOHOKU_REF_0592,DIALOGUE_TOHOKU_REF_0592,REWARD_TOHOKU_REF_0592,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0053,53,ENC_TOHOKU_REF_0593,1240,1240,ENC_TOHOKU_REF_0595|ENC_TOHOKU_REF_0596|ENC_TOHOKU_REF_0597,FLAG_REFERENCE_FALSE_POSITIVE,checktrainerflag,0x0816A151,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0053_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0053_DEFEATED,PARTY_TOHOKU_REF_0593,DIALOGUE_TOHOKU_REF_0593,REWARD_TOHOKU_REF_0593,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0054,54,ENC_TOHOKU_REF_0594,1241,1241,ENC_TOHOKU_REF_0595|ENC_TOHOKU_REF_0596|ENC_TOHOKU_REF_0597,FLAG_REFERENCE_FALSE_POSITIVE,checktrainerflag,0x0816A164,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0054_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0054_DEFEATED,PARTY_TOHOKU_REF_0594,DIALOGUE_TOHOKU_REF_0594,REWARD_TOHOKU_REF_0594,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0055,55,ENC_TOHOKU_REF_0598,1245,1245,ENC_TOHOKU_REF_0595|ENC_TOHOKU_REF_0596|ENC_TOHOKU_REF_0597,FLAG_REFERENCE_FALSE_POSITIVE,cleartrainerflag,0x08193E2E,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0055_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0055_DEFEATED,PARTY_TOHOKU_REF_0598,DIALOGUE_TOHOKU_REF_0598,REWARD_TOHOKU_REF_0598,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0056,56,ENC_TOHOKU_REF_0613,1247,1247,ENC_TOHOKU_REF_0612,SHARED_COMMAND_EXTRA_CALLER,trainerbattle_shared_command,0x087701CC,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0056_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0056_DEFEATED,PARTY_TOHOKU_REF_0613,DIALOGUE_TOHOKU_REF_0613,REWARD_TOHOKU_REF_0613,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0057,57,ENC_TOHOKU_REF_0627,1250,1250,ENC_TOHOKU_REF_0626,SHARED_COMMAND_EXTRA_CALLER,trainerbattle_shared_command,0x08770230,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0057_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0057_DEFEATED,PARTY_TOHOKU_REF_0627,DIALOGUE_TOHOKU_REF_0627,REWARD_TOHOKU_REF_0627,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0058,58,ENC_TOHOKU_REF_0631,1251,1251,ENC_TOHOKU_REF_0630,FLAG_REFERENCE_FALSE_POSITIVE,settrainerflag,0x0842C7F9,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0058_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0058_DEFEATED,PARTY_TOHOKU_REF_0631,DIALOGUE_TOHOKU_REF_0631,REWARD_TOHOKU_REF_0631,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0059,59,ENC_TOHOKU_REF_0633,1252,1252,ENC_TOHOKU_REF_0632,FLAG_REFERENCE_FALSE_POSITIVE,settrainerflag,0x0842C7FC,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0059_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0059_DEFEATED,PARTY_TOHOKU_REF_0633,DIALOGUE_TOHOKU_REF_0633,REWARD_TOHOKU_REF_0633,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0060,60,ENC_TOHOKU_REF_0634,464,464,ENC_TOHOKU_REF_0635,FLAG_REFERENCE_FALSE_POSITIVE,settrainerflag,0x08194460,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0060_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0060_DEFEATED,PARTY_TOHOKU_REF_0634,DIALOGUE_TOHOKU_REF_0634,REWARD_TOHOKU_REF_0634,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0061,61,ENC_TOHOKU_REF_0853,1367,606,ENC_TOHOKU_REF_0854|ENC_TOHOKU_REF_0856,FLAG_REFERENCE_FALSE_POSITIVE,checktrainerflag,0x0816EA21,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0061_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0061_DEFEATED,PARTY_TOHOKU_REF_0853,DIALOGUE_TOHOKU_REF_0853,REWARD_TOHOKU_REF_0853,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0062,62,ENC_TOHOKU_REF_0855,1368,606,ENC_TOHOKU_REF_0854|ENC_TOHOKU_REF_0856,FLAG_REFERENCE_FALSE_POSITIVE,settrainerflag,0x0816EA9F,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0062_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0062_DEFEATED,PARTY_TOHOKU_REF_0855,DIALOGUE_TOHOKU_REF_0855,REWARD_TOHOKU_REF_0855,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0063,63,ENC_TOHOKU_REF_0862,1372,609,ENC_TOHOKU_REF_0861,SHARED_COMMAND_EXTRA_CALLER,trainerbattle_shared_command,0x0816DB39,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0063_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0063_DEFEATED,PARTY_TOHOKU_REF_0862,DIALOGUE_TOHOKU_REF_0862,REWARD_TOHOKU_REF_0862,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0064,64,ENC_TOHOKU_REF_0863,1373,609,ENC_TOHOKU_REF_0861,SHARED_COMMAND_EXTRA_CALLER,trainerbattle_shared_command,0x0816DB39,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0064_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0064_DEFEATED,PARTY_TOHOKU_REF_0863,DIALOGUE_TOHOKU_REF_0863,REWARD_TOHOKU_REF_0863,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0065,65,ENC_TOHOKU_REF_0923,1330,1330,ENC_TOHOKU_REF_0922,SHARED_COMMAND_EXTRA_CALLER,trainerbattle_shared_command,0x08784A12,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0065_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0065_DEFEATED,PARTY_TOHOKU_REF_0923,DIALOGUE_TOHOKU_REF_0923,REWARD_TOHOKU_REF_0923,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0066,66,ENC_TOHOKU_REF_1012,708,708,ENC_TOHOKU_REF_1013,FLAG_REFERENCE_FALSE_POSITIVE,cleartrainerflag,0x0885B0C0,DOUBLE,TRAINER_BATTLE_DOUBLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0066_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0066_DEFEATED,PARTY_TOHOKU_REF_1012,DIALOGUE_TOHOKU_REF_1012,REWARD_TOHOKU_REF_1012,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0067,67,ENC_TOHOKU_REF_1047,739,739,ENC_TOHOKU_REF_1050|ENC_TOHOKU_REF_1051|ENC_TOHOKU_REF_1052,FLAG_REFERENCE_FALSE_POSITIVE,checktrainerflag,0x0816A147,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0067_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0067_DEFEATED,PARTY_TOHOKU_REF_1047,DIALOGUE_TOHOKU_REF_1047,REWARD_TOHOKU_REF_1047,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0068,68,ENC_TOHOKU_REF_1048,1345,1345,ENC_TOHOKU_REF_1050|ENC_TOHOKU_REF_1051|ENC_TOHOKU_REF_1052,FLAG_REFERENCE_FALSE_POSITIVE,checktrainerflag,0x0816A15A,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0068_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0068_DEFEATED,PARTY_TOHOKU_REF_1048,DIALOGUE_TOHOKU_REF_1048,REWARD_TOHOKU_REF_1048,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0069,69,ENC_TOHOKU_REF_1049,1346,1346,ENC_TOHOKU_REF_1050|ENC_TOHOKU_REF_1051|ENC_TOHOKU_REF_1052,FLAG_REFERENCE_FALSE_POSITIVE,checktrainerflag,0x0816A16D,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0069_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0069_DEFEATED,PARTY_TOHOKU_REF_1049,DIALOGUE_TOHOKU_REF_1049,REWARD_TOHOKU_REF_1049,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0070,70,ENC_TOHOKU_REF_1053,1350,1350,ENC_TOHOKU_REF_1050|ENC_TOHOKU_REF_1051|ENC_TOHOKU_REF_1052,FLAG_REFERENCE_FALSE_POSITIVE,cleartrainerflag,0x08193E31,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0070_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0070_DEFEATED,PARTY_TOHOKU_REF_1053,DIALOGUE_TOHOKU_REF_1053,REWARD_TOHOKU_REF_1053,NONE_CURRENT_ABI
ARCHIVE_REMATCH_0071,71,ENC_TOHOKU_REF_1054,1351,1351,ENC_TOHOKU_REF_1050|ENC_TOHOKU_REF_1051|ENC_TOHOKU_REF_1052,FLAG_REFERENCE_FALSE_POSITIVE,cleartrainerflag,0x08697CE0,SINGLE,TRAINER_BATTLE_SINGLE,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0071_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_ARCHIVE_REMATCH_0071_DEFEATED,PARTY_TOHOKU_REF_1054,DIALOGUE_TOHOKU_REF_1054,REWARD_TOHOKU_REF_1054,NONE_CURRENT_ABI
