encounter_key,normalization_action,original_trainer_id,runtime_trainer_id,trainer_id_allocation_reason,original_battle_type,normalized_battle_type,original_physical_map_key,normalized_physical_map_key,original_script_key,normalized_script_key,original_owner,archive_consumer_key,unlock_expression,original_defeat_state_key,normalized_defeat_state_key
ENC_TOHOKU_REF_0137,PRESERVE_ORIGINAL_CONSUMER,162,162,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_095,VEGA_PHYSICAL_01_095,SCRIPT_TRAINER_V5_TOHOKU_REF_0137,SCRIPT_TRAINER_V5_TOHOKU_REF_0137,ENC_TOHOKU_REF_0137,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0137_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0137_DEFEATED
ENC_TOHOKU_REF_0138,PRESERVE_ORIGINAL_CONSUMER,163,163,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_095,VEGA_PHYSICAL_01_095,SCRIPT_TRAINER_V5_TOHOKU_REF_0138,SCRIPT_TRAINER_V5_TOHOKU_REF_0138,ENC_TOHOKU_REF_0138,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0138_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0138_DEFEATED
ENC_TOHOKU_REF_0139,PRESERVE_ORIGINAL_CONSUMER,164,164,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_081,VEGA_PHYSICAL_01_081,SCRIPT_TRAINER_V5_TOHOKU_REF_0139,SCRIPT_TRAINER_V5_TOHOKU_REF_0139,ENC_TOHOKU_REF_0139,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0139_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0139_DEFEATED
ENC_TOHOKU_REF_0140,PRESERVE_ORIGINAL_CONSUMER,165,165,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_059,VEGA_PHYSICAL_01_059,SCRIPT_TRAINER_V5_TOHOKU_REF_0140,SCRIPT_TRAINER_V5_TOHOKU_REF_0140,ENC_TOHOKU_REF_0140,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0140_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0140_DEFEATED
ENC_TOHOKU_REF_0141,PRESERVE_ORIGINAL_CONSUMER,166,166,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_095,VEGA_PHYSICAL_01_095,SCRIPT_TRAINER_V5_TOHOKU_REF_0141,SCRIPT_TRAINER_V5_TOHOKU_REF_0141,ENC_TOHOKU_REF_0141,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0141_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0141_DEFEATED
ENC_TOHOKU_REF_0142,PRESERVE_ORIGINAL_CONSUMER,167,167,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_03_045,VEGA_PHYSICAL_03_045,SCRIPT_TRAINER_V5_TOHOKU_REF_0142,SCRIPT_TRAINER_V5_TOHOKU_REF_0142,ENC_TOHOKU_REF_0142,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0142_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0142_DEFEATED
ENC_TOHOKU_REF_0143,PRESERVE_ORIGINAL_CONSUMER,168,168,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_03_042,VEGA_PHYSICAL_03_042,SCRIPT_TRAINER_V5_TOHOKU_REF_0143,SCRIPT_TRAINER_V5_TOHOKU_REF_0143,ENC_TOHOKU_REF_0143,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0143_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0143_DEFEATED
ENC_TOHOKU_REF_0144,PRESERVE_ORIGINAL_CONSUMER,1091,1091,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_REMATCH,TRAINER_BATTLE_REMATCH,VEGA_PHYSICAL_03_042,VEGA_PHYSICAL_03_042,SCRIPT_TRAINER_V5_TOHOKU_REF_0144,SCRIPT_TRAINER_V5_TOHOKU_REF_0144,ENC_TOHOKU_REF_0144,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0144_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0144_DEFEATED
ENC_TOHOKU_REF_0145,PRESERVE_ORIGINAL_CONSUMER,169,169,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_REMATCH_DOUBLE,TRAINER_BATTLE_REMATCH_DOUBLE,VEGA_PHYSICAL_03_042,VEGA_PHYSICAL_03_042,SCRIPT_TRAINER_V5_TOHOKU_REF_0145,SCRIPT_TRAINER_V5_TOHOKU_REF_0145,ENC_TOHOKU_REF_0145,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0145_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0145_DEFEATED
ENC_TOHOKU_REF_0146,PRESERVE_ORIGINAL_CONSUMER,1092,1092,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_DOUBLE,TRAINER_BATTLE_DOUBLE,VEGA_PHYSICAL_03_042,VEGA_PHYSICAL_03_042,SCRIPT_TRAINER_V5_TOHOKU_REF_0146,SCRIPT_TRAINER_V5_TOHOKU_REF_0146,ENC_TOHOKU_REF_0146,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0146_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0146_DEFEATED
ENC_TOHOKU_REF_0147,PRESERVE_ORIGINAL_CONSUMER,17,17,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_089,VEGA_PHYSICAL_01_089,SCRIPT_TRAINER_V5_TOHOKU_REF_0147,SCRIPT_TRAINER_V5_TOHOKU_REF_0147,ENC_TOHOKU_REF_0147,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0147_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0147_DEFEATED
ENC_TOHOKU_REF_0148,PRESERVE_ORIGINAL_CONSUMER,170,170,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_048,VEGA_PHYSICAL_01_048,SCRIPT_TRAINER_V5_TOHOKU_REF_0148,SCRIPT_TRAINER_V5_TOHOKU_REF_0148,ENC_TOHOKU_REF_0148,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0148_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0148_DEFEATED
ENC_TOHOKU_REF_0149,PRESERVE_ORIGINAL_CONSUMER,171,171,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE_NO_INTRO_TEXT,TRAINER_BATTLE_SINGLE_NO_INTRO_TEXT,VEGA_PHYSICAL_01_095,VEGA_PHYSICAL_01_095,SCRIPT_TRAINER_V5_TOHOKU_REF_0149,SCRIPT_TRAINER_V5_TOHOKU_REF_0149,ENC_TOHOKU_REF_0149,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0149_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0149_DEFEATED
ENC_TOHOKU_REF_0150,MOVE_TO_ARCHIVE_REMATCH:SHARED_COMMAND_EXTRA_CALLER,1093,1093,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE_NO_INTRO_TEXT,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_095,VEGA_ARCHIVE_REMATCH,SCRIPT_TRAINER_V5_TOHOKU_REF_0150,SCRIPT_ARCHIVE_REMATCH_0013,ENC_TOHOKU_REF_0149,ARCHIVE_REMATCH_0013,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0013_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_TRAINER_V5_TOHOKU_REF_0150_DEFEATED,FLAG_ARCHIVE_REMATCH_0013_DEFEATED
ENC_TOHOKU_REF_0151,PRESERVE_ORIGINAL_CONSUMER,172,172,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_048,VEGA_PHYSICAL_01_048,SCRIPT_TRAINER_V5_TOHOKU_REF_0151,SCRIPT_TRAINER_V5_TOHOKU_REF_0151,ENC_TOHOKU_REF_0151,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0151_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0151_DEFEATED
ENC_TOHOKU_REF_0152,PRESERVE_ORIGINAL_CONSUMER,173,173,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_03_026,VEGA_PHYSICAL_03_026,SCRIPT_TRAINER_V5_TOHOKU_REF_0152,SCRIPT_TRAINER_V5_TOHOKU_REF_0152,ENC_TOHOKU_REF_0152,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0152_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0152_DEFEATED
ENC_TOHOKU_REF_0153,PRESERVE_ORIGINAL_CONSUMER,1094,1094,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_REMATCH,TRAINER_BATTLE_REMATCH,VEGA_PHYSICAL_03_026,VEGA_PHYSICAL_03_026,SCRIPT_TRAINER_V5_TOHOKU_REF_0153,SCRIPT_TRAINER_V5_TOHOKU_REF_0153,ENC_TOHOKU_REF_0153,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0153_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0153_DEFEATED
ENC_TOHOKU_REF_0154,PRESERVE_ORIGINAL_CONSUMER,174,174,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_049,VEGA_PHYSICAL_01_049,SCRIPT_TRAINER_V5_TOHOKU_REF_0154,SCRIPT_TRAINER_V5_TOHOKU_REF_0154,ENC_TOHOKU_REF_0154,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0154_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0154_DEFEATED
ENC_TOHOKU_REF_0155,PRESERVE_ORIGINAL_CONSUMER,175,175,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_03_020,VEGA_PHYSICAL_03_020,SCRIPT_TRAINER_V5_TOHOKU_REF_0155,SCRIPT_TRAINER_V5_TOHOKU_REF_0155,ENC_TOHOKU_REF_0155,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0155_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0155_DEFEATED
ENC_TOHOKU_REF_0156,PRESERVE_ORIGINAL_CONSUMER,1095,1095,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_REMATCH,TRAINER_BATTLE_REMATCH,VEGA_PHYSICAL_03_020,VEGA_PHYSICAL_03_020,SCRIPT_TRAINER_V5_TOHOKU_REF_0156,SCRIPT_TRAINER_V5_TOHOKU_REF_0156,ENC_TOHOKU_REF_0156,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0156_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0156_DEFEATED
ENC_TOHOKU_REF_0157,PRESERVE_ORIGINAL_CONSUMER,176,176,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_03_042,VEGA_PHYSICAL_03_042,SCRIPT_TRAINER_V5_TOHOKU_REF_0157,SCRIPT_TRAINER_V5_TOHOKU_REF_0157,ENC_TOHOKU_REF_0157,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0157_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0157_DEFEATED
ENC_TOHOKU_REF_0158,PRESERVE_ORIGINAL_CONSUMER,1096,1096,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_REMATCH,TRAINER_BATTLE_REMATCH,VEGA_PHYSICAL_03_042,VEGA_PHYSICAL_03_042,SCRIPT_TRAINER_V5_TOHOKU_REF_0158,SCRIPT_TRAINER_V5_TOHOKU_REF_0158,ENC_TOHOKU_REF_0158,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0158_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0158_DEFEATED
ENC_TOHOKU_REF_0159,PRESERVE_ORIGINAL_CONSUMER,177,177,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_12_000,VEGA_PHYSICAL_12_000,SCRIPT_TRAINER_V5_TOHOKU_REF_0159,SCRIPT_TRAINER_V5_TOHOKU_REF_0159,ENC_TOHOKU_REF_0159,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0159_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0159_DEFEATED
ENC_TOHOKU_REF_0160,MOVE_TO_ARCHIVE_REMATCH:FLAG_REFERENCE_FALSE_POSITIVE,1097,1097,RETAIN_UNIQUE_ORIGINAL_ID,UNKNOWN,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_06_002,VEGA_ARCHIVE_REMATCH,SCRIPT_TRAINER_V5_TOHOKU_REF_0160,SCRIPT_ARCHIVE_REMATCH_0014,ENC_TOHOKU_REF_0159,ARCHIVE_REMATCH_0014,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0014_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_TRAINER_V5_TOHOKU_REF_0160_DEFEATED,FLAG_ARCHIVE_REMATCH_0014_DEFEATED
ENC_TOHOKU_REF_0161,PRESERVE_ORIGINAL_CONSUMER,178,178,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_12_000,VEGA_PHYSICAL_12_000,SCRIPT_TRAINER_V5_TOHOKU_REF_0161,SCRIPT_TRAINER_V5_TOHOKU_REF_0161,ENC_TOHOKU_REF_0161,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0161_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0161_DEFEATED
ENC_TOHOKU_REF_0162,MOVE_TO_ARCHIVE_REMATCH:FLAG_REFERENCE_FALSE_POSITIVE,1098,1098,RETAIN_UNIQUE_ORIGINAL_ID,UNKNOWN,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_06_002,VEGA_ARCHIVE_REMATCH,SCRIPT_TRAINER_V5_TOHOKU_REF_0162,SCRIPT_ARCHIVE_REMATCH_0015,ENC_TOHOKU_REF_0161,ARCHIVE_REMATCH_0015,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0015_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_TRAINER_V5_TOHOKU_REF_0162_DEFEATED,FLAG_ARCHIVE_REMATCH_0015_DEFEATED
ENC_TOHOKU_REF_0163,PRESERVE_ORIGINAL_CONSUMER,179,179,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_12_000,VEGA_PHYSICAL_12_000,SCRIPT_TRAINER_V5_TOHOKU_REF_0163,SCRIPT_TRAINER_V5_TOHOKU_REF_0163,ENC_TOHOKU_REF_0163,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0163_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0163_DEFEATED
ENC_TOHOKU_REF_0164,MOVE_TO_ARCHIVE_REMATCH:FLAG_REFERENCE_FALSE_POSITIVE,1099,1099,RETAIN_UNIQUE_ORIGINAL_ID,UNKNOWN,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_06_002,VEGA_ARCHIVE_REMATCH,SCRIPT_TRAINER_V5_TOHOKU_REF_0164,SCRIPT_ARCHIVE_REMATCH_0016,ENC_TOHOKU_REF_0163,ARCHIVE_REMATCH_0016,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0016_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_TRAINER_V5_TOHOKU_REF_0164_DEFEATED,FLAG_ARCHIVE_REMATCH_0016_DEFEATED
ENC_TOHOKU_REF_0165,PRESERVE_ORIGINAL_CONSUMER,18,18,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_091,VEGA_PHYSICAL_01_091,SCRIPT_TRAINER_V5_TOHOKU_REF_0165,SCRIPT_TRAINER_V5_TOHOKU_REF_0165,ENC_TOHOKU_REF_0165,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0165_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0165_DEFEATED
ENC_TOHOKU_REF_0166,PRESERVE_ORIGINAL_CONSUMER,180,180,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_12_000,VEGA_PHYSICAL_12_000,SCRIPT_TRAINER_V5_TOHOKU_REF_0166,SCRIPT_TRAINER_V5_TOHOKU_REF_0166,ENC_TOHOKU_REF_0166,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0166_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0166_DEFEATED
ENC_TOHOKU_REF_0167,MOVE_TO_ARCHIVE_REMATCH:FLAG_REFERENCE_FALSE_POSITIVE,1100,1100,RETAIN_UNIQUE_ORIGINAL_ID,UNKNOWN,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_06_002,VEGA_ARCHIVE_REMATCH,SCRIPT_TRAINER_V5_TOHOKU_REF_0167,SCRIPT_ARCHIVE_REMATCH_0017,ENC_TOHOKU_REF_0166,ARCHIVE_REMATCH_0017,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0017_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),FLAG_TRAINER_V5_TOHOKU_REF_0167_DEFEATED,FLAG_ARCHIVE_REMATCH_0017_DEFEATED
ENC_TOHOKU_REF_0168,PRESERVE_ORIGINAL_CONSUMER,181,181,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_050,VEGA_PHYSICAL_01_050,SCRIPT_TRAINER_V5_TOHOKU_REF_0168,SCRIPT_TRAINER_V5_TOHOKU_REF_0168,ENC_TOHOKU_REF_0168,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0168_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0168_DEFEATED
ENC_TOHOKU_REF_0169,PRESERVE_ORIGINAL_CONSUMER,182,182,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_03_025,VEGA_PHYSICAL_03_025,SCRIPT_TRAINER_V5_TOHOKU_REF_0169,SCRIPT_TRAINER_V5_TOHOKU_REF_0169,ENC_TOHOKU_REF_0169,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0169_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0169_DEFEATED
ENC_TOHOKU_REF_0170,PRESERVE_ORIGINAL_CONSUMER,1101,1101,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_REMATCH,TRAINER_BATTLE_REMATCH,VEGA_PHYSICAL_03_025,VEGA_PHYSICAL_03_025,SCRIPT_TRAINER_V5_TOHOKU_REF_0170,SCRIPT_TRAINER_V5_TOHOKU_REF_0170,ENC_TOHOKU_REF_0170,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0170_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0170_DEFEATED
ENC_TOHOKU_REF_0171,PRESERVE_ORIGINAL_CONSUMER,183,183,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_03_036,VEGA_PHYSICAL_03_036,SCRIPT_TRAINER_V5_TOHOKU_REF_0171,SCRIPT_TRAINER_V5_TOHOKU_REF_0171,ENC_TOHOKU_REF_0171,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0171_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0171_DEFEATED
ENC_TOHOKU_REF_0172,PRESERVE_ORIGINAL_CONSUMER,1102,1102,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_REMATCH,TRAINER_BATTLE_REMATCH,VEGA_PHYSICAL_03_036,VEGA_PHYSICAL_03_036,SCRIPT_TRAINER_V5_TOHOKU_REF_0172,SCRIPT_TRAINER_V5_TOHOKU_REF_0172,ENC_TOHOKU_REF_0172,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0172_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0172_DEFEATED
ENC_TOHOKU_REF_0173,PRESERVE_ORIGINAL_CONSUMER,184,184,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_03_025,VEGA_PHYSICAL_03_025,SCRIPT_TRAINER_V5_TOHOKU_REF_0173,SCRIPT_TRAINER_V5_TOHOKU_REF_0173,ENC_TOHOKU_REF_0173,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0173_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0173_DEFEATED
ENC_TOHOKU_REF_0174,PRESERVE_ORIGINAL_CONSUMER,1103,1103,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_REMATCH,TRAINER_BATTLE_REMATCH,VEGA_PHYSICAL_03_025,VEGA_PHYSICAL_03_025,SCRIPT_TRAINER_V5_TOHOKU_REF_0174,SCRIPT_TRAINER_V5_TOHOKU_REF_0174,ENC_TOHOKU_REF_0174,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0174_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0174_DEFEATED
ENC_TOHOKU_REF_0175,PRESERVE_ORIGINAL_CONSUMER,185,185,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_081,VEGA_PHYSICAL_01_081,SCRIPT_TRAINER_V5_TOHOKU_REF_0175,SCRIPT_TRAINER_V5_TOHOKU_REF_0175,ENC_TOHOKU_REF_0175,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0175_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0175_DEFEATED
ENC_TOHOKU_REF_0176,PRESERVE_ORIGINAL_CONSUMER,186,186,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_03_042,VEGA_PHYSICAL_03_042,SCRIPT_TRAINER_V5_TOHOKU_REF_0176,SCRIPT_TRAINER_V5_TOHOKU_REF_0176,ENC_TOHOKU_REF_0176,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0176_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0176_DEFEATED
ENC_TOHOKU_REF_0177,PRESERVE_ORIGINAL_CONSUMER,1104,1104,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_REMATCH,TRAINER_BATTLE_REMATCH,VEGA_PHYSICAL_03_042,VEGA_PHYSICAL_03_042,SCRIPT_TRAINER_V5_TOHOKU_REF_0177,SCRIPT_TRAINER_V5_TOHOKU_REF_0177,ENC_TOHOKU_REF_0177,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0177_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0177_DEFEATED
ENC_TOHOKU_REF_0178,PRESERVE_ORIGINAL_CONSUMER,187,187,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_01_049,VEGA_PHYSICAL_01_049,SCRIPT_TRAINER_V5_TOHOKU_REF_0178,SCRIPT_TRAINER_V5_TOHOKU_REF_0178,ENC_TOHOKU_REF_0178,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0178_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0178_DEFEATED
ENC_TOHOKU_REF_0179,PRESERVE_ORIGINAL_CONSUMER,188,188,RETAIN_UNIQUE_ORIGINAL_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,VEGA_PHYSICAL_03_025,VEGA_PHYSICAL_03_025,SCRIPT_TRAINER_V5_TOHOKU_REF_0179,SCRIPT_TRAINER_V5_TOHOKU_REF_0179,ENC_TOHOKU_REF_0179,,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0179_DEFEATED,FLAG_TRAINER_V5_TOHOKU_REF_0179_DEFEATED
