encounter_key,runtime_trainer_id,source_trainer_id,original_trainer_id,binding_mode,command_address,trainerbattle_kind,battle_type,battle_format,party_key,ai_profile_key,gimmick_type,gimmick_user_party_slot,gimmick_required_item_key,source_template_id,physical_flag,unlock_expression,dialogue_set_key,reward_key,original_binding_owner
ENC_TOHOKU_REF_0175,185,185,185,CANONICAL,0x08683685,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0175,AI_SEMI_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_PICNICKER,FLAG_TRAINER_V5_TOHOKU_REF_0175_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0175,REWARD_TOHOKU_REF_0175,ENC_TOHOKU_REF_0175
ENC_TOHOKU_REF_0176,186,186,186,CANONICAL,0x08E05DC0,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0176,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S3_SWIMMER,FLAG_TRAINER_V5_TOHOKU_REF_0176_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0176,REWARD_TOHOKU_REF_0176,ENC_TOHOKU_REF_0176
ENC_TOHOKU_REF_0177,1104,186,1104,CANONICAL,0x08E05DE8,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0177,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S3_SWIMMER,FLAG_TRAINER_V5_TOHOKU_REF_0177_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0177,REWARD_TOHOKU_REF_0177,ENC_TOHOKU_REF_0177
ENC_TOHOKU_REF_0178,187,187,187,CANONICAL,0x086837F5,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0178,AI_SEMI_SMART,NONE,0,ITEM_KEY_NONE,TPL_S3_SWIMMER,FLAG_TRAINER_V5_TOHOKU_REF_0178_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0178,REWARD_TOHOKU_REF_0178,ENC_TOHOKU_REF_0178
ENC_TOHOKU_REF_0179,188,188,188,CANONICAL,0x08E03C00,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0179,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_DH_GRUNT,FLAG_TRAINER_V5_TOHOKU_REF_0179_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0179,REWARD_TOHOKU_REF_0179,ENC_TOHOKU_REF_0179
ENC_TOHOKU_REF_0180,1105,188,1105,CANONICAL,0x08E03C28,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0180,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_DH_GRUNT,FLAG_TRAINER_V5_TOHOKU_REF_0180_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0180,REWARD_TOHOKU_REF_0180,ENC_TOHOKU_REF_0180
ENC_TOHOKU_REF_0181,189,189,189,CANONICAL,0x08E03D40,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0181,AI_FULL_SMART,Z_MOVE,4,ITEM_KEY_ELECTRIUM_Z,TPL_S2_PICNICKER,FLAG_TRAINER_V5_TOHOKU_REF_0181_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0181,REWARD_TOHOKU_REF_0181,ENC_TOHOKU_REF_0181
ENC_TOHOKU_REF_0182,1106,189,1106,CANONICAL,0x08E03D68,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0182,AI_FULL_SMART,Z_MOVE,4,ITEM_KEY_GROUNDIUM_Z,TPL_S2_PICNICKER,FLAG_TRAINER_V5_TOHOKU_REF_0182_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0182,REWARD_TOHOKU_REF_0182,ENC_TOHOKU_REF_0182
ENC_TOHOKU_REF_0183,19,19,19,CANONICAL,0x087499A9,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0183,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S4_DH_SCI,FLAG_TRAINER_V5_TOHOKU_REF_0183_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0183,REWARD_TOHOKU_REF_0183,ENC_TOHOKU_REF_0183
ENC_TOHOKU_REF_0184,190,190,190,CANONICAL,0x08E03200,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0184,AI_SEMI_SMART,NONE,0,ITEM_KEY_NONE,TPL_S1_BUG,FLAG_TRAINER_V5_TOHOKU_REF_0184_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0184,REWARD_TOHOKU_REF_0184,ENC_TOHOKU_REF_0184
ENC_TOHOKU_REF_0185,1107,190,1107,CANONICAL,0x08E03228,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0185,AI_SEMI_SMART,NONE,0,ITEM_KEY_NONE,TPL_S1_BUG,FLAG_TRAINER_V5_TOHOKU_REF_0185_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0185,REWARD_TOHOKU_REF_0185,ENC_TOHOKU_REF_0185
ENC_TOHOKU_REF_0186,191,191,191,CANONICAL,0x08E03D00,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0186,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_HIKER,FLAG_TRAINER_V5_TOHOKU_REF_0186_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0186,REWARD_TOHOKU_REF_0186,ENC_TOHOKU_REF_0186
ENC_TOHOKU_REF_0187,1108,191,1108,CANONICAL,0x08E03D28,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0187,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_HIKER,FLAG_TRAINER_V5_TOHOKU_REF_0187_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0187,REWARD_TOHOKU_REF_0187,ENC_TOHOKU_REF_0187
ENC_TOHOKU_REF_0188,192,192,192,CANONICAL,0x087499EE,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0188,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S4_DH_SCI,FLAG_TRAINER_V5_TOHOKU_REF_0188_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0188,REWARD_TOHOKU_REF_0188,ENC_TOHOKU_REF_0188
ENC_TOHOKU_REF_0189,193,193,193,CANONICAL,0x08E05E80,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0189,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S3_BIRD,FLAG_TRAINER_V5_TOHOKU_REF_0189_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0189,REWARD_TOHOKU_REF_0189,ENC_TOHOKU_REF_0189
ENC_TOHOKU_REF_0190,1109,193,1109,CANONICAL,0x08E05EA8,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0190,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S3_BIRD,FLAG_TRAINER_V5_TOHOKU_REF_0190_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0190,REWARD_TOHOKU_REF_0190,ENC_TOHOKU_REF_0190
ENC_TOHOKU_REF_0191,194,194,194,CANONICAL,0x08E05D40,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0191,AI_FULL_SMART,Z_MOVE,4,ITEM_KEY_GROUNDIUM_Z,TPL_S3_PSYCHIC,FLAG_TRAINER_V5_TOHOKU_REF_0191_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0191,REWARD_TOHOKU_REF_0191,ENC_TOHOKU_REF_0191
ENC_TOHOKU_REF_0192,1110,194,1110,CANONICAL,0x08E05D68,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0192,AI_FULL_SMART,Z_MOVE,4,ITEM_KEY_ELECTRIUM_Z,TPL_S3_PSYCHIC,FLAG_TRAINER_V5_TOHOKU_REF_0192_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0192,REWARD_TOHOKU_REF_0192,ENC_TOHOKU_REF_0192
ENC_TOHOKU_REF_0193,195,195,195,CANONICAL,0x086838AD,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0193,AI_SEMI_SMART,NONE,0,ITEM_KEY_NONE,TPL_S3_SWIMMER,FLAG_TRAINER_V5_TOHOKU_REF_0193_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0193,REWARD_TOHOKU_REF_0193,ENC_TOHOKU_REF_0193
ENC_TOHOKU_REF_0194,196,196,196,CANONICAL,0x08E06080,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0194,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S3_SWIMMER,FLAG_TRAINER_V5_TOHOKU_REF_0194_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0194,REWARD_TOHOKU_REF_0194,ENC_TOHOKU_REF_0194
ENC_TOHOKU_REF_0195,1111,196,1111,CANONICAL,0x08E060A8,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0195,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S3_SWIMMER,FLAG_TRAINER_V5_TOHOKU_REF_0195_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0195,REWARD_TOHOKU_REF_0195,ENC_TOHOKU_REF_0195
ENC_TOHOKU_REF_0196,197,197,197,CANONICAL,0x087F6220,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0196,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S8_ACE,FLAG_TRAINER_V5_TOHOKU_REF_0196_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0196,REWARD_TOHOKU_REF_0196,ENC_TOHOKU_REF_0196
ENC_TOHOKU_REF_0197,198,198,198,CANONICAL,0x08683909,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0197,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S3_ACE,FLAG_TRAINER_V5_TOHOKU_REF_0197_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0197,REWARD_TOHOKU_REF_0197,ENC_TOHOKU_REF_0197
ENC_TOHOKU_REF_0198,199,199,199,CANONICAL,0x08E055C0,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0198,AI_FULL_SMART,Z_MOVE,4,ITEM_KEY_GROUNDIUM_Z,TPL_S3_ACE,FLAG_TRAINER_V5_TOHOKU_REF_0198_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0198,REWARD_TOHOKU_REF_0198,ENC_TOHOKU_REF_0198
ENC_TOHOKU_REF_0199,1112,199,1112,CANONICAL,0x08E055E8,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0199,AI_FULL_SMART,Z_MOVE,4,ITEM_KEY_FIRIUM_Z,TPL_S3_ACE,FLAG_TRAINER_V5_TOHOKU_REF_0199_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0199,REWARD_TOHOKU_REF_0199,ENC_TOHOKU_REF_0199
ENC_TOHOKU_REF_0200,2,2,2,CANONICAL,0x08214D10,7,TRAINER_BATTLE_REMATCH_DOUBLE,DOUBLE,PARTY_TOHOKU_REF_0200,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S1_CAMPER,FLAG_TRAINER_V5_TOHOKU_REF_0200_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0200,REWARD_TOHOKU_REF_0200,ENC_TOHOKU_REF_0200
ENC_TOHOKU_REF_0201,1113,2,1113,CANONICAL,0x08E038C0,4,TRAINER_BATTLE_DOUBLE,DOUBLE,PARTY_TOHOKU_REF_0201,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S1_CAMPER,FLAG_TRAINER_V5_TOHOKU_REF_0201_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0201,REWARD_TOHOKU_REF_0201,ENC_TOHOKU_REF_0201
ENC_TOHOKU_REF_0202,20,20,20,CANONICAL,0x0874991F,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0202,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S4_DH_SCI,FLAG_TRAINER_V5_TOHOKU_REF_0202_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0202,REWARD_TOHOKU_REF_0202,ENC_TOHOKU_REF_0202
ENC_TOHOKU_REF_0203,200,200,200,CANONICAL,0x08E03D80,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0203,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_DH_GRUNT,FLAG_TRAINER_V5_TOHOKU_REF_0203_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0203,REWARD_TOHOKU_REF_0203,ENC_TOHOKU_REF_0203
ENC_TOHOKU_REF_0204,1114,200,1114,CANONICAL,0x08E03DA8,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0204,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_DH_GRUNT,FLAG_TRAINER_V5_TOHOKU_REF_0204_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0204,REWARD_TOHOKU_REF_0204,ENC_TOHOKU_REF_0204
ENC_TOHOKU_REF_0205,201,201,201,CANONICAL,0x08E040C0,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0205,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_DH_GRUNT,FLAG_TRAINER_V5_TOHOKU_REF_0205_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0205,REWARD_TOHOKU_REF_0205,ENC_TOHOKU_REF_0205
ENC_TOHOKU_REF_0206,1115,201,1115,CANONICAL,0x08E040E8,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0206,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_DH_GRUNT,FLAG_TRAINER_V5_TOHOKU_REF_0206_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0206,REWARD_TOHOKU_REF_0206,ENC_TOHOKU_REF_0206
ENC_TOHOKU_REF_0207,202,202,202,CANONICAL,0x08683D07,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0207,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S4_DH_SCI,FLAG_TRAINER_V5_TOHOKU_REF_0207_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0207,REWARD_TOHOKU_REF_0207,ENC_TOHOKU_REF_0207
ENC_TOHOKU_REF_0208,203,203,203,CANONICAL,0x0868366E,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0208,AI_SEMI_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_HIKER,FLAG_TRAINER_V5_TOHOKU_REF_0208_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0208,REWARD_TOHOKU_REF_0208,ENC_TOHOKU_REF_0208
ENC_TOHOKU_REF_0209,204,204,204,CANONICAL,0x08E05700,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0209,AI_FULL_SMART,Z_MOVE,4,ITEM_KEY_ELECTRIUM_Z,TPL_S3_ACE,FLAG_TRAINER_V5_TOHOKU_REF_0209_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0209,REWARD_TOHOKU_REF_0209,ENC_TOHOKU_REF_0209
ENC_TOHOKU_REF_0210,1116,204,1116,CANONICAL,0x08E05728,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0210,AI_FULL_SMART,Z_MOVE,4,ITEM_KEY_FIGHTINIUM_Z,TPL_S3_ACE,FLAG_TRAINER_V5_TOHOKU_REF_0210_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0210,REWARD_TOHOKU_REF_0210,ENC_TOHOKU_REF_0210
ENC_TOHOKU_REF_0211,205,205,205,CANONICAL,0x0876409A,3,TRAINER_BATTLE_SINGLE_NO_INTRO_TEXT,SINGLE,PARTY_TOHOKU_REF_0211,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S4_DH_SCI,FLAG_TRAINER_V5_TOHOKU_REF_0211_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0211,REWARD_TOHOKU_REF_0211,ENC_TOHOKU_REF_0211
ENC_TOHOKU_REF_0212,206,206,206,CANONICAL,0x087F6280,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0212,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S8_ACE,FLAG_TRAINER_V5_TOHOKU_REF_0212_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0212,REWARD_TOHOKU_REF_0212,ENC_TOHOKU_REF_0212
ENC_TOHOKU_REF_0213,207,207,207,CANONICAL,0x0874994D,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0213,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S4_DH_SCI,FLAG_TRAINER_V5_TOHOKU_REF_0213_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0213,REWARD_TOHOKU_REF_0213,ENC_TOHOKU_REF_0213
ENC_TOHOKU_REF_0214,208,208,208,CANONICAL,0x08E04E00,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0214,AI_FULL_SMART,TERASTAL,5,ITEM_KEY_NONE,TPL_S4_KANTO_CERT,FLAG_TRAINER_V5_TOHOKU_REF_0214_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0214,REWARD_TOHOKU_REF_0214,ENC_TOHOKU_REF_0214
ENC_TOHOKU_REF_0215,1117,208,1117,CANONICAL,0x08E04E28,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0215,AI_FULL_SMART,TERASTAL,5,ITEM_KEY_NONE,TPL_S4_KANTO_CERT,FLAG_TRAINER_V5_TOHOKU_REF_0215_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0215,REWARD_TOHOKU_REF_0215,ENC_TOHOKU_REF_0215
ENC_TOHOKU_REF_0216,209,209,209,CANONICAL,0x08683B80,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0216,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S4_DH_SCI,FLAG_TRAINER_V5_TOHOKU_REF_0216_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0216,REWARD_TOHOKU_REF_0216,ENC_TOHOKU_REF_0216
ENC_TOHOKU_REF_0217,21,21,21,CANONICAL,0x087499C0,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0217,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S4_DH_SCI,FLAG_TRAINER_V5_TOHOKU_REF_0217_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0217,REWARD_TOHOKU_REF_0217,ENC_TOHOKU_REF_0217
ENC_TOHOKU_REF_0218,210,210,210,CANONICAL,0x086A3E9B,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0218,AI_SEMI_SMART,NONE,0,ITEM_KEY_NONE,TPL_S1_CAMPER,FLAG_TRAINER_V5_TOHOKU_REF_0218_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0218,REWARD_TOHOKU_REF_0218,ENC_TOHOKU_REF_0218
ENC_TOHOKU_REF_0219,211,211,211,CANONICAL,0x086A3E84,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0219,AI_SEMI_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_FISHER,FLAG_TRAINER_V5_TOHOKU_REF_0219_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0219,REWARD_TOHOKU_REF_0219,ENC_TOHOKU_REF_0219
ENC_TOHOKU_REF_0220,212,212,212,CANONICAL,0x08E05F40,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0220,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S3_SWIMMER,FLAG_TRAINER_V5_TOHOKU_REF_0220_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0220,REWARD_TOHOKU_REF_0220,ENC_TOHOKU_REF_0220
ENC_TOHOKU_REF_0221,1118,212,1118,CANONICAL,0x08E05F68,5,TRAINER_BATTLE_REMATCH,SINGLE,PARTY_TOHOKU_REF_0221,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S3_SWIMMER,FLAG_TRAINER_V5_TOHOKU_REF_0221_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0221,REWARD_TOHOKU_REF_0221,ENC_TOHOKU_REF_0221
ENC_TOHOKU_REF_0222,213,213,213,CANONICAL,0x08188015,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0222,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,INSTANCE::PARTY_TOHOKU_REF_0222,FLAG_TRAINER_V5_TOHOKU_REF_0222_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0222,REWARD_TOHOKU_REF_0222,ENC_TOHOKU_REF_0222
ENC_TOHOKU_REF_0223,1119,213,1119,ARCHIVE,ARCHIVE_REMATCH_0018,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0223,AI_SEMI_SMART,NONE,0,ITEM_KEY_NONE,INSTANCE::PARTY_TOHOKU_REF_0223,FLAG_ARCHIVE_REMATCH_0018_DEFEATED,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0018_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),DIALOGUE_TOHOKU_REF_0223,REWARD_TOHOKU_REF_0223,ENC_TOHOKU_REF_0222
ENC_TOHOKU_REF_0224,214,214,214,CANONICAL,0x08188041,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0224,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,INSTANCE::PARTY_TOHOKU_REF_0224,FLAG_TRAINER_V5_TOHOKU_REF_0224_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0224,REWARD_TOHOKU_REF_0224,ENC_TOHOKU_REF_0224
ENC_TOHOKU_REF_0225,1120,214,1120,ARCHIVE,ARCHIVE_REMATCH_0019,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0225,AI_SEMI_SMART,NONE,0,ITEM_KEY_NONE,INSTANCE::PARTY_TOHOKU_REF_0225,FLAG_ARCHIVE_REMATCH_0019_DEFEATED,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0019_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),DIALOGUE_TOHOKU_REF_0225,REWARD_TOHOKU_REF_0225,ENC_TOHOKU_REF_0224
ENC_TOHOKU_REF_0226,215,215,215,CANONICAL,0x0818806D,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0226,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,INSTANCE::PARTY_TOHOKU_REF_0226,FLAG_TRAINER_V5_TOHOKU_REF_0226_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0226,REWARD_TOHOKU_REF_0226,ENC_TOHOKU_REF_0226
ENC_TOHOKU_REF_0227,1121,215,1121,ARCHIVE,ARCHIVE_REMATCH_0020,0,TRAINER_BATTLE_SINGLE,SINGLE,PARTY_TOHOKU_REF_0227,AI_SEMI_SMART,NONE,0,ITEM_KEY_NONE,INSTANCE::PARTY_TOHOKU_REF_0227,FLAG_ARCHIVE_REMATCH_0020_DEFEATED,ARCHIVE_REMATCH_AVAILABLE && ARCHIVE_ENTRY_0020_UNLOCKED && (PRESERVE_EXISTING_SCRIPT_CONDITION),DIALOGUE_TOHOKU_REF_0227,REWARD_TOHOKU_REF_0227,ENC_TOHOKU_REF_0226
ENC_TOHOKU_REF_0228,216,216,216,CANONICAL,0x081AABA0,7,TRAINER_BATTLE_REMATCH_DOUBLE,DOUBLE,PARTY_TOHOKU_REF_0228,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_DH_GRUNT,FLAG_TRAINER_V5_TOHOKU_REF_0228_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0228,REWARD_TOHOKU_REF_0228,ENC_TOHOKU_REF_0228
ENC_TOHOKU_REF_0229,1122,216,1122,CANONICAL,0x08E03F00,4,TRAINER_BATTLE_DOUBLE,DOUBLE,PARTY_TOHOKU_REF_0229,AI_FULL_SMART,NONE,0,ITEM_KEY_NONE,TPL_S2_DH_GRUNT,FLAG_TRAINER_V5_TOHOKU_REF_0229_DEFEATED,PRESERVE_EXISTING_SCRIPT_CONDITION,DIALOGUE_TOHOKU_REF_0229,REWARD_TOHOKU_REF_0229,ENC_TOHOKU_REF_0229
