encounter_key,region,story_phase,trainer_key,trainer_id,identity_key,physical_map_key,group_id,map_id,root_kind,root_index,local_id,x,y,elevation,graphics_id,movement_type,sight_range,script_key,battle_type,pair_or_partner_key,initial_or_rematch,rematch_tier,mandatory,avoidable_path_evidence,unlock_expression,defeat_state_key,party_key,ai_profile_key,trainer_item_keys,reward_key,dialogue_set_key,status,evidence,notes
ENC_TOHOKU_REF_0156,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0156,1095,IDENTITY_TOHOKU_T175_JP_LASS,VEGA_PHYSICAL_03_020,3,20,object,2,3,65,10,,18,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0156,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0156_DEFEATED,PARTY_TOHOKU_REF_0156,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0156,DIALOGUE_TOHOKU_REF_0156,READY_TO_SERIALIZE,reference_index=156; trainer_id=175; instruction=0x08E032A8; script=0x08E032A8; roots=1; logical=UNMAPPED_PHYSICAL,archetype=LASS; original_avg=3.50; map_median=3.75; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0184,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0184,190,IDENTITY_TOHOKU_T190_JP_BUG,VEGA_PHYSICAL_03_020,3,20,object,9,10,43,11,,20,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0184,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0184_DEFEATED,PARTY_TOHOKU_REF_0184,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0184,DIALOGUE_TOHOKU_REF_0184,READY_TO_SERIALIZE,reference_index=184; trainer_id=190; instruction=0x08E03200; script=0x08E03200; roots=1; logical=UNMAPPED_PHYSICAL,archetype=BUG; original_avg=6.00; map_median=3.75; instance-level replacement of TPL_S1_BUG; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0185,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0185,1107,IDENTITY_TOHOKU_T190_JP_BUG,VEGA_PHYSICAL_03_020,3,20,object,9,10,43,11,,20,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0185,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0185_DEFEATED,PARTY_TOHOKU_REF_0185,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0185,DIALOGUE_TOHOKU_REF_0185,READY_TO_SERIALIZE,reference_index=185; trainer_id=190; instruction=0x08E03228; script=0x08E03228; roots=1; logical=UNMAPPED_PHYSICAL,archetype=BUG; original_avg=6.00; map_median=3.75; instance-level replacement of TPL_S1_BUG; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0420,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0420,1201,IDENTITY_TOHOKU_T317_JP_CAMPER,VEGA_PHYSICAL_22_001,22,1,map_script,2:0,,,,,,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0420,TRAINER_BATTLE_SINGLE_NO_INTRO_TEXT,NONE,INITIAL,NONE,true,SCRIPT_OWNED_MANDATORY,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0420_DEFEATED,PARTY_TOHOKU_REF_0420,AI_BASIC,[],REWARD_TOHOKU_REF_0420,DIALOGUE_TOHOKU_REF_0420,READY_TO_SERIALIZE,reference_index=420; trainer_id=317; instruction=0x0842A4EF; script=0x0842A4EF; roots=1; logical=UNMAPPED_PHYSICAL,archetype=CAMPER; original_avg=6.50; map_median=8.50; instance-level replacement of TPL_S1_CAMPER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0425,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0425,1204,IDENTITY_TOHOKU_T319_JP_YOUNGSTER,VEGA_PHYSICAL_22_001,22,1,map_script,2:0,,,,,,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0425,TRAINER_BATTLE_SINGLE_NO_INTRO_TEXT,NONE,INITIAL,NONE,true,SCRIPT_OWNED_MANDATORY,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0425_DEFEATED,PARTY_TOHOKU_REF_0425,AI_BASIC,[],REWARD_TOHOKU_REF_0425,DIALOGUE_TOHOKU_REF_0425,READY_TO_SERIALIZE,reference_index=425; trainer_id=319; instruction=0x0842A521; script=0x0842A4EF; roots=1; logical=UNMAPPED_PHYSICAL,archetype=YOUNGSTER; original_avg=7.50; map_median=8.50; instance-level replacement of TPL_S1_YOUNGSTER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0440,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0440,326,IDENTITY_TOHOKU_T326_JP_MIXED,VEGA_PHYSICAL_04_003,4,3,coord,3,,5,8,3,,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0440,UNKNOWN,NONE,INITIAL,NONE,true,SCRIPT_OWNED_MANDATORY,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0440_DEFEATED,PARTY_TOHOKU_REF_0440,AI_BASIC,[],REWARD_TOHOKU_REF_0440,DIALOGUE_TOHOKU_REF_0440,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,reference_index=440; trainer_id=326; instruction=0x0817C9C7; script=0x0817C9C7; roots=3; logical=UNMAPPED_PHYSICAL,archetype=MIXED; original_avg=5.00; map_median=5.00; 本編・序章; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0441,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0441,327,IDENTITY_TOHOKU_T327_JP_MIXED,VEGA_PHYSICAL_04_003,4,3,coord,3,,5,8,3,,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0441,UNKNOWN,NONE,INITIAL,NONE,true,SCRIPT_OWNED_MANDATORY,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0441_DEFEATED,PARTY_TOHOKU_REF_0441,AI_BASIC,[],REWARD_TOHOKU_REF_0441,DIALOGUE_TOHOKU_REF_0441,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,reference_index=441; trainer_id=327; instruction=0x0817CABA; script=0x0817CABA; roots=3; logical=UNMAPPED_PHYSICAL,archetype=MIXED; original_avg=5.00; map_median=5.00; 本編・序章; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0442,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0442,328,IDENTITY_TOHOKU_T328_JP_MIXED,VEGA_PHYSICAL_04_003,4,3,coord,3,,5,8,3,,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0442,UNKNOWN,NONE,INITIAL,NONE,true,SCRIPT_OWNED_MANDATORY,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0442_DEFEATED,PARTY_TOHOKU_REF_0442,AI_BASIC,[],REWARD_TOHOKU_REF_0442,DIALOGUE_TOHOKU_REF_0442,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,reference_index=442; trainer_id=328; instruction=0x0817CA3F; script=0x0817CA3F; roots=3; logical=UNMAPPED_PHYSICAL,archetype=MIXED; original_avg=5.00; map_median=5.00; 本編・序章; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1004,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_1004,702,IDENTITY_TOHOKU_T702_JP_SWIMMER,VEGA_PHYSICAL_03_020,3,20,object,0,1,34,17,,17,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1004,TRAINER_BATTLE_REMATCH_DOUBLE,PAIR_ENC_TOHOKU_REF_1004,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1004_DEFEATED,PARTY_TOHOKU_REF_1004,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1004,DIALOGUE_TOHOKU_REF_1004,READY_TO_SERIALIZE,reference_index=1004; trainer_id=702; instruction=0x081AAB20; script=0x081AAB20; roots=2; logical=UNMAPPED_PHYSICAL,archetype=SWIMMER; original_avg=3.00; map_median=3.75; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1005,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_1005,1342,IDENTITY_TOHOKU_T702_JP_SWIMMER,VEGA_PHYSICAL_03_020,3,20,object,0,1,34,17,,17,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1005,TRAINER_BATTLE_DOUBLE,PAIR_ENC_TOHOKU_REF_1005,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1005_DEFEATED,PARTY_TOHOKU_REF_1005,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1005,DIALOGUE_TOHOKU_REF_1005,READY_TO_SERIALIZE,reference_index=1005; trainer_id=702; instruction=0x08E032C0; script=0x08E032C0; roots=2; logical=UNMAPPED_PHYSICAL,archetype=SWIMMER; original_avg=3.00; map_median=3.75; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1076,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_1076,89,IDENTITY_TOHOKU_T089_JP_YOUNGSTER,VEGA_PHYSICAL_03_019,3,19,object,5,6,27,7,,18,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1076,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1076_DEFEATED,PARTY_TOHOKU_REF_1076,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1076,DIALOGUE_TOHOKU_REF_1076,READY_TO_SERIALIZE,reference_index=1076; trainer_id=89; instruction=0x08E03080; script=0x08E03080; roots=1; logical=T501,archetype=YOUNGSTER; original_avg=4.00; map_median=4.00; instance-level replacement of TPL_S1_YOUNGSTER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1077,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_1077,1354,IDENTITY_TOHOKU_T089_JP_YOUNGSTER,VEGA_PHYSICAL_03_019,3,19,object,5,6,27,7,,18,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1077,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1077_DEFEATED,PARTY_TOHOKU_REF_1077,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1077,DIALOGUE_TOHOKU_REF_1077,READY_TO_SERIALIZE,reference_index=1077; trainer_id=89; instruction=0x08E030A8; script=0x08E030A8; roots=1; logical=T501,archetype=YOUNGSTER; original_avg=4.00; map_median=4.00; instance-level replacement of TPL_S1_YOUNGSTER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1080,TOHOKU,TOHOKU_BADGE1_TO_2,TRAINER_KEY_TOHOKU_REF_1080,90,IDENTITY_TOHOKU_T090_JP_YOUNGSTER,VEGA_PHYSICAL_03_021,3,21,object,3,4,22,10,,18,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1080,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1080_DEFEATED,PARTY_TOHOKU_REF_1080,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1080,DIALOGUE_TOHOKU_REF_1080,READY_TO_SERIALIZE,reference_index=1080; trainer_id=90; instruction=0x08E03340; script=0x08E03340; roots=1; logical=T502,archetype=YOUNGSTER; original_avg=8.00; map_median=7.50; instance-level replacement of TPL_S1_YOUNGSTER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1081,TOHOKU,TOHOKU_BADGE1_TO_2,TRAINER_KEY_TOHOKU_REF_1081,1356,IDENTITY_TOHOKU_T090_JP_YOUNGSTER,VEGA_PHYSICAL_03_021,3,21,object,3,4,22,10,,18,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1081,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1081_DEFEATED,PARTY_TOHOKU_REF_1081,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1081,DIALOGUE_TOHOKU_REF_1081,READY_TO_SERIALIZE,reference_index=1081; trainer_id=90; instruction=0x08E03368; script=0x08E03368; roots=1; logical=T502,archetype=YOUNGSTER; original_avg=8.00; map_median=7.50; instance-level replacement of TPL_S1_YOUNGSTER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1082,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_1082,91,IDENTITY_TOHOKU_T091_JP_YOUNGSTER,VEGA_PHYSICAL_03_020,3,20,object,7,8,22,6,,18,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1082,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1082_DEFEATED,PARTY_TOHOKU_REF_1082,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1082,DIALOGUE_TOHOKU_REF_1082,READY_TO_SERIALIZE,reference_index=1082; trainer_id=91; instruction=0x08E03180; script=0x08E03180; roots=1; logical=UNMAPPED_PHYSICAL,archetype=YOUNGSTER; original_avg=3.33; map_median=3.75; instance-level replacement of TPL_S1_YOUNGSTER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1083,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_1083,1357,IDENTITY_TOHOKU_T091_JP_YOUNGSTER,VEGA_PHYSICAL_03_020,3,20,object,7,8,22,6,,18,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1083,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1083_DEFEATED,PARTY_TOHOKU_REF_1083,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1083,DIALOGUE_TOHOKU_REF_1083,READY_TO_SERIALIZE,reference_index=1083; trainer_id=91; instruction=0x08E031A8; script=0x08E031A8; roots=1; logical=UNMAPPED_PHYSICAL,archetype=YOUNGSTER; original_avg=3.33; map_median=3.75; instance-level replacement of TPL_S1_YOUNGSTER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1084,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_1084,92,IDENTITY_TOHOKU_T092_JP_LASS,VEGA_PHYSICAL_03_019,3,19,object,3,4,36,19,,18,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1084,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1084_DEFEATED,PARTY_TOHOKU_REF_1084,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1084,DIALOGUE_TOHOKU_REF_1084,READY_TO_SERIALIZE,reference_index=1084; trainer_id=92; instruction=0x08E03100; script=0x08E03100; roots=1; logical=T501,archetype=LASS; original_avg=3.50; map_median=4.00; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1085,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_1085,1358,IDENTITY_TOHOKU_T092_JP_LASS,VEGA_PHYSICAL_03_019,3,19,object,3,4,36,19,,18,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1085,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1085_DEFEATED,PARTY_TOHOKU_REF_1085,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1085,DIALOGUE_TOHOKU_REF_1085,READY_TO_SERIALIZE,reference_index=1085; trainer_id=92; instruction=0x08E03128; script=0x08E03128; roots=1; logical=T501,archetype=LASS; original_avg=3.50; map_median=4.00; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1086,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_1086,93,IDENTITY_TOHOKU_T093_JP_LASS,VEGA_PHYSICAL_03_019,3,19,object,2,3,54,10,,17,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1086,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1086_DEFEATED,PARTY_TOHOKU_REF_1086,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1086,DIALOGUE_TOHOKU_REF_1086,READY_TO_SERIALIZE,reference_index=1086; trainer_id=93; instruction=0x08E03140; script=0x08E03140; roots=1; logical=T501,archetype=LASS; original_avg=4.00; map_median=4.00; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1087,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_1087,1359,IDENTITY_TOHOKU_T093_JP_LASS,VEGA_PHYSICAL_03_019,3,19,object,2,3,54,10,,17,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1087,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1087_DEFEATED,PARTY_TOHOKU_REF_1087,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1087,DIALOGUE_TOHOKU_REF_1087,READY_TO_SERIALIZE,reference_index=1087; trainer_id=93; instruction=0x08E03168; script=0x08E03168; roots=1; logical=T501,archetype=LASS; original_avg=4.00; map_median=4.00; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1088,TOHOKU,TOHOKU_BADGE1_TO_2,TRAINER_KEY_TOHOKU_REF_1088,94,IDENTITY_TOHOKU_T094_JP_CAMPER,VEGA_PHYSICAL_03_021,3,21,object,6,7,14,35,,19,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1088,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1088_DEFEATED,PARTY_TOHOKU_REF_1088,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1088,DIALOGUE_TOHOKU_REF_1088,READY_TO_SERIALIZE,reference_index=1088; trainer_id=94; instruction=0x08E034C0; script=0x08E034C0; roots=1; logical=T502,archetype=CAMPER; original_avg=9.00; map_median=7.50; instance-level replacement of TPL_S1_CAMPER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1089,TOHOKU,TOHOKU_BADGE1_TO_2,TRAINER_KEY_TOHOKU_REF_1089,1360,IDENTITY_TOHOKU_T094_JP_CAMPER,VEGA_PHYSICAL_03_021,3,21,object,6,7,14,35,,19,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1089,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1089_DEFEATED,PARTY_TOHOKU_REF_1089,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1089,DIALOGUE_TOHOKU_REF_1089,READY_TO_SERIALIZE,reference_index=1089; trainer_id=94; instruction=0x08E034E8; script=0x08E034E8; roots=1; logical=T502,archetype=CAMPER; original_avg=9.00; map_median=7.50; instance-level replacement of TPL_S1_CAMPER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1090,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_1090,95,IDENTITY_TOHOKU_T095_JP_YOUNGSTER,VEGA_PHYSICAL_03_020,3,20,object,6,7,55,10,,18,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1090,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1090_DEFEATED,PARTY_TOHOKU_REF_1090,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1090,DIALOGUE_TOHOKU_REF_1090,READY_TO_SERIALIZE,reference_index=1090; trainer_id=95; instruction=0x08E03240; script=0x08E03240; roots=1; logical=UNMAPPED_PHYSICAL,archetype=YOUNGSTER; original_avg=4.00; map_median=3.75; instance-level replacement of TPL_S1_YOUNGSTER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1091,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_1091,1361,IDENTITY_TOHOKU_T095_JP_YOUNGSTER,VEGA_PHYSICAL_03_020,3,20,object,6,7,55,10,,18,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1091,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1091_DEFEATED,PARTY_TOHOKU_REF_1091,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1091,DIALOGUE_TOHOKU_REF_1091,READY_TO_SERIALIZE,reference_index=1091; trainer_id=95; instruction=0x08E03268; script=0x08E03268; roots=1; logical=UNMAPPED_PHYSICAL,archetype=YOUNGSTER; original_avg=4.00; map_median=3.75; instance-level replacement of TPL_S1_YOUNGSTER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_1093,TOHOKU,TOHOKU_BADGE1_TO_2,TRAINER_KEY_TOHOKU_REF_1093,1362,IDENTITY_TOHOKU_T096_JP_CAMPER,VEGA_PHYSICAL_03_021,3,21,object,4,5,13,40,,29,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_1093,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_1093_DEFEATED,PARTY_TOHOKU_REF_1093,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_1093,DIALOGUE_TOHOKU_REF_1093,READY_TO_SERIALIZE,reference_index=1093; trainer_id=96; instruction=0x08E03500; script=0x08E03500; roots=1; logical=T502,archetype=CAMPER; original_avg=9.00; map_median=7.50; instance-level replacement of TPL_S1_CAMPER; catalog-only ability/nature/EV are not tactical dependencies
