species_national_no,species_name,form_identifier,japanese_form_name,class,battle_only,mega,separate_learnset,move_inheritance_policy,storage_note,verification
671,フラージェス,orange,オレンジいろのはな,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
671,フラージェス,blue,あおいはな,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
671,フラージェス,white,しろいはな,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
676,トリミアン,heart,ハートカット,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
676,トリミアン,star,スターカット,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
676,トリミアン,diamond,ダイヤカット,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
676,トリミアン,debutante,レディカット,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
676,トリミアン,matron,マダムカット,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
676,トリミアン,dandy,ジェントルカット,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
676,トリミアン,la-reine,クイーンカット,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
676,トリミアン,kabuki,カブキカット,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
676,トリミアン,pharaoh,キングダムカット,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
716,ゼルネアス,active,アクティブモード,戦闘中フォーム,yes,no,no,基礎種のレベル技・TM・教え技を完全共有。フォーム専用技は変身トリガーまたは戦闘開始時に一時付与し、保存しない。,独立内部ID（戦闘専用）,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,fighting,タイプ：ファイト,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,flying,タイプ：フライング,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,poison,タイプ：ポイズン,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,ground,タイプ：グラウンド,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,rock,タイプ：ロック,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,bug,タイプ：バグ,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,ghost,タイプ：ゴースト,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,steel,タイプ：スチール,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,fire,タイプ：ファイヤー,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,water,タイプ：ウオーター,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,grass,タイプ：グラス,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,electric,タイプ：エレクトロ,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,psychic,タイプ：サイキック,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,ice,タイプ：アイス,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,dragon,タイプ：ドラゴン,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,dark,タイプ：ダーク,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
773,シルヴァディ,fairy,タイプ：フェアリー,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
854,ヤバチャ,antique,しんさくフォルム,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
855,ポットデス,antique,しんさくフォルム,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-cream-strawberry-sweet,ミルキィルビー,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,matcha-cream-strawberry-sweet,ミルキィまっちゃ,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,mint-cream-strawberry-sweet,ミルキィミント,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,lemon-cream-strawberry-sweet,ミルキィレモン,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,salted-cream-strawberry-sweet,ミルキィソルト,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-swirl-strawberry-sweet,ルビーミックス,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,caramel-swirl-strawberry-sweet,キャラメルミックス,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,rainbow-swirl-strawberry-sweet,トリプルミックス,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,vanilla-cream-berry-sweet,ミルキィバニラ／ベリーアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-cream-berry-sweet,ミルキィルビー／ベリーアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,matcha-cream-berry-sweet,ミルキィまっちゃ／ベリーアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,mint-cream-berry-sweet,ミルキィミント／ベリーアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,lemon-cream-berry-sweet,ミルキィレモン／ベリーアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,salted-cream-berry-sweet,ミルキィソルト／ベリーアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-swirl-berry-sweet,ルビーミックス／ベリーアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,caramel-swirl-berry-sweet,キャラメルミックス／ベリーアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,rainbow-swirl-berry-sweet,トリプルミックス／ベリーアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,vanilla-cream-love-sweet,ミルキィバニラ／ハートアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-cream-love-sweet,ミルキィルビー／ハートアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,matcha-cream-love-sweet,ミルキィまっちゃ／ハートアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,mint-cream-love-sweet,ミルキィミント／ハートアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,lemon-cream-love-sweet,ミルキィレモン／ハートアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,salted-cream-love-sweet,ミルキィソルト／ハートアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-swirl-love-sweet,ルビーミックス／ハートアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,caramel-swirl-love-sweet,キャラメルミックス／ハートアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,rainbow-swirl-love-sweet,トリプルミックス／ハートアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,vanilla-cream-star-sweet,ミルキィバニラ／スターアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-cream-star-sweet,ミルキィルビー／スターアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,matcha-cream-star-sweet,ミルキィまっちゃ／スターアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,mint-cream-star-sweet,ミルキィミント／スターアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,lemon-cream-star-sweet,ミルキィレモン／スターアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,salted-cream-star-sweet,ミルキィソルト／スターアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-swirl-star-sweet,ルビーミックス／スターアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,caramel-swirl-star-sweet,キャラメルミックス／スターアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,rainbow-swirl-star-sweet,トリプルミックス／スターアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,vanilla-cream-clover-sweet,ミルキィバニラ／よつばアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-cream-clover-sweet,ミルキィルビー／よつばアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,matcha-cream-clover-sweet,ミルキィまっちゃ／よつばアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,mint-cream-clover-sweet,ミルキィミント／よつばアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,lemon-cream-clover-sweet,ミルキィレモン／よつばアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,salted-cream-clover-sweet,ミルキィソルト／よつばアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-swirl-clover-sweet,ルビーミックス／よつばアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,caramel-swirl-clover-sweet,キャラメルミックス／よつばアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,rainbow-swirl-clover-sweet,トリプルミックス／よつばアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,vanilla-cream-flower-sweet,ミルキィバニラ／おはなアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-cream-flower-sweet,ミルキィルビー／おはなアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,matcha-cream-flower-sweet,ミルキィまっちゃ／おはなアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,mint-cream-flower-sweet,ミルキィミント／おはなアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,lemon-cream-flower-sweet,ミルキィレモン／おはなアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,salted-cream-flower-sweet,ミルキィソルト／おはなアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-swirl-flower-sweet,ルビーミックス／おはなアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,caramel-swirl-flower-sweet,キャラメルミックス／おはなアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,rainbow-swirl-flower-sweet,トリプルミックス／おはなアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,vanilla-cream-ribbon-sweet,ミルキィバニラ／リボンアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-cream-ribbon-sweet,ミルキィルビー／リボンアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,matcha-cream-ribbon-sweet,ミルキィまっちゃ／リボンアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,mint-cream-ribbon-sweet,ミルキィミント／リボンアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,lemon-cream-ribbon-sweet,ミルキィレモン／リボンアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,salted-cream-ribbon-sweet,ミルキィソルト／リボンアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,ruby-swirl-ribbon-sweet,ルビーミックス／リボンアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,caramel-swirl-ribbon-sweet,キャラメルミックス／リボンアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
869,マホイップ,rainbow-swirl-ribbon-sweet,トリプルミックス／リボンアメざい,模様・外見差分,no,no,no,外見差のみのため基礎種と完全共有。技表を増やさない。,基礎種ID＋FormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
1012,チャデス,artisan,タカイモノのすがた,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
1013,ヤバソチャ,masterpiece,ケッサクのすがた,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
386,デオキシス,attack,アタックフォルム,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
386,デオキシス,defense,ディフェンスフォルム,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
386,デオキシス,speed,スピードフォルム,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
413,ミノマダム,sandy,すなちのミノ,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
413,ミノマダム,trash,ゴミのミノ,恒常・条件フォーム,no,no,conditional,タイプ・能力・設定が変わる恒常フォームは独立レベル技を許可。共通技は基礎種から継承し、フォーム固有STABを進化時／Lv1に追加。,能力差ありは独立ID、外見差のみFormId,最終種族ID／FormId表と照合し、戦闘終了後の技復帰をテスト
