slot_type,slot_no,move_name,source,policy,unlock_gate,compatibility_rule
TUTOR,14,アイアンヘッド,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,15,しんくうは,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,16,ねっぷう,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,17,だいちのちから,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,18,アクアテール,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,19,タネばくだん,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,20,ダストシュート,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,21,ばかぢから,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,22,けたぐり,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,23,がむしゃら,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,24,さわぐ,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,25,とっておき,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,26,いかりのまえば,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,27,とおせんぼう,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,28,こごえるかぜ,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,29,エレキネット,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,30,むしくい,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,31,ドリルライナー,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,32,ダブルチョップ,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,6～8バッジ,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,33,げきりん,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,34,ステルスロック,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,35,スキルスワップ,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,36,よこどり,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,37,ワンダールーム,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,38,じゅうりょく,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,39,なりきり,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,40,リサイクル,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,41,ほしがる,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,42,イカサマ,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,43,じごくづき,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,44,とびかかる,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,45,アクアブレイク,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,46,ボディプレス,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,47,メテオビーム,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,48,グラススライダー,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,49,ワイドフォース,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,50,ライジングボルト,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,51,ねっさのだいち,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,52,トリプルアクセル,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,53,ダブルウイング,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,54,ポルターガイスト,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,55,スケイルショット,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,56,コーチング,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,57,だいちのはどう,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,58,しっとのほのお,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,59,うっぷんばらし,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,60,クイックターン,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,61,ミストバースト,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,62,アイススピナー,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,63,ふしょくガス,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
TUTOR,64,テラバースト,統合版教え技,強力な過去作技・競技技・タイプ奥義を集約,殿堂入り後／BP交換,レベル技の個性を奪わないよう、広範囲サブウェポンは教え技へ隔離。
