evolution_chain_id,root_name,family,types_in_family,family_category,vega_inclusion,primary_role,recommended_level_up_core,recommended_tm_core,recommended_tutor_core,progression_rule,overcoverage_rule,manual_review_priority
110,ヒメグマ,ヒメグマ → リングマ → ガチグマ,じめん / ノーマル,通常生態,未収録・追加対象,物理アタッカー,ずつき / アンコール / のしかかり / ぶちかまし / じしん / すなあらし / すてみタックル,まもる / じならし,てだすけ / ねっさのだいち,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
111,マグマッグ,マグマッグ → マグカルゴ,いわ / ほのお,通常生態,未収録・追加対象,両刀・可変,ひのこ / おにび / ニトロチャージ / かえんほうしゃ / いわなだれ,かえんほうしゃ / ステルスロック,ねっぷう / メテオビーム,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
112,ウリムー,ウリムー → イノムー → マンムー,こおり / じめん,通常生態,既存（トーホク図鑑323）; 既存（トーホク図鑑324）; 既存（トーホク図鑑325）,両刀・可変,こおりのつぶて / こごえるかぜ / どろかけ / マッドショット / アイススピナー / れいとうビーム / じならし / だいちのちから,アイススピナー / じならし,トリプルアクセル / ねっさのだいち,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
113,サニーゴ,サニーゴ → サニゴーン,いわ / みず / ゴースト,通常生態,未収録・追加対象,特殊アタッカー,アクアジェット / あまごい / いわおとし / ステルスロック / シャドーボール / おにび,アクアブレイク / ステルスロック / シャドークロー,クイックターン / メテオビーム / ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
114,テッポウオ,テッポウオ → オクタン,みず,通常生態,既存（トーホク図鑑210）; 既存（トーホク図鑑211）,両刀・可変,アクアジェット / みずのはどう / アクアブレイク / なみのり / あまごい,アクアブレイク,クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
115,デリバード,デリバード,こおり / ひこう,通常生態,既存（トーホク図鑑359）,特殊寄り,こごえるかぜ / ゆきげしき / かぜおこし / おいかぜ,アイススピナー / アクロバット,トリプルアクセル / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
116,タマンタ,タマンタ → マンタイン,ひこう / みず,ベビィ含有,未収録・追加対象,両刀・可変,アクアブレイク / なみのり / あまごい / ドリルくちばし / アクアジェット / みずのはどう / つばさでうつ / かぜおこし,アクアブレイク / アクロバット,クイックターン / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
117,エアームド,エアームド,はがね / ひこう,通常生態,既存（トーホク図鑑028）,物理寄り,メタルクロー / てっぺき / つばさでうつ / おいかぜ,ラスターカノン / アクロバット,アイアンヘッド / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
118,デルビル,デルビル → ヘルガー,あく / ほのお,通常生態,既存（トーホク図鑑014）; 既存（トーホク図鑑015）,特殊アタッカー,かみつく / バークアウト / ほのおのキバ / ひのこ / イカサマ / ちょうはつ / だいもんじ / おにび,バークアウト / かえんほうしゃ,はたきおとす / ねっぷう,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
119,ゴマゾウ,ゴマゾウ → ドンファン,じめん,通常生態,未収録・追加対象,物理アタッカー,どろかけ / すなあらし / じしん,じならし,ねっさのだいち,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
120,オドシシ,オドシシ → アヤシシ,エスパー / ノーマル,通常生態,未収録・追加対象,物理アタッカー,ずつき / アンコール / すてみタックル / サイコファング / めいそう,まもる / サイコショック,てだすけ / トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
121,ドーブル,ドーブル,ノーマル,通常生態,未収録・追加対象,耐久・補助,ずつき / スピードスター,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
122,ミルタンク,ミルタンク,ノーマル,通常生態,既存（トーホク図鑑092）,物理寄り,ずつき / アンコール,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
123,ライコウ,ライコウ,でんき,伝説,既存（トーホク図鑑139）,特殊寄り,でんきショック / でんじは,ボルトチェンジ,エレキネット,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
124,エンテイ,エンテイ,ほのお,伝説,既存（トーホク図鑑140）,特殊寄り,ひのこ / おにび,かえんほうしゃ,ねっぷう,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
125,スイクン,スイクン,みず,伝説,既存（トーホク図鑑141）,両刀・可変,アクアジェット / みずのはどう,アクアブレイク,クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
126,ヨーギラス,ヨーギラス → サナギラス → バンギラス,あく / いわ / じめん,600族,既存（トーホク図鑑124）; 既存（トーホク図鑑125）; 既存（トーホク図鑑126）,両刀・可変,いわおとし / ステルスロック / どろかけ / すなあらし / いわなだれ / じならし / パワージェム / つじぎり,ステルスロック / じならし / バークアウト,メテオビーム / ねっさのだいち / はたきおとす,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
127,ルギア,ルギア,ひこう / エスパー,伝説,既存（トーホク図鑑148）,特殊寄り,ねんりき / めいそう / かぜおこし / おいかぜ,サイコショック / アクロバット,トリック / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
128,ホウオウ,ホウオウ,ひこう / ほのお,伝説,既存（トーホク図鑑149）,特殊アタッカー,ひのこ / おにび / かぜおこし / おいかぜ,かえんほうしゃ / アクロバット,ねっぷう / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
129,セレビィ,セレビィ,くさ / エスパー,幻,未収録・追加対象,特殊アタッカー,ねんりき / めいそう / メガドレイン / やどりぎのタネ,サイコショック / くさむすび,トリック / グラススライダー,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
130,キモリ,キモリ → ジュプトル → ジュカイン,くさ,御三家,未収録・追加対象,物理アタッカー,メガドレイン / やどりぎのタネ / ギガドレイン / リーフブレード,くさむすび,グラススライダー,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
131,アチャモ,アチャモ → ワカシャモ → バシャーモ,かくとう / ほのお,御三家,未収録・追加対象,両刀・可変,ひのこ / おにび / ニトロチャージ / かえんほうしゃ / かわらわり / はどうだん / ブレイズキック,かえんほうしゃ / ドレインパンチ,ねっぷう / コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
132,ミズゴロウ,ミズゴロウ → ヌマクロー → ラグラージ,じめん / みず,御三家,未収録・追加対象,両刀・可変,アクアジェット / みずのはどう / アクアブレイク / あまごい / じならし / すなあらし / だくりゅう / なみのり,アクアブレイク / じならし,クイックターン / ねっさのだいち,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
133,ポチエナ,ポチエナ → グラエナ,あく,通常生態,未収録・追加対象,物理アタッカー,かみつく / ちょうはつ / はたきおとす,バークアウト,はたきおとす,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
134,ジグザグマ,ジグザグマ → マッスグマ → タチフサグマ,あく / ノーマル,通常生態,未収録・追加対象,物理アタッカー,ずつき / アンコール / のしかかり / はたきおとす / ちょうはつ / すてみタックル,まもる / バークアウト,てだすけ / はたきおとす,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
135,ケムッソ,ケムッソ → カラサリス → マユルド → アゲハント → ドクケイル,どく / ひこう / むし,通常生態,未収録・追加対象,物理寄り,むしくい / ねばねばネット / メガホーン / ブレイブバード / おいかぜ / ダストシュート / どくどく,とんぼがえり / アクロバット / ベノムショック,むしくい / おいかぜ / ダストシュート,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
136,ハスボー,ハスボー → ハスブレロ → ルンパッパ,くさ / みず,通常生態,未収録・追加対象,特殊寄り,みずのはどう / あまごい / メガドレイン / やどりぎのタネ / なみのり / ギガドレイン / ハイドロポンプ / エナジーボール,アクアブレイク / くさむすび,クイックターン / グラススライダー,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
137,タネボー,タネボー → コノハナ → ダーテング,あく / くさ,通常生態,未収録・追加対象,両刀・可変,メガドレイン / やどりぎのタネ / タネばくだん / ギガドレイン / つじぎり / あくのはどう,くさむすび / バークアウト,グラススライダー / はたきおとす,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
138,スバメ,スバメ → オオスバメ,ひこう / ノーマル,通常生態,既存（トーホク図鑑010）; 既存（トーホク図鑑011）,物理寄り,ずつき / アンコール / つばさでうつ / おいかぜ / すてみタックル / ブレイブバード,まもる / アクロバット,てだすけ / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
139,キャモメ,キャモメ → ペリッパー,ひこう / みず,通常生態,未収録・追加対象,両刀・可変,アクアジェット / みずのはどう / つばさでうつ / かぜおこし / アクアブレイク / なみのり / あまごい / ドリルくちばし,アクアブレイク / アクロバット,クイックターン / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
140,ラルトス,ラルトス → キルリア → サーナイト → エルレイド,かくとう / エスパー / フェアリー,通常生態,既存（トーホク図鑑300）; 既存（トーホク図鑑301）; 既存（トーホク図鑑302）; 既存（トーホク図鑑303）,物理アタッカー,ねんりき / めいそう / ようせいのかぜ / あまえる / サイコショック / ムーンフォース / サイコファング / インファイト,サイコショック / マジカルシャイン / ドレインパンチ,トリック / ミストバースト / コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
141,アメタマ,アメタマ → アメモース,ひこう / みず / むし,通常生態,未収録・追加対象,物理寄り,むしくい / ねばねばネット / アクアジェット / あまごい / メガホーン / ブレイブバード / おいかぜ,とんぼがえり / アクアブレイク / アクロバット,むしくい / クイックターン / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
142,キノココ,キノココ → キノガッサ,かくとう / くさ,通常生態,既存（トーホク図鑑249）; 既存（トーホク図鑑250）,物理アタッカー,メガドレイン / やどりぎのタネ / リーフブレード / インファイト / ビルドアップ,くさむすび / ドレインパンチ,グラススライダー / コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
143,ナマケロ,ナマケロ → ヤルキモノ → ケッキング,ノーマル,通常生態,未収録・追加対象,物理アタッカー,ずつき / アンコール / のしかかり / すてみタックル,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
144,ツチニン,ツチニン → テッカニン → ヌケニン,じめん / ひこう / むし / ゴースト,人工・無機物,既存（トーホク図鑑290）; 既存（トーホク図鑑291）; 既存（トーホク図鑑292）,両刀・可変,むしくい / ねばねばネット / どろかけ / すなあらし / シザークロス / ドリルくちばし / おいかぜ / むしのさざめき,とんぼがえり / じならし / アクロバット / シャドークロー,むしくい / ねっさのだいち / おいかぜ / ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
145,ゴニョニョ,ゴニョニョ → ドゴーム → バクオング,ノーマル,通常生態,既存（トーホク図鑑228）; 既存（トーホク図鑑229）; 既存（トーホク図鑑230）,物理寄り,ずつき / アンコール / のしかかり / すてみタックル,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
146,マクノシタ,マクノシタ → ハリテヤマ,かくとう,通常生態,未収録・追加対象,物理アタッカー,いわくだき / ビルドアップ / インファイト,ドレインパンチ,コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
147,ノズパス,ノズパス → ダイノーズ,いわ / はがね,通常生態,未収録・追加対象,特殊アタッカー,いわおとし / ステルスロック / メテオビーム / てっていこうせん / てっぺき,ステルスロック / ラスターカノン,メテオビーム / アイアンヘッド,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
148,エネコ,エネコ → エネコロロ,ノーマル,通常生態,未収録・追加対象,物理寄り,ずつき / アンコール / すてみタックル,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
149,ヤミラミ,ヤミラミ,あく / ゴースト,通常生態,既存（トーホク図鑑253）,耐久・補助,かみつく / バークアウト / かげうち / おどろかす,バークアウト / シャドークロー,はたきおとす / ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
150,クチート,クチート,はがね / フェアリー,通常生態,既存（トーホク図鑑255）,耐久・補助,メタルクロー / ミラーショット / ほしがる / ようせいのかぜ,ラスターカノン / マジカルシャイン,アイアンヘッド / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
151,ココドラ,ココドラ → コドラ → ボスゴドラ,いわ / はがね,通常生態,未収録・追加対象,物理アタッカー,メタルクロー / てっぺき / いわおとし / ステルスロック / アイアンヘッド / いわなだれ / ヘビーボンバー / ストーンエッジ,ラスターカノン / ステルスロック,アイアンヘッド / メテオビーム,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
152,アサナン,アサナン → チャーレム,かくとう / エスパー,通常生態,未収録・追加対象,補助寄り両刀,いわくだき / しんくうは / サイコカッター / ねんりき / はどうだん / ビルドアップ / みきり / サイコキネシス,ドレインパンチ / サイコショック,コーチング / トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
153,ラクライ,ラクライ → ライボルト,でんき,通常生態,未収録・追加対象,特殊アタッカー,でんきショック / でんじは / かみなり,ボルトチェンジ,エレキネット,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
154,プラスル,プラスル,でんき,通常生態,未収録・追加対象,耐久・補助,スパーク / でんきショック,ボルトチェンジ,エレキネット,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
155,マイナン,マイナン,でんき,通常生態,未収録・追加対象,耐久・補助,スパーク / でんきショック,ボルトチェンジ,エレキネット,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
156,バルビート,バルビート,むし,通常生態,未収録・追加対象,耐久・補助,むしくい / むしのていこう,とんぼがえり,むしくい,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
157,イルミーゼ,イルミーゼ,むし,通常生態,未収録・追加対象,耐久・補助,むしくい / むしのていこう,とんぼがえり,むしくい,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
158,スボミー,スボミー → ロゼリア → ロズレイド,くさ / どく,ベビィ含有,未収録・追加対象,特殊アタッカー,ギガドレイン / やどりぎのタネ / ヘドロばくだん / どくどく / メガドレイン / アシッドボム / エナジーボール / ヘドロウェーブ,くさむすび / ベノムショック,グラススライダー / ダストシュート,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
159,ゴクリン,ゴクリン → マルノーム,どく,通常生態,未収録・追加対象,補助寄り両刀,どくばり / アシッドボム / ヘドロばくだん / どくどく / どくびし,ベノムショック,ダストシュート,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
160,キバニア,キバニア → サメハダー,あく / みず,通常生態,未収録・追加対象,物理アタッカー,アクアジェット / あまごい / かみつく / ちょうはつ / たきのぼり / はたきおとす,アクアブレイク / バークアウト,クイックターン / はたきおとす,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
161,ホエルコ,ホエルコ → ホエルオー,みず,通常生態,未収録・追加対象,両刀・可変,アクアジェット / みずのはどう / アクアブレイク / なみのり / あまごい,アクアブレイク,クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
162,ドンメル,ドンメル → バクーダ,じめん / ほのお,通常生態,未収録・追加対象,両刀・可変,ほのおのキバ / ひのこ / どろかけ / マッドショット / ニトロチャージ / かえんほうしゃ / おにび / じならし,かえんほうしゃ / じならし,ねっぷう / ねっさのだいち,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
163,コータス,コータス,ほのお,通常生態,既存（トーホク図鑑361）,特殊寄り,ひのこ / おにび,かえんほうしゃ,ねっぷう,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
164,バネブー,バネブー → ブーピッグ,エスパー,通常生態,未収録・追加対象,特殊アタッカー,ねんりき / めいそう / サイコショック,サイコショック,トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
165,パッチール,パッチール,ノーマル,通常生態,既存（トーホク図鑑327）,耐久・補助,ずつき / スピードスター,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
166,ナックラー,ナックラー → ビブラーバ → フライゴン,じめん / ドラゴン,通常生態,未収録・追加対象,両刀・可変,どろかけ / すなあらし / じならし / ドラゴンクロー / りゅうのまい / だいちのちから,じならし / ワイドブレイカー,ねっさのだいち / りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
167,サボネア,サボネア → ノクタス,あく / くさ,通常生態,既存（トーホク図鑑343）; 既存（トーホク図鑑344）,物理アタッカー,メガドレイン / やどりぎのタネ / リーフブレード / はたきおとす / ちょうはつ,くさむすび / バークアウト,グラススライダー / はたきおとす,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
168,チルット,チルット → チルタリス,ひこう / ドラゴン / ノーマル,通常生態,未収録・追加対象,両刀・可変,ずつき / アンコール / つばさでうつ / おいかぜ / ドラゴンクロー / りゅうのはどう / りゅうのまい / ドリルくちばし,まもる / アクロバット / ワイドブレイカー,てだすけ / おいかぜ / りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
169,ザングース,ザングース,ノーマル,通常生態,未収録・追加対象,物理アタッカー,ずつき / アンコール,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
170,ハブネーク,ハブネーク,どく,通常生態,未収録・追加対象,物理アタッカー,どくばり / どくどく,ベノムショック,ダストシュート,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
171,ルナトーン,ルナトーン,いわ / エスパー,人工・無機物,既存（トーホク図鑑204）,特殊アタッカー,げんしのちから / ステルスロック / ねんりき / めいそう,ステルスロック / サイコショック,メテオビーム / トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
