scope,species_key,name,types,role,stage,tohoku_planned_level,kanto_planned_level,recommended_move1,recommended_move2,recommended_move3,recommended_move4,safety_checks
公式,211,ハリーセン,みず／どく,補助寄り両刀,基礎形,Lv.19～25,Lv.85～90,アクアジェット,みずのはどう,どくばり,アシッドボム,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,212,ハッサム,むし／はがね,物理アタッカー,中間進化,Lv.38～48／殿堂入り後Lv.55～70,Lv.85～94,シザークロス,アイアンヘッド,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,213,ツボツボ,むし／いわ,耐久・補助,基礎形,既存値,Lv.71～75,むしくい,むしのていこう,いわおとし,げんしのちから,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,214,ヘラクロス,むし／かくとう,物理アタッカー,基礎形,Lv.10～14,Lv.69～73,むしくい,いわくだき,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,215,ニューラ,あく／こおり,物理アタッカー,基礎形,Lv.36～46／殿堂入り後Lv.58～72,Lv.88～96,かみつく,こおりのつぶて,ちょうはつ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,216,ヒメグマ,ノーマル,物理寄り,基礎形,Lv.2～5,Lv.72～77,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,217,リングマ,ノーマル,物理アタッカー,中間進化,Lv.2～5,Lv.72～77,のしかかり,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,218,マグマッグ,ほのお,特殊寄り,基礎形,Lv.30～40／殿堂入り後Lv.55～70,Lv.89～94,ひのこ,おにび,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,219,マグカルゴ,ほのお／いわ,両刀・可変,進化先／最終形,Lv.30～40／殿堂入り後Lv.55～70,Lv.89～94,ニトロチャージ,かえんほうしゃ,いわなだれ,パワージェム,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,220,ウリムー,こおり／じめん,両刀・可変,基礎形,既存値,Lv.88～96,こおりのつぶて,こごえるかぜ,どろかけ,マッドショット,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,221,イノムー,こおり／じめん,両刀・可変,中間進化,既存値,Lv.88～96,アイススピナー,れいとうビーム,じならし,だいちのちから,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,222,サニーゴ,みず／いわ,物理寄り,基礎形,Lv.21～27,Lv.89～94,アクアジェット,いわおとし,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,223,テッポウオ,みず,両刀・可変,基礎形,既存値,Lv.85～90,アクアジェット,みずのはどう,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,224,オクタン,みず,両刀・可変,進化先／最終形,既存値,Lv.85～90,アクアブレイク,なみのり,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,225,デリバード,こおり／ひこう,特殊寄り,基礎形,既存値,Lv.88～93,こごえるかぜ,かぜおこし,ゆきげしき,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,226,マンタイン,みず／ひこう,両刀・可変,進化先／最終形,Lv.19～25,Lv.76～82,アクアブレイク,なみのり,ドリルくちばし,エアスラッシュ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,227,エアームド,はがね／ひこう,物理寄り,基礎形,既存値,Lv.76～82,メタルクロー,つばさでうつ,てっぺき,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,228,デルビル,あく／ほのお,両刀・可変,基礎形,既存値,Lv.91～98,かみつく,バークアウト,ほのおのキバ,ひのこ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,229,ヘルガー,あく／ほのお,特殊アタッカー,進化先／最終形,既存値,Lv.91～98,あくのはどう,かえんほうしゃ,ちょうはつ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,230,キングドラ,みず／ドラゴン,特殊アタッカー,進化先／最終形,Lv.27～33,Lv.87～92,なみのり,りゅうのはどう,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,231,ゴマゾウ,じめん,物理寄り,基礎形,Lv.36～46／殿堂入り後Lv.58～72,Lv.80～87,どろかけ,すなあらし,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,232,ドンファン,じめん,物理アタッカー,進化先／最終形,Lv.36～46／殿堂入り後Lv.58～72,Lv.80～87,じならし,すなあらし,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,233,ポリゴン２,ノーマル,特殊アタッカー,中間進化,既存値,Lv.90～97（異常遭遇）,ハイパーボイス,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,234,オドシシ,ノーマル,物理寄り,基礎形,Lv.12～17,Lv.81～86,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,235,ドーブル,ノーマル,耐久・補助,基礎形,Lv.12～17,Lv.84～90,ずつき,スピードスター,アンコール,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,236,バルキー,かくとう,物理寄り,基礎形,既存値,Lv.78～84,いわくだき,ビルドアップ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,237,カポエラー,かくとう,物理寄り,進化先／最終形,既存値,Lv.78～84,かわらわり,ビルドアップ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,238,ムチュール,こおり／エスパー,特殊寄り,基礎形,既存値,Lv.88～96,こごえるかぜ,ねんりき,ゆきげしき,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,239,エレキッド,でんき,特殊寄り,基礎形,既存値,Lv.82～94,でんきショック,でんじは,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,240,ブビィ,ほのお,特殊寄り,基礎形,既存値,Lv.91～98,ひのこ,おにび,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,241,ミルタンク,ノーマル,物理寄り,基礎形,既存値,Lv.74～79,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,242,ハピナス,ノーマル,耐久・補助,進化先／最終形,既存値,Lv.85～94,のしかかり,ハイパーボイス,アンコール,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,243,ライコウ,でんき,特殊寄り,基礎形,Lv.70,イベント別,でんきショック,でんじは,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,244,エンテイ,ほのお,特殊寄り,基礎形,Lv.70,イベント別,ひのこ,おにび,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,245,スイクン,みず,両刀・可変,基礎形,Lv.70,イベント別,アクアジェット,みずのはどう,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,246,ヨーギラス,いわ／じめん,物理寄り,基礎形,既存値,Lv.94～100,いわおとし,どろかけ,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,247,サナギラス,いわ／じめん,物理寄り,中間進化,既存値,Lv.94～100,いわなだれ,じならし,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,248,バンギラス,いわ／あく,両刀・可変,進化先／最終形,既存値,Lv.94～100,いわなだれ,パワージェム,つじぎり,あくのはどう,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,249,ルギア,エスパー／ひこう,特殊寄り,基礎形,Lv.70,イベント別,ねんりき,かぜおこし,めいそう,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,250,ホウオウ,ほのお／ひこう,特殊アタッカー,基礎形,Lv.70,イベント別,ひのこ,かぜおこし,おにび,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,251,セレビィ,エスパー／くさ,特殊アタッカー,基礎形,Lv.80,イベント別,ねんりき,メガドレイン,めいそう,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,252,キモリ,くさ,特殊寄り,基礎形,Lv.5,Lv.5,メガドレイン,やどりぎのタネ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,253,ジュプトル,くさ,特殊寄り,中間進化,Lv.5,Lv.5,ギガドレイン,やどりぎのタネ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,254,ジュカイン,くさ,物理アタッカー,進化先／最終形,Lv.5,Lv.5,タネばくだん,やどりぎのタネ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,255,アチャモ,ほのお,特殊寄り,基礎形,Lv.5,Lv.5,ひのこ,おにび,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,256,ワカシャモ,ほのお／かくとう,両刀・可変,中間進化,Lv.5,Lv.5,ニトロチャージ,かえんほうしゃ,かわらわり,はどうだん,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,257,バシャーモ,ほのお／かくとう,両刀・可変,進化先／最終形,Lv.5,Lv.5,ニトロチャージ,かえんほうしゃ,かわらわり,はどうだん,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,258,ミズゴロウ,みず,両刀・可変,基礎形,Lv.5,Lv.5,アクアジェット,みずのはどう,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,259,ヌマクロー,みず／じめん,物理寄り,中間進化,Lv.5,Lv.5,アクアブレイク,じならし,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,260,ラグラージ,みず／じめん,両刀・可変,進化先／最終形,Lv.5,Lv.5,アクアブレイク,なみのり,じならし,だいちのちから,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,261,ポチエナ,あく,物理寄り,基礎形,Lv.44～57／殿堂入り後Lv.65～80,Lv.79～84,かみつく,ちょうはつ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,262,グラエナ,あく,物理アタッカー,進化先／最終形,Lv.44～57／殿堂入り後Lv.65～80,Lv.79～84,つじぎり,ちょうはつ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,263,ジグザグマ,ノーマル,物理寄り,基礎形,Lv.12～17,Lv.81～86,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,264,マッスグマ,ノーマル,物理寄り,中間進化,Lv.12～17,Lv.81～86,のしかかり,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,265,ケムッソ,むし,物理寄り,基礎形,Lv.3～6,Lv.74～79,むしくい,ねばねばネット,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,266,カラサリス,むし,物理寄り,進化先／最終形,Lv.3～6,Lv.74～79,シザークロス,ねばねばネット,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,267,アゲハント,むし／ひこう,物理寄り,進化先／最終形,Lv.3～6,Lv.74～79,シザークロス,ドリルくちばし,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,268,マユルド,むし,物理寄り,進化先／最終形,Lv.3～6,Lv.74～79,シザークロス,ねばねばネット,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,269,ドクケイル,むし／どく,物理寄り,進化先／最終形,Lv.3～6,Lv.74～79,シザークロス,どくづき,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,270,ハスボー,みず／くさ,特殊寄り,基礎形,Lv.19～25,Lv.85～90,みずのはどう,メガドレイン,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,271,ハスブレロ,みず／くさ,特殊寄り,中間進化,Lv.19～25,Lv.85～90,なみのり,ギガドレイン,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,272,ルンパッパ,みず／くさ,特殊寄り,進化先／最終形,Lv.19～25,Lv.85～90,なみのり,ギガドレイン,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,273,タネボー,くさ,特殊寄り,基礎形,Lv.38～48／殿堂入り後Lv.50～65,Lv.70～76,メガドレイン,やどりぎのタネ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,274,コノハナ,くさ／あく,両刀・可変,中間進化,Lv.38～48／殿堂入り後Lv.50～65,Lv.70～76,タネばくだん,ギガドレイン,つじぎり,あくのはどう,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,275,ダーテング,くさ／あく,両刀・可変,進化先／最終形,Lv.38～48／殿堂入り後Lv.50～65,Lv.70～76,タネばくだん,ギガドレイン,つじぎり,あくのはどう,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,276,スバメ,ノーマル／ひこう,物理寄り,基礎形,既存値,Lv.74～79,ずつき,つばさでうつ,アンコール,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,277,オオスバメ,ノーマル／ひこう,物理寄り,進化先／最終形,既存値,Lv.74～79,のしかかり,ドリルくちばし,アンコール,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,278,キャモメ,みず／ひこう,両刀・可変,基礎形,Lv.17～23,Lv.75～80,アクアジェット,みずのはどう,つばさでうつ,かぜおこし,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,279,ペリッパー,みず／ひこう,両刀・可変,進化先／最終形,Lv.17～23,Lv.75～80,アクアブレイク,なみのり,ドリルくちばし,エアスラッシュ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,280,ラルトス,エスパー／フェアリー,特殊寄り,基礎形,既存値,Lv.92～98,ねんりき,ようせいのかぜ,めいそう,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,281,キルリア,エスパー／フェアリー,特殊寄り,進化先／最終形,既存値,Lv.92～98,サイコキネシス,マジカルシャイン,めいそう,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,282,サーナイト,エスパー／フェアリー,特殊アタッカー,進化先／最終形,既存値,Lv.92～98,サイコキネシス,マジカルシャイン,めいそう,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,283,アメタマ,むし／みず,物理寄り,基礎形,Lv.19～25,Lv.85～90,むしくい,アクアジェット,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,284,アメモース,むし／ひこう,物理寄り,進化先／最終形,Lv.19～25,Lv.85～90,シザークロス,ドリルくちばし,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,285,キノココ,くさ,特殊寄り,基礎形,既存値,Lv.69～73,メガドレイン,やどりぎのタネ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,286,キノガッサ,くさ／かくとう,物理アタッカー,進化先／最終形,既存値,Lv.69～73,タネばくだん,かわらわり,やどりぎのタネ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,287,ナマケロ,ノーマル,物理寄り,基礎形,Lv.5～9,Lv.84～90,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,288,ヤルキモノ,ノーマル,物理寄り,中間進化,Lv.5～9,Lv.84～90,のしかかり,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,289,ケッキング,ノーマル,物理アタッカー,進化先／最終形,Lv.5～9,Lv.84～90,のしかかり,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,290,ツチニン,むし／じめん,物理寄り,基礎形,既存値,Lv.71～75,むしくい,どろかけ,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,291,テッカニン,むし／ひこう,物理寄り,中間進化,既存値,Lv.71～75,シザークロス,ドリルくちばし,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,292,ヌケニン,むし／ゴースト,両刀・可変,進化先／最終形,既存値,Lv.71～75,シザークロス,むしのさざめき,シャドークロー,たたりめ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,293,ゴニョニョ,ノーマル,物理寄り,基礎形,既存値,Lv.74～79,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,294,ドゴーム,ノーマル,物理寄り,中間進化,既存値,Lv.74～79,のしかかり,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,295,バクオング,ノーマル,物理寄り,進化先／最終形,既存値,Lv.74～79,のしかかり,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,296,マクノシタ,かくとう,物理寄り,基礎形,Lv.31～38,Lv.94～100,いわくだき,ビルドアップ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,297,ハリテヤマ,かくとう,物理アタッカー,進化先／最終形,Lv.31～38,Lv.94～100,かわらわり,ビルドアップ,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,298,ルリリ,ノーマル／フェアリー,補助寄り両刀,基礎形,Lv.19～25,Lv.85～90,ずつき,スピードスター,ほしがる,ようせいのかぜ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,299,ノズパス,いわ,物理寄り,基礎形,Lv.36～46／殿堂入り後Lv.58～72,Lv.80～87,いわおとし,ステルスロック,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,300,エネコ,ノーマル,物理寄り,基礎形,Lv.2～5,Lv.74～79,ずつき,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,301,エネコロロ,ノーマル,物理寄り,進化先／最終形,Lv.2～5,Lv.74～79,のしかかり,アンコール,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,302,ヤミラミ,あく／ゴースト,耐久・補助,基礎形,既存値,Lv.82～90,かみつく,バークアウト,かげうち,おどろかす,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,303,クチート,はがね／フェアリー,耐久・補助,基礎形,既存値,Lv.94～100,メタルクロー,ミラーショット,ほしがる,ようせいのかぜ,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,304,ココドラ,はがね／いわ,物理寄り,基礎形,Lv.36～46／殿堂入り後Lv.58～72,Lv.80～87,メタルクロー,いわおとし,てっぺき,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,305,コドラ,はがね／いわ,物理寄り,中間進化,Lv.36～46／殿堂入り後Lv.58～72,Lv.80～87,アイアンヘッド,いわなだれ,てっぺき,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,306,ボスゴドラ,はがね／いわ,物理アタッカー,進化先／最終形,Lv.36～46／殿堂入り後Lv.58～72,Lv.80～87,アイアンヘッド,いわなだれ,てっぺき,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,307,アサナン,かくとう／エスパー,補助寄り両刀,基礎形,Lv.44～54／殿堂入り後Lv.60～75,Lv.92～98,いわくだき,しんくうは,サイコカッター,ねんりき,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,308,チャーレム,かくとう／エスパー,補助寄り両刀,進化先／最終形,Lv.44～54／殿堂入り後Lv.60～75,Lv.92～98,かわらわり,はどうだん,しねんのずつき,サイコキネシス,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,309,ラクライ,でんき,特殊寄り,基礎形,Lv.30～40／殿堂入り後Lv.55～70,Lv.78～84,でんきショック,でんじは,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,310,ライボルト,でんき,特殊アタッカー,進化先／最終形,Lv.30～40／殿堂入り後Lv.55～70,Lv.78～84,10まんボルト,でんじは,まもる,たいあたり,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,311,プラスル,でんき,耐久・補助,基礎形,Lv.30～40／殿堂入り後Lv.55～70,Lv.78～84,スパーク,でんきショック,でんじは,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,312,マイナン,でんき,耐久・補助,基礎形,Lv.30～40／殿堂入り後Lv.55～70,Lv.82～94,スパーク,でんきショック,でんじは,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,313,バルビート,むし,耐久・補助,基礎形,Lv.38～48／殿堂入り後Lv.55～70,Lv.85～94,むしくい,むしのていこう,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,314,イルミーゼ,むし,耐久・補助,基礎形,Lv.38～48／殿堂入り後Lv.55～70,Lv.85～94,むしくい,むしのていこう,ねばねばネット,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,315,ロゼリア,くさ／どく,特殊寄り,中間進化,Lv.9～13,Lv.82～90,ギガドレイン,ヘドロばくだん,やどりぎのタネ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,316,ゴクリン,どく,補助寄り両刀,基礎形,Lv.20～30,Lv.83～88,どくばり,アシッドボム,どくどく,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,317,マルノーム,どく,補助寄り両刀,進化先／最終形,Lv.20～30,Lv.83～88,どくづき,ヘドロばくだん,どくどく,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,318,キバニア,みず／あく,物理寄り,基礎形,Lv.19～25,Lv.82～87,アクアジェット,かみつく,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
