symbol_key,kind,owner,resolution_source,release_requirement,status,notes
ACQ_HOST_SCRIPT_HOST_TRADE_EMULATOR,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_MOVE_TUTOR,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_LEGACY_ARCHIVE,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_ANCIENT_GIANTS,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_WEATHER_RESONANCE,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,EXCLUDED_FROM_RELEASE,RESERVED_UNUSED_HOST,
ACQ_HOST_SCRIPT_HOST_LAKE_RIFT,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_SWORDS,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_KALOS_BALANCE,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_KITAKAMI_MASK,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_ALOLA_LIGHT,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_ULTRA_BREACH,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_GALAR_CROWN,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_RUINOUS_SEALS,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_FUTURE_CORE,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_AREA_ZERO,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_FINAL_CREATION,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_HOENN_SPACE,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_JOHTO_TIME,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_MISC_NATURE,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_ICONIC_ZAPDOS,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_ICONIC_ARTICUNO,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
ACQ_HOST_SCRIPT_HOST_ICONIC_MEWTWO,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,READY_TO_SERIALIZE,READY_TO_SERIALIZE,
HOST_TOHOKU_LEGACY_EVENT_AUDIT,SCRIPT_KEY,map script serializer,existing symbol/linker resolver,PHYSICAL_COORD_AUDIT_REQUIRED,PHYSICAL_COORD_AUDIT_REQUIRED,
SHARED_CAPTURE_KEY_NATIONAL_0144,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0145,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0146,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0150,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0151,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0243,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0244,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0245,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0249,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0250,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0251,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0377,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0378,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0379,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0380,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0381,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0382,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0383,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0384,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0385,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0386,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0480,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0481,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0482,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0483,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0484,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0485,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0486,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0487,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0488,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0489,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0490,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0491,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0492,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0493,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0494,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0638,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0639,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0640,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0641,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0642,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0643,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0644,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0645,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0646,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0647,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0648,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0649,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0716,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0717,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0718,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0719,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0720,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0721,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0772,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0773,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0785,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0786,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0787,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0788,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0789,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0790,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0791,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0792,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0793,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0794,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0795,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0796,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0797,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0798,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0799,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0800,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0801,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0802,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0803,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0804,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0805,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0806,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0807,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0808,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0809,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0888,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0889,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0890,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0891,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0892,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0893,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0894,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0895,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0896,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0897,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0898,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0905,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0984,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0985,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0986,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0987,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0988,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0989,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0990,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0991,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0992,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0993,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0994,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_0995,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1001,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1002,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1003,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1004,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1005,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1006,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1007,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1008,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1009,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1010,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1014,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1015,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1016,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1017,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1020,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1021,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1022,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1023,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1024,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
SHARED_CAPTURE_KEY_NATIONAL_1025,LEDGER_KEY,acquisition save ledger,generated bit index,same key across regions,READY_TO_INTEGRATE,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0138,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0140,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0347,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0408,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0410,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0564,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0566,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0696,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0698,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0880,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0881,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0882,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_FOSSIL_NATIONAL_0883,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_VEGA_FOSSIL_0121,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_VEGA_FOSSIL_0388,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
ITEM_KEY_ACQ_VEGA_FOSSIL_0390,ITEM_KEY_REQUEST,item allocator,existing item manifest or new allocator request,no numeric ID in CSV/source,SYMBOL_ALLOCATION_REQUIRED,
