form_id_source,source_scope,pokemon_id_source,species_national_no,species_name,pokemon_identifier,form_identifier,japanese_form_name,class,battle_only,mega,acquisition_policy,integration_method,storage_policy,dex_policy,verification
PokeAPI:10305,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,665,665,コフーライ,spewpa,ocean,識別名：ocean,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10306,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,665,665,コフーライ,spewpa,jungle,識別名：jungle,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10307,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,665,665,コフーライ,spewpa,fancy,識別名：fancy,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10308,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,665,665,コフーライ,spewpa,poke-ball,識別名：poke-ball,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10086,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,icy-snow,ひょうせつのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10087,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,polar,ゆきぐにのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10088,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,tundra,せつげんのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10089,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,continental,たいりくのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10090,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,garden,ていえんのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10091,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,elegant,みやびなもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10092,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,modern,モダンなもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10093,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,marine,マリンのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10094,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,archipelago,ぐんとうのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10095,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,high-plains,こうやのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10096,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,sandstorm,さじんのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10097,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,river,たいがのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10098,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,monsoon,スコールのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10099,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,savanna,サバンナのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10100,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,sun,たいようのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10101,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,ocean,オーシャンのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10102,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,jungle,ジャングルのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10161,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,fancy,ファンシーなもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10162,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,666,666,ビビヨン,vivillon,poke-ball,ボールのもよう,模様・外見差分,no,no,基礎種と同じ経路,模様・色・アメざい等をFormIdで保存し、種族IDの消費を抑える。能力差があるものだけ例外。,基礎種ID＋FormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10551,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,668,668,カエンジシ,pyroar-male,female,メスのすがた,性別差分,no,no,通常個体に統合,性別フラグでグラフィックのみ変更。能力差がある例だけ独立フォーム処理。,基礎種ID＋性別フラグ,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10103,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,669,669,フラベベ,flabebe,yellow,きいろのはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10104,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,669,669,フラベベ,flabebe,orange,オレンジいろのはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10105,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,669,669,フラベベ,flabebe,blue,あおいはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10106,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,669,669,フラベベ,flabebe,white,しろいはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10107,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,670,670,フラエッテ,floette,yellow,きいろのはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10108,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,670,670,フラエッテ,floette,orange,オレンジいろのはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10109,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,670,670,フラエッテ,floette,blue,あおいはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10110,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,670,670,フラエッテ,floette,white,しろいはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10111,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,671,671,フラージェス,florges,yellow,きいろのはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10112,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,671,671,フラージェス,florges,orange,オレンジいろのはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10113,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,671,671,フラージェス,florges,blue,あおいはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10114,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,671,671,フラージェス,florges,white,しろいはな,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10115,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,676,676,トリミアン,furfrou,heart,ハートカット,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10116,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,676,676,トリミアン,furfrou,star,スターカット,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10117,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,676,676,トリミアン,furfrou,diamond,ダイヤカット,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10118,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,676,676,トリミアン,furfrou,debutante,レディカット,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10119,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,676,676,トリミアン,furfrou,matron,マダムカット,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10120,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,676,676,トリミアン,furfrou,dandy,ジェントルカット,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10121,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,676,676,トリミアン,furfrou,la-reine,クイーンカット,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10122,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,676,676,トリミアン,furfrou,kabuki,カブキカット,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10123,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,676,676,トリミアン,furfrou,pharaoh,キングダムカット,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:716,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,716,716,ゼルネアス,xerneas,active,アクティブモード,戦闘中フォーム,yes,no,別個体として捕獲しない,戦闘エンジンのフォームチェンジで一時変化。戦闘終了時に必ず基礎形へ戻す。,独立内部ID（戦闘専用）,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10232,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,773,773,シルヴァディ,silvally,fighting,タイプ：ファイト,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10233,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,773,773,シルヴァディ,silvally,flying,タイプ：フライング,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10234,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,773,773,シルヴァディ,silvally,poison,タイプ：ポイズン,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10235,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,773,773,シルヴァディ,silvally,ground,タイプ：グラウンド,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10236,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,773,773,シルヴァディ,silvally,rock,タイプ：ロック,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10237,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,773,773,シルヴァディ,silvally,bug,タイプ：バグ,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10238,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,773,773,シルヴァディ,silvally,ghost,タイプ：ゴースト,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10239,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,773,773,シルヴァディ,silvally,steel,タイプ：スチール,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10240,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,773,773,シルヴァディ,silvally,fire,タイプ：ファイヤー,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
PokeAPI:10241,PokeAPI pokemon_id<=10277（Pecharunt／SV DLC相当まで）,773,773,シルヴァディ,silvally,water,タイプ：ウオーター,恒常・条件フォーム,no,no,フォームごとに条件入手,道具、時間帯、天候、特性処理、フォルムチェンジ端末のいずれかで切替。,能力差ありは独立ID、外見差のみFormId,同一全国番号のフォームタブ。外見差分は完成条件外。恒常・能力差フォームは入手済み表示のみ。,DPE-JP species.h／フォームテーブルと名前照合。DPEに独立IDがない外見差分は共有FormId方式。
