id,file_offset_start,file_offset_end_inclusive,gba_address_start,gba_address_end_inclusive,length,area,severity,vega_ips_output_hex,factory_ups_xor_hex,resolution,note
122,0x000C8F6C,0x000C8F6E,0x080C8F6C,0x080C8F6E,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
123,0x000C8FDC,0x000C8FDE,0x080C8FDC,0x080C8FDE,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
124,0x000C9110,0x000C9112,0x080C9110,0x080C9112,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
125,0x000C9138,0x000C913A,0x080C9138,0x080C913A,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
126,0x000C9288,0x000C928A,0x080C9288,0x080C928A,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
127,0x000C95F0,0x000C95F2,0x080C95F0,0x080C95F2,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
128,0x000C9B00,0x000C9B02,0x080C9B00,0x080C9B02,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
129,0x000C9B4C,0x000C9B4E,0x080C9B4C,0x080C9B4E,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
130,0x000C9DB0,0x000C9DB2,0x080C9DB0,0x080C9DB2,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
131,0x000C9E98,0x000C9E9A,0x080C9E98,0x080C9E9A,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
132,0x000CA108,0x000CA10A,0x080CA108,0x080CA10A,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
133,0x000CA180,0x000CA182,0x080CA180,0x080CA182,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
134,0x000CA20C,0x000CA20E,0x080CA20C,0x080CA20E,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
135,0x000CA260,0x000CA262,0x080CA260,0x080CA262,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
136,0x000CA638,0x000CA63A,0x080CA638,0x080CA63A,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
137,0x000CA664,0x000CA666,0x080CA664,0x080CA666,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
138,0x000CA690,0x000CA692,0x080CA690,0x080CA692,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
139,0x000CDA88,0x000CDA8A,0x080CDA88,0x080CDA8A,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
140,0x000D86F0,0x000D86F2,0x080D86F0,0x080D86F2,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
141,0x000D8EF0,0x000D8EF2,0x080D8EF0,0x080D8EF2,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
142,0x000D9554,0x000D9556,0x080D9554,0x080D9556,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
143,0x000E5E1C,0x000E5E1E,0x080E5E1C,0x080E5E1E,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
144,0x000E61A8,0x000E61AA,0x080E61A8,0x080E61AA,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
145,0x000E6330,0x000E6332,0x080E6330,0x080E6332,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
146,0x000E637C,0x000E637E,0x080E637C,0x080E637E,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
147,0x000E63EC,0x000E63F2,0x080E63EC,0x080E63F2,7,core-engine/hook-area,critical,B0CBE008B0E3E0,BC683001B89641,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes; 0x08E0E3B0: Vega table immediately following the 512-entry move data table
148,0x0010E48C,0x0010E48E,0x0810E48C,0x0810E48E,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
149,0x00114C10,0x00114C12,0x08114C10,0x08114C12,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
150,0x0011CDE4,0x0011CDE6,0x0811CDE4,0x0811CDE6,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
151,0x0011CF1C,0x0011CF1E,0x0811CF1C,0x0811CF1E,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
152,0x0012601C,0x0012601E,0x0812601C,0x0812601E,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
153,0x001262A4,0x001262A6,0x081262A4,0x081262A6,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
154,0x00126378,0x0012637A,0x08126378,0x0812637A,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
155,0x00126530,0x00126532,0x08126530,0x08126532,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
156,0x00126628,0x0012662A,0x08126628,0x0812662A,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
157,0x00126940,0x00126942,0x08126940,0x08126942,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
158,0x001269B4,0x001269B6,0x081269B4,0x081269B6,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
159,0x00126A70,0x00126A72,0x08126A70,0x08126A72,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
160,0x00126B40,0x00126B42,0x08126B40,0x08126B42,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
161,0x00126BC0,0x00126BC2,0x08126BC0,0x08126BC2,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
162,0x00127130,0x00127132,0x08127130,0x08127132,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
163,0x001271BC,0x001271BE,0x081271BC,0x081271BE,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
164,0x0012779C,0x0012779E,0x0812779C,0x0812779E,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
165,0x00132608,0x0013260A,0x08132608,0x0813260A,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
166,0x00133CC4,0x00133CC6,0x08133CC4,0x08133CC6,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
167,0x00133D14,0x00133D16,0x08133D14,0x08133D16,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
168,0x00133D98,0x00133D9A,0x08133D98,0x08133D9A,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
169,0x00133EDC,0x00133EDE,0x08133EDC,0x08133EDE,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
170,0x00134064,0x00134066,0x08134064,0x08134066,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
171,0x00137130,0x00137132,0x08137130,0x08137132,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
172,0x0013713C,0x0013713E,0x0813713C,0x0813713E,3,core-engine/hook-area,critical,B0BBE0,8CC62E,PORT,0x08E0BBB0: Vega move-name table; 0x1000 bytes to 0x08E0CBB0 = 512 entries x 8 bytes
173,0x00137244,0x00137246,0x08137244,0x08137246,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
174,0x00137290,0x00137292,0x08137290,0x08137292,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
175,0x00137B54,0x00137B56,0x08137B54,0x08137B56,3,core-engine/hook-area,critical,B0CBE0,BC6830,PORT,0x08E0CBB0: Vega move data table; 0x1800 bytes to 0x08E0E3B0 = 512 entries x 12 bytes
176,0x001383A4,0x001383A6,0x081383A4,0x081383A6,3,core-engine/hook-area,critical,B0E3E0,B89641,PORT,0x08E0E3B0: Vega table immediately following the 512-entry move data table
177,0x001C1085,0x001C1085,0x081C1085,0x081C1085,1,core-engine/hook-area,critical,CC,09,PORT,
178,0x003C4200,0x003C4202,0x083C4200,0x083C4202,3,shared-table/data-area,high,906869,FCDC32,PORT,0x08696890: Vega custom script/data target; exact subsystem unresolved
179,0x003C490C,0x003C490C,0x083C490C,0x083C490C,1,shared-table/data-area,high,FF,0E,PORT,
180,0x003C490E,0x003C490E,0x083C490E,0x083C490E,1,shared-table/data-area,high,FF,46,PORT,
181,0x003C4910,0x003C4910,0x083C4910,0x083C4910,1,shared-table/data-area,high,00,4A,PORT,
182,0x003C4912,0x003C4912,0x083C4912,0x083C4912,1,shared-table/data-area,high,27,6A,PORT,
183,0x003C4914,0x003C4914,0x083C4914,0x083C4914,1,shared-table/data-area,high,71,6B,PORT,
184,0x003C4916,0x003C4916,0x083C4916,0x083C4916,1,shared-table/data-area,high,C0,6C,PORT,
185,0x003C4918,0x003C4918,0x083C4918,0x083C4918,1,shared-table/data-area,high,02,6E,PORT,
186,0x003C491A,0x003C491A,0x083C491A,0x083C491A,1,shared-table/data-area,high,AD,6F,PORT,
187,0x003C491C,0x003C491C,0x083C491C,0x083C491C,1,shared-table/data-area,high,0B,79,PORT,
188,0x003C491E,0x003C491E,0x083C491E,0x083C491E,1,shared-table/data-area,high,05,7B,PORT,
189,0x003C4920,0x003C4920,0x083C4920,0x083C4920,1,shared-table/data-area,high,00,7D,PORT,
190,0x003C4922,0x003C4922,0x083C4922,0x083C4922,1,shared-table/data-area,high,00,94,PORT,
191,0x003C4924,0x003C4924,0x083C4924,0x083C4924,1,shared-table/data-area,high,00,96,PORT,
192,0x003C4926,0x003C4926,0x083C4926,0x083C4926,1,shared-table/data-area,high,05,97,PORT,
193,0x003C4928,0x003C4928,0x083C4928,0x083C4928,1,shared-table/data-area,high,94,9B,PORT,
194,0x003C492A,0x003C492A,0x083C492A,0x083C492A,1,shared-table/data-area,high,3A,9C,PORT,
195,0x003C492C,0x003C492C,0x083C492C,0x083C492C,1,shared-table/data-area,high,02,9F,PORT,
196,0x003C492E,0x003C492E,0x083C492E,0x083C492E,1,shared-table/data-area,high,00,A4,PORT,
197,0x003C4930,0x003C4930,0x083C4930,0x083C4930,1,shared-table/data-area,high,19,AA,PORT,
198,0x003C4932,0x003C4932,0x083C4932,0x083C4932,1,shared-table/data-area,high,00,AD,PORT,
199,0x003C4934,0x003C4934,0x083C4934,0x083C4934,1,shared-table/data-area,high,05,B6,PORT,
200,0x003C4936,0x003C4936,0x083C4936,0x083C4936,1,shared-table/data-area,high,02,BF,PORT,
201,0x003C4938,0x003C4938,0x083C4938,0x083C4938,1,shared-table/data-area,high,94,CB,PORT,
202,0x003C493A,0x003C493A,0x083C493A,0x083C493A,1,shared-table/data-area,high,3A,CD,PORT,
203,0x003C493C,0x003C493C,0x083C493C,0x083C493C,1,shared-table/data-area,high,02,CF,PORT,
204,0x003C493E,0x003C493E,0x083C493E,0x083C493E,1,shared-table/data-area,high,01,D6,PORT,
205,0x003C4940,0x003C4940,0x083C4940,0x083C4940,1,shared-table/data-area,high,05,ED,PORT,
206,0x003C4942,0x003C4942,0x083C4942,0x083C4942,1,shared-table/data-area,high,D9,F4,PORT,
207,0x003C4944,0x003C4944,0x083C4944,0x083C4944,1,shared-table/data-area,high,09,F5,PORT,
208,0x003C4946,0x003C495F,0x083C4946,0x083C495F,26,shared-table/data-area,high,0205000002000000040001000301840908020501000500000006,0A010F01120113011A01250136013C01400149014A014E015401,PORT,
209,0x003C4962,0x003C4962,0x083C4962,0x083C4962,1,shared-table/data-area,high,00,64,PORT,
210,0x003C4964,0x003C4964,0x083C4964,0x083C4964,1,shared-table/data-area,high,94,69,PORT,
211,0x003C4966,0x003C4966,0x083C4966,0x083C4966,1,shared-table/data-area,high,3A,75,PORT,
212,0x003C4968,0x003C4968,0x083C4968,0x083C4968,1,shared-table/data-area,high,02,85,PORT,
213,0x003C496A,0x003C496A,0x083C496A,0x083C496A,1,shared-table/data-area,high,02,AF,PORT,
214,0x003C496C,0x003C496F,0x083C496C,0x083C496F,4,shared-table/data-area,high,02DCF13A,0D015301,PORT,
215,0x003C4972,0x003C4972,0x083C4972,0x083C4972,1,shared-table/data-area,high,04,60,PORT,
216,0x003C4974,0x003C4974,0x083C4974,0x083C4974,1,shared-table/data-area,high,00,61,PORT,
217,0x003C4976,0x003C4976,0x083C4976,0x083C4976,1,shared-table/data-area,high,00,66,PORT,
218,0x003C4978,0x003C4978,0x083C4978,0x083C4978,1,shared-table/data-area,high,00,68,PORT,
219,0x003C497A,0x003C497A,0x083C497A,0x083C497A,1,shared-table/data-area,high,00,8C,PORT,
220,0x003C497C,0x003C497C,0x083C497C,0x083C497C,1,shared-table/data-area,high,74,90,PORT,
221,0x003C497E,0x003C497E,0x083C497E,0x083C497E,1,shared-table/data-area,high,3F,A5,PORT,
222,0x003C4980,0x003C4980,0x083C4980,0x083C4980,1,shared-table/data-area,high,08,B8,PORT,
223,0x003C4982,0x003C4995,0x083C4982,0x083C4995,20,shared-table/data-area,high,FFFFFFFFFFFFFFFFFFFFFFFFFFFF00ED27140217,0C0111011801190129012A012C0139015A015B01,PORT,
224,0x003C4998,0x003C4998,0x083C4998,0x083C4998,1,shared-table/data-area,high,19,01,PORT,
225,0x003C499A,0x003C499A,0x083C499A,0x083C499A,1,shared-table/data-area,high,00,0A,PORT,
226,0x003C499C,0x003C499C,0x083C499C,0x083C499C,1,shared-table/data-area,high,02,0B,PORT,
227,0x003C499E,0x003C499E,0x083C499E,0x083C499E,1,shared-table/data-area,high,EB,11,PORT,
228,0x003C49A0,0x003C49A0,0x083C49A0,0x083C49A0,1,shared-table/data-area,high,08,13,PORT,
229,0x003C49A2,0x003C49A2,0x083C49A2,0x083C49A2,1,shared-table/data-area,high,00,14,PORT,
230,0x003C49A4,0x003C49A4,0x083C49A4,0x083C49A4,1,shared-table/data-area,high,25,15,PORT,
231,0x003C49A6,0x003C49A6,0x083C49A6,0x083C49A6,1,shared-table/data-area,high,09,1E,PORT,
232,0x003C49A8,0x003C49A8,0x083C49A8,0x083C49A8,1,shared-table/data-area,high,02,23,PORT,
233,0x003C49AA,0x003C49AA,0x083C49AA,0x083C49AA,1,shared-table/data-area,high,01,25,PORT,
234,0x003C49AC,0x003C49AC,0x083C49AC,0x083C49AC,1,shared-table/data-area,high,02,27,PORT,
235,0x003C49AE,0x003C49AE,0x083C49AE,0x083C49AE,1,shared-table/data-area,high,00,2B,PORT,
236,0x003C49B0,0x003C49B0,0x083C49B0,0x083C49B0,1,shared-table/data-area,high,0E,2C,PORT,
237,0x003C49B2,0x003C49B2,0x083C49B2,0x083C49B2,1,shared-table/data-area,high,01,2D,PORT,
238,0x003C49B4,0x003C49B4,0x083C49B4,0x083C49B4,1,shared-table/data-area,high,05,2E,PORT,
239,0x003C49B6,0x003C49B6,0x083C49B6,0x083C49B6,1,shared-table/data-area,high,03,2F,PORT,
240,0x003C49B8,0x003C49B8,0x083C49B8,0x083C49B8,1,shared-table/data-area,high,17,40,PORT,
241,0x003C49BA,0x003C49BA,0x083C49BA,0x083C49BA,1,shared-table/data-area,high,FF,47,PORT,
242,0x003C49BC,0x003C49BC,0x083C49BC,0x083C49BC,1,shared-table/data-area,high,FF,51,PORT,
243,0x003C49BE,0x003C49BE,0x083C49BE,0x083C49BE,1,shared-table/data-area,high,FF,59,PORT,
244,0x003C49C0,0x003C49C0,0x083C49C0,0x083C49C0,1,shared-table/data-area,high,00,5A,PORT,
245,0x003C49C2,0x003C49C2,0x083C49C2,0x083C49C2,1,shared-table/data-area,high,27,5B,PORT,
246,0x003C49C4,0x003C49C4,0x083C49C4,0x083C49C4,1,shared-table/data-area,high,71,5C,PORT,
247,0x003C49C6,0x003C49C6,0x083C49C6,0x083C49C6,1,shared-table/data-area,high,C0,67,PORT,
248,0x003C49C8,0x003C49C8,0x083C49C8,0x083C49C8,1,shared-table/data-area,high,02,76,PORT,
249,0x003C49CA,0x003C49CA,0x083C49CA,0x083C49CA,1,shared-table/data-area,high,AD,7A,PORT,
250,0x003C49CC,0x003C49CC,0x083C49CC,0x083C49CC,1,shared-table/data-area,high,0B,80,PORT,
251,0x003C49CE,0x003C49CE,0x083C49CE,0x083C49CE,1,shared-table/data-area,high,05,84,PORT,
252,0x003C49D0,0x003C49D0,0x083C49D0,0x083C49D0,1,shared-table/data-area,high,00,8B,PORT,
253,0x003C49D2,0x003C49D2,0x083C49D2,0x083C49D2,1,shared-table/data-area,high,00,91,PORT,
254,0x003C49D4,0x003C49D4,0x083C49D4,0x083C49D4,1,shared-table/data-area,high,00,A3,PORT,
255,0x003C49D6,0x003C49D6,0x083C49D6,0x083C49D6,1,shared-table/data-area,high,05,A9,PORT,
256,0x003C49D8,0x003C49D8,0x083C49D8,0x083C49D8,1,shared-table/data-area,high,B9,AB,PORT,
257,0x003C49DA,0x003C49DA,0x083C49DA,0x083C49DA,1,shared-table/data-area,high,C0,AE,PORT,
258,0x003C49DC,0x003C49DC,0x083C49DC,0x083C49DC,1,shared-table/data-area,high,21,C1,PORT,
259,0x003C49DE,0x003C49DE,0x083C49DE,0x083C49DE,1,shared-table/data-area,high,0B,CC,PORT,
260,0x003C49E0,0x003C49E0,0x083C49E0,0x083C49E0,1,shared-table/data-area,high,02,D5,PORT,
261,0x003C49E2,0x003C49E2,0x083C49E2,0x083C49E2,1,shared-table/data-area,high,05,F9,PORT,
262,0x003C49E4,0x003C49E4,0x083C49E4,0x083C49E4,1,shared-table/data-area,high,FF,FD,PORT,
263,0x003C49E6,0x003C49E6,0x083C49E6,0x083C49E6,1,shared-table/data-area,high,FF,FF,PORT,
264,0x003C49E9,0x003C49F5,0x083C49E9,0x083C49F5,13,shared-table/data-area,high,FFFFFFFFFFFFFFFFFFFFFFFFFF,010301040110011B0141015701,PORT,
265,0x0042B714,0x0042B717,0x0842B714,0x0842B717,4,shared-table/data-area,high,00012412,5E0B7235,PORT,
266,0x006C7D40,0x006C7D63,0x086C7D40,0x086C7D63,36,occupied-storage/free-space-area,high,020000000000000003230000010000000000000003240000040000000000000003130000,FFF8FFFFFFFFFFFFFFFFFFF7FFFFFFFFFEFFFFFFC78293F7AF8293F7AF8293F7AF8293F7,RELOCATE,
267,0x006C7D90,0x006C7D93,0x086C7D90,0x086C7D93,4,occupied-storage/free-space-area,high,00000000,699B8693,RELOCATE,
268,0x006C7DB8,0x006C7DC3,0x086C7DB8,0x086C7DC3,12,occupied-storage/free-space-area,high,040000000000000000000000,F5FFFDFFFFF7FFFFFFFFFFFF,RELOCATE,
269,0x00777770,0x00777781,0x08777770,0x08777781,18,occupied-storage/free-space-area,high,292CFB5165601A00012E3F2E1500140A2B16,D6E7F6D6E1F6D6D0F7D5F7F6BBBBFFEBFFFD,RELOCATE,
