symbol,source_kind,vega_dex_no,national_no,display_name,protected_old_id,assigned_new_id,graphics_key,cry_key,dex_seen_bit,dex_caught_bit,status,notes
VEGA_FAKEMON_216,Vega protected original,216,,オオイナリ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_216_GFX,VEGA_FAKEMON_216_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_217,Vega protected original,217,,キャンペル,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_217_GFX,VEGA_FAKEMON_217_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_218,Vega protected original,218,,ホムロソク,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_218_GFX,VEGA_FAKEMON_218_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_219,Vega protected original,219,,ガレキダマ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_219_GFX,VEGA_FAKEMON_219_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_220,Vega protected original,220,,ジバクン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_220_GFX,VEGA_FAKEMON_220_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_221,Vega protected original,221,,ワラコゾウ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_221_GFX,VEGA_FAKEMON_221_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_222,Vega protected original,222,,ワラガシラ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_222_GFX,VEGA_FAKEMON_222_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_223,Vega protected official,223,100,ビリリダマ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_223_GFX,VEGA_NATIVE_223_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_224,Vega protected official,224,101,マルマイン,ROM抽出で確定,既存値を固定,VEGA_NATIVE_224_GFX,VEGA_NATIVE_224_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_225,Vega protected original,225,,ドルマイン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_225_GFX,VEGA_FAKEMON_225_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_226,Vega protected official,226,198,ヤミカラス,ROM抽出で確定,既存値を固定,VEGA_NATIVE_226_GFX,VEGA_NATIVE_226_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_227,Vega protected official,227,430,ドンカラス,ROM抽出で確定,既存値を固定,VEGA_NATIVE_227_GFX,VEGA_NATIVE_227_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_228,Vega protected official,228,293,ゴニョニョ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_228_GFX,VEGA_NATIVE_228_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_229,Vega protected official,229,294,ドゴーム,ROM抽出で確定,既存値を固定,VEGA_NATIVE_229_GFX,VEGA_NATIVE_229_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_230,Vega protected official,230,295,バクオング,ROM抽出で確定,既存値を固定,VEGA_NATIVE_230_GFX,VEGA_NATIVE_230_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_231,Vega protected official,231,98,クラブ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_231_GFX,VEGA_NATIVE_231_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_232,Vega protected official,232,99,キングラー,ROM抽出で確定,既存値を固定,VEGA_NATIVE_232_GFX,VEGA_NATIVE_232_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_233,Vega protected original,233,,プカスカ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_233_GFX,VEGA_FAKEMON_233_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_234,Vega protected original,234,,スモーガス,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_234_GFX,VEGA_FAKEMON_234_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_235,Vega protected original,235,,ココロン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_235_GFX,VEGA_FAKEMON_235_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_236,Vega protected original,236,,カモドック,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_236_GFX,VEGA_FAKEMON_236_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_237,Vega protected original,237,,トノッパー,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_237_GFX,VEGA_FAKEMON_237_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_238,Vega protected original,238,,ガルラーダ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_238_GFX,VEGA_FAKEMON_238_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_239,Vega protected original,239,,ハサーガ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_239_GFX,VEGA_FAKEMON_239_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_240,Vega protected original,240,,アメクジ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_240_GFX,VEGA_FAKEMON_240_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_241,Vega protected original,241,,アメリシア,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_241_GFX,VEGA_FAKEMON_241_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_242,Vega protected original,242,,カララン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_242_GFX,VEGA_FAKEMON_242_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_243,Vega protected original,243,,カンカーン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_243_GFX,VEGA_FAKEMON_243_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_244,Vega protected original,244,,クラウン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_244_GFX,VEGA_FAKEMON_244_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_245,Vega protected original,245,,テイルーン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_245_GFX,VEGA_FAKEMON_245_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_246,Vega protected original,246,,モグルトン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_246_GFX,VEGA_FAKEMON_246_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_247,Vega protected official,247,215,ニューラ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_247_GFX,VEGA_NATIVE_247_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_248,Vega protected official,248,461,マニューラ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_248_GFX,VEGA_NATIVE_248_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_249,Vega protected official,249,285,キノココ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_249_GFX,VEGA_NATIVE_249_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_250,Vega protected official,250,286,キノガッサ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_250_GFX,VEGA_NATIVE_250_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_251,Vega protected original,251,,ラクチャン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_251_GFX,VEGA_FAKEMON_251_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_252,Vega protected original,252,,ドゴン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_252_GFX,VEGA_FAKEMON_252_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_253,Vega protected official,253,302,ヤミラミ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_253_GFX,VEGA_NATIVE_253_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_254,Vega protected original,254,,トコヤミ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_254_GFX,VEGA_FAKEMON_254_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_255,Vega protected official,255,303,クチート,ROM抽出で確定,既存値を固定,VEGA_NATIVE_255_GFX,VEGA_NATIVE_255_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_256,Vega protected original,256,,クチールス,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_256_GFX,VEGA_FAKEMON_256_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_257,Vega protected official,257,123,ストライク,ROM抽出で確定,既存値を固定,VEGA_NATIVE_257_GFX,VEGA_NATIVE_257_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_258,Vega protected official,258,212,ハッサム,ROM抽出で確定,既存値を固定,VEGA_NATIVE_258_GFX,VEGA_NATIVE_258_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_259,Vega protected official,259,127,カイロス,ROM抽出で確定,既存値を固定,VEGA_NATIVE_259_GFX,VEGA_NATIVE_259_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_260,Vega protected original,260,,ガッツロス,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_260_GFX,VEGA_FAKEMON_260_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_261,Vega protected official,261,23,アーボ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_261_GFX,VEGA_NATIVE_261_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_262,Vega protected official,262,24,アーボック,ROM抽出で確定,既存値を固定,VEGA_NATIVE_262_GFX,VEGA_NATIVE_262_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_263,Vega protected original,263,,アーボスク,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_263_GFX,VEGA_FAKEMON_263_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_264,Vega protected official,264,109,ドガース,ROM抽出で確定,既存値を固定,VEGA_NATIVE_264_GFX,VEGA_NATIVE_264_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_265,Vega protected official,265,110,マタドガス,ROM抽出で確定,既存値を固定,VEGA_NATIVE_265_GFX,VEGA_NATIVE_265_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_266,Vega protected original,266,,モアドガス,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_266_GFX,VEGA_FAKEMON_266_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_267,Vega protected official,267,355,ヨマワル,ROM抽出で確定,既存値を固定,VEGA_NATIVE_267_GFX,VEGA_NATIVE_267_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_268,Vega protected official,268,356,サマヨール,ROM抽出で確定,既存値を固定,VEGA_NATIVE_268_GFX,VEGA_NATIVE_268_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_269,Vega protected official,269,477,ヨノワール,ROM抽出で確定,既存値を固定,VEGA_NATIVE_269_GFX,VEGA_NATIVE_269_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_270,Vega protected official,270,108,ベロリンガ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_270_GFX,VEGA_NATIVE_270_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_271,Vega protected official,271,463,ベロベルト,ROM抽出で確定,既存値を固定,VEGA_NATIVE_271_GFX,VEGA_NATIVE_271_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_272,Vega protected official,272,167,イトマル,ROM抽出で確定,既存値を固定,VEGA_NATIVE_272_GFX,VEGA_NATIVE_272_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_273,Vega protected official,273,168,アリアドス,ROM抽出で確定,既存値を固定,VEGA_NATIVE_273_GFX,VEGA_NATIVE_273_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_274,Vega protected official,274,595,バチュル,ROM抽出で確定,既存値を固定,VEGA_NATIVE_274_GFX,VEGA_NATIVE_274_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_275,Vega protected official,275,596,デンチュラ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_275_GFX,VEGA_NATIVE_275_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_276,Vega protected original,276,,マグッピ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_276_GFX,VEGA_FAKEMON_276_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_277,Vega protected original,277,,ベタデーム,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_277_GFX,VEGA_FAKEMON_277_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_278,Vega protected official,278,369,ジーランス,ROM抽出で確定,既存値を固定,VEGA_NATIVE_278_GFX,VEGA_NATIVE_278_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_279,Vega protected original,279,,ダンカンス,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_279_GFX,VEGA_FAKEMON_279_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_280,Vega protected original,280,,ヤマネツ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_280_GFX,VEGA_FAKEMON_280_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_281,Vega protected original,281,,ヒササビ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_281_GFX,VEGA_FAKEMON_281_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_282,Vega protected original,282,,シャーモン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_282_GFX,VEGA_FAKEMON_282_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_283,Vega protected original,283,,ドサーモン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_283_GFX,VEGA_FAKEMON_283_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_284,Vega protected original,284,,テッケン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_284_GFX,VEGA_FAKEMON_284_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_285,Vega protected original,285,,テッコンボ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_285_GFX,VEGA_FAKEMON_285_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_286,Vega protected original,286,,ボンバット,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_286_GFX,VEGA_FAKEMON_286_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_287,Vega protected official,287,440,ピンプク,ROM抽出で確定,既存値を固定,VEGA_NATIVE_287_GFX,VEGA_NATIVE_287_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_288,Vega protected official,288,113,ラッキー,ROM抽出で確定,既存値を固定,VEGA_NATIVE_288_GFX,VEGA_NATIVE_288_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_289,Vega protected official,289,242,ハピナス,ROM抽出で確定,既存値を固定,VEGA_NATIVE_289_GFX,VEGA_NATIVE_289_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_290,Vega protected official,290,290,ツチニン,ROM抽出で確定,既存値を固定,VEGA_NATIVE_290_GFX,VEGA_NATIVE_290_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_291,Vega protected official,291,291,テッカニン,ROM抽出で確定,既存値を固定,VEGA_NATIVE_291_GFX,VEGA_NATIVE_291_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_292,Vega protected official,292,292,ヌケニン,ROM抽出で確定,既存値を固定,VEGA_NATIVE_292_GFX,VEGA_NATIVE_292_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_293,Vega protected official,293,27,サンド,ROM抽出で確定,既存値を固定,VEGA_NATIVE_293_GFX,VEGA_NATIVE_293_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_294,Vega protected official,294,28,サンドパン,ROM抽出で確定,既存値を固定,VEGA_NATIVE_294_GFX,VEGA_NATIVE_294_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_295,Vega protected original,295,,サンドリル,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_295_GFX,VEGA_FAKEMON_295_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_296,Vega protected original,296,,ビビッドン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_296_GFX,VEGA_FAKEMON_296_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_297,Vega protected original,297,,ドルン,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_297_GFX,VEGA_FAKEMON_297_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_298,Vega protected original,298,,オールガ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_298_GFX,VEGA_FAKEMON_298_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_299,Vega protected original,299,,ヒョウカク,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_299_GFX,VEGA_FAKEMON_299_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_300,Vega protected official,300,280,ラルトス,ROM抽出で確定,既存値を固定,VEGA_NATIVE_300_GFX,VEGA_NATIVE_300_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_301,Vega protected official,301,281,キルリア,ROM抽出で確定,既存値を固定,VEGA_NATIVE_301_GFX,VEGA_NATIVE_301_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_302,Vega protected official,302,282,サーナイト,ROM抽出で確定,既存値を固定,VEGA_NATIVE_302_GFX,VEGA_NATIVE_302_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_303,Vega protected official,303,475,エルレイド,ROM抽出で確定,既存値を固定,VEGA_NATIVE_303_GFX,VEGA_NATIVE_303_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_304,Vega protected original,304,,キルギシア,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_304_GFX,VEGA_FAKEMON_304_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_305,Vega protected original,305,,シルドール,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_305_GFX,VEGA_FAKEMON_305_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_306,Vega protected original,306,,セルシィ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_306_GFX,VEGA_FAKEMON_306_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_307,Vega protected original,307,,セルディー,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_307_GFX,VEGA_FAKEMON_307_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_308,Vega protected original,308,,コゴボー,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_308_GFX,VEGA_FAKEMON_308_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_309,Vega protected original,309,,バーネッコ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_309_GFX,VEGA_FAKEMON_309_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_310,Vega protected original,310,,コケゾー,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_310_GFX,VEGA_FAKEMON_310_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_311,Vega protected original,311,,ヒカリゴケ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_311_GFX,VEGA_FAKEMON_311_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_312,Vega protected official,312,615,フリージオ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_312_GFX,VEGA_NATIVE_312_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_313,Vega protected original,313,,ワークロ,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_313_GFX,VEGA_FAKEMON_313_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_314,Vega protected original,314,,アリンセス,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_314_GFX,VEGA_FAKEMON_314_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_315,Vega protected official,315,74,イシツブテ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_315_GFX,VEGA_NATIVE_315_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_316,Vega protected official,316,75,ゴローン,ROM抽出で確定,既存値を固定,VEGA_NATIVE_316_GFX,VEGA_NATIVE_316_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_317,Vega protected official,317,76,ゴローニャ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_317_GFX,VEGA_NATIVE_317_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_318,Vega protected official,318,451,スコルピ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_318_GFX,VEGA_NATIVE_318_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_319,Vega protected official,319,452,ドラピオン,ROM抽出で確定,既存値を固定,VEGA_NATIVE_319_GFX,VEGA_NATIVE_319_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_320,Vega protected official,320,353,カゲボウズ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_320_GFX,VEGA_NATIVE_320_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_321,Vega protected official,321,354,ジュペッタ,ROM抽出で確定,既存値を固定,VEGA_NATIVE_321_GFX,VEGA_NATIVE_321_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_FAKEMON_322,Vega protected original,322,,オンネット,ROM抽出で確定,既存値を固定,VEGA_FAKEMON_322_GFX,VEGA_FAKEMON_322_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
VEGA_NATIVE_323,Vega protected official,323,220,ウリムー,ROM抽出で確定,既存値を固定,VEGA_NATIVE_323_GFX,VEGA_NATIVE_323_CRY,既存位置を監査,既存位置を監査,PENDING_ROM_EXTRACTION,既存スクリプト参照を保持
