map_key,source_map,logical_code,classification,scope_decision,reason,script_policy,sevii
KANTO_INDOOR_CERULEAN_CITY_POKEMON_CENTER_2_F,CeruleanCity_PokemonCenter_2F,K43,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CERULEAN_CITY_GYM,CeruleanCity_Gym,K43,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CERULEAN_CITY_BIKE_SHOP,CeruleanCity_BikeShop,K43,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CERULEAN_CITY_MART,CeruleanCity_Mart,K43,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CERULEAN_CITY_HOUSE4,CeruleanCity_House4,K43,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CERULEAN_CITY_HOUSE5,CeruleanCity_House5,K43,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_LAVENDER_TOWN_POKEMON_CENTER_1_F,LavenderTown_PokemonCenter_1F,K31,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_LAVENDER_TOWN_POKEMON_CENTER_2_F,LavenderTown_PokemonCenter_2F,K31,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_LAVENDER_TOWN_VOLUNTEER_POKEMON_HOUSE,LavenderTown_VolunteerPokemonHouse,K31,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_LAVENDER_TOWN_HOUSE1,LavenderTown_House1,K31,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_LAVENDER_TOWN_HOUSE2,LavenderTown_House2,K31,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_LAVENDER_TOWN_MART,LavenderTown_Mart,K31,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_VERMILION_CITY_HOUSE1,VermilionCity_House1,K46,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_VERMILION_CITY_POKEMON_CENTER_1_F,VermilionCity_PokemonCenter_1F,K46,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_VERMILION_CITY_POKEMON_CENTER_2_F,VermilionCity_PokemonCenter_2F,K46,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_VERMILION_CITY_POKEMON_FAN_CLUB,VermilionCity_PokemonFanClub,K46,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_VERMILION_CITY_HOUSE2,VermilionCity_House2,K46,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_VERMILION_CITY_MART,VermilionCity_Mart,K46,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_VERMILION_CITY_GYM,VermilionCity_Gym,K46,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_VERMILION_CITY_HOUSE3,VermilionCity_House3,K46,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_1_F,CeladonCity_DepartmentStore_1F,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_2_F,CeladonCity_DepartmentStore_2F,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_3_F,CeladonCity_DepartmentStore_3F,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_4_F,CeladonCity_DepartmentStore_4F,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_5_F,CeladonCity_DepartmentStore_5F,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_ROOF,CeladonCity_DepartmentStore_Roof,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_ELEVATOR,CeladonCity_DepartmentStore_Elevator,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_CONDOMINIUMS_1_F,CeladonCity_Condominiums_1F,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_CONDOMINIUMS_2_F,CeladonCity_Condominiums_2F,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_CONDOMINIUMS_3_F,CeladonCity_Condominiums_3F,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_CONDOMINIUMS_ROOF,CeladonCity_Condominiums_Roof,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_CONDOMINIUMS_ROOF_ROOM,CeladonCity_Condominiums_RoofRoom,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_POKEMON_CENTER_1_F,CeladonCity_PokemonCenter_1F,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_POKEMON_CENTER_2_F,CeladonCity_PokemonCenter_2F,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_GAME_CORNER,CeladonCity_GameCorner,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_GAME_CORNER_PRIZE_ROOM,CeladonCity_GameCorner_PrizeRoom,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_GYM,CeladonCity_Gym,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_RESTAURANT,CeladonCity_Restaurant,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_HOUSE1,CeladonCity_House1,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CELADON_CITY_HOTEL,CeladonCity_Hotel,K33,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_FUCHSIA_CITY_SAFARI_ZONE_ENTRANCE,FuchsiaCity_SafariZone_Entrance,K34,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_FUCHSIA_CITY_MART,FuchsiaCity_Mart,K34,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_FUCHSIA_CITY_SAFARI_ZONE_OFFICE,FuchsiaCity_SafariZone_Office,K34,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_FUCHSIA_CITY_GYM,FuchsiaCity_Gym,K34,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_FUCHSIA_CITY_HOUSE1,FuchsiaCity_House1,K34,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_FUCHSIA_CITY_POKEMON_CENTER_1_F,FuchsiaCity_PokemonCenter_1F,K34,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_FUCHSIA_CITY_POKEMON_CENTER_2_F,FuchsiaCity_PokemonCenter_2F,K34,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_FUCHSIA_CITY_WARDENS_HOUSE,FuchsiaCity_WardensHouse,K34,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_FUCHSIA_CITY_HOUSE2,FuchsiaCity_House2,K34,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_FUCHSIA_CITY_HOUSE3,FuchsiaCity_House3,K34,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CINNABAR_ISLAND_GYM,CinnabarIsland_Gym,K45,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_LAB_ENTRANCE,CinnabarIsland_PokemonLab_Entrance,K45,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_LAB_LOUNGE,CinnabarIsland_PokemonLab_Lounge,K45,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_LAB_RESEARCH_ROOM,CinnabarIsland_PokemonLab_ResearchRoom,K45,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_LAB_EXPERIMENT_ROOM,CinnabarIsland_PokemonLab_ExperimentRoom,K45,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_CENTER_1_F,CinnabarIsland_PokemonCenter_1F,K45,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CINNABAR_ISLAND_POKEMON_CENTER_2_F,CinnabarIsland_PokemonCenter_2F,K45,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_CINNABAR_ISLAND_MART,CinnabarIsland_Mart,K45,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_INDIGO_PLATEAU_POKEMON_CENTER_1_F,IndigoPlateau_PokemonCenter_1F,K42,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_INDIGO_PLATEAU_POKEMON_CENTER_2_F,IndigoPlateau_PokemonCenter_2F,K42,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_SAFFRON_CITY_COPYCATS_HOUSE_1_F,SaffronCity_CopycatsHouse_1F,K41,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_SAFFRON_CITY_COPYCATS_HOUSE_2_F,SaffronCity_CopycatsHouse_2F,K41,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_SAFFRON_CITY_DOJO,SaffronCity_Dojo,K41,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_SAFFRON_CITY_GYM,SaffronCity_Gym,K41,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_SAFFRON_CITY_HOUSE,SaffronCity_House,K41,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_SAFFRON_CITY_MART,SaffronCity_Mart,K41,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_SAFFRON_CITY_POKEMON_CENTER_1_F,SaffronCity_PokemonCenter_1F,K41,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_SAFFRON_CITY_POKEMON_CENTER_2_F,SaffronCity_PokemonCenter_2F,K41,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_SAFFRON_CITY_MR_PSYCHICS_HOUSE,SaffronCity_MrPsychicsHouse,K41,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_SAFFRON_CITY_POKEMON_TRAINER_FAN_CLUB,SaffronCity_PokemonTrainerFanClub,K41,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE2_VIRIDIAN_FOREST_SOUTH_ENTRANCE,Route2_ViridianForest_SouthEntrance,K02,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE2_HOUSE,Route2_House,K02,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE2_EAST_BUILDING,Route2_EastBuilding,K02,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE2_VIRIDIAN_FOREST_NORTH_ENTRANCE,Route2_ViridianForest_NorthEntrance,K02,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE4_POKEMON_CENTER_1_F,Route4_PokemonCenter_1F,K04,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE4_POKEMON_CENTER_2_F,Route4_PokemonCenter_2F,K04,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE5_POKEMON_DAY_CARE,Route5_PokemonDayCare,K05,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE5_SOUTH_ENTRANCE,Route5_SouthEntrance,K05,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE6_NORTH_ENTRANCE,Route6_NorthEntrance,K06,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE6_UNUSED_HOUSE,Route6_UnusedHouse,K06,INDOOR,DEFER,UNUSED_UNREACHABLE_SOURCE_MAP,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE7_EAST_ENTRANCE,Route7_EastEntrance,K07,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE8_WEST_ENTRANCE,Route8_WestEntrance,K08,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE10_POKEMON_CENTER_1_F,Route10_PokemonCenter_1F,K10,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE10_POKEMON_CENTER_2_F,Route10_PokemonCenter_2F,K10,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE11_EAST_ENTRANCE_1_F,Route11_EastEntrance_1F,K11,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE11_EAST_ENTRANCE_2_F,Route11_EastEntrance_2F,K11,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE12_NORTH_ENTRANCE_1_F,Route12_NorthEntrance_1F,K12,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE12_NORTH_ENTRANCE_2_F,Route12_NorthEntrance_2F,K12,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE12_FISHING_HOUSE,Route12_FishingHouse,K12,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE15_WEST_ENTRANCE_1_F,Route15_WestEntrance_1F,K15,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE15_WEST_ENTRANCE_2_F,Route15_WestEntrance_2F,K15,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE16_HOUSE,Route16_House,K16,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE16_NORTH_ENTRANCE_1_F,Route16_NorthEntrance_1F,K16,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE16_NORTH_ENTRANCE_2_F,Route16_NorthEntrance_2F,K16,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE18_EAST_ENTRANCE_1_F,Route18_EastEntrance_1F,K18,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE18_EAST_ENTRANCE_2_F,Route18_EastEntrance_2F,K18,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE19_UNUSED_HOUSE,Route19_UnusedHouse,K19,INDOOR,DEFER,UNUSED_UNREACHABLE_SOURCE_MAP,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE22_NORTH_ENTRANCE,Route22_NorthEntrance,K22,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE23_UNUSED_HOUSE,Route23_UnusedHouse,K23,INDOOR,DEFER,UNUSED_UNREACHABLE_SOURCE_MAP,KANTO_NAMESPACED_STUB,false
KANTO_INDOOR_ROUTE25_SEA_COTTAGE,Route25_SeaCottage,K25,INDOOR,INCLUDE,MAINLAND_REQUIRED,KANTO_NAMESPACED_STUB,false
