reading_id,original_sha256,original_text,normalized_text,encoded_hex,encoded_size,page_count,max_line_glyphs,status
READING_0090,51feff5e294cad0807ae0ba972860c680f5425407890399ffcf8d00ccc7cfb61,最初から全力だ！一手もむだにしないぞ\n！,さいしょからぜんりょくだ！いってもむ\nだにしないぞ\p！,0b020c3606273f2e28360841ab0250132321fe41160c150240fbabff,28,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0091,698f32ea299130193940421b69c97065cd4052713516f1328bb38257481cd392,最後まで迷わなかったね。強い意志だよ\n。,さいごまでまよわなかったね。つよいい\nしだよ\p。,0b023b1f441f262c1506501018ad12260202fe0c4126fbadff,25,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0092,e6cd6209be7a0c0d1153a67c1a40591a5d789ac8dcbd74546f71d65ebf54cf09,次の一手は読めても、受け切れるとは限\nらない。,つぎのいってはよめても\nうけきれるとはげん\pらない。,1238190250131a26221323fe0309072a29141a3a2efb271502adff,27,2,11,ADOPTED_CURRENT_1BYTE_FONT
READING_0093,cd43225b6842f5014242ce0c2a24f8bd3d9fbd903679998d03bc1d5dfc90da0a,波を乗り継ぐ前に、止められちゃった。,なみをのりつぐまえに\nやめられちゃった。,15202d192812391f0416fe2422272a11345010adff,21,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0094,d325727ea8f722b0934ad256956088e330d1bc695eaf2a22e644d50fa1c2ff49,波を止めても、次の流れはすぐに来るよ\n。,なみをとめても つぎのながれはすぐに\nくるよ\p。,15202d142213230012381915372a1a0d3916fe082926fbadff,25,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0095,793afb718c676b358806a5116faea75d9122e940056b34f054e3fde465d573e9,流れを読まれた。見事な合わせ方だ。,ながれをよまれた。みごとなあわせほう\nだ。,15372a2d261f2a10ad203b1415012c0e1e03fe41adff,22,1,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0096,0ddd09b9953f0be2f9a4dad76dade9fe310423035da0086877a3da34d7425bdb,無理に押さず、周りを使ったいい戦いだ\n。,むりにおさず まわりをつかったいいた\nたかいだ\p。,212816050b3e001f2c282d12065010020210fe10060241fbadff,26,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0097,55285c34310681f0b30f92610123ef4facd56bad2503f0e33c66493369b78837,理論どおりに動くか、実戦で確かめよう\n。,りろんどおりにうごくか\nじっせんでたしかめよう\p。,282b2e45052816033b0806fe3d500e2e44100c06222603fbadff,26,2,11,ADOPTED_CURRENT_1BYTE_FONT
READING_0098,0b812d8c68c9007b75ade94a03c28b98db6a75d175713184887ca919ae7d4206,竜の圧を受けても、隊列を崩さないとは\n。,りゅうのあつをうけても\nたいれつをくずさないとは\p。,2835031901122d03091323fe10022a122d083e0b1502141afbadff,27,2,12,ADOPTED_CURRENT_1BYTE_FONT
READING_0099,b425474b534a45cb822cf9f9a327bd3ce3565896a5152e6141994daa3de2baf5,糸を張る前に、流れを切られたか……。,いとをはるまえに ながれをきられたか\n……。,02142d1a291f04160015372a2d07272a1006feb0b0adff,23,1,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0100,a37aa6d89426507923b7bc7e971a744d9a7af63638974ef8afbed79774948c4e,育て方の違いを、動きで見せてあげる。,そだてほうのちがいを\nうごきでみせてあげる。,0f41131e03191137022dfe033b0744200e13013a29adff,23,1,11,ADOPTED_CURRENT_1BYTE_FONT
READING_0101,899874ab073e2de79f0ceb9c295f1873152e25a5ebeaa7d211389a8eade8eaf0,見えないものほど、戦いを長く支配する\nの。,みえないものほど たたかいをながくし\nはいする\pの。,2004150223191e4500101006022d1537080cfe1a020d29fb19adff,27,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0102,2772039ff1d94111c12fbdeedf7bedc67809ad50499fe347fa2d5937b45b534f,計画の邪魔はさせない。実験部隊、戦闘\n開始！,けいかくのじゃまはさせない。じっけん\nぶたい せんとう\pかいし！,09020608193d341f1a0b0e1502ad3d50092efe481002000e2e1403fb06020cabff,33,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0103,fa9e693240fbc24c66fb1d3d48373b42def3e83ace3eb00a9eacc8face8bc1ff,足場が悪くても、こちらの守りは崩れん\nぞ。,あしばがわるくても\nこちらのまもりはくずれん\pぞ。,010c46372c29081323fe0a1127191f23281a083e2a2efb40adff,26,2,12,ADOPTED_CURRENT_1BYTE_FONT
READING_0104,8d9f665f6e1f98c4aad1c2e1c9ff48438e761446d9d1b14475173c76a28559e5,道具と交代を使えば、長い道でも戦い抜\nけるさ。,どうぐとこうたいをつかえば\nながいみちでもたたかいばつ\pけるさ。,450339140a0310022d12060446fe15370220114423101006024612fb09290badff,33,2,13,ADOPTED_CURRENT_1BYTE_FONT
