table_key,group_id,map_id,profile,slot_count,source_address,source_sha256,fallback_policy,status,notes
TABLE_KEY_VEGA_01_117_LAND,1,117,LAND,12,0x838fb34,ed2b6b322088266e1f3e98cf3ea3eeb0e9f6787ed42106d4b07ecf343ab2b464,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_026_WATER,3,26,WATER,5,0x838fbb8,12c7bfdca4ee6b74073013d9bd9e92f215ad5d1799cb3707cf777b01afe57b8d,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_026_FISHING,3,26,FISHING,10,0x838fbd4,ccfcbff12180614dce1df6551443254e574a7e5e09d0dd4de4be5107fbbed2dd,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_009_LAND,1,9,LAND,12,0x838fc04,0c91a0cdf1f7e8a9e3f73d166a3c75147009a7aab111f5f700322ae76c7f07cd,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_17_000_LAND,17,0,LAND,12,0x838fc3c,72913bdc054b7c4b71b6b1454dda2111f0f3f20586092be5ca612fdb0244ff0b,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_17_000_ROCK,17,0,ROCK,5,0x838fc74,6737453cd06162f1501ab6614b040fe1cdddf321212919bc54a4656f97c44c3c,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_027_WATER,3,27,WATER,5,0x838fc90,43975c96c47ea3476e9b88b5adbab76c0453ecbda197974c9dcc5b3805b43882,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_027_FISHING,3,27,FISHING,10,0x838fcac,07049b90125705c3d4c6e6a4d3547fd3a0601066a0697bc67198bfea5b51cc2a,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_019_LAND,3,19,LAND,12,0x838fcdc,ea7eb8f8f9fba5984d83925efcb6c58771da3153dcf9d81c614f400f647f3825,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_020_LAND,3,20,LAND,12,0x838fd14,6b99e2482c0a2be7d70769cd5c32395b812b51c730f12a5694eb50fdc0811384,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_021_LAND,3,21,LAND,12,0x838fd4c,301514511090d91d552e44ddf0af892166c0391c1326c9c158f07d45562227f6,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_118_LAND,1,118,LAND,12,0x838fd84,163276620f8e4f5adb884fda2f0227e5e385e3c77aedb6011b9698b3d534d2f5,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_118_WATER,1,118,WATER,5,0x838e8d8,f1b13497a80cdcdad19d141cbc4931804c4f997c06c99c6cffe92da1d82ea9c1,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_118_FISHING,1,118,FISHING,10,0x838e910,b653d946bcac1b20f42e535cb438fad12e7819eb07551882260c0d0479c97b1a,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_023_LAND,3,23,LAND,12,0x838fe08,9a743792da9376e4cf948ce6eee62836546df33f7549cfbea2f4729cd739c011,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_025_LAND,3,25,LAND,12,0x838fe40,7ffa1ddd8f41bf9bdbf2e3b0c79b877a2dfe6dd9fd654080ece25073ff18e557,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_025_WATER,3,25,WATER,5,0x838fe78,2a4ff4497e71eb59e2c88b35dd68fdb4e289caf00e125955debaf2276a6ce01f,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_025_FISHING,3,25,FISHING,10,0x838fe94,b4902a462a0fb3e16bac5f146f0d375af809c869c3424e04d9e324e95186e718,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_024_LAND,3,24,LAND,12,0x838fec4,3c6139f439679945109c94d9e171204bc8badf0aad5ec716876826210203abfe,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_043_LAND,3,43,LAND,12,0x838fefc,ad35d1b4828ca0a304bab71a1f2f987c295751dbf0acb2ad6c3b717a46ecf966,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_041_LAND,3,41,LAND,12,0x838ff34,c5928318daefc1908f12450e589923ef5b376ff0c0dbade472a1375712319504,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_028_WATER,3,28,WATER,5,0x838ffa4,71fa1e1b2387df9896075561252b81e0d258cfd1f21e654889c15aaecaa1d6e1,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_028_FISHING,3,28,FISHING,10,0x838ffc0,f1bd6789c89b53a58a83b1d0980e7ec13f9405b45446c6a9db4790aa5b372619,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_029_WATER,3,29,WATER,5,0x8390028,d59c35ac1c039d13bab01ad8a2d2134338cad0ce5b82b89cbf38f8b4b210d987,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_029_FISHING,3,29,FISHING,10,0x8390044,7b6f84f6056152d18bd78167230f730c2894d645d66a4b0f4e80293b94bb4083,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_030_WATER,3,30,WATER,5,0x83900ac,9c15bd7979293f88943825c5add1c5e00d9159bd8be2add99a4bc9dd31945751,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_030_FISHING,3,30,FISHING,10,0x83900c8,b9aa50924c93e337f250f34bdd7e97a587047d2aeb8d336e4596569262972055,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_031_WATER,3,31,WATER,5,0x8390130,563ae998c70da10a41fd2e0059bc0b47cb279f87eaa24b82330c0ced98b33566,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_031_FISHING,3,31,FISHING,10,0x839014c,eed0819fa35f0ebcbecf00eb1bbcfcfe1fb0f9ca8c45e6356585a5a7b4a598d0,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_032_LAND,3,32,LAND,12,0x839017c,7462cb647609f5ac98a4bfcecb51aa6cbafbbf52c8ce6f20e9575dc3a302e705,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_032_WATER,3,32,WATER,5,0x838eba0,fd8888935972d8dc32e8c40b5729ae2bfae009c3635fabdb182a6ae4c2184916,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_032_ROCK,3,32,ROCK,5,0x88966c0,700c655f7d060c05752d3da016e3fe7f35fb92780aebd8245fe4f098c8762df0,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_032_FISHING,3,32,FISHING,10,0x838ebbc,a5c401e279aa2d3aef21e213b56dec9dd08885bacb7dfe0bd797c2d247d95848,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_033_LAND,3,33,LAND,12,0x83901b4,bd9962872cce5c8b1ad77dc69cf1948b422c75ba6b8664f23ca570cf505f0c65,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_034_LAND,3,34,LAND,12,0x83901ec,c97fc10d31ea311cd4562d82ccdc9bdf9c92343ad75f58a00712c3fe1a5d6dab,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_035_LAND,3,35,LAND,12,0x8390224,231e66852ed446d5af929989d8a456db8b2ccedc52f3a34db0ad57015965c216,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_037_LAND,3,37,LAND,12,0x839025c,f2b595365958f1e332878aec186155a9968beaaaf64757dd29913a9a0becd2ae,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_11_003_WATER,11,3,WATER,5,0x8390294,64eb4fede4771fba233169ede6aa6d4061cd4957dd1d6b8f44c5554bf56ad3b1,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_11_003_FISHING,11,3,FISHING,10,0x83902b0,0631998f2e4185c3e7149ae8551b31ea0ea22b4db1ed4cd6c7cb5594c5ffc686,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_038_WATER,3,38,WATER,5,0x83902e0,e8b13dfd1187347fd8ad0c458d02288f05a29af3404ae1032e3880b49000018d,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_038_FISHING,3,38,FISHING,10,0x83902fc,85968de5dec75ae3489743991cc87aa2dc45e3734296f97a1f77f66cc9355784,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_LAND,0,0,LAND,12,0x839032c,a3357f83c348ab461e8d6594974bf4b9a2032423dbee0b8f265dbafa193ad2bb,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x8390364,7106bf2626d2885c285ae610781ca80a236d1c07f35c7b01b79279b5e536102b,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x8390380,19efbf84ada3dd289aa70d3bb8fe955f1fbab41154e71209f5122861181d7c77,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_LAND,0,0,LAND,12,0x83903b0,3152be92d06f59df6731e7906ac06baef5c62cb30b60004fbd3b99f4d54b5407,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x83903e8,550adfc332c95c690d12e51fe156a24e6652f7b904084f4e424d02c2e0ba48b1,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x8390404,fa8bd6f9fda2cd8afc16c0514dfeef93363dd276557d64cd8e492d9b46911a4c,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_LAND,0,0,LAND,12,0x8390434,059fe42527f54e45ab9ee2fa299d8ee49cc255251ea7b688f2cc36f03495e448,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x839046c,faf41e46acd989309cb75ed11fb8301890cfafe16dbb763422d0e69a314b6b21,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x8390488,2c8f861d5f8397c4dbd31c41f68f7201d0511dfacb8fc048987335c068a29cfd,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_LAND,0,0,LAND,12,0x83904b8,ec9b25e0a733a992f5423ea66e8edc41dd4a09958527497b056f26103b284e5c,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x83904f0,81c036d014fa0fbe638ec09a8f53f6e19b47313e86139b99320983641b714423,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x839050c,191f5af4e81b7d696e9eccfe5eb4b521fc409d1bf5bdefe4a54a407da7aca045,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_LAND,0,0,LAND,12,0x839053c,4d5aeb31877030bf6b56741e00ac3ba07f132a95daa553f75e2f2963c6bea4be,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x8390574,fdeb60841f7055f2881b7680a73b2c163340d80c1d93ecff896423d3b46b5475,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x8390590,19de8ef4ca70a513c902e98f26fe87062bb330e5b4acabb080704589972b579d,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_LAND,0,0,LAND,12,0x83905c0,ec90075f9b75c72cc8feecb7a8c1ee2fe337ab678b82153cb386c44cf39f1db6,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x83905f8,67547e15c99d0b8c2bbde1793f6d90cf3b0bdd2a8979d2164401cc7042dd3c82,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x8390614,bf62557862f0725e0d308b7a6c46ec816aa147c717d4e06b17b040274cd30711,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_000_WATER,3,0,WATER,5,0x8390644,64b947f3cebcce1bd5345353e15ed57deabc3f5ec59f071dfe652dde21d48a4c,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_000_FISHING,3,0,FISHING,10,0x8390660,464f874a834cbe9031d08076725c5e5b2f22ab49b608895e8eb74c6640c98765,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_004_WATER,3,4,WATER,5,0x8390690,38ddbf62298d00ab5d846064200c92a980cdce8fdcf5dcc210b08ed543ff3460,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_004_FISHING,3,4,FISHING,10,0x83906ac,0b1d53d5400c3737a6934a31e707af38bd7a6a0b1fa9b347eb5a35edcf25b513,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_02_055_LAND,2,55,LAND,12,0x838ed88,2126bc4222d4668c671e03bf562f22eaed2918222bd5c717c08256b8b0c751db,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_02_055_ROCK,2,55,ROCK,5,0x838f0b4,555b2d2277116d15b9e625df012437e52380a9ae4e48678a5a95c2b22bbd31a2,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_005_WATER,3,5,WATER,5,0x8390728,1e32a30424e1e0fadf45d60b37a6cd8c418666484ff00dc83584846ceba2f634,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_005_FISHING,3,5,FISHING,10,0x8390744,2b19377954083046f8bec5c6bc51b561b8b6f2b76a5d24c4cefcf3bcab9ec37d,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_053_LAND,1,53,LAND,12,0x8390074,231f4ce22b546e64182581913b9b3049b38c24d767f9b9c25d92dba21c94ba01,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_009_WATER,3,9,WATER,5,0x83907c0,ddeac665c952703524b5fdb966be20257f3aeefc62561169cdd50068603df62f,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_009_FISHING,3,9,FISHING,10,0x83907dc,414f5423ee758648d6bbfa2827d8b7630e43108013c1d74c14772a17b2c57dbd,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_008_WATER,3,8,WATER,5,0x839080c,5faec968a7cdb6c82276bb4efadfe474a3d054f051fab3aabf10bddc5ee5421d,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_008_FISHING,3,8,FISHING,10,0x8390828,bc2f47c245d417bd0d64cd98c346f903ceca8b30c6662c5f54dc44ed08fd14b9,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x8390858,7fe86d2c327259fd3db577b1803b0ffdc0fa129462a62fef894d7aa727d9ce74,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x8390874,961412d3b4425dc39431159fd590899d2efda6afd5e46d23370de12077f85711,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x83908a4,e76beb83309ce31810006f4efeff44888c16f0ec5b33402e30e22b00ca4e953c,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x83908c0,99c71f072f5b20e333972b0beaf4768dc2a77f11105e18b5084e31fd34f22cb8,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x83908f0,ccb9402345016c5b2b4d6c5bc9c92bdfc3b7cf0d8607054a332c4b5c2a34a653,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x839090c,be5c142f4f0a4b98de5e264167c0a99f7f0f5d2ebaf41fccd56278b130f16241,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_010_LAND,1,10,LAND,12,0x839093c,85c780a852c7a00939a05008b9a9753be3916253382bb0edad7196360edf7c50,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_055_LAND,3,55,LAND,12,0x8390974,2c86700517b867d80df573f96d6ff9f6bea8c5baa3371978ca868ef8ae5bb897,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_100_LAND,1,100,LAND,12,0x83909ac,43e78d0fc5be3a4b702ebac9fb4cc3077c833b9c5604872846c16652f350d41a,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_011_LAND,1,11,LAND,12,0x83909e4,9958c3c9dba94727a6c6f27658d267ae429eb147b334b3484bd3e3f265808337,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_059_LAND,3,59,LAND,12,0x8390a1c,1e6c86e51598ce2359df53bf5baf61e9c097ed8c5c407d09c1c1208b8821c7b9,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_103_LAND,1,103,LAND,12,0x8390a54,edcf39532ecbb5635d5c82117761bc480520162fe72e4e6d14c91f5717ffd667,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_106_LAND,1,106,LAND,12,0x8390a8c,98403dc43b8fb9dd9e73e5ace470efa8822f66e941fb60a5f6c14539c9ecc48a,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_049_LAND,3,49,LAND,12,0x8390ac4,1b3eced1d1678a0a9780ac22d5b01988669d2bbc8b5f8cb8adf8364a8949b7c1,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_065_LAND,3,65,LAND,12,0x8390afc,1fc21f9ad6b75855df8846a419fb0f7cc4cd217d24540f388732f0506c1566e0,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_065_ROCK,3,65,ROCK,5,0x87f42c0,86a3d09afe575f6ea2181faac1c36cad32effcce935155c91568cb5d685e4d21,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
